Iteration	Posterior	Likelihood	Prior	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
2180	-171.5882	-157.7178	-13.87043	1.30086	1.29984	2.58094	2.58088	2.5804	5.35676	1.29891	1.30086	1.29984	2.5808	5.35807	5.3564	0	1.29891	1.30086	1.29984	5.35929	5.35929	0	0	1.29891	1.30007	2.58165	5.35819	0	0	0	1.29891	1.2997	5.3595	0	0	0	0	1.29891	2.58091	5.36008	0	0	0	0	1.29891	5.36008	0	0	0	0	0	1.29891	0.783236	0	-1.17833	-1.53384	0	1.04823	0	-0.598243	0.03775539	0.005387432	0.04844096	0.08687583	0	-1.01685	-0.161535	1.89934	0	0	0.686617	0.730731	0.0868758	0.0377554	0.1246312	1	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1
2200	-174.1373	-157.2298	-16.90757	2.09945	2.09477	2.09063	2.09051	2.0894	4.22888	2.09056	2.09945	2.09477	2.09032	4.2318	4.22807	0	2.09056	2.09945	2.09477	4.2345	4.2345	0	0	2.09056	2.09585	2.09227	4.23207	0	0	0	2.09056	2.09414	4.23498	0	0	0	0	2.09056	2.09056	4.23626	0	0	0	0	2.09056	4.23626	0	0	0	0	0	2.09056	1.17868	0	-1.03119	0	1.12612	-0.159575	0	-1.6869	0.06377917	0.03501144	0.007211373	0.1137287	0	0.258723	-0.392558	1.05524	0	-1.83884	0	0.705947	0.113729	0.0637792	0.1775079	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	1
2220	-175.4597	-165.5329	-9.926755	2.3636	2.3575	2.35209	2.35193	2.35049	2.34807	2.352	2.3636	2.3575	2.35169	2.34995	2.34755	0	2.352	2.3636	2.3575	2.35169	2.35169	0	0	2.352	2.35891	2.35423	2.35012	0	0	0	2.352	2.35667	2.352	0	0	0	0	2.352	2.352	2.35282	0	0	0	0	2.352	2.35282	0	0	0	0	0	2.352	0.74023	0	-1.81793	0	0.976588	0	0	-1.95644	0.0341403	0.03271507	0.01517262	0.1191405	0	0	-0.564095	0	-1.10366	0	0	0	0.119141	0.0341403	0.1532808	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0
2240	-172.654	-160.0508	-12.60322	1	1	2.37646	2.37646	2.37646	6.38106	1	1	1	2.37646	6.38106	6.38106	0	1	1	1	6.38106	6.38106	0	0	1	1	2.37646	6.38106	0	0	0	1	1	6.38106	0	0	0	0	1	2.37646	6.38106	0	0	0	0	1	6.38106	0	0	0	0	0	1	1.32547	0	-1.38578	0	0	1.65831	0	0	0.08278823	0.01708803	0.01492515	0.0666353	0	0	-1.66733	1.77557	-0.314879	-1.46578	0.86561	0.987724	0.0666353	0.0827882	0.1494235	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1
2260	-171.0098	-162.1599	-8.849911	2.32846	2.32256	3.50039	3.50016	3.49805	3.4945	2.31723	2.32846	2.32256	3.4998	3.49726	3.49374	0	2.31723	2.32846	2.32256	3.4998	3.4998	0	0	2.31723	2.32392	3.50351	3.49751	0	0	0	2.31723	2.32176	3.50025	0	0	0	0	2.31723	3.50025	3.50146	0	0	0	0	2.31723	3.50146	0	0	0	0	0	2.31723	0.0758719	0	0	0	0	0	0	-1.92238	0.02041518	0.02593281	0.007538893	0.06837448	1.86447	-0.545069	-1.99865	1.52643	-0.341112	0	0.412461	0	0.0683745	0.0204152	0.08878966	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0
2280	-171.6903	-158.9827	-12.7076	1.7861	1.78299	2.03602	2.03593	2.03508	2.03367	1.78019	1.7861	1.78299	2.03578	2.03477	2.03336	0	1.78019	1.7861	1.78299	2.03578	2.03578	0	0	1.78019	1.78371	2.03726	2.03487	0	0	0	1.78019	1.78257	2.03596	0	0	0	0	1.78019	2.03596	2.03644	0	0	0	0	1.78019	2.03644	0	0	0	0	0	1.78019	1.71021	0	-0.700573	-0.441206	0	-0.747314	0	-1.31926	0.02140504	0.01174741	0.02337622	0.1101889	0.768391	0	-0.603296	1.75758	0	0.36838	0.134251	0	0.110189	0.021405	0.1315939	1	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0
2300	-175.2168	-158.1535	-17.06324	1	1	2.0341	2.0341	2.0341	1.69369	1	1	1	2.0341	1.69369	1.69369	0	1	1	1	1.69369	1.69369	0	0	1	1	2.0341	1.69369	0	0	0	1	1	1.69369	0	0	0	0	1	2.0341	1.69369	0	0	0	0	1	1.69369	0	0	0	0	0	1	1.13328	0	-1.57907	0	-1.83042	-1.5356	0	0	0.01841049	0.01313418	0.07372707	0.1703369	0	0	-1.18089	1.62551	0	0.354897	0.710051	-0.183143	0.170337	0.0184105	0.1887474	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1
2320	-173.6091	-160.3906	-13.21849	2.3417	2.33572	9.85857	9.85791	9.85192	13.8482	2.33033	2.3417	2.33572	9.85687	13.8592	13.8452	0	2.33033	2.3417	2.33572	13.8693	13.8693	0	0	2.33033	2.33711	9.86742	13.8602	0	0	0	2.33033	2.33492	13.8711	0	0	0	0	2.33033	9.85817	13.8759	0	0	0	0	2.33033	13.8759	0	0	0	0	0	2.33033	1.43936	0	-0.948137	0	0.0175317	0	0	-1.93527	0.06432107	0.04509385	0.02965186	0.04042304	0	0	-1.53283	1.07275	0	-1.78675	1.44229	0.34151	0.040423	0.0643211	0.1047441	1	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1
2340	-171.7466	-157.9541	-13.79258	1.66883	1.66627	3.77304	3.77288	3.77151	3.76919	1.66395	1.66883	1.66627	3.77265	3.77099	3.76869	0	1.66395	1.66883	1.66627	3.77265	3.77265	0	0	1.66395	1.66686	3.77508	3.77115	0	0	0	1.66395	1.66592	3.77295	0	0	0	0	1.66395	3.77295	3.77373	0	0	0	0	1.66395	3.77373	0	0	0	0	0	1.66395	0.972624	1.89628	0	-0.059571	0	0	0	-1.1648	0.00170342	0.02341243	0.07190416	0.09682198	1.77432	-0.843366	-1.63355	1.85774	0	-0.362337	0.81866	0	0.096822	0.00170342	0.0985254	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0
2360	-173.2646	-162.8121	-10.45251	0.709587	0.710319	3.68388	3.68398	3.68488	3.6864	0.710981	0.709587	0.710319	3.68413	3.68522	3.68672	0	0.710981	0.709587	0.710319	3.68413	3.68413	0	0	0.710981	0.71015	3.68255	3.68511	0	0	0	0.710981	0.710418	3.68394	0	0	0	0	0.710981	3.68394	3.68342	0	0	0	0	0.710981	3.68342	0	0	0	0	0	0.710981	0	0	-1.15595	0	0	-0.797486	0	0.780298	0.04127117	0.0145178	0.02199551	0.06721318	0	-1.21136	-0.927978	1.95408	-1.51227	0	1.64509	0	0.0672132	0.0412712	0.1084844	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0
2380	-167.1738	-159.3861	-7.787654	1	1	2.92192	2.92192	2.92192	3.53731	1	1	1	2.92192	3.53731	3.53731	0	1	1	1	3.53731	3.53731	0	0	1	1	2.92192	3.53731	0	0	0	1	1	3.53731	0	0	0	0	1	2.92192	3.53731	0	0	0	0	1	3.53731	0	0	0	0	0	1	1.70622	0	-1.37534	0	0	0	0	0	0.01333142	0.01175282	0.01553907	0.089739	0	0	-1.54479	1.97562	-0.136133	0	1.07224	0.191127	0.089739	0.0133314	0.1030704	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1
2400	-170.756	-161.3245	-9.431519	2.05284	2.04841	6.42963	6.42927	6.42597	16.6945	2.04441	2.05284	2.04841	6.4287	16.7057	16.6914	0	2.04441	2.05284	2.04841	16.716	16.716	0	0	2.04441	2.04944	6.43451	16.7067	0	0	0	2.04441	2.04781	16.7178	0	0	0	0	2.04441	6.42941	16.7227	0	0	0	0	2.04441	16.7227	0	0	0	0	0	2.04441	0.0317103	0	-1.92884	-0.801201	0	0.607163	0	-1.63584	0.002968411	0.01207302	0.03031075	0.03946336	0	0	0	1.27101	0	0.678812	1.14577	0.955593	0.0394634	0.00296841	0.04243178	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1
2420	-173.7341	-157.9529	-15.7812	2.0752	2.07066	2.89232	2.89216	2.89065	5.80813	2.06656	2.0752	2.07066	2.8919	5.81208	5.80703	0	2.06656	2.0752	2.07066	5.81572	5.81572	0	0	2.06656	2.07171	2.89455	5.81244	0	0	0	2.06656	2.07004	5.81638	0	0	0	0	2.06656	2.89222	5.8181	0	0	0	0	2.06656	5.8181	0	0	0	0	0	2.06656	0	0	-1.59963	-0.825804	0.408089	0.308446	0	-1.66048	0.07619242	0.02070154	0.02174481	0.09026137	0.538947	0	-1.5508	0.685226	-0.253788	0	0.336142	0.698652	0.0902614	0.0761924	0.1664538	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1
2440	-169.5828	-159.7043	-9.878504	1	1	3.13226	3.13226	3.13226	6.89861	1	1	1	3.13226	6.89861	6.89861	0	1	1	1	6.89861	6.89861	0	0	1	1	3.13226	6.89861	0	0	0	1	1	6.89861	0	0	0	0	1	3.13226	6.89861	0	0	0	0	1	6.89861	0	0	0	0	0	1	0	0	-1.64766	0	0	0	0	0	0.02793135	0.01735263	0.06759714	0.08708111	0	0	-0.269413	1.75359	-1.24058	0	1.14176	0.789565	0.0870811	0.0279313	0.1150125	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1
2460	-174.227	-162.1321	-12.09486	2.27809	2.27246	13.5059	13.505	13.497	13.4837	2.26738	2.27809	2.27246	13.5036	13.4941	13.4809	0	2.26738	2.27809	2.27246	13.5036	13.5036	0	0	2.26738	2.27376	13.5176	13.495	0	0	0	2.26738	2.2717	13.5053	0	0	0	0	2.26738	13.5053	13.5099	0	0	0	0	2.26738	13.5099	0	0	0	0	0	2.26738	1.92676	0.881328	-0.964268	0	0.433654	0.767637	0	-1.87263	0.02003943	0.02102581	0.05312555	0.02255091	0	-0.789558	0	1.37123	0	-0.293307	1.78446	0	0.0225509	0.0200394	0.04259034	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0
2480	-179.7244	-162.8276	-16.89682	1.04304	1.03885	4.96391	4.93934	4.61403	10.649	0.97898	1.04304	1.03885	4.89722	13.9171	9.35095	0	0.97898	1.04304	1.03885	15.3888	15.3888	0	0	0.97898	1.04105	5.16376	14.1156	0	0	0	0.97898	1.03665	15.5528	0	0	0	0	0.97898	4.94941	15.886	0	0	0	0	0.97898	15.886	0	0	0	0	0	0.97898	1.86744	0	-1.26612	-0.043346	-0.664907	0.402474	-0.0961691	0	0.06806378	0.0268488	0.03641729	0.07080349	0	0	-0.75522	1.0399	-1.39812	-0.176709	1.62051	1.14497	0.0708035	0.0680638	0.1388673	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
2500	-182.7296	-162.6715	-20.0581	1.91183	1.90811	4.13411	4.1339	4.13199	4.12878	1.90476	1.91183	1.90811	4.13357	4.13127	4.12809	0	1.90476	1.91183	1.90811	4.13357	4.13357	0	0	1.90476	1.90897	4.13694	4.1315	0	0	0	1.90476	1.90761	4.13398	0	0	0	0	1.90476	4.13398	4.13507	0	0	0	0	1.90476	4.13507	0	0	0	0	0	1.90476	0.863432	0	-1.12452	-0.321346	0	0	0	-1.47398	0.02081771	0.03217097	0.2414008	0.07341924	0	-0.718062	0	0.595539	-1.98209	1.84701	0.774888	0	0.0734192	0.0208177	0.09423694	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0
2520	-172.2024	-161.1141	-11.08824	2.16714	2.16211	2.15765	2.15752	2.15633	2.15433	2.15757	2.16714	2.16211	2.15731	2.15588	2.1539	0	2.15757	2.16714	2.16211	2.15731	2.15731	0	0	2.15757	2.16327	2.15941	2.15602	0	0	0	2.15757	2.16143	2.15757	0	0	0	0	2.15757	2.15757	2.15825	0	0	0	0	2.15757	2.15825	0	0	0	0	0	2.15757	0.910514	0	-0.307186	0	0	0	0	-1.75907	0.06153108	0.02433858	0.02591789	0.1010893	0	0	-0.654711	1.37792	0	-1.01811	0	0	0.101089	0.0615311	0.1626204	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0
2540	-174.7	-161.2714	-13.42854	1.75259	1.74964	1.74702	1.74694	1.74624	6.19375	1.74697	1.75259	1.74964	1.74682	6.19699	6.19286	0	1.74697	1.75259	1.74964	6.19998	6.19998	0	0	1.74697	1.75032	1.74805	6.19729	0	0	0	1.74697	1.74924	6.20052	0	0	0	0	1.74697	1.74697	6.20193	0	0	0	0	1.74697	6.20193	0	0	0	0	0	1.74697	0.18054	0	-1.59898	0	0	1.09696	0	-1.27618	0.003348807	0.01782324	0.02123122	0.09035181	0.512761	-1.11565	-1.31427	1.94623	-0.626611	1.60291	0	1.26675	0.0903518	0.00334881	0.09370061	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1
2560	-171.1581	-154.5489	-16.60926	2.27042	2.26484	2.25989	2.25974	2.25842	6.65649	2.2598	2.27042	2.26484	2.25951	6.66158	6.65508	0	2.2598	2.27042	2.26484	6.66627	6.66627	0	0	2.2598	2.26613	2.26184	6.66204	0	0	0	2.2598	2.26408	6.66711	0	0	0	0	2.2598	2.2598	6.66934	0	0	0	0	2.2598	6.66934	0	0	0	0	0	2.2598	1.5625	1.55644	-1.74722	0	0.583693	0	0	-1.86497	0.02944504	0.01202306	0.08003799	0.1080955	1.57657	-1.10003	-1.11804	1.79356	-1.1804	0	0	1.08191	0.108096	0.029445	0.1375406	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1
2580	-172.7496	-160.3558	-12.39385	2.01374	2.00951	4.77009	4.76983	4.76744	18.1669	2.0057	2.01374	2.00951	4.76942	18.1788	18.1636	0	2.0057	2.01374	2.00951	18.1897	18.1897	0	0	2.0057	2.01049	4.77361	18.1798	0	0	0	2.0057	2.00894	18.1917	0	0	0	0	2.0057	4.76993	18.1968	0	0	0	0	2.0057	18.1968	0	0	0	0	0	2.0057	0	0	-1.22328	0	-1.7684	0.951338	0	-1.5921	0.04280626	0.01556593	0.03227194	0.03357243	0.607826	0	-0.962292	1.78902	0	-1.48256	0.86634	1.33863	0.0335724	0.0428063	0.07637869	0	0	1	0	1	1	0	1	1	0	1	1	0	1	1	1
2600	-168.858	-158.9959	-9.862089	1.76723	1.76421	5.33961	5.33937	5.3372	10.1025	1.76149	1.76723	1.76421	5.339	10.1079	10.101	0	1.76149	1.76723	1.76421	10.1128	10.1128	0	0	1.76149	1.76491	5.34282	10.1084	0	0	0	1.76149	1.7638	10.1137	0	0	0	0	1.76149	5.33947	10.116	0	0	0	0	1.76149	10.116	0	0	0	0	0	1.76149	0	0	-1.26796	0	0.833445	0	0	-1.2951	0.03988865	0.01928426	0.004922811	0.06614142	0.723877	0	-1.24437	1.55414	0	0	1.10897	0.638766	0.0661414	0.0398886	0.1060301	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1
2620	-168.4941	-159.8351	-8.658957	2.31806	2.31221	5.93366	5.93327	5.92971	5.92373	2.30694	2.31806	2.31221	5.93266	5.92838	5.92245	0	2.30694	2.31806	2.31221	5.93266	5.93266	0	0	2.30694	2.31356	5.93893	5.9288	0	0	0	2.30694	2.31142	5.93343	0	0	0	0	2.30694	5.93343	5.93546	0	0	0	0	2.30694	5.93546	0	0	0	0	0	2.30694	0	0.956461	-0.948196	0	0	0	0	-1.91219	0.005227746	0.01706334	0.04588308	0.06664204	0	0.322062	0	1.99408	-0.329013	0	0.94468	0	0.066642	0.00522775	0.07186979	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0
2640	-174.504	-156.9516	-17.55239	1.92113	1.91737	3.55502	3.55483	3.55318	4.98769	1.91397	1.92113	1.91737	3.55455	4.99072	4.98685	0	1.91397	1.92113	1.91737	4.99352	4.99352	0	0	1.91397	1.91824	3.55747	4.991	0	0	0	1.91397	1.91686	4.99403	0	0	0	0	1.91397	3.55491	4.99535	0	0	0	0	1.91397	4.99535	0	0	0	0	0	1.91397	1.78874	0	-1.44642	0	0	-0.132874	0	-1.48502	0.03871085	0.02286017	0.04789422	0.1090573	0.912039	-1.75259	-0.322497	1.62321	-0.0553531	-0.229008	0.619149	0.339913	0.109057	0.0387108	0.1477682	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1
2660	-169.845	-155.4178	-14.42727	2.04078	2.03641	3.39155	3.39135	3.38963	6.59148	2.03247	2.04078	2.03641	3.39106	6.59586	6.59027	0	2.03247	2.04078	2.03641	6.59991	6.59991	0	0	2.03247	2.03742	3.3941	6.59626	0	0	0	2.03247	2.03582	6.60063	0	0	0	0	2.03247	3.39143	6.60255	0	0	0	0	2.03247	6.60255	0	0	0	0	0	2.03247	1.81763	1.44265	-1.42087	-1.73082	0.789982	0	0	-1.62243	0.04386964	0.005735336	0.03974542	0.08570154	0	0	-0.476632	1.85478	0	-1.43665	0.512001	0.665914	0.0857015	0.0438696	0.1295712	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1
2680	-173.2011	-159.4503	-13.75079	0.661753	0.662574	2.22656	2.22663	2.22729	3.92793	0.663317	0.661753	0.662574	2.22674	3.92642	3.92834	0	0.663317	0.661753	0.662574	3.92502	3.92502	0	0	0.663317	0.662384	2.22559	3.92628	0	0	0	0.663317	0.662685	3.92477	0	0	0	0	0.663317	2.2266	3.92411	0	0	0	0	0.663317	3.92411	0	0	0	0	0	0.663317	0	0	-0.793001	0	-0.237367	-1.03855	0	0.939034	0.01333676	0.0256754	0.01626903	0.1201875	0	0	-1.79116	1.85752	0	0.150398	1.21098	0.566832	0.120188	0.0133368	0.1335243	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1
2700	-173.013	-155.368	-17.64506	2.11064	2.10591	2.10172	2.10159	2.10047	3.3019	2.10164	2.11064	2.10591	2.1014	3.30419	3.30126	0	2.10164	2.11064	2.10591	3.30631	3.30631	0	0	2.10164	2.107	2.10337	3.3044	0	0	0	2.10164	2.10527	3.3067	0	0	0	0	2.10164	2.10164	3.3077	0	0	0	0	2.10164	3.3077	0	0	0	0	0	2.10164	1.18433	0	-1.3772	-1.96526	-1.54047	-1.61659	0	-1.69899	0.08743964	0.005606476	0.02946578	0.1156561	0	0	-0.875903	1.64911	-0.456472	0.144771	0	0.453231	0.115656	0.0874396	0.2030957	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1
2720	-166.4515	-156.2377	-10.21376	2.02317	2.01889	2.0151	2.01499	2.01398	8.3317	2.01503	2.02317	2.01889	2.01481	8.33717	8.33018	0	2.01503	2.02317	2.01889	8.34222	8.34222	0	0	2.01503	2.01988	2.0166	8.33767	0	0	0	2.01503	2.01832	8.34313	0	0	0	0	2.01503	2.01503	8.34552	0	0	0	0	2.01503	8.34552	0	0	0	0	0	2.01503	0	0	-0.0883815	0	0	-1.60144	0	-1.60272	0.01210021	0.02629116	0.04726241	0.0880325	0	0	-1.96668	1.97599	0	0	0	1.4208	0.0880325	0.0121002	0.1001327	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1
2740	-173.6112	-157.3507	-16.26048	2.31777	2.31193	2.30675	2.3066	2.30521	2.30289	2.30666	2.31777	2.31193	2.30636	2.30469	2.30239	0	2.30666	2.31777	2.31193	2.30636	2.30636	0	0	2.30666	2.31328	2.30879	2.30486	0	0	0	2.30666	2.31114	2.30666	0	0	0	0	2.30666	2.30666	2.30744	0	0	0	0	2.30666	2.30744	0	0	0	0	0	2.30666	0	0	-1.47052	0	-1.78734	-1.45664	0	-1.91191	0.003054459	0.009141339	0.0885609	0.206769	0.298939	0	-1.11416	1.91382	0	0	0	0	0.206769	0.00305446	0.2098234	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0
2760	-167.7732	-154.5534	-13.21977	2.20759	2.20234	2.19769	2.19755	2.19631	6.43121	2.19761	2.20759	2.20234	2.19734	6.43596	6.4299	0	2.19761	2.20759	2.20234	6.44034	6.44034	0	0	2.19761	2.20355	2.19953	6.43639	0	0	0	2.19761	2.20163	6.44113	0	0	0	0	2.19761	2.19761	6.4432	0	0	0	0	2.19761	6.4432	0	0	0	0	0	2.19761	1.07033	0	-1.1531	0	-1.38362	0	0	-1.80113	0.02094439	0.01788544	0.0845617	0.09078754	0.968195	0	-1.74229	1.96704	0	0	0	1.07533	0.0907875	0.0209444	0.1117319	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1
2780	-171.4405	-158.3001	-13.14047	1.84961	1.8462	6.90154	6.90121	6.89818	15.0441	1.84312	1.84961	1.8462	6.90068	15.0527	15.0417	0	1.84312	1.84961	1.8462	15.0607	15.0607	0	0	1.84312	1.84699	6.90602	15.0535	0	0	0	1.84312	1.84574	15.0621	0	0	0	0	1.84312	6.90134	15.0659	0	0	0	0	1.84312	15.0659	0	0	0	0	0	1.84312	1.85119	0	-1.53756	0	0	-0.595432	0	-1.39873	0.01476974	0.01791713	0.07253698	0.03765814	0.700477	0	-0.590679	1.77362	-0.819537	-0.0166719	1.32026	0.780468	0.0376581	0.0147697	0.05242788	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1
2800	-173.5001	-158.0784	-15.42174	1.35582	1.35458	1.35348	1.35345	1.35315	1.35266	1.35346	1.35582	1.35458	1.3534	1.35304	1.35255	0	1.35346	1.35582	1.35458	1.3534	1.3534	0	0	1.35346	1.35487	1.35392	1.35308	0	0	0	1.35346	1.35441	1.35346	0	0	0	0	1.35346	1.35346	1.35363	0	0	0	0	1.35346	1.35363	0	0	0	0	0	1.35346	1.76701	0	-1.59462	-0.366435	0	-0.104404	0	-0.692355	0.006651487	0.01233547	0.02043105	0.1951532	0	1.13509	-0.859581	1.90995	0	0.962574	0	0	0.195153	0.00665149	0.2018046	1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	0
2820	-174.0786	-157.9168	-16.16174	2.05199	2.04756	3.60831	3.6081	3.60625	3.83585	2.04357	2.05199	2.04756	3.60779	3.83842	3.83514	0	2.04357	2.05199	2.04756	3.84079	3.84079	0	0	2.04357	2.04858	3.61104	3.83865	0	0	0	2.04357	2.04696	3.84121	0	0	0	0	2.04357	3.60819	3.84234	0	0	0	0	2.04357	3.84234	0	0	0	0	0	2.04357	0	1.26387	-1.41152	0	-1.07622	-1.79133	0	-1.63489	0.03480708	0.02501314	0.06356069	0.09503271	1.33255	0.340325	0	1.29844	0	0	0.568508	0.0625832	0.0950327	0.0348071	0.1298398	0	1	1	0	1	1	0	1	1	1	0	1	0	0	1	1
2840	-170.6517	-157.2287	-13.423	1.28807	1.29399	2.40905	2.42543	2.66221	4.06214	1.40246	1.28807	1.29399	2.45397	2.81567	4.85385	0	1.40246	1.28807	1.29399	2.45397	2.45397	0	0	1.40246	1.29051	2.28295	2.76162	0	0	0	1.40246	1.29759	2.41869	0	0	0	0	1.40246	2.41869	2.34974	0	0	0	0	1.40246	2.34974	0	0	0	0	0	1.40246	1.95608	0	-1.41437	-0.498728	0	0	0.131794	-0.707108	0.02364362	0.01490835	0.04402294	0.1366849	1.79477	0	-1.64959	1.32541	0	0	0.544999	0	0.136685	0.0236436	0.1603285	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0
2860	-168.953	-158.0392	-10.91376	2.1813	2.1762	4.47801	4.47773	4.47524	16.9338	2.1716	2.1813	2.1762	4.4773	16.9461	16.9304	0	2.1716	2.1813	2.1762	16.9575	16.9575	0	0	2.1716	2.17738	4.48169	16.9473	0	0	0	2.1716	2.17551	16.9595	0	0	0	0	2.1716	4.47784	16.9649	0	0	0	0	2.1716	16.9649	0	0	0	0	0	2.1716	1.67243	0	-1.47888	0	-1.02208	-1.34214	0	-1.77389	0.02070097	0.009895449	0.04283299	0.04844215	0.294494	0	0	1.95495	0	0	0.723679	1.33169	0.0484422	0.020701	0.06914313	1	0	1	0	1	1	0	1	1	0	0	1	0	0	1	1
2880	-171.5167	-159.6449	-11.87175	1	1	4.21379	4.21379	4.21379	4.21379	1	1	1	4.21379	4.21379	4.21379	0	1	1	1	4.21379	4.21379	0	0	1	1	4.21379	4.21379	0	0	0	1	1	4.21379	0	0	0	0	1	4.21379	4.21379	0	0	0	0	1	4.21379	0	0	0	0	0	1	0.54096	0	-0.444378	0	0.451536	0	0	0	0.01343536	0.03058131	0.07643488	0.07735583	0	0	-1.23788	1.63664	-0.158563	-1.07613	1.43836	0	0.0773558	0.0134354	0.09079119	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0
2900	-172.758	-157.6929	-15.06507	1	1	2.44083	2.44083	2.44083	4.54195	1	1	1	2.44083	4.54195	4.54195	0	1	1	1	4.54195	4.54195	0	0	1	1	2.44083	4.54195	0	0	0	1	1	4.54195	0	0	0	0	1	2.44083	4.54195	0	0	0	0	1	4.54195	0	0	0	0	0	1	1.33561	0.364611	-1.05807	-1.85175	-1.29251	-1.37713	0	0	0.03566089	0.007820688	0.02806434	0.1194509	0	0	-1.52429	1.86381	0	-1.34797	0.892336	0.621021	0.119451	0.0356609	0.1551118	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1
2920	-173.2414	-160.5804	-12.66107	1.47349	1.47178	7.89105	7.89081	7.88863	7.88496	1.47023	1.47349	1.47178	7.89043	7.88781	7.88417	0	1.47023	1.47349	1.47178	7.89043	7.89043	0	0	1.47023	1.47218	7.89428	7.88807	0	0	0	1.47023	1.47155	7.89091	0	0	0	0	1.47023	7.89091	7.89215	0	0	0	0	1.47023	7.89215	0	0	0	0	0	1.47023	0	1.22491	-0.832704	0	-1.90667	-1.967	0	-0.881657	0.02987922	0.02158886	0.05844264	0.05564349	0	0	-0.169909	1.7931	0	0.972489	1.68029	0	0.0556435	0.0298792	0.08552272	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0
