Iteration	Posterior	Likelihood	Prior	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
5240	-172.5848	-155.6276	-16.95716	1	1	1	1	1	1.73663	1	1	1	1	1.73663	1.73663	0	1	1	1	1.73663	1.73663	0	0	1	1	1	1.73663	0	0	0	1	1	1.73663	0	0	0	0	1	1	1.73663	0	0	0	0	1	1.73663	0	0	0	0	0	1	0	0	-0.582035	0	0	-0.991145	0	0	0.01316467	0.02305923	0.02144901	0.249941	0	1.70171	-1.62468	1.67096	0	-1.22179	0	0.551947	0.249941	0.0131647	0.2631057	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1
5260	-175.9751	-162.3771	-13.59801	1.39927	1.39786	1.52039	1.52035	1.51999	5.97104	1.39658	1.39927	1.39786	1.52029	5.97291	5.97052	0	1.39658	1.39927	1.39786	5.97463	5.97463	0	0	1.39658	1.39819	1.52093	5.97308	0	0	0	1.39658	1.39767	5.97494	0	0	0	0	1.39658	1.52037	5.97576	0	0	0	0	1.39658	5.97576	0	0	0	0	0	1.39658	0	1.02526	-1.6525	0	-0.9788	0	0	-0.764101	0.02535122	0.0240873	0.006956694	0.115254	0	-0.221471	-1.87847	1.35363	-0.32941	0	0.084922	1.36862	0.115254	0.0253512	0.1406052	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1
5280	-170.6456	-159.9607	-10.68486	1	1	1.58503	1.58503	1.58503	4.75492	1	1	1	1.58503	4.75492	4.75492	0	1	1	1	4.75492	4.75492	0	0	1	1	1.58503	4.75492	0	0	0	1	1	4.75492	0	0	0	0	1	1.58503	4.75492	0	0	0	0	1	4.75492	0	0	0	0	0	1	0.170603	0	-0.917844	0	0	0.011694	0	0	0.00586942	0.01373847	0.02286855	0.10833	0.606972	0	0	1.98116	0	0.380996	0.460602	1.09858	0.10833	0.00586942	0.1141994	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	1
5300	-168.4442	-159.1855	-9.25868	1.84395	1.84056	4.0114	4.01121	4.00946	4.00651	1.83751	1.84395	1.84056	4.01091	4.0088	4.00588	0	1.83751	1.84395	1.84056	4.01091	4.01091	0	0	1.83751	1.84135	4.01399	4.00901	0	0	0	1.83751	1.84011	4.01128	0	0	0	0	1.83751	4.01128	4.01228	0	0	0	0	1.83751	4.01228	0	0	0	0	0	1.83751	1.44127	0.147532	-1.04083	-1.11097	0	-1.79234	0	-1.39176	0.001649108	0.01226834	0.0361365	0.06509798	0	0	-0.738128	1.43151	0	0	0.780701	0	0.065098	0.00164911	0.06674709	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0
5320	-173.762	-162.0651	-11.69694	1.68855	1.6859	6.41112	6.41086	6.40846	6.40444	1.6835	1.68855	1.6859	6.41045	6.40756	6.40357	0	1.6835	1.68855	1.6859	6.41045	6.41045	0	0	1.6835	1.68651	6.41467	6.40785	0	0	0	1.6835	1.68554	6.41096	0	0	0	0	1.6835	6.41096	6.41233	0	0	0	0	1.6835	6.41233	0	0	0	0	0	1.6835	1.34458	0.382325	0	-0.871451	0.129547	1.13337	0	-1.19152	0.008697051	0.01702896	0.03494232	0.04612538	0	0	-1.95192	1.55366	-0.254517	0.447832	1.33713	0	0.0461254	0.00869705	0.05482243	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0
5340	-169.7861	-157.2595	-12.52664	2.05211	2.04768	2.04376	2.04364	2.04259	7.99727	2.04369	2.05211	2.04768	2.04346	8.00263	7.99579	0	2.04369	2.05211	2.04768	8.00757	8.00757	0	0	2.04369	2.04871	2.04531	8.00312	0	0	0	2.04369	2.04708	8.00846	0	0	0	0	2.04369	2.04369	8.0108	0	0	0	0	2.04369	8.0108	0	0	0	0	0	2.04369	1.20799	0	-1.80506	0	0	1.79194	0	-1.63502	0.01842138	0.01326837	0.04865884	0.08184485	1.81335	-0.0617052	-1.53607	1.68592	0	0	0	1.36574	0.0818448	0.0184214	0.1002662	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1
5360	-167.6784	-157.5829	-10.09556	1	1	2.38878	2.38878	2.38878	2.38878	1	1	1	2.38878	2.38878	2.38878	0	1	1	1	2.38878	2.38878	0	0	1	1	2.38878	2.38878	0	0	0	1	1	2.38878	0	0	0	0	1	2.38878	2.38878	0	0	0	0	1	2.38878	0	0	0	0	0	1	0	0	-0.820251	0	0	0	0	0	0.03570278	0.01863828	0.0359945	0.1323818	0	0	-1.96879	1.91816	0	-1.89539	0.870785	0	0.132382	0.0357028	0.1680846	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0
5380	-176.4968	-158.0129	-18.48393	1	1	3.74439	3.74439	3.74439	3.74439	1	1	1	3.74439	3.74439	3.74439	0	1	1	1	3.74439	3.74439	0	0	1	1	3.74439	3.74439	0	0	0	1	1	3.74439	0	0	0	0	1	3.74439	3.74439	0	0	0	0	1	3.74439	0	0	0	0	0	1	0	1.43351	-0.490724	0	-1.84812	-1.92046	0	0	0.03214513	0.02530863	0.1411479	0.1298529	0	0	-1.56842	1.82291	-0.848905	-0.838135	1.32026	0	0.129853	0.0321451	0.1619981	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0
5400	-167.4713	-156.0164	-11.45496	2.17646	2.15591	1.9405	1.92283	1.69631	4.07318	1.93006	2.17646	2.15591	1.89273	6.65596	3.20931	0	1.93006	2.17646	2.15591	8.00694	8.00694	0	0	1.93006	2.16536	2.08759	6.83133	0	0	0	1.93006	2.14695	8.16485	0	0	0	0	1.93006	1.93006	8.49066	0	0	0	0	1.93006	8.49066	0	0	0	0	0	1.93006	0	0	-0.61971	0	0	0	-0.176218	-1.59322	0.01004996	0.01457921	0.03382597	0.1116038	1.06387	0	-1.70334	1.92301	-0.0903151	0	0	1.44229	0.111604	0.01005	0.1216538	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1
5420	-173.8184	-158.5189	-15.29948	2.03327	2.04077	2.21524	2.23155	2.46867	12.7489	2.22484	2.03327	2.04077	2.25999	8.56162	15.471	0	2.22484	2.03327	2.04077	7.37536	7.37536	0	0	2.22484	2.03543	2.0904	8.38338	0	0	0	2.22484	2.04658	7.26065	0	0	0	0	2.22484	2.22484	7.03707	0	0	0	0	2.22484	7.03707	0	0	0	0	0	2.22484	1.12162	0	-1.06747	0	-0.364296	-0.0686084	0.143319	-1.75688	0.02242356	0.02875963	0.03920224	0.089143	0.574862	0	-1.2275	1.15138	-0.542646	0	0	1.18278	0.089143	0.0224236	0.1115666	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1
