Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
670	-1562.699	-1541.336	-21.36287	0.148871	0.134072	0.146364	0.133719	0.134858	0.182433	0.381225	0.469362	0.361678	0.386075	0.321885	0.358194	0.353768	0.372077	0.460327	0.371389	0.432305	0.39694	0.447326	0.399323	0.419893	0.591996	0.537478	0.592288	0.518409	0.55072	0.618677	0.582066	0.552444	0.525051	0.579032	0.604175	0.666602	0.599373	0.607843	0.55622	0.598727	0.600009	0.593006	0.655203	0.59425	0.748419	0.783946	0.726606	0.783478	0.736264	0.825752	0.773178	0.826949	0.761844	0.78941	0.850523	0.814802	0.791694	0.760679	0.813999	0.970451	1.00936	1.04574	0.986337	1.04648	0.997269	1.27339	5.7206	5.15195	5.62427	5.13837	5.18214	7.01029	0.0164221	0.0171943	0.0165545	0.0172198	0.0171536	0.0150371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435389	-0.825502	-0.299599	-0.381255	-0.249587	-0.885428	0.571612	-0.676286	0.0164221	0.0171943	0.0165545	0.0172198	0.0171536	0.0150371	0.02654137	0.1933893	0.01105177	0.1458118	-0.674828	-0.0857573	-2.39141	-0.801672	-0.415776	0.764423	0.11688	1.49482
680	-1556.955	-1536.271	-20.68489	0.162582	0.158424	0.161769	0.158248	0.158609	0.170702	0.482231	0.920005	0.424877	0.502839	0.358113	0.415368	0.395891	0.496965	0.952184	0.495289	0.505838	0.431646	0.578846	0.4391	0.507186	0.762118	0.631418	0.76669	0.586908	0.668328	0.922708	0.774694	0.675111	0.632063	0.762723	0.701857	0.904212	0.688326	0.715837	0.600045	0.686503	0.683952	0.706963	0.91036	0.712578	0.891266	0.99414	0.859219	0.99146	0.892431	1.00425	0.875336	1.00935	0.847791	0.924405	1.09976	1.01049	0.933058	0.875275	1.00748	1.1735	1.17581	1.2896	1.14282	1.29176	1.17667	1.52526	0.447986	0.436528	0.445746	0.436044	0.437039	0.47036	0.0208621	0.0226632	0.0211429	0.0227097	0.0225582	0.0177611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.991238	0.767106	-0.983283	0.407523	-0.452248	0.662316	0.139656	1.48767	0.0208621	0.0226632	0.0211429	0.0227097	0.0225582	0.0177611	0.03817369	0.2175158	0.01321629	0.1616651	-1.18129	0.320245	-1.86285	-0.0442633	0.0555709	0.516981	-0.494966	-0.193116
690	-1561.512	-1538.784	-22.72842	0.178218	0.164382	0.175907	0.164053	0.165128	0.208522	0.449004	0.638881	0.417266	0.459055	0.366785	0.411582	0.403093	0.445017	0.638	0.44396	0.49897	0.448673	0.530633	0.452404	0.488214	0.701209	0.619369	0.702588	0.592014	0.640695	0.763732	0.695847	0.644086	0.608623	0.689666	0.695161	0.803094	0.687233	0.702039	0.62717	0.685863	0.686715	0.686687	0.794406	0.689093	0.863838	0.922102	0.836977	0.92083	0.853407	0.960651	0.881014	0.962874	0.863986	0.9082	1.00693	0.952633	0.912444	0.869977	0.950791	1.1185	1.15276	1.21471	1.1247	1.21575	1.14224	1.45234	0.500869	0.461983	0.494373	0.461057	0.46408	0.586035	0.0491218	0.0682056	0.051852	0.0688052	0.0669871	0.0260131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.745044	1.84033	-0.928209	0.297976	-1.79009	0.384985	0.441344	-0.63459	0.0491218	0.0682056	0.051852	0.0688052	0.0669871	0.0260131	0.02698959	0.2500121	0.02581724	0.1753911	-1.12671	1.35559	-1.23635	-0.563793	0.646598	0.256836	-0.897537	0.0939021
700	-1561.126	-1538.211	-22.91484	0.149467	0.150986	0.14975	0.151046	0.150914	0.146632	0.345425	0.351381	0.343616	0.346178	0.340673	0.343158	0.341677	0.347414	0.353066	0.347428	0.341508	0.340399	0.343501	0.340736	0.343018	0.519838	0.51587	0.519966	0.513625	0.517166	0.522417	0.521669	0.517536	0.517478	0.52141	0.513631	0.518005	0.513655	0.514175	0.510791	0.513586	0.513001	0.515371	0.519592	0.515557	0.693244	0.697383	0.692906	0.697463	0.69487	0.692079	0.688355	0.692286	0.687362	0.69005	0.694767	0.693805	0.690428	0.689934	0.693752	0.882859	0.877075	0.88125	0.876549	0.881417	0.87869	1.08622	0.134213	0.135577	0.134467	0.135631	0.135512	0.131667	0.019755	0.0213787	0.0200163	0.0214253	0.0212871	0.0169567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111098	1.20394	-0.64656	-0.41357	-0.430512	-0.156788	-0.0546627	-0.454842	0.019755	0.0213787	0.0200163	0.0214253	0.0212871	0.0169567	0.01259712	0.2509093	0.0382691	0.1497911	-1.9156	-0.131792	-1.36887	-1.5643	0.516907	-1.13779	-0.185638	-1.85632
710	-1563.354	-1536.034	-27.32027	0.1687	0.177043	0.170207	0.177364	0.17663	0.153924	0.427479	0.496944	0.412773	0.432659	0.395354	0.410304	0.400509	0.440133	0.510504	0.440146	0.406775	0.395724	0.425747	0.398728	0.416455	0.652503	0.620229	0.653487	0.606636	0.630991	0.678098	0.6645	0.633213	0.629714	0.662288	0.613833	0.655571	0.613094	0.617998	0.591916	0.613289	0.608649	0.624552	0.666329	0.62651	0.844214	0.875877	0.841142	0.876045	0.853969	0.84824	0.81772	0.850123	0.811098	0.831319	0.871	0.859225	0.834163	0.827159	0.859238	1.09297	1.06274	1.09541	1.0586	1.09682	1.07258	1.34631	4.77656	5.01276	4.81922	5.02187	5.00109	4.3582	0.0379565	0.0485866	0.0395126	0.0488934	0.0479238	0.0235057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503576	-2.23421	-0.775326	-0.639344	-1.34773	1.33705	-0.261163	-1.8594	0.0379565	0.0485866	0.0395126	0.0488934	0.0479238	0.0235057	0.02180752	0.2817568	0.02738093	0.1704387	0.311584	0.37658	-1.62771	-1.52357	1.0916	-0.475827	1.97952	-0.548493
720	-1563.888	-1541.012	-22.87573	0.142961	0.127891	0.140359	0.127511	0.128675	0.177379	0.38968	1.68243	0.320791	0.419599	0.264537	0.311981	0.299409	0.402959	1.8341	0.400065	0.455441	0.355958	0.582324	0.362936	0.449172	0.607727	0.48145	0.622261	0.435086	0.510592	1.20511	0.620075	0.518959	0.473526	0.604928	0.583384	0.894963	0.557448	0.600853	0.475442	0.555424	0.564182	0.580236	0.896546	0.587608	0.67182	0.754631	0.629761	0.7513	0.664191	0.822042	0.690324	0.829133	0.658751	0.735416	0.989046	0.820471	0.745278	0.680475	0.816601	0.847824	0.904876	1.01142	0.865807	1.01221	0.895638	1.12396	13.1735	11.7849	12.9338	11.7499	11.8572	16.3451	0.0347414	0.0307639	0.0340637	0.0306702	0.0309736	0.0439952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87109	0.599711	-0.488201	-0.253724	0.66388	-0.836823	0.607492	-0.109445	0.0347414	0.0307639	0.0340637	0.0306702	0.0309736	0.0439952	0.01989819	0.2353722	0.0252822	0.1398107	-0.175789	1.28729	-1.14583	-1.63711	0.793733	-0.634223	1.21914	1.27266
730	-1559.367	-1536.523	-22.84335	0.164433	0.153048	0.162592	0.152804	0.153682	0.189155	0.39732	0.472715	0.381133	0.401727	0.348629	0.378085	0.374207	0.390674	0.465824	0.390121	0.436025	0.407044	0.448731	0.408932	0.426361	0.612803	0.567581	0.613114	0.551775	0.578636	0.635792	0.605408	0.58023	0.558052	0.602716	0.61925	0.671571	0.615301	0.622414	0.579818	0.614599	0.615664	0.610771	0.662723	0.611768	0.782698	0.812658	0.765104	0.812262	0.773364	0.843475	0.799873	0.844448	0.790427	0.813531	0.864494	0.835143	0.815503	0.790243	0.83432	1.00712	1.03549	1.06625	1.01692	1.06682	1.02616	1.294	0.721775	0.671799	0.713692	0.670728	0.674582	0.830293	0.0318667	0.0422251	0.0334176	0.0425705	0.0415936	0.0185164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.455549	0.900859	-0.768205	0.0490388	-1.53249	-1.99697	0.392584	-1.23548	0.0318667	0.0422251	0.0334176	0.0425705	0.0415936	0.0185164	0.02150173	0.2252114	0.05362598	0.1621492	-0.320445	1.40238	-1.44011	-1.06254	0.0433608	-0.548368	-0.111732	-0.373914
740	-1560.846	-1538.778	-22.0688	0.168488	0.156124	0.166494	0.155865	0.156814	0.195536	0.404425	0.480883	0.388135	0.408946	0.354772	0.384973	0.381425	0.396836	0.472783	0.396253	0.4466	0.416539	0.458899	0.41831	0.435852	0.623886	0.577804	0.624179	0.561796	0.588891	0.646959	0.615492	0.590516	0.567287	0.612697	0.632835	0.686002	0.628661	0.63598	0.592331	0.627821	0.629303	0.623355	0.676034	0.624266	0.796817	0.826852	0.778439	0.826419	0.786477	0.86096	0.816497	0.86186	0.806804	0.830222	0.882015	0.851601	0.832167	0.805856	0.850651	1.02434	1.05599	1.08685	1.03665	1.08734	1.04563	1.31761	1.28228	1.18819	1.26711	1.18621	1.19344	1.48813	0.0203791	0.021722	0.0205956	0.0217595	0.0216463	0.0180116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.455549	1.93588	-1.02036	0.986101	-0.347915	-0.0245344	0.417109	-1.42878	0.0203791	0.021722	0.0205956	0.0217595	0.0216463	0.0180116	0.02150173	0.4280746	0.0533746	0.1660097	0.727604	-0.914298	-1.49447	-0.984335	-0.30098	-0.620129	-0.111732	0.180454
750	-1563.129	-1541.033	-22.09681	0.143949	0.168626	0.147742	0.169332	0.167163	0.105941	0.395899	0.367478	0.402403	0.395936	0.430028	0.403628	0.399309	0.418439	0.390283	0.419183	0.332899	0.360761	0.334418	0.360938	0.355836	0.582628	0.610695	0.583246	0.617936	0.606743	0.578049	0.605286	0.607125	0.633572	0.606248	0.544752	0.517268	0.548703	0.544862	0.575756	0.549403	0.543938	0.56748	0.54013	0.567952	0.805015	0.797582	0.826424	0.798235	0.827833	0.737898	0.765744	0.738368	0.771037	0.761312	0.733072	0.760623	0.761617	0.788623	0.761336	1.03971	0.980697	0.973257	1.00242	0.973776	1.00349	1.25183	0.941446	1.10284	0.966253	1.10746	1.09327	0.692871	0.0277047	0.0324255	0.0284414	0.0325676	0.0321499	0.0204396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0726662	0.506192	-0.656121	0.705456	-0.857427	-0.455562	-0.863074	0.321164	0.0277047	0.0324255	0.0284414	0.0325676	0.0321499	0.0204396	0.02345772	0.4501309	0.07624468	0.1485696	-0.570523	-1.89735	-2.05224	-0.737927	0.157024	-1.10176	-0.454969	0.532147
760	-1561.264	-1536.721	-24.54347	0.169294	0.168025	0.169204	0.168058	0.168135	0.172017	0.352229	0.402602	0.346433	0.354415	0.339354	0.345559	0.343744	0.353016	0.405839	0.352892	0.357389	0.349036	0.365165	0.349824	0.356792	0.532355	0.518756	0.532952	0.514409	0.522378	0.551274	0.532944	0.523112	0.518067	0.531763	0.528429	0.550374	0.526957	0.529906	0.517621	0.526831	0.526704	0.528191	0.550294	0.528826	0.696707	0.706726	0.69279	0.706482	0.696066	0.710732	0.697195	0.711311	0.694459	0.702088	0.72091	0.710615	0.703013	0.696425	0.710358	0.875632	0.87885	0.890149	0.874899	0.890398	0.878166	1.06394	0.177154	0.175825	0.17706	0.17586	0.175941	0.180004	0.0278044	0.0366056	0.0291009	0.0368803	0.03606	0.0163308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1066	0.531302	-1.40795	-0.093793	-1.49929	-0.192331	0.0426317	-1.45351	0.0278044	0.0366056	0.0291009	0.0368803	0.03606	0.0163308	0.003401841	0.5484417	0.04270887	0.1691164	0.869006	0.709556	-1.99596	-1.08282	0.707267	-0.96443	-0.353734	-1.51187
770	-1561.395	-1537.046	-24.34894	0.166948	0.173784	0.168047	0.173965	0.173398	0.154449	0.377923	0.538256	0.362995	0.38433	0.354083	0.360809	0.353979	0.390119	0.561705	0.389832	0.361886	0.348837	0.387194	0.351098	0.370115	0.572858	0.545649	0.575031	0.535362	0.554324	0.639705	0.584599	0.556457	0.553484	0.581354	0.541411	0.597037	0.53822	0.545705	0.522779	0.538038	0.535882	0.550502	0.606902	0.552477	0.734081	0.75946	0.73168	0.758822	0.742036	0.742144	0.714635	0.743956	0.708531	0.727021	0.772315	0.751609	0.729712	0.722193	0.751037	0.931588	0.912019	0.941709	0.909772	0.942455	0.919801	1.1246	4.22716	4.40023	4.25498	4.40481	4.39047	3.91067	0.035113	0.0453706	0.0366091	0.0456685	0.0447286	0.0213529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29075	-0.992886	-1.12013	-0.302729	-1.39893	1.35123	-0.218969	0.155674	0.035113	0.0453706	0.0366091	0.0456685	0.0447286	0.0213529	0.007947684	0.609278	0.03121625	0.1682875	-1.25243	0.407274	-2.12246	-1.05118	0.804329	-0.389798	1.27179	0.21124
780	-1561.277	-1536.57	-24.70783	0.163292	0.169907	0.164188	0.169984	0.169475	0.150888	0.36674	0.452779	0.355777	0.371149	0.348402	0.353922	0.348188	0.376858	0.466792	0.376623	0.350058	0.342023	0.366559	0.343716	0.3574	0.555488	0.534697	0.55657	0.526473	0.541831	0.589049	0.565165	0.543357	0.541861	0.562789	0.52772	0.563808	0.525948	0.530767	0.514047	0.525709	0.523496	0.535823	0.572178	0.537134	0.719233	0.740137	0.718479	0.739694	0.726507	0.721181	0.700749	0.722381	0.696069	0.71043	0.740801	0.729526	0.712362	0.707767	0.729039	0.914315	0.89373	0.916946	0.892786	0.917528	0.900942	1.10278	0.0977867	0.101748	0.0983234	0.101795	0.10149	0.0903589	0.0255565	0.0282982	0.025993	0.0283774	0.0281416	0.0209848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00043	0.16628	-0.925757	-0.158416	-0.555466	-0.16586	-0.218969	2.23762	0.0255565	0.0282982	0.025993	0.0283774	0.0281416	0.0209848	0.007917576	0.4529543	0.02751219	0.1644803	0.513908	-1.8019	-1.70666	-1.38041	0.37856	-0.396982	-0.514449	-1.58354
790	-1559.888	-1537.838	-22.0499	0.142312	0.124264	0.139163	0.123814	0.125192	0.185049	0.378799	0.539694	0.348594	0.387311	0.295227	0.343264	0.336167	0.369815	0.532707	0.368758	0.44443	0.393301	0.471379	0.396858	0.429716	0.596414	0.515783	0.597279	0.488618	0.536117	0.647164	0.586192	0.539005	0.500966	0.580822	0.605811	0.705904	0.598106	0.611896	0.536971	0.596961	0.598485	0.593075	0.69304	0.595199	0.72833	0.783224	0.69909	0.782181	0.713861	0.836876	0.758758	0.838862	0.74198	0.784183	0.878126	0.824555	0.787943	0.743748	0.823052	0.9506	1.00016	1.05761	0.969506	1.05866	0.985701	1.27001	0.397868	0.34741	0.389062	0.34615	0.350003	0.517347	0.00823668	0.00982104	0.00847763	0.00986633	0.00972607	0.00585649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632662	0.0755472	-1.26745	-0.246073	-0.959849	0.53305	0.73955	-0.095345	0.00823668	0.00982104	0.00847763	0.00986633	0.00972607	0.00585649	0.02920268	0.5483125	0.02278888	0.1385023	0.123744	0.74649	-1.69228	-1.70984	0.609266	-1.45834	-0.519846	-0.503602
800	-1566.103	-1542.205	-23.89789	0.159584	0.145528	0.157136	0.145149	0.146254	0.190688	0.407567	0.381908	0.421671	0.403005	0.454714	0.425153	0.4396	0.390439	0.36721	0.390296	0.450456	0.45622	0.43624	0.452798	0.435983	0.599257	0.624937	0.598249	0.647483	0.616409	0.582254	0.583145	0.613782	0.609608	0.584119	0.656309	0.63137	0.654712	0.652384	0.678161	0.65464	0.660494	0.640245	0.616665	0.63877	0.827115	0.797974	0.829718	0.797182	0.811589	0.852906	0.878352	0.851269	0.886065	0.86634	0.834392	0.837089	0.863572	0.863157	0.83693	1.04455	1.10441	1.07499	1.10923	1.07364	1.08883	1.36667	7.12813	6.50029	7.01881	6.48337	6.53271	8.51746	0.00187955	0.00204697	0.00190552	0.00205124	0.00203717	0.00159217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.343464	0.047901	-1.37274	0.227328	-0.466144	0.796163	0.502279	0.424879	0.00187955	0.00204697	0.00190552	0.00205124	0.00203717	0.00159217	0.02846736	0.6062172	0.0217386	0.1566424	-0.155678	0.629744	-1.50612	-1.33801	-0.290086	-2.02822	-0.228036	2.16656
810	-1565.658	-1537.212	-28.44624	0.150599	0.134032	0.147741	0.13362	0.134895	0.18875	0.365514	0.445925	0.348061	0.369723	0.310916	0.344879	0.34224	0.353994	0.434366	0.353278	0.42274	0.388395	0.434848	0.390225	0.408265	0.566788	0.516725	0.56694	0.499741	0.528359	0.590332	0.554549	0.529774	0.502312	0.551718	0.587367	0.644484	0.582424	0.590416	0.54224	0.581641	0.583949	0.57403	0.630864	0.574932	0.71767	0.748454	0.696027	0.747902	0.70347	0.797557	0.749139	0.798426	0.73864	0.763388	0.819127	0.784391	0.765233	0.734641	0.783476	0.924222	0.970861	1.00245	0.948216	1.00291	0.956685	1.21195	4.70823	4.1903	4.61888	4.17741	4.21727	5.90096	0.0137769	0.015689	0.0140765	0.0157443	0.0155779	0.010713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456526	0.115261	-1.1145	0.362241	-0.708615	-0.0395978	0.635695	-0.230961	0.0137769	0.015689	0.0140765	0.0157443	0.0155779	0.010713	0.02177376	0.506286	0.06426588	0.1471345	3.57749	-0.837902	-1.48669	-1.52959	-0.50138	-0.952767	-0.539194	1.98772
820	-1560.99	-1539.266	-21.7243	0.142235	0.129425	0.140043	0.129102	0.130099	0.170768	0.472334	1.16446	0.392313	0.501193	0.301467	0.379835	0.356082	0.486901	1.21534	0.484436	0.529291	0.420169	0.635768	0.43024	0.525207	0.759145	0.579368	0.766658	0.519542	0.628405	1.02205	0.771108	0.637554	0.57377	0.754393	0.69849	0.993447	0.677363	0.717869	0.555629	0.675101	0.674159	0.699048	0.996637	0.7071	0.836401	0.971956	0.78779	0.96789	0.831462	1.01488	0.83576	1.02216	0.797746	0.902134	1.15381	1.01715	0.913994	0.829045	1.01312	1.11031	1.14252	1.29584	1.09355	1.29858	1.137	1.49923	0.424835	0.386576	0.41829	0.38561	0.388588	0.510061	0.0104909	0.0115672	0.0106669	0.0116008	0.0115074	0.00869205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1246	-0.299746	-0.950614	0.700442	-0.531428	-0.979525	0.514753	-0.163763	0.0104909	0.0115672	0.0106669	0.0116008	0.0115074	0.00869205	0.0454965	0.4009331	0.03129449	0.139578	-0.658459	1.52718	-0.89435	-1.22344	-0.265731	-0.847407	-1.52528	0.589687
830	-1559.555	-1535.791	-23.76438	0.151333	0.157824	0.152427	0.158027	0.157476	0.139587	0.388617	0.59998	0.361643	0.399044	0.33605	0.357283	0.345378	0.404073	0.624707	0.40354	0.375881	0.347724	0.413925	0.351764	0.384793	0.599215	0.54188	0.601789	0.521389	0.559429	0.67915	0.613631	0.563052	0.550353	0.608046	0.552119	0.645604	0.546914	0.559348	0.510617	0.546387	0.542799	0.562816	0.65696	0.565948	0.742531	0.792672	0.733281	0.79165	0.751267	0.773881	0.717408	0.776752	0.705315	0.740976	0.820964	0.785156	0.745569	0.725538	0.784044	0.960709	0.93807	0.993665	0.928363	0.995079	0.94666	1.18935	0.478822	0.499362	0.482286	0.500003	0.49826	0.441658	0.0248307	0.0405891	0.0269259	0.0411249	0.0395085	0.00958642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999066	0.000158985	-1.52736	0.742802	-2.68008	0.53586	-0.228441	-0.537185	0.0248307	0.0405891	0.0269259	0.0411249	0.0395085	0.00958642	0.0187639	0.4872989	0.02343371	0.152637	0.032131	-0.93166	-0.60539	-1.46472	0.790462	-0.34664	0.193989	-0.949447
840	-1561.838	-1538.033	-23.80515	0.172597	0.191682	0.175472	0.192136	0.190531	0.140662	0.51225	0.778125	0.47116	0.528105	0.432626	0.46398	0.442089	0.544042	0.817298	0.543417	0.469635	0.434556	0.525337	0.441194	0.491518	0.794639	0.70831	0.797892	0.674924	0.736564	0.892706	0.82455	0.742443	0.729854	0.816313	0.703123	0.833387	0.697348	0.714395	0.643733	0.696539	0.688157	0.728113	0.858629	0.732888	0.977978	1.0603	0.969532	1.05925	0.999998	1.00466	0.921168	1.00911	0.902574	0.958274	1.07289	1.03043	0.965586	0.942286	1.02886	1.29053	1.22867	1.31723	1.21869	1.3198	1.25058	1.60351	6.05441	6.72385	6.15526	6.73978	6.68349	4.93416	0.0356267	0.0463133	0.0372128	0.046647	0.0456559	0.0214483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.809289	0.608621	-1.25673	0.670925	-1.43001	-0.35651	-0.573667	1.6852	0.0356267	0.0463133	0.0372128	0.046647	0.0456559	0.0214483	0.03690685	0.3760695	0.02299983	0.1761688	0.112391	-1.23567	-0.647237	-1.34934	0.389812	0.196478	2.14468	-0.121374
850	-1560.927	-1537.006	-23.92153	0.173241	0.188246	0.175704	0.188709	0.187417	0.14762	0.494647	1.09441	0.439374	0.518304	0.399207	0.431044	0.409018	0.529559	1.16759	0.528254	0.466734	0.409322	0.555926	0.416964	0.486622	0.766756	0.66058	0.774678	0.621893	0.692352	1.01428	0.799949	0.70004	0.679562	0.787599	0.67466	0.884946	0.66129	0.689996	0.597485	0.659959	0.655234	0.698105	0.910393	0.704766	0.908864	1.00082	0.892622	0.998141	0.928239	0.967476	0.859926	0.973535	0.836157	0.905302	1.07761	0.992203	0.914746	0.877847	0.989358	1.18179	1.14015	1.248	1.12456	1.25009	1.15882	1.467	0.479574	0.521111	0.486393	0.522394	0.518816	0.408647	0.0345663	0.0391814	0.0352927	0.0393157	0.0389145	0.0271244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30551	1.67551	-0.839838	1.66419	-0.683177	-0.142718	-0.452076	-0.780116	0.0345663	0.0391814	0.0352927	0.0393157	0.0389145	0.0271244	0.02832445	0.5069322	0.02869253	0.1761912	-1.31717	0.787541	-0.756635	-0.945618	1.32356	-1.06382	-0.95911	0.211798
