Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
904	-38515.42	-38468.35	-47.06768	2.34722	1.989412	1.008899	5.963803	1.193154	1.442966	0.0988261	0.849763	0.174783	0.346869	0.248812	3.63494	0.475726	0.102449	16.7273	0.199224	3.91106	3.12341	2.90148	2.18874	2.52952	1.51438	2.30587	2.09693	2.05991	4.42254	-4.447193	5.35003	5.32314	5.29938	5.29867	5.29233	0.696325	5.29896	5.35003	5.32314	5.29758	0.697413	0.696023	0	5.29896	5.35003	5.32314	0.698418	0.698418	0	0	5.29896	5.32935	5.30875	0.697512	0	0	0	5.29896	5.31951	0.6986	0	0	0	0	5.29896	5.29896	0.699076	0	0	0	0	5.29896	0.699076	0	0	0	0	0	5.29896	0.01391663	0.00822999	0.004886	0.0032024	0.014204	0.00728267	0.0374686	0.00812316	0.0124884	0.00932945	0.0124382	0.0101735	0.0117002	0.013753	0.0101573	0.0229083	0.0193887	0.00771847	0.0160841	0.0255977	0.0159506	0.0280394	0.00968409	0.0645022	0.0141815	0.0330153	0.0286646	0.00704387	0.0212182	0.0198754	0.0184828	0.00702073	0.0159397	0.0135733	0.0191616	0.00729857	0.00489292	0.0103427	0.0052936	0.0131978	0.0105748	0.00915449	0.005196	0.00509494	0.0371064	0.0256998	0.00213886	0.00744399	0.0193082	0.0206195	0.00637552	1	0.208301	0.453923	0.254842	0.156762	0.135436	0.151686	0.966723	0.26281	0.246642	2.17463	2.35757	-2.30569	0	0	-2.72347	0	-3.81447	0.0320535	0.01333261	0.01520166	0.07115564	6.674124	3.63732	0	-0.823718	2.38837	-0.355193	0	0	-2.02619	0.0711556	0.0320535	0.1032091	1	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1
905	-38526.28	-38466.46	-59.81399	1.079548	1.025611	0.5201225	3.074547	0.6151123	0.6939718	0.0587995	0.716398	0.115957	0.346869	0.542604	3.50329	0.159306	0.0717269	5.90663	0.218935	3.29048	3.23396	1.96686	2.41887	2.45971	1.39543	3.05792	1.81128	1.58127	4.20612	-3.573591	5.0689	5.04424	5.02245	5.0218	5.01599	5.00623	5.02206	5.0689	5.04424	5.0208	5.01381	5.00413	0	5.02206	5.0689	5.04424	5.0208	5.0208	0	0	5.02206	5.04994	5.03105	5.0145	0	0	0	5.02206	5.04092	5.02206	0	0	0	0	5.02206	5.02206	5.02538	0	0	0	0	5.02206	5.02538	0	0	0	0	0	5.02206	0.03333762	0.0208399	0.00755259	0.00607167	0.0320625	0.0138077	0.0710394	0.0199967	0.0148815	0.0176884	0.0235824	0.0192887	0.0221833	0.0260754	0.0192579	0.0434334	0.0360781	0.01355	0.0428038	0.0485325	0.0302419	0.0747878	0.0258298	0.122294	0.0252945	0.0544587	0.0609183	0.013355	0.0520093	0.0352178	0.0208756	0.0133111	0.0373616	0.0250065	0.0363299	0.0138379	0.0109397	0.0191798	0.0100365	0.0287117	0.0219165	0.0173575	0.0118003	0.00965986	0.0622823	0.0399533	0.00419987	0.0119517	0.0366078	0.0122366	0.00988921	1	0.208301	0.453923	0.254842	0.173018	0.170611	0.143363	0.891827	0.26281	0.227631	1.83696	0	-3.25782	0	-2.58783	0	0	-3.69171	0.05887911	0.0102697	0.01949722	0.1445834	3.371563	3.58819	1.12882	0	1.57429	0	0	0	0	0.144583	0.0588791	0.2034625	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0
906	-38515.71	-38459.7	-56.0102	1.2176	1.001875	0.6093824	2.304732	0.64385	0.7317884	0.0392201	0.360661	0.134767	0.480169	0.421376	2.93306	0.142319	0.0921544	7.10445	0.201632	3.56643	3.23396	1.96686	2.41887	2.45971	1.27686	2.36308	2.03814	2.11802	3.13932	-3.537281	5.0689	5.04424	5.02245	5.0218	5.01599	11.4489	5.02206	5.0689	5.04424	5.0208	11.4662	11.4441	0	5.02206	5.0689	5.04424	11.4822	11.4822	0	0	5.02206	5.04994	5.03105	11.4678	0	0	0	5.02206	5.04092	11.4851	0	0	0	0	5.02206	5.02206	11.4927	0	0	0	0	5.02206	11.4927	0	0	0	0	0	5.02206	0.03457035	0.0216105	0.00783186	0.00629618	0.0332481	0.0178551	0.0736663	0.0117455	0.023866	0.0184787	0.0175294	0.0143378	0.0281807	0.033125	0.01997	0.0450395	0.0359556	0.0148146	0.0443866	0.036595	0.0228033	0.042484	0.0180526	0.126816	0.0262299	0.0599864	0.0587991	0.0138488	0.0456583	0.0709754	0.0546475	0.0256029	0.0579303	0.024924	0.0111957	0.0141486	0.024889	0.0143367	0.0104076	0.020334	0.0146273	0.0179993	0.0156452	0.0157942	0.0645853	0.027671	0.0459109	0.0211242	0.0102221	0.0126891	0.0102549	1	0.169965	0.453923	0.237699	0.173018	0.133436	0.152481	0.891827	0.226661	0.228904	2.64187	0.861193	-3.86806	0	0	0	0	-3.69171	0.02589843	0.01146867	0.02184166	0.1124816	3.604568	2.6745	1.0591	0	1.44475	0	0	0	0.827211	0.112482	0.0258984	0.13838	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1
907	-38522.15	-38465.4	-56.75063	1.297072	0.886316	0.5894778	2.038898	0.5695866	0.647382	0.086458	0.512628	0.135456	0.32767	0.364611	3.12124	0.250506	0.113988	13.52	0.185298	4.74213	2.73735	1.96686	2.41887	2.65918	1.40422	2.36308	2.03814	1.40136	3.13932	-3.618551	5.15159	5.09088	4.58605	4.54525	4.02256	2.32043	4.56194	5.15159	5.09088	4.47575	3.73869	1.84117	0	4.56194	5.15159	5.09088	4.47575	4.47575	0	0	4.56194	5.11565	4.92732	3.83445	0	0	0	4.56194	5.06852	4.56194	0	0	0	0	4.56194	4.56194	4.74004	0	0	0	0	4.56194	4.74004	0	0	0	0	0	4.56194	0.03187196	0.0238743	0.00865228	0.00849376	0.0367309	0.0196412	0.0999674	0.0153128	0.0236996	0.0204144	0.0266385	0.0228764	0.0300139	0.0332307	0.0173852	0.0497576	0.0397221	0.0113445	0.0490362	0.0399335	0.0229495	0.0490281	0.0232504	0.166338	0.0271869	0.0826258	0.0539451	0.0465973	0.0442351	0.101655	0.0347614	0.0360336	0.0639987	0.0281678	0.0123685	0.0214077	0.0154089	0.00855696	0.0193562	0.022464	0.0163726	0.0198848	0.017284	0.0156571	0.0713509	0.0401337	0.0380642	0.0233371	0.0112929	0.0149375	0.0124854	1	0.169965	0.380202	0.236204	0.157197	0.133436	0.152481	0.913375	0.226661	0.228904	2.1988	0	-3.77805	0	0	0	-0.170861	-3.55823	0.02746397	0.01403764	0.1004257	0.1660019	3.188807	2.32652	0	0	2.03881	-0.203962	0	0	0	0.166002	0.027464	0.1934658	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0
908	-38520.74	-38462.13	-58.61552	1.630012	1.095844	0.7407886	2.562256	0.7330817	0.8135561	0.0966108	0.469544	0.128717	0.254168	0.178941	3.96536	0.103966	0.113988	18.605	0.148006	3.90621	2.73735	2.8714	2.4301	2.65918	2.09205	2.90127	2.03814	1.78215	2.93731	-3.847029	4.6196	4.63941	5.25218	5.31111	6.19448	3.09599	5.28685	4.6196	4.63941	5.41454	1.68648	4.15972	0	5.28685	4.6196	4.63941	1.34356	1.34356	0	0	5.28685	4.62231	4.80929	1.63323	0	0	0	5.28685	4.65876	1.31188	0	0	0	0	5.28685	5.28685	1.25093	0	0	0	0	5.28685	1.25093	0	0	0	0	0	5.28685	0.02536191	0.0183534	0.00665146	0.00758333	0.0243401	0.0117243	0.0795484	0.0121851	0.0188588	0.0162446	0.0154831	0.0182038	0.0238834	0.0264431	0.0166152	0.0395943	0.0316086	0.0133095	0.0390203	0.0312913	0.0229347	0.0477465	0.0185014	0.14319	0.0142541	0.0657489	0.0429264	0.0305597	0.0214773	0.0808913	0.0293467	0.0369623	0.0509361	0.0224144	0.0232843	0.00623119	0.0122615	0.00901707	0.0154025	0.0320314	0.0128762	0.0288052	0.0117231	0.0172292	0.0564292	0.0330292	0.0388965	0.0224959	0.0141179	0.0164236	0.00921627	1	0.169965	0.433607	0.236204	0.157197	0.14419	0.129968	1.16617	0.226661	0.228904	3.98766	0	-3.94145	0	0	-3.35043	0.218812	-3.69867	0.02344274	0.02417096	0.05594417	0.1065241	4.011055	3.9307	-3.92243	0	1.07546	0	-1.6481	0	-1.39377	0.106524	0.0234427	0.1299668	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1
909	-38507.39	-38459.73	-47.66149	2.239241	1.399757	0.895751	3.839447	0.8193256	1.042309	0.0750705	0.648368	0.166553	0.254168	0.172355	5.08785	0.125502	0.113988	18.605	0.172277	3.90621	3.49281	2.8714	3.30559	2.74806	1.36133	2.05558	2.03814	1.31007	3.04101	-4.007443	5.08445	5.05967	5.03776	5.03712	5.03127	5.02147	5.03738	5.08445	5.05967	5.03611	5.02908	5.01936	0	5.03738	5.08445	5.05967	5.03611	5.03611	0	0	5.03738	5.06539	5.04641	5.02978	0	0	0	5.03738	5.05633	5.03738	0	0	0	0	5.03738	5.03738	5.04071	0	0	0	0	5.03738	5.04071	0	0	0	0	0	5.03738	0.02160305	0.0189944	0.00688375	0.00610721	0.0196022	0.0094421	0.0640641	0.0154027	0.0151879	0.016041	0.0177741	0.0146604	0.0176477	0.0192647	0.013381	0.0318871	0.0254559	0.00981443	0.0314248	0.0325417	0.0238513	0.0374643	0.0145171	0.113576	0.0114795	0.0529507	0.0308526	0.0246111	0.0145355	0.0465299	0.0163768	0.0141529	0.0430484	0.0197038	0.0250807	0.00286055	0.00678754	0.0102326	0.0110513	0.0257964	0.0137455	0.0142475	0.0228025	0.0100079	0.0454451	0.0322626	0.0180558	0.0122727	0.0187317	0.00848493	0.00742229	1	0.170147	0.410626	0.257057	0.162393	0.116195	0.131193	1.16617	0.226661	0.228904	1.42335	0	-3.14741	0	0	-3.32893	0	-3.69867	0.04311715	0.02417096	0.01420074	0.08674459	4.659434	3.9307	-3.72306	0	1.07546	-0.127565	0	0	0	0.0867446	0.0431172	0.1298617	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	0
910	-38518.39	-38469.14	-49.24516	1.922429	1.074128	0.8078446	3.336551	0.7499278	0.8401953	0.052788	0.315159	0.125057	0.260792	0.247034	6.6201	0.205745	0.135173	24.3242	0.144747	3.25267	2.89436	2.86666	3.30559	2.74806	1.22888	3.18028	2.03814	1.31007	3.04101	-3.937043	4.53304	4.51251	4.49435	4.49381	4.48896	4.48084	4.49403	4.53304	4.51251	4.49298	4.48715	4.47909	0	4.49403	4.53304	4.51251	4.49298	4.49298	0	0	4.49403	4.51725	4.50151	4.48772	0	0	0	4.49403	4.50974	4.49403	0	0	0	0	4.49403	4.49403	4.49679	0	0	0	0	4.49403	4.49679	0	0	0	0	0	4.49403	0.02317871	0.0229635	0.0121121	0.0108807	0.0250644	0.00985641	0.0668975	0.0337308	0.0332604	0.0184588	0.0176695	0.0119283	0.0203076	0.0221684	0.0109528	0.0366932	0.0292927	0.0112937	0.031785	0.0411856	0.0301867	0.043111	0.0167051	0.130695	0.0131044	0.0556413	0.0355028	0.0204964	0.0175492	0.0535431	0.0252741	0.0190485	0.0363689	0.0221582	0.0213204	0.00448848	0.0134841	0.0117749	0.0161638	0.0118458	0.0533608	0.0112855	0.012897	0.0159387	0.0522947	0.0222863	0.0194301	0.0141225	0.021555	0.0379475	0.00797884	1	0.170147	0.410626	0.257057	0.162604	0.116195	0.131193	0.93937	0.221479	0.228904	2.74813	0	-3.89755	0	1.06928	0	0	-3.43758	0.04422305	0.02684408	0.03371338	0.1519989	4.049136	3.9307	-3.26964	0	0.928424	0	0	0	0	0.151999	0.0442231	0.196222	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0
911	-38507.96	-38462.55	-45.40566	2.234818	1.433349	1.00378	3.962398	1.006692	1.121183	0.0787368	0.29462	0.145554	0.176574	0.303708	4.59441	0.158941	0.0927341	18.4151	0.303239	4.05749	3.112	2.63642	2.89365	2.98697	1.22888	2.18857	1.87594	1.15599	3.04101	-4.076414	6.75924	6.49233	4.93659	4.72385	2.58094	0.167512	3.82208	6.75924	6.49233	4.378	1.79507	0.0529573	0	3.82208	6.75924	6.49233	4.378	4.378	0	0	3.82208	6.62244	7.01362	2.03517	0	0	0	3.82208	6.3676	4.80999	0	0	0	0	3.82208	4.80999	5.80693	0	0	0	0	3.82208	5.80693	0	0	0	0	0	3.82208	0.02016329	0.0165525	0.00873063	0.00678814	0.0183896	0.0062418	0.0608613	0.0283384	0.0235535	0.0138447	0.0133317	0.00899995	0.0197398	0.0175523	0.0133118	0.027814	0.0221014	0.00852114	0.0260783	0.0305383	0.0223828	0.0388859	0.0126041	0.0986099	0.0098873	0.0490695	0.0307489	0.0189748	0.0165895	0.0432924	0.0289662	0.0146656	0.0250192	0.0167185	0.00558542	0.00338658	0.0104423	0.01288	0.0144031	0.00914564	0.0105532	0.00934391	0.0157888	0.0126524	0.0394566	0.0159657	0.0216866	0.0116367	0.00939421	0.011441	0.00655113	1	0.190116	0.410626	0.257057	0.169998	0.103457	0.129604	0.93937	0.221479	0.228904	2.52271	0	-3.89755	0	-0.778665	-2.15454	-0.851672	-3.49748	0.06990022	0.01945951	0.04886037	0.1363747	5.625632	0	0	0	0.994587	0	3.71674	0.2299	0	0.136375	0.0699002	0.2062749	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	0
912	-38516.07	-38452.25	-63.8204	1.021269	0.8049147	0.5636846	2.225132	0.497933	0.6567341	0.0967763	0.29462	0.133801	0.20971	0.303708	5.63167	0.259059	0.10141	18.5564	0.155637	3.19071	3.112	2.63642	2.48993	2.662	1.23932	2.35068	2.3077	1.17303	2.96071	-3.588739	2.84347	2.83456	2.82667	2.82643	2.82432	0.392651	2.82653	2.84347	2.83456	2.82607	0.393033	0.392545	0	2.82653	2.84347	2.83456	0.393386	0.393386	0	0	2.82653	2.83662	2.82978	0.393068	0	0	0	2.82653	2.83335	0.39345	0	0	0	0	2.82653	2.82653	0.393617	0	0	0	0	2.82653	0.393617	0	0	0	0	0	2.82653	0.03283643	0.0269562	0.014218	0.0110546	0.0319868	0.0101649	0.104659	0.0461497	0.0383574	0.0240061	0.016682	0.0124473	0.0321468	0.0285843	0.0216786	0.0452958	0.0366899	0.0138769	0.0424769	0.0497324	0.036451	0.0839283	0.0345916	0.156218	0.0161017	0.0799109	0.0705918	0.0267784	0.0455956	0.0568152	0.0282618	0.0238832	0.0407444	0.0298951	0.009096	0.00551513	0.0425467	0.0157011	0.0166194	0.0179137	0.0309994	0.0212346	0.019565	0.0158626	0.0703552	0.0295671	0.0245806	0.0189507	0.0152987	0.018632	0.0106687	1	0.190116	0.410626	0.257057	0.165118	0.14007	0.135734	0.951132	0.271966	0.228904	0	0	-3.38632	0	-0.0365984	1.06397	0	-2.37685	0.1089197	0.01603423	0.05150783	0.1486319	3.165279	0	2.15341	-0.37135	1.57072	0	-0.590696	0	-1.97185	0.148632	0.10892	0.2575516	0	0	1	0	1	1	0	1	0	1	1	1	0	1	0	1
913	-38506.82	-38452.39	-54.43178	1.332307	1.05006	0.7408088	3.175153	0.649584	0.836258	0.0850451	0.469426	0.132653	0.216287	0.199328	4.03984	0.361915	0.0909562	19.4921	0.222293	3.63508	3.00958	2.67388	2.52772	3.26314	1.40338	3.09242	1.85524	1.51663	2.96071	-3.83918	3.12247	3.1118	3.10237	3.10209	3.09957	3.09534	3.1022	3.12247	3.1118	3.10165	3.09862	3.09443	0	3.1022	3.12247	3.1118	3.10165	3.10165	0	0	3.1022	3.11427	3.10609	3.09892	0	0	0	3.1022	3.11036	3.1022	0	0	0	0	3.1022	3.1022	3.10363	0	0	0	0	3.1022	3.10363	0	0	0	0	0	3.1022	0.02556176	0.0169835	0.00895795	0.00868125	0.0242846	0.0126419	0.0794581	0.0263291	0.0191221	0.0182256	0.0262307	0.0195722	0.018471	0.0217014	0.0164585	0.0343889	0.0265928	0.0105354	0.0322487	0.0312763	0.0276739	0.0637189	0.0262622	0.118602	0.0122245	0.0622859	0.0535938	0.0218502	0.0346165	0.0431345	0.0194265	0.0181323	0.0309334	0.0232681	0.00690575	0.00453554	0.0111497	0.0136444	0.0103918	0.0183991	0.02122	0.0161215	0.0148539	0.00710898	0.0377462	0.0548683	0.017034	0.0143875	0.0138493	0.0258916	0.00956217	1	0.190116	0.410626	0.254385	0.165118	0.146449	0.135734	0.951132	0.271966	0.228904	1.57402	0.0294443	-3.14886	0	0	3.20029	0	-2.58974	0.08881114	0.01865753	0.08808533	0.1630116	4.118214	0.794698	0.734156	0	1.66599	0	0	0	0	0.163012	0.0888111	0.2518227	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0
914	-38489.01	-38445.79	-43.22726	1.905191	1.50158	1.068165	4.540449	0.9358634	1.145975	0.0524128	0.539442	0.135402	0.339872	0.243731	4.27126	0.205955	0.103327	19.4921	0.220367	3.47839	3.19131	2.67388	2.55445	2.56899	1.40338	2.81254	1.85524	1.6347	2.96071	-4.234411	2.88917	2.87997	2.87183	2.87159	2.86942	0.14258	2.87169	2.88917	2.87997	2.87122	0.142721	0.142541	0	2.87169	2.88917	2.87997	0.142852	0.142852	0	0	2.87169	2.8821	2.87505	0.142734	0	0	0	2.87169	2.87873	0.142875	0	0	0	0	2.87169	2.87169	0.142937	0	0	0	0	2.87169	0.142937	0	0	0	0	0	2.87169	0.01721647	0.0109721	0.00578722	0.00520303	0.016777	0.00848744	0.0533463	0.0176767	0.0128382	0.0121452	0.0176107	0.0136431	0.0107603	0.0122499	0.0110499	0.0307315	0.0178538	0.0075542	0.0249387	0.0333451	0.016961	0.0427794	0.0176318	0.0796267	0.00970697	0.0418173	0.0359816	0.0153755	0.0232407	0.029939	0.0130425	0.0121736	0.020768	0.0133486	0.00610033	0.00304506	0.00748564	0.00863735	0.00995609	0.0123527	0.0213498	0.0104006	0.0066293	0.00418091	0.0236126	0.0127911	0.0147871	0.0101799	0.00455831	0.0204036	0.00641981	1	0.190116	0.410626	0.254385	0.188269	0.148499	0.13858	0.983554	0.271966	0.228904	1.66707	0	-3.12428	-0.0263759	0	3.27395	0	-2.41311	0.09173907	0.01705163	0.04481704	0.1448246	6.585637	0	0	-0.0930067	1.31048	0	0.668116	0	-3.00069	0.144825	0.0917391	0.2365636	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1
915	-38514.36	-38460.8	-53.56112	0.994188	0.9001664	0.6339249	2.209338	0.59415	0.685985	0.0524128	0.539442	0.142323	0.269655	0.243731	5.66783	0.485	0.103327	4.88409	0.173701	4.4994	3.27878	2.67388	2.70852	2.48362	1.44384	2.01543	1.82286	1.43436	2.59212	-3.958156	1.97836	2.02306	2.87175	2.962	4.53212	1.5511	2.92463	1.97836	2.02306	3.12457	0.291221	3.49555	0	2.92463	1.97836	2.02306	0.155456	0.155456	0	0	2.92463	1.99773	2.24593	0.266566	0	0	0	2.92463	2.04926	0.145509	0	0	0	0	2.92463	2.92463	0.127495	0	0	0	0	2.92463	0.127495	0	0	0	0	0	2.92463	0.02269448	0.0180821	0.0103152	0.00914447	0.0250372	0.0139874	0.0879153	0.0281131	0.0220121	0.0188997	0.0273654	0.0208406	0.0153878	0.0189209	0.0180881	0.0511586	0.0294233	0.00523378	0.0172783	0.0549531	0.0279519	0.0640044	0.0263798	0.131226	0.0169631	0.0654333	0.0606611	0.0205819	0.0406586	0.0591043	0.025601	0.0200622	0.0342258	0.0400544	0.00944393	0.00987492	0.0129819	0.010971	0.0147014	0.0261609	0.0351848	0.0138542	0.00656532	0.0110293	0.0388249	0.0234091	0.0326367	0.026477	0.00700438	0.0198545	0.00978895	1	0.216386	0.410626	0.277257	0.196247	0.13533	0.170051	0.983554	0.257701	0.228904	0	0.885098	-3.50445	0	0	0	0.601309	-2.15104	0.01853884	0.01120309	0.04870548	0.1994629	3.717277	0	2.24661	0	1.77056	0	0	0	-3.00069	0.199463	0.0185388	0.2180017	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1
916	-38500.7	-38448.33	-52.37758	0.9450517	0.8978457	0.50067	2.023189	0.4703026	0.6268849	0.0739218	0.329155	0.142323	0.269655	0.208121	8.71938	0.337412	0.103327	3.04484	0.0860072	2.76094	3.27878	2.32094	2.4298	2.48362	2.02254	2.57632	1.64931	1.8776	2.59212	-3.663609	4.8061	4.78349	4.76349	4.7629	4.75757	0.0965764	4.76314	4.8061	4.78349	4.76198	0.0967178	0.0965373	0	4.76314	4.8061	4.78349	0.0968482	0.0968482	0	0	4.76314	4.78871	4.77138	0.0967306	0	0	0	4.76314	4.78043	0.0968717	0	0	0	0	4.76314	4.76314	0.0969336	0	0	0	0	4.76314	0.0969336	0	0	0	0	0	4.76314	0.03046774	0.0188124	0.0131007	0.00998583	0.0253411	0.0152744	0.0960042	0.0188298	0.0228539	0.0227082	0.0184778	0.0151192	0.0201101	0.0206618	0.0197523	0.054785	0.0367262	0.00732165	0.0301969	0.0600093	0.034198	0.0698933	0.028807	0.141038	0.0168501	0.0714537	0.0662424	0.0244756	0.0443996	0.0645423	0.022317	0.0180803	0.0458689	0.036428	0.0259222	0.0107835	0.0224526	0.0102855	0.0126165	0.0281657	0.0201353	0.017355	0.140855	0.00844661	0.042709	0.0236846	0.0268563	0.0240589	0.00574065	0.0216813	0.00987008	1	0.216386	0.493681	0.277257	0.175847	0.137145	0.152466	0.983554	0.257701	0.228904	0.168467	0	-3.63194	0	0	-2.37942	0	-3.57062	0.017388	0.01597038	0.0370646	0.1669826	3.404075	3.42083	0	-1.12781	2.1612	0	2.92073	0	-3.89527	0.166983	0.017388	0.1843706	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1
917	-38494.5	-38445.23	-49.26848	1.020903	0.9456533	0.5049364	2.130918	0.5033942	0.6205382	0.0735991	0.329155	0.133304	0.472021	0.208121	5.22451	0.378112	0.0743277	3.9556	0.139918	2.88045	2.89004	2.32094	2.4298	2.68381	2.3001	2.57632	1.62801	1.90737	3.17736	-3.737041	4.53353	4.51299	4.49483	4.49429	4.48945	0.11017	4.49451	4.53353	4.51299	4.49346	0.110326	0.110127	0	4.49451	4.53353	4.51299	0.110469	0.110469	0	0	4.49451	4.51774	4.502	0.11034	0	0	0	4.49451	4.51022	0.110495	0	0	0	0	4.49451	4.49451	0.110563	0	0	0	0	4.49451	0.110563	0	0	0	0	0	4.49451	0.02831061	0.0174804	0.0121731	0.009658	0.023547	0.0162208	0.0793196	0.0246051	0.0286019	0.0211596	0.0232181	0.0189978	0.0186863	0.0172307	0.0181154	0.0605452	0.034126	0.00680328	0.028059	0.0557606	0.0317768	0.0589317	0.0267674	0.131585	0.0157206	0.0663948	0.0608606	0.0311764	0.0402782	0.0561183	0.0135235	0.018381	0.0459699	0.0338489	0.0135001	0.0176692	0.0122322	0.0135273	0.0117232	0.0316783	0.0148188	0.0271712	0.0233125	0.00917041	0.0396852	0.0329264	0.0370223	0.0217437	0.00544037	0.0177361	0.0134451	1	0.216386	0.451395	0.277257	0.196682	0.137145	0.152466	0.983554	0.274399	0.228904	3.82762	1.69614	-3.25871	-0.165958	0	0	0	-3.43783	0.01612962	0.02048907	0.1304707	0.2039988	3.030144	0.311125	-3.76143	0	1.59374	0	2.19878	0	-3.70564	0.203999	0.0161296	0.2201284	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1
