Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
10	-38945.3	-38950.69	5.385274	2.612514	3.337862	2.001781	5.20555	1.837146	2.059625	1.22731	3.34749	0.12289	4.33518	0.186129	2.08435	1.4244	0.0800524	13.8148	0.906204	2.95158	3.0901	2.61751	2.07394	3.18353	1.67129	2.54436	2.1908	1.30636	3.0558	-5.32258	1	1	1	1	1	5.28401	1	1	1	1	5.28401	5.28401	0	1	1	1	5.28401	5.28401	0	0	1	1	1	5.28401	0	0	0	1	1	5.28401	0	0	0	0	1	1	5.28401	0	0	0	0	1	5.28401	0	0	0	0	0	1	0.005799073	0.00974874	0.00467427	0.00219375	0.0034847	0.00170904	0.0159922	0.00356951	0.00420263	0.00321107	0.00301364	0.00175389	0.00227949	0.00373875	0.00223857	0.00653126	0.00429683	0.00230929	0.00461678	0.00724762	0.00482246	0.004217	0.00308131	0.00451601	0.0115292	0.00894757	0.012237	0.00595907	0.0189327	0.0122629	0.00498205	0.00211506	0.00927336	0.004057	0.00183199	0.00368917	0.00413794	0.00174989	0.00809323	0.00285635	0.00847667	0.00278493	0.00253607	0.0056897	0.00629292	0.00490265	0.00176124	0.00784195	0.00417166	0.0021075	0.00509688	1	0.458337	0.96717	0.61677	0.377992	0.297384	0.312221	2.18082	0.585953	0.471997	2.85627	0	0	-0.0645033	-2.45661	-2.33697	0	0	0.00543509	0.04223644	0.07689378	0.1347047	5.251991	2.81152	0	-1.67306	0.989781	0	0	0	1.66468	0.134705	0.00543509	0.1401398	1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1
11	-38860.33	-38856.59	-3.745092	2.136349	2.645143	1.665587	4.256771	1.562081	1.777935	0.492829	1.24544	0.117077	4.04633	0.208413	2.17515	1.4244	0.0993418	6.80633	0.906204	4.24948	3.0901	2.61751	2.5045	3.04936	2.5201	2.22265	2.1908	1.94283	2.83825	-5.2176	1	1	1	1	1	5.33756	1	1	1	1	5.33756	5.33756	0	1	1	1	5.33756	5.33756	0	0	1	1	1	5.33756	0	0	0	1	1	5.33756	0	0	0	0	1	1	5.33756	0	0	0	0	1	5.33756	0	0	0	0	0	1	0.006440962	0.0115806	0.00555258	0.00375853	0.00590696	0.00342117	0.0291521	0.00424024	0.00504052	0.00377285	0.00336699	0.00195952	0.0026852	0.00440419	0.00275943	0.00775851	0.00531063	0.00274322	0.0070642	0.0072112	0.00474488	0.00951063	0.00458549	0.00730782	0.0137551	0.0106289	0.0145364	0.00694063	0.0224903	0.0133819	0.00292059	0.00290372	0.00868525	0.00480999	0.00300827	0.00263975	0.00643763	0.00174368	0.00687362	0.00339307	0.00281463	0.00287058	0.00347641	0.00350701	0.0081489	0.00790471	0.00216479	0.0135836	0.0052336	0.00553903	0.00481158	1	0.458337	0.965432	0.547659	0.370521	0.297384	0.350013	2.18082	0.515306	0.471997	3.52146	0	-0.82334	0	0	-2.55285	0	0	0.004795793	0.06032182	0.06810807	0.2106338	4.272962	2.86838	-0.685624	0	1.06866	-0.177103	0	0	1.67477	0.210634	0.00479579	0.2154296	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1
12	-38831.33	-38824.43	-6.897905	2.335086	1.648944	0.9913548	3.011718	1.097966	1.257911	0.492829	0.732495	0.139535	3.08316	0.243441	4.02094	1.05035	0.0839977	3.98008	0.749618	2.71006	3.0901	2.67338	2.5045	2.85811	1.53345	2.22265	2.06825	1.94283	2.97787	-4.937164	1	1	1.53603	1.53603	1.53603	1.20101	1	1	1	1.53603	1.20101	1.20101	0	1	1	1	1.20101	1.20101	0	0	1	1	1.53603	1.20101	0	0	0	1	1	1.20101	0	0	0	0	1	1.53603	1.20101	0	0	0	0	1	1.20101	0	0	0	0	0	1	0.008525942	0.0124421	0.00749351	0.00475285	0.00938657	0.00677687	0.0393423	0.00572244	0.00680246	0.00497289	0.00440384	0.00264448	0.0051903	0.00582915	0.00392015	0.0111395	0.00716699	0.00370212	0.00953352	0.00973191	0.00640348	0.0128351	0.00618837	0.00941845	0.0177278	0.0142519	0.0126984	0.0113712	0.0102792	0.0439844	0.00778886	0.00558436	0.0109826	0.00649135	0.00729919	0.00313486	0.0099325	0.00289306	0.00490731	0.00368376	0.00314665	0.00312036	0.00288189	0.00593127	0.0109974	0.0106678	0.00450042	0.013581	0.00806044	0.0067084	0.00420846	1	0.458337	0.965432	0.547659	0.409407	0.344941	0.350013	2.1081	0.515306	0.471997	3.98861	2.22208	-0.940353	-0.861683	-3.95886	-2.15575	0	0	0.005734573	0.04205297	0.064179	0.2521815	3.85425	0	-1.08302	0	0.673634	0	0	0.429204	-0.246039	0.252181	0.00573457	0.2579161	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1
13	-38747.36	-38736.82	-10.54021	2.328984	1.644635	0.9343652	3.003848	1.061983	1.160344	0.438936	0.459248	0.145321	1.59456	0.108924	3.8755	0.76085	0.078146	5.18736	0.457483	2.71006	3.0901	2.31825	2.39493	2.85811	1.53345	2.62523	2.06825	1.94471	2.7175	-4.923175	1.49645	1.49464	1.49303	1.49299	1.49256	0.116577	1.493	1.49645	1.49464	1.49291	0.116621	0.116565	0	1.493	1.49645	1.49464	0.116662	0.116662	0	0	1.493	1.49506	1.49367	0.116625	0	0	0	1.493	1.49439	0.116669	0	0	0	0	1.493	1.493	0.116688	0	0	0	0	1.493	0.116688	0	0	0	0	0	1.493	0.008646052	0.014085	0.00810757	0.00514232	0.0101558	0.00586268	0.0323221	0.00643267	0.00735988	0.00526789	0.00476471	0.00337252	0.00539666	0.00606091	0.00409362	0.0133606	0.00775429	0.00274593	0.0103147	0.0105294	0.00699926	0.0151807	0.00701421	0.0101902	0.0191805	0.0120064	0.013739	0.012303	0.0113252	0.0475887	0.0071977	0.00604198	0.010174	0.00651672	0.0081196	0.00457214	0.0107464	0.0188488	0.0030165	0.00343013	0.0102087	0.00349335	0.00158327	0.00916904	0.0118986	0.011542	0.00923015	0.013885	0.0124013	0.0111484	0.00455332	1	0.415637	0.936765	0.547659	0.409407	0.344941	0.350013	1.77562	0.515306	0.451562	3.98861	0	-0.737841	0	-3.94175	-3.19363	0	-0.91682	0.004938463	0.04970764	0.06048658	0.1938806	3.418072	0.948942	-2.29921	0	1.14551	0	0	0	-2.54921	0.193881	0.00493846	0.1988191	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1
14	-38729.65	-38734.43	4.777435	4.312585	3.045373	1.761564	5.562232	2.008021	2.141937	0.438936	0.28393	0.144276	1.57257	0.120561	3.1801	0.661261	0.078146	5.10872	0.311661	2.69639	3.39436	2.2677	2.11241	2.30378	1.82068	2.62523	1.96147	1.5951	2.7775	-5.476569	1	1	1	1	1	4.01198	1	1	1	1	4.01198	4.01198	0	1	1	1	4.01198	4.01198	0	0	1	1	1	4.01198	0	0	0	1	1	4.01198	0	0	0	0	1	1	4.01198	0	0	0	0	1	4.01198	0	0	0	0	0	1	0.004971434	0.00677097	0.00303985	0.00226118	0.00551898	0.00482584	0.0271058	0.00278371	0.0037775	0.00264874	0.00539061	0.00421997	0.00293273	0.00329371	0.00311639	0.00713119	0.00421394	0.00157246	0.00497835	0.00526448	0.00349949	0.00860495	0.00345402	0.00553773	0.0104233	0.00503619	0.00726302	0.0040137	0.00775312	0.0258613	0.00366263	0.00403779	0.00552888	0.00354141	0.00456499	0.00666076	0.0020536	0.00288993	0.00264465	0.00181149	0.00145155	0.0018984	0.000835715	0.00487425	0.00644223	0.00573387	0.00501598	0.00754556	0.00673929	0.00659918	0.0029121	1	0.415637	0.958472	0.547659	0.383824	0.308642	0.350013	2.02709	0.505062	0.451562	2.29144	0	-0.836921	0	-3.71502	-2.91534	0	0	0.007442827	0.08693485	0.07512582	0.1694439	6.290569	0	-1.81055	-2.18807	0	0	-1.70826	0	1.38928	0.169444	0.00744283	0.1768868	1	0	1	0	1	1	0	0	0	1	1	0	0	1	0	1
15	-38712.46	-38710.96	-1.499394	3.994029	3.359092	1.788749	5.430412	1.963119	2.109305	0.438936	0.35252	0.126278	1.16356	0.0696397	6.71829	0.642928	0.078146	3.55232	0.152127	4.2624	2.75912	2.2677	2.3973	2.30378	1.82068	2.84051	1.96147	1.5951	2.7775	-5.37515	1	1	1	1	1	4.4964	1	1	1	1	4.4964	4.4964	0	1	1	1	4.4964	4.4964	0	0	1	1	1	4.4964	0	0	0	1	1	4.4964	0	0	0	0	1	1	4.4964	0	0	0	0	1	4.4964	0	0	0	0	0	1	0.005502086	0.00689125	0.00313144	0.00266862	0.00531963	0.00434069	0.0281788	0.00199899	0.00332782	0.00272854	0.00446643	0.0043471	0.00302108	0.00337938	0.00341378	0.00869825	0.0043409	0.00114012	0.00360958	0.0050854	0.00311945	0.00886419	0.00355808	0.00570456	0.0107374	0.00518792	0.00785223	0.00308419	0.0108962	0.0229731	0.00246995	0.00317049	0.00827435	0.00496524	0.00609182	0.00686143	0.00211546	0.00194132	0.00315609	0.00257769	0.00212718	0.0019556	0.000860893	0.00623369	0.00670815	0.00434046	0.00556224	0.00786602	0.00694233	0.0129243	0.00283789	1	0.413496	0.96127	0.557025	0.359714	0.255585	0.350013	2.02709	0.501682	0.451562	2.47324	0.778297	0	0	-3.70808	-3.80998	0	0	0.01929365	0.1122585	0.08823654	0.1397305	5.974737	3.504	-2.34893	0	0	0	0	0	1.50328	0.139731	0.0192936	0.1590242	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1
16	-38715.02	-38700.43	-14.59087	3.008564	2.323861	1.383527	3.792418	1.39509	1.455597	0.403625	0.330726	0.164128	0.729575	0.210513	11.0032	0.310545	0.078146	3.9266	0.256503	3.98406	2.75912	2.19726	2.3973	2.488	2.68239	1.88485	1.96147	1.40319	3.6467	-5.121191	1	1	1	1	1	2.72736	1	1	1	1	2.72736	2.72736	0	1	1	1	2.72736	2.72736	0	0	1	1	1	2.72736	0	0	0	1	1	2.72736	0	0	0	0	1	1	2.72736	0	0	0	0	1	2.72736	0	0	0	0	0	1	0.007092845	0.00835086	0.0037947	0.0030061	0.0101183	0.00632378	0.0460388	0.00566682	0.00973818	0.00385967	0.00370517	0.00360617	0.00427348	0.00453649	0.00482898	0.0115486	0.00614043	0.00161277	0.00510595	0.00881132	0.0063136	0.0125389	0.00405419	0.00800601	0.0150692	0.00770699	0.00983158	0.00692632	0.0109265	0.0468234	0.00359531	0.0035144	0.011287	0.00726285	0.0073825	0.0135126	0.00516424	0.00196992	0.0085673	0.00275871	0.00475273	0.00215104	0.00121778	0.0088179	0.00948905	0.00781521	0.00786809	0.0111269	0.0111901	0.010187	0.0049876	1	0.413496	0.96127	0.535367	0.359714	0.269223	0.350013	1.80652	0.501682	0.433311	3.34754	0	0	0	-3.70808	-3.80998	0	0	0.02614499	0.1349273	0.09972358	0.2069831	4.172556	0	0	-1.16373	0	-3.92043	0	0	1.00333	0.206983	0.026145	0.2331281	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1
17	-38678.56	-38665.75	-12.80907	3.407084	2.631684	1.495774	4.29477	1.579886	1.622976	0.403625	0.440146	0.139212	0.494876	0.169163	5.34842	0.22748	0.078146	3.5025	0.2641	3.11017	3.20468	2.20509	2.3973	3.42892	2.253	2.67334	2.08332	1.17388	2.86631	-5.101967	1	1	1	1	1	3.51551	1	1	1	1	3.51551	3.51551	0	1	1	1	3.51551	3.51551	0	0	1	1	1	3.51551	0	0	0	1	1	3.51551	0	0	0	0	1	1	3.51551	0	0	0	0	1	3.51551	0	0	0	0	0	1	0.007230519	0.00738155	0.00335423	0.0035539	0.0067677	0.00455758	0.0363588	0.00547391	0.00940667	0.00357248	0.0032751	0.0031689	0.00358451	0.0029859	0.00426846	0.0102081	0.00542769	0.00202763	0.00451329	0.00655298	0.00469543	0.00932995	0.00445635	0.00707672	0.00974877	0.00762627	0.00836167	0.0111513	0.00943948	0.0416591	0.00398592	0.00418244	0.00805516	0.00673896	0.00332066	0.00579638	0.00255016	0.00187382	0.00757286	0.00223717	0.00334949	0.00184523	0.00107643	0.00779438	0.00838762	0.00975388	0.00296853	0.00983537	0.0098912	0.00900456	0.00335897	1	0.413496	0.953326	0.552413	0.359714	0.337533	0.285712	1.76251	0.50803	0.511211	0	0.653234	0	0	-1.79526	-3.80998	0	0	0.02655438	0.1349273	0.1156648	0.2076032	4.852951	2.20442	0	-2.11396	0.0154754	-3.14463	-3.774	0	1.25718	0.207603	0.0265544	0.2341575	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1
18	-38601.59	-38591.61	-9.98177	3.693475	2.632394	1.612264	4.510912	1.693084	1.759399	0.278556	0.353607	0.149271	0.78067	0.122311	5.51081	0.680657	0.0997873	2.1397	0.2641	3.80142	3.20468	2.471	2.39936	2.69395	1.88947	2.01647	2.08332	1.20441	2.86631	-5.398796	1	1	1.56285	1.56285	1.56285	1.56285	1	1	1	1.56285	1.56285	1.56285	0	1	1	1	1.56285	1.56285	0	0	1	1	1.56285	1.56285	0	0	0	1	1	1.56285	0	0	0	0	1	1.56285	1.56285	0	0	0	0	1	1.56285	0	0	0	0	0	1	0.005373512	0.00669384	0.00317598	0.00336504	0.00539692	0.00435196	0.0344266	0.00518302	0.00890679	0.00270137	0.00300587	0.0018479	0.00378613	0.00280943	0.00404163	0.00989116	0.00513926	0.00149284	0.00422083	0.00608339	0.0044459	0.00883414	0.00369235	0.0108977	0.00961832	0.00921613	0.0111483	0.00528309	0.00666361	0.0464357	0.00494547	0.00531743	0.00566548	0.00526826	0.00314419	0.00548835	0.00284795	0.00211955	0.00565454	0.00300058	0.00367277	0.00178283	0.000895009	0.00519847	0.0094356	0.00923555	0.00361937	0.0119774	0.00625911	0.00830164	0.00318047	1	0.413496	0.783218	0.53701	0.359714	0.288862	0.278215	1.81412	0.525305	0.398338	0	0	0	0	-2.36757	-3.76894	0	0	0.03147643	0.1349273	0.1039616	0.1858258	5.648412	1.20563	0	-2.00441	0.0992262	-1.5085	-2.89587	0.44651	0	0.185826	0.0314764	0.2173022	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0
19	-38579.9	-38575.68	-4.215196	3.341998	2.430636	1.48319	4.364195	1.532819	1.591971	0.278556	0.357967	0.116978	0.563044	0.247575	6.10276	0.589873	0.0997873	3.52049	0.126421	2.41141	2.84304	2.56682	2.53021	2.43321	1.88947	2.7535	1.95822	1.20441	2.74082	-5.121254	1	1	1.94792	1.94792	1.94792	1.94792	1	1	1	1.94792	1.94792	1.94792	0	1	1	1	1.94792	1.94792	0	0	1	1	1.94792	1.94792	0	0	0	1	1	1.94792	0	0	0	0	1	1.94792	1.94792	0	0	0	0	1	1.94792	0	0	0	0	0	1	0.0070924	0.0102663	0.00487101	0.00398154	0.0064102	0.00495961	0.0407339	0.00599756	0.0105386	0.00319629	0.00705811	0.00418275	0.00419513	0.00390061	0.0047821	0.0100373	0.00608082	0.00211959	0.00834825	0.00719793	0.00526044	0.0124631	0.00525761	0.0159202	0.0113805	0.00959611	0.0122922	0.006251	0.00891818	0.0397562	0.00408153	0.00728496	0.00670345	0.00424818	0.00653981	0.00696551	0.00244192	0.00329563	0.00599055	0.00201307	0.00274562	0.00214297	0.0029766	0.00615089	0.0111643	0.0101943	0.00446755	0.0103401	0.0102082	0.00515426	0.00376316	1	0.413496	0.7608	0.523198	0.295956	0.264834	0.251899	1.81412	0.525305	0.398338	2.95498	1.73143	-0.488237	0	-2.36757	-3.6472	0	0	0.03343569	0.06975821	0.06838587	0.1858258	5.110899	0	0	0	0.969863	0	0	0.666761	0	0.185826	0.0334357	0.2192615	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0
20	-38578.39	-38564.5	-13.88557	3.899447	2.836069	1.760647	5.020514	1.788495	1.857514	0.234469	0.472816	0.141806	0.563044	0.219948	3.13833	0.589873	0.105659	2.9337	0.14243	4.78959	2.84304	1.95565	2.53021	2.51093	1.94003	2.98471	1.95822	1.80633	2.74082	-5.199276	1	1	2.77643	2.77643	2.77643	2.77643	1	1	1	2.77643	2.77643	2.77643	0	1	1	1	2.77643	2.77643	0	0	1	1	2.77643	2.77643	0	0	0	1	1	2.77643	0	0	0	0	1	2.77643	2.77643	0	0	0	0	1	2.77643	0	0	0	0	0	1	0.006560072	0.00658096	0.00311674	0.00294714	0.00579507	0.00373541	0.0368215	0.00317307	0.00557556	0.0027356	0.00819248	0.00357989	0.00356428	0.00441634	0.00274855	0.0085906	0.00545459	0.00167272	0.00840009	0.00616049	0.00450225	0.00781299	0.00329593	0.0136256	0.00974021	0.00821301	0.00905027	0.00535004	0.0076328	0.0371316	0.00630786	0.00623497	0.00573727	0.00374876	0.0113112	0.00551602	0.00208996	0.00282063	0.00512713	0.00279805	0.00509606	0.00176734	0.00195297	0.00526435	0.00955518	0.00794637	0.00664112	0.00919753	0.0107122	0.00771968	0.00304778	1	0.349755	0.804835	0.521183	0.304608	0.264834	0.290828	1.81412	0.525305	0.419368	0.484351	0	0	0	-1.02082	-1.42376	0	0	0.04574935	0.06975821	0.05332574	0.1061172	5.832211	3.32872	-0.994223	-2.79718	1.01336	-3.03335	-3.28556	1.02117	0	0.106117	0.0457493	0.1518665	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0
21	-38560.04	-38549.23	-10.80687	2.866436	2.68161	1.695484	4.747085	1.698227	1.756349	0.187214	0.468768	0.123004	0.492159	0.17954	3.13833	0.430384	0.105659	1.174	0.166586	3.34454	2.84304	1.95565	2.53021	2.51093	2.09642	2.97785	1.91085	1.80633	2.74082	-5.176804	0.372801	0.373908	1.93889	1.93904	1.94041	4.21541	0.374911	0.372801	0.373908	1.93928	4.21154	4.21648	0	0.374911	0.372801	0.373908	4.20797	4.20797	0	0	0.374911	0.373651	1.93687	4.21118	0	0	0	0.374911	0.374058	4.20733	0	0	0	0	0.374911	1.93898	4.20564	0	0	0	0	0.374911	4.20564	0	0	0	0	0	0.374911	0.006709161	0.00993009	0.00332164	0.00350264	0.00599266	0.00337608	0.0318254	0.00442738	0.00510297	0.00287486	0.0084718	0.00494057	0.0036858	0.00456692	0.00279329	0.00872251	0.00696672	0.00175165	0.0094649	0.00643781	0.00465575	0.00807938	0.00340831	0.0140902	0.00974715	0.00849304	0.0119741	0.00396288	0.0144661	0.0218205	0.00652293	0.00644756	0.00593289	0.00387658	0.0042576	0.00551893	0.00190912	0.00239611	0.00452673	0.00289345	0.00706058	0.00181026	0.00281058	0.00441018	0.00988097	0.00765028	0.00507557	0.00951112	0.01159	0.0135531	0.00251444	1	0.349755	0.791926	0.501862	0.304608	0.264834	0.300154	1.81412	0.525305	0.419368	0.29085	2.59599	0	-0.0213741	0	-1.64776	0	2.24422	0.06238743	0.04593389	0.06634141	0.1804104	5.514575	0	-1.4583	-2.41542	1.42175	0	0	1.64323	0.774665	0.18041	0.0623874	0.2427978	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1
22	-38548.42	-38536.45	-11.96581	2.582674	2.416144	1.473867	4.277148	1.466463	1.58248	0.133319	0.468768	0.123004	0.50355	0.256237	5.24095	0.114644	0.108246	1.40639	0.13944	3.34454	3.44891	2.05656	2.61052	2.51093	1.37296	2.51807	2.11306	1.76652	2.74082	-5.040237	0.379669	0.380775	1.99744	1.99759	1.99897	4.73851	0.381778	0.379669	0.380775	1.99783	4.73424	4.73969	0	0.381778	0.379669	0.380775	4.7303	4.7303	0	0	0.381778	0.380519	1.9954	4.73385	0	0	0	0.381778	0.380925	4.72959	0	0	0	0	0.381778	1.99753	4.72773	0	0	0	0	0.381778	4.72773	0	0	0	0	0	0.381778	0.007690923	0.0113832	0.0038077	0.00369212	0.00680393	0.00387011	0.0364825	0.00507524	0.00584969	0.00352546	0.00667562	0.00566353	0.00431314	0.00362553	0.00336784	0.0111146	0.00798617	0.00297382	0.0114477	0.00841599	0.00445249	0.00926165	0.00390705	0.016152	0.0102505	0.0118673	0.0155708	0.0112347	0.0120968	0.0250135	0.00883171	0.00679924	0.00680106	0.00453667	0.0103467	0.0057283	0.00249812	0.00200814	0.00518913	0.00331686	0.00563008	0.00208773	0.00322186	0.00505552	0.0113269	0.00967838	0.00491179	0.0109029	0.013286	0.01056	0.00261915	1	0.360502	0.791926	0.501862	0.375789	0.264834	0.282946	1.81412	0.532966	0.399506	0	0	0	0	0	2.41971	0	2.2027	0.07283482	0.03227907	0.1831327	0.1064755	4.96866	1.67982	-1.0311	-2.57167	1.92304	0	0	1.65483	0.861929	0.106476	0.0728348	0.1793103	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1
23	-38532.18	-38521.39	-10.79489	3.692516	3.226712	2.02948	5.997105	2.08405	2.262513	0.0920154	0.404851	0.122601	0.544879	0.378373	5.0045	0.129904	0.108246	1.86775	0.180706	4.0469	3.44891	2.54024	2.46861	2.88713	1.37296	2.51807	2.31539	1.9508	2.74082	-5.39772	0.379949	0.381055	2.72187	2.72208	2.72396	4.34781	0.382058	0.379949	0.381055	2.7224	4.34389	4.34889	0	0.382058	0.379949	0.381055	4.34028	4.34028	0	0	0.382058	0.380799	2.7191	4.34353	0	0	0	0.382058	0.381205	4.33963	0	0	0	0	0.382058	2.722	4.33792	0	0	0	0	0.382058	4.33792	0	0	0	0	0	0.382058	0.005379298	0.00975614	0.00326345	0.0025824	0.00561237	0.00373017	0.0255171	0.00278172	0.00382312	0.00251445	0.00552454	0.00515798	0.00289674	0.00253582	0.002221	0.00777396	0.00587044	0.00174404	0.0095171	0.00762084	0.00403182	0.00647792	0.00273273	0.0112973	0.00716954	0.00830043	0.010546	0.00870415	0.0084609	0.0183915	0.00850384	0.00327669	0.0047569	0.00312423	0.00723682	0.00408955	0.00160035	0.00140457	0.00362946	0.00603761	0.00393787	0.00143733	0.00273675	0.00248427	0.00828386	0.00385748	0.00698956	0.00832621	0.00810363	0.00461208	0.00230825	1	0.360502	0.82332	0.501862	0.321628	0.264834	0.282946	1.87277	0.415618	0.386623	1.55793	0.801623	0	0	-1.88024	0	0	2.20102	0.1717744	0.02483326	0.1058665	0.1036671	7.103824	0	-0.853705	-2.34209	1.9796	0	0	1.96355	0.466424	0.103667	0.171774	0.2754415	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1
24	-38538.85	-38524.06	-14.78219	2.910149	2.514928	1.594634	4.545971	1.576538	1.768145	0.0885765	0.425669	0.122601	0.672068	0.198157	3.52511	0.134461	0.108246	1.21824	0.126361	3.45342	3.44891	2.28879	2.15222	2.76654	1.9278	2.51807	2.06755	1.79067	2.73999	-5.120684	0.326218	0.327318	2.33898	2.33918	2.34106	2.3442	0.328315	0.326218	0.327318	2.33951	2.34176	2.34488	0	0.328315	0.326218	0.327318	2.33951	2.33951	0	0	0.328315	0.327063	2.33622	2.34154	0	0	0	0.328315	0.327467	2.3391	0	0	0	0	0.328315	2.3391	2.33804	0	0	0	0	0.328315	2.33804	0	0	0	0	0	0.328315	0.00709644	0.0185524	0.00711295	0.0045011	0.00740392	0.0040021	0.0336625	0.00278291	0.00504351	0.0033239	0.00457971	0.00472644	0.00437791	0.00356116	0.00221667	0.010382	0.00774436	0.00280184	0.0125551	0.00906053	0.00615322	0.00892742	0.00376606	0.0207601	0.00945815	0.01095	0.0139124	0.010959	0.0111617	0.0283271	0.00731129	0.00406785	0.00637673	0.00511545	0.00325277	0.00703532	0.00204093	0.00199185	0.00317836	0.0079649	0.00387702	0.00192253	0.00378295	0.00399363	0.0109282	0.00474155	0.00795653	0.011592	0.00945748	0.00402835	0.00304507	1	0.360502	0.788929	0.453197	0.321628	0.226564	0.302414	1.87277	0.392072	0.413551	1.44481	1.75154	0	0	0	0	0	2.54781	0.1090373	0.02275524	0.08481167	0.1099496	5.731027	3.81389	0.105558	-3.33971	1.9796	0	0	1.96355	0	0.10995	0.109037	0.218987	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0
