Iteration	Replicate_ID	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size	root_height
3643	1	-1721.07	-1404.02	-317.045	0.0649239	0.583745	0.000304355	0.14465	0.181954	0.0244229	0.1111069	0.327849	0.255902	0.142127	0.274122	89556.26	171118.2
3644	0	-1722.98	-1405.61	-317.377	0.0891566	0.615317	0.0141721	0.00706668	0.214845	0.0594428	0.1566553	0.326584	0.261801	0.142639	0.268976	80863.7	186414.5
3645	1	-1723.32	-1407.73	-315.585	0.0657284	0.590978	0.000523522	0.133836	0.184209	0.0247255	0.2920288	0.322367	0.268344	0.139751	0.269538	88230.55	171118.2
3646	0	-1729.94	-1405.38	-324.553	0.0735722	0.683095	0.0116948	0.00583144	0.149901	0.0759053	0.1365056	0.319868	0.27698	0.139706	0.263446	93274.92	171397.8
3647	1	-1721.4	-1406.77	-314.628	0.0657284	0.590978	0.000523522	0.133836	0.184209	0.0247255	0.2920288	0.322367	0.268344	0.139751	0.269538	84793.7	173038.9
3648	0	-1726.97	-1407.55	-319.421	0.0726236	0.686609	0.013459	0.00586144	0.150673	0.0707738	0.1976989	0.287458	0.278941	0.140695	0.292906	93274.92	146180.9
3649	1	-1720.91	-1403.53	-317.388	0.0661184	0.594485	0.00118008	0.13463	0.185302	0.018285	0.03354659	0.316695	0.255446	0.146091	0.281767	89666.4	188027.1
3650	0	-1731.54	-1410.87	-320.676	0.0815097	0.770622	0.0151058	0.00657864	0.0467506	0.0794336	0.1976989	0.301558	0.243572	0.147596	0.307273	120092.3	215337.7
3651	1	-1716.98	-1407.66	-309.321	0.0668717	0.601258	0.00656422	0.136164	0.18057	0.00857262	0.03354659	0.316695	0.255446	0.146091	0.281767	66086.63	138581.2
3652	0	-1722.52	-1410.67	-311.852	0.0770956	0.783329	0.0142878	0.00622238	0.0442189	0.0748459	0.1976989	0.303247	0.233503	0.150316	0.312935	108504.9	91681.06
3653	1	-1713.97	-1404.92	-309.05	0.0649175	0.583687	0.0131106	0.132185	0.175293	0.0308071	0.03354659	0.321992	0.259719	0.148535	0.269755	66086.63	113964.8
3654	0	-1730.31	-1413.46	-316.852	0.0758352	0.770523	0.0304023	0.00612065	0.043496	0.0736224	0.1646295	0.321598	0.226598	0.144586	0.307217	108504.9	164291.6
3655	1	-1717.33	-1403.23	-314.103	0.0649175	0.583687	0.0131106	0.132185	0.175293	0.0308071	0.03354659	0.321992	0.259719	0.148535	0.269755	96524.56	124495.9
3656	0	-1730.81	-1408.98	-321.833	0.0132882	0.875725	0.0345532	0.00695632	0.0494346	0.0200429	0.1646295	0.321598	0.226598	0.144586	0.307217	99287.47	164984.4
3657	1	-1719.6	-1401.16	-318.438	0.0392898	0.748036	0.00793489	0.0800019	0.106092	0.0186453	0.03354659	0.324672	0.253557	0.149771	0.272	96524.56	115820.9
3658	0	-1736.26	-1412.19	-324.075	0.0133421	0.87522	0.0346934	0.00698455	0.0496352	0.0201243	0.1646295	0.321598	0.226598	0.144586	0.307217	123877.9	212730.9
3659	1	-1737.2	-1402.62	-334.579	0.049646	0.655465	0.0100264	0.101089	0.134056	0.0497172	0.03354659	0.321362	0.262873	0.148938	0.266827	144638.5	182853.1
3660	0	-1728.84	-1406.62	-322.218	0.0127557	0.83675	0.0331685	0.00667754	0.0914086	0.0192397	0.2298551	0.331147	0.233326	0.148879	0.286648	120030.9	139776
3661	1	-1727.57	-1406.48	-321.089	0.0349259	0.665618	0.0101817	0.102655	0.136132	0.0504873	0.03354659	0.317008	0.273814	0.145966	0.263212	123033.9	110718.5
3662	0	-1739.75	-1404.39	-335.354	0.0128603	0.843614	0.0334406	0.00673232	0.0921585	0.011194	0.08990941	0.31483	0.26882	0.142324	0.274026	192232.7	229552.6
3663	1	-1741.53	-1406.86	-334.668	0.0355039	0.676635	0.0103502	0.104354	0.138386	0.0347715	0.09083905	0.321032	0.268926	0.146274	0.263768	154632	161301.3
3664	0	-1729.91	-1404.86	-325.057	0.0265503	0.674049	0.0255064	0.0475088	0.201866	0.0245196	0.3262775	0.316722	0.270436	0.143179	0.269662	137615.6	198091.3
3665	1	-1721.89	-1403.99	-317.901	0.0319301	0.699729	0.0107035	0.107916	0.143109	0.00661219	0.09083905	0.321203	0.256089	0.146352	0.276355	119335	104474.7
3666	0	-1740.87	-1407.04	-333.831	0.0265503	0.674049	0.0255064	0.0475088	0.201866	0.0245196	0.3262775	0.328383	0.261204	0.130764	0.279649	210938.9	218534.3
3667	1	-1728.41	-1402.1	-326.312	0.0322705	0.70719	0.00932644	0.0998952	0.144635	0.00668269	0.09083905	0.316742	0.252532	0.14432	0.286407	119335	215822.3
3668	0	-1742.84	-1408.65	-334.197	0.027723	0.703822	0.0266331	0.00543608	0.210783	0.0256027	0.3262775	0.327915	0.261386	0.130855	0.279844	210938.9	255279.6
3669	1	-1716.13	-1401.34	-314.789	0.0322705	0.70719	0.00932644	0.0998952	0.144635	0.00668269	0.09083905	0.322947	0.246379	0.151247	0.279428	100912.1	159322.5
3670	0	-1731.17	-1404.64	-326.531	0.0122732	0.715006	0.0270563	0.00552246	0.214132	0.0260095	0.3262775	0.332027	0.264663	0.140277	0.263032	165903.9	190920
3671	1	-1716.5	-1401.43	-315.077	0.0322636	0.707038	0.01272	0.096693	0.144604	0.00668126	0.1884367	0.322947	0.246379	0.151247	0.279428	100912.1	183095.9
3672	0	-1726.52	-1405.94	-320.586	0.0124635	0.72609	0.0274757	0.00560807	0.217452	0.0109108	0.3262775	0.297598	0.291856	0.142794	0.267751	114115.7	126915.3
3673	1	-1727.11	-1406.44	-320.676	0.0926877	0.660017	0.0118741	0.0902625	0.134987	0.0101716	0.1884367	0.322947	0.246379	0.151247	0.279428	109475.6	214639
3674	0	-1725.79	-1408.96	-316.83	0.0124668	0.726282	0.0272191	0.00560955	0.217509	0.0109137	0.2265886	0.31452	0.30283	0.120323	0.262327	88541.38	138203.5
3675	1	-1725.27	-1404.87	-320.4	0.0871652	0.620692	0.0111666	0.0848845	0.194144	0.00194754	0.06412606	0.322947	0.246379	0.151247	0.279428	129781.3	200536.1
3676	0	-1724.89	-1405.22	-319.668	0.0135534	0.702424	0.0295916	0.00609848	0.236467	0.011865	0.1145943	0.335665	0.25596	0.128412	0.279963	103753.7	150586.7
3677	1	-1738.01	-1413.07	-324.936	0.0871652	0.620692	0.0111666	0.0848845	0.194144	0.00194754	0.06412606	0.283945	0.259396	0.142659	0.314	129781.3	317036.5
3678	0	-1724.28	-1404.8	-319.481	0.0196178	0.569275	0.0428322	0.00882722	0.342274	0.0171739	0.1145943	0.335665	0.25596	0.128412	0.279963	118660.5	150586.7
3679	1	-1730.65	-1407.92	-322.734	0.0871652	0.620692	0.0111666	0.0848845	0.194144	0.00194754	0.06412606	0.276045	0.267181	0.142695	0.314079	129781.3	153779.2
3680	0	-1724.99	-1406.74	-318.253	0.0195856	0.568343	0.0443996	0.00881277	0.341713	0.0171458	0.1675585	0.335665	0.25596	0.128412	0.279963	95395.5	172189.2
3681	1	-1730.35	-1409.28	-321.068	0.0179038	0.667787	0.0120138	0.0913252	0.208874	0.0020953	0.06412606	0.276045	0.267181	0.142695	0.314079	129781.3	222224.5
3682	0	-1721.65	-1404.72	-316.938	0.0601026	0.544856	0.0425648	0.00844857	0.327591	0.0164372	0.002260592	0.330706	0.252179	0.143539	0.273576	55519.01	187940.8
3683	1	-1723.89	-1406.41	-317.48	0.0192494	0.717977	0.0129168	0.0214326	0.224573	0.00385132	0.06412606	0.27735	0.264095	0.148103	0.310451	96487.54	175221.4
3684	0	-1714.04	-1406.12	-307.915	0.0588096	0.533135	0.0416491	0.0297787	0.320544	0.0160836	0.002260592	0.330706	0.252179	0.143539	0.273576	53137.12	140179.7
3685	1	-1721.46	-1402.77	-318.696	0.0196868	0.734292	0.0132103	0.0219196	0.181259	0.0296331	0.06412606	0.290235	0.272146	0.152618	0.285	96936.91	216798.6
3686	0	-1707.4	-1406.43	-300.974	0.05981	0.542203	0.0253483	0.0302852	0.325996	0.0163572	0.002260592	0.330706	0.252179	0.143539	0.273576	49580.8	87549.73
3687	1	-1723.48	-1401.52	-321.964	0.0198718	0.741193	0.0133345	0.0127268	0.182962	0.0299116	0.09971403	0.290235	0.272146	0.152618	0.285	128552.9	162479
3688	0	-1712.13	-1401.71	-310.414	0.0331882	0.739272	0.0140656	0.016805	0.187593	0.0090765	0.002260592	0.337887	0.247036	0.135561	0.279516	67482.96	137967.3
3689	1	-1721.96	-1400.85	-321.105	0.0119513	0.747183	0.0134422	0.0128296	0.184441	0.0301533	0.1999944	0.313539	0.272384	0.128828	0.285249	94247.83	162479
3690	0	-1715.64	-1404.44	-311.192	0.0263328	0.718078	0.0482348	0.0163233	0.182215	0.00881629	0.002260592	0.327371	0.239347	0.131342	0.30194	67482.96	229835.2
3691	1	-1728.31	-1402.27	-326.035	0.0119513	0.747183	0.0134422	0.0128296	0.184441	0.0301533	0.1999944	0.322825	0.28045	0.129549	0.267176	107158.2	204663
3692	0	-1723.45	-1410.57	-312.877	0.0325047	0.829631	0.0595401	0.0201491	0.0424281	0.0157469	0.002260592	0.317106	0.243	0.133347	0.306547	78459.7	229835.2
3693	1	-1728.4	-1406.4	-321.992	0.0119513	0.747183	0.0134422	0.0128296	0.184441	0.0301533	0.1999944	0.322444	0.270506	0.124956	0.282094	82035.02	156748.7
3694	0	-1720.28	-1412.29	-307.99	0.0321476	0.820515	0.0588859	0.0199277	0.0419619	0.0265622	0.002260592	0.328378	0.251638	0.138086	0.281898	75698.22	160656.2
3695	1	-1726.83	-1405.92	-320.908	0.0114444	0.803194	0.0148116	0.00933229	0.132343	0.0288743	0.2243957	0.313351	0.262878	0.149632	0.274139	82035.02	156748.7
3696	0	-1720.41	-1410.27	-310.139	0.0314553	0.802847	0.0576179	0.0194986	0.062591	0.0259903	0.002260592	0.328378	0.251638	0.138086	0.281898	62531.03	160656.2
3697	1	-1724.4	-1410.26	-314.132	0.0107651	0.755524	0.0139325	0.0087784	0.124489	0.0865118	0.09781715	0.3245	0.231805	0.152579	0.291116	74957.58	124343.3
3698	0	-1726.03	-1407.31	-318.718	0.0258908	0.4984	0.0474251	0.0160493	0.371255	0.0409798	0.002260592	0.328378	0.251638	0.138086	0.281898	73645.91	185159.6
3699	1	-1732.98	-1402.4	-330.586	0.00733441	0.697365	0.0284651	0.0118916	0.162376	0.0925672	0.1841938	0.321963	0.237811	0.151387	0.28884	121335.8	246292.5
3700	0	-1735.9	-1413.08	-322.822	0.0261297	0.502999	0.0478627	0.00697041	0.37468	0.0413579	0.002260592	0.31947	0.254975	0.139918	0.285637	109408.8	129179.3
3701	1	-1720.14	-1399.97	-320.174	0.00233444	0.692095	0.00814532	0.0118017	0.193756	0.0918676	0.1841938	0.324686	0.239822	0.144209	0.291283	65368.61	131763.8
3702	0	-1723.52	-1402.82	-320.699	0.0157038	0.705203	0.0248668	0.00418918	0.225181	0.0248559	0.002260592	0.31947	0.254975	0.139918	0.285637	103118.3	129179.3
3703	1	-1712.66	-1402.25	-310.41	0.00161902	0.696171	0.00819329	0.00671125	0.194897	0.0924087	0.1537543	0.312585	0.251709	0.129986	0.30572	80457.55	167106.9
3704	0	-1724.31	-1401.62	-322.689	0.00959349	0.757409	0.0267076	0.00345032	0.144481	0.0583592	0.002260592	0.325007	0.244506	0.142343	0.288144	103118.3	137865
3705	1	-1715.62	-1404.09	-311.526	0.00160585	0.690506	0.016264	0.00665663	0.193311	0.0916567	0.1881873	0.307386	0.247522	0.15182	0.293271	90304.79	108459.3
3706	0	-1718.7	-1400.49	-318.211	0.00959349	0.757409	0.0267076	0.00345032	0.144481	0.0583592	0.002260592	0.322076	0.242301	0.150079	0.285545	103118.3	141025.8
3707	1	-1721.44	-1406.85	-314.588	0.00150574	0.709799	0.0152502	0.00624167	0.181261	0.085943	0.1881873	0.325248	0.261905	0.144859	0.267988	93716.28	97349.95
3708	0	-1727.01	-1406.92	-320.09	0.0621584	0.507243	0.0355506	0.00459273	0.192319	0.198137	0.002260592	0.323183	0.243133	0.147157	0.286526	103118.3	173062.6
3709	1	-1722.92	-1405.14	-317.78	0.00152087	0.709788	0.01525	0.00624158	0.181258	0.0859417	0.2871137	0.325248	0.261905	0.144859	0.267988	93716.28	127869.7
3710	0	-1712.97	-1404.59	-308.381	0.0408189	0.676411	0.0233458	0.003016	0.126294	0.130114	0.002260592	0.320054	0.251373	0.144821	0.283752	60250.99	128372.8
3711	1	-1727.29	-1409.9	-317.388	0.0014489	0.676198	0.0618521	0.0059462	0.17268	0.0818746	0.163947	0.325248	0.261905	0.144859	0.267988	93716.28	103464.2
3712	0	-1714.08	-1404.41	-309.674	0.0213828	0.68977	0.0238068	0.00356841	0.128788	0.132684	0.002260592	0.32156	0.250816	0.1445	0.283124	71099.19	132327.6
3713	1	-1728.21	-1405.34	-322.872	0.00085251	0.699361	0.0303621	0.00614989	0.178595	0.0846792	0.163947	0.330734	0.257012	0.139747	0.272507	124283	198159.6
3714	0	-1706.2	-1407.16	-299.044	0.015189	0.667196	0.0230277	0.00345163	0.162794	0.128342	0.002260592	0.31475	0.245504	0.162617	0.277128	43194.24	95013.78
3715	1	-1736.19	-1410.66	-325.533	0.00136659	0.51807	0.048671	0.0098584	0.286291	0.135742	0.3153821	0.337582	0.241628	0.14264	0.27815	146445	135254.6
3716	0	-1713.65	-1408.35	-305.295	0.00722523	0.841689	0.010954	0.00164191	0.0774393	0.0610509	0.002260592	0.31475	0.245504	0.162617	0.277128	38294.17	137547.2
3717	1	-1731.23	-1408.1	-323.134	0.00268726	0.652796	0.0348924	0.00706751	0.205243	0.0973141	0.3838445	0.316722	0.249237	0.147132	0.286909	130795.6	134755
3718	0	-1715.75	-1399.96	-315.785	0.0169693	0.776064	0.0101	0.00151389	0.139062	0.0562909	0.002260592	0.321399	0.250691	0.157348	0.270562	62247.19	160594.1
3719	1	-1726.37	-1405.09	-321.283	0.00268726	0.652796	0.0348924	0.00706751	0.205243	0.0973141	0.3415357	0.316722	0.249237	0.147132	0.286909	82366.59	120232.2
3720	0	-1717.46	-1402.18	-315.287	0.0168349	0.76992	0.01002	0.00941893	0.137961	0.0558452	0.002260592	0.319912	0.249531	0.161247	0.26931	78492.85	167809.6
3721	1	-1717.19	-1404.76	-312.432	0.00554165	0.64542	0.0429123	0.00698765	0.202924	0.0962146	0.1713048	0.311375	0.24503	0.161529	0.282066	82366.59	81116
3722	0	-1722.2	-1404.14	-318.058	0.0156814	0.717166	0.00933346	0.00877357	0.197026	0.0520188	0.05263151	0.313014	0.278782	0.144702	0.263502	107815.5	245581.4
3723	1	-1733.15	-1405.88	-327.277	0.00540467	0.629466	0.0418516	0.00681493	0.222626	0.0938364	0.09014468	0.313864	0.244901	0.161444	0.27979	92079.36	161771.9
3724	0	-1716.61	-1399.67	-316.938	0.0156808	0.717138	0.00933309	0.00877322	0.197018	0.0520565	0.05263151	0.305328	0.282876	0.144423	0.267373	86112.63	172294.8
3725	1	-1719.66	-1403.63	-316.032	0.0241757	0.673126	0.0447544	0.00270304	0.238067	0.0171738	0.1690557	0.31892	0.248846	0.147936	0.284297	104841.8	160240.8
3726	0	-1715.5	-1403.62	-311.883	0.031742	0.627971	0.0188926	0.0220892	0.193929	0.105376	0.04526727	0.305741	0.249673	0.159753	0.284833	86112.63	116834.8
3727	1	-1722.66	-1401.83	-320.825	0.0240041	0.668347	0.0444367	0.00978287	0.236377	0.0170519	0.1690557	0.32522	0.253762	0.141896	0.279122	73606.47	140281
3728	0	-1737.95	-1409.15	-328.802	0.010111	0.643241	0.019352	0.0226263	0.198645	0.106025	0.04526727	0.301204	0.251304	0.160797	0.286694	121015.5	345745.1
3729	1	-1715.73	-1397.7	-318.03	0.0233079	0.648965	0.043148	0.00949917	0.229522	0.0455575	0.1690557	0.32522	0.253762	0.141896	0.279122	117119.4	182187.8
3730	0	-1737.55	-1410.67	-326.887	0.00917235	0.67636	0.0175554	0.0205258	0.180204	0.0961827	0.0365191	0.291029	0.279067	0.158543	0.271361	121015.5	345745.1
3731	1	-1718.33	-1398.43	-319.902	0.0234897	0.654025	0.0434844	0.00957323	0.223515	0.0459127	0.1690557	0.320563	0.255513	0.142876	0.281048	117119.4	211188.5
3732	0	-1731.89	-1410.43	-321.462	0.0076425	0.56355	0.0146274	0.0171023	0.316937	0.0801405	0.1342114	0.297581	0.276488	0.157077	0.268853	121015.5	193706.7
3733	1	-1724.22	-1401.72	-322.497	0.0226125	0.649345	0.0418607	0.0141801	0.215169	0.056833	0.1714638	0.320563	0.255513	0.142876	0.281048	109374.2	227113.7
3734	0	-1735.21	-1406.63	-328.584	0.00733161	0.540626	0.0140324	0.0570853	0.304044	0.0768804	0.1342114	0.305113	0.283486	0.161053	0.250347	115306.5	150407.5
3735	1	-1725.88	-1401.04	-324.843	0.0226125	0.649345	0.0418607	0.0141801	0.215169	0.056833	0.1714638	0.351504	0.237382	0.138558	0.272555	122238.5	227113.7
3736	0	-1731.55	-1406.78	-324.77	0.00861993	0.635625	0.0288989	0.0671164	0.204474	0.0552652	0.1342114	0.307209	0.285434	0.15529	0.252067	155249.5	243390.8
3737	1	-1726.36	-1401.18	-325.18	0.0222518	0.638986	0.0284128	0.0139538	0.211736	0.0846593	0.196718	0.331604	0.236187	0.13786	0.294349	90340.16	205726.3
3738	0	-1721.08	-1410.53	-310.556	0.00861993	0.635625	0.0288989	0.0671164	0.204474	0.0552652	0.1342114	0.307209	0.285434	0.15529	0.252067	79304.88	102502.4
3739	1	-1723.37	-1403.03	-320.341	0.0222518	0.638986	0.0284128	0.0139538	0.211736	0.0846593	0.1621197	0.333255	0.24496	0.125971	0.295814	90340.16	188568.1
3740	0	-1722.37	-1407.48	-314.896	0.00914563	0.630659	0.0134051	0.0712096	0.216945	0.0586357	0.1896947	0.338601	0.2725	0.148253	0.240645	73113.29	115123.3
3741	1	-1723.26	-1401.8	-321.46	0.0234655	0.645542	0.0287044	0.00285087	0.213909	0.085528	0.1621197	0.32584	0.23951	0.145417	0.289233	109253.2	173576.1
3742	0	-1704.67	-1401.23	-303.446	0.00099768	0.660768	0.0140451	0.0354529	0.227302	0.061435	0.1896947	0.344698	0.251835	0.153807	0.24966	49497.37	141230.2
3743	1	-1721.23	-1401.9	-319.33	0.0236376	0.650275	0.0241921	0.00287177	0.165432	0.133592	0.1621197	0.329595	0.24227	0.147093	0.281043	103718.8	164613.4
3744	0	-1710.58	-1406.05	-304.524	0.0032537	0.581769	0.0172318	0.0434968	0.278874	0.075374	0.1896947	0.348453	0.231857	0.163349	0.256341	60348.12	131892.9
3745	1	-1720.24	-1401.69	-318.543	0.0241724	0.66499	0.0208025	0.00293675	0.169175	0.117924	0.1621197	0.324967	0.252909	0.145028	0.277096	122642.3	164613.4
3746	0	-1719.74	-1403.07	-316.676	0.0032537	0.581769	0.0172318	0.0434968	0.278874	0.075374	0.1896947	0.337382	0.257161	0.157261	0.248197	60348.12	204077.6
3747	1	-1727.35	-1404.4	-322.948	0.0232385	0.639297	0.0469387	0.0145197	0.162639	0.113368	0.1621197	0.324967	0.252909	0.145028	0.277096	122642.3	88188.35
3748	0	-1713.01	-1403.17	-309.848	0.00327058	0.584788	0.0173212	0.0385343	0.280321	0.0757651	0.1896947	0.305327	0.269601	0.164868	0.260203	60348.12	136750.9
3749	1	-1729.64	-1401.48	-328.159	0.0203079	0.558675	0.0410192	0.0126887	0.268239	0.0990707	0.1223967	0.324967	0.252909	0.145028	0.277096	116773.3	195557.7
3750	0	-1727.05	-1405.83	-321.216	0.00327058	0.584788	0.0173212	0.0385343	0.280321	0.0757651	0.1896947	0.305327	0.269601	0.164868	0.260203	60348.12	190320.7
3751	1	-1727.56	-1401.14	-326.419	0.0202764	0.557809	0.0409556	0.0142185	0.267823	0.0989172	0.1223967	0.324967	0.252909	0.145028	0.277096	109598.7	152178.9
3752	0	-1718.7	-1404.11	-314.592	0.00327058	0.584788	0.0173212	0.0385343	0.280321	0.0757651	0.06817463	0.346408	0.256225	0.150073	0.247294	83405.16	128483
3753	1	-1723.98	-1400.88	-323.106	0.0205341	0.564898	0.0242245	0.0252076	0.271227	0.0939085	0.1733116	0.321016	0.261992	0.143264	0.273728	109598.7	158300.9
3754	0	-1725.62	-1404.04	-321.577	0.00478955	0.574165	0.0335924	0.0378343	0.27523	0.0743889	0.2969567	0.301897	0.273675	0.160293	0.264136	118124	128483
3755	1	-1723.99	-1400.89	-323.093	0.015269	0.693666	0.00732375	0.0122297	0.201682	0.0698294	0.1733116	0.321016	0.261992	0.143264	0.273728	75638.84	222247.4
3756	0	-1728.42	-1405.08	-323.338	0.004065	0.631312	0.0357823	0.0321109	0.233594	0.0631356	0.1238541	0.316345	0.238915	0.167964	0.276777	118124	165169.3
3757	1	-1711.89	-1400.35	-311.534	0.0142625	0.647942	0.00132743	0.0828546	0.188387	0.0652264	0.1733116	0.319339	0.260622	0.147742	0.272297	75638.84	107217.5
3758	0	-1727.04	-1405.69	-321.348	0.00392748	0.695267	0.0345717	0.0225006	0.182734	0.0609996	0.059849	0.333309	0.232986	0.163796	0.269908	115378.5	138715.6
3759	1	-1721.14	-1401.61	-319.533	0.0156265	0.709911	0.00145438	0.0907789	0.110764	0.0714647	0.1733116	0.315044	0.257117	0.145754	0.282085	119917.1	150254.3
3760	0	-1732.55	-1401.57	-330.981	0.00392748	0.695267	0.0345717	0.0225006	0.182734	0.0609996	0.059849	0.333309	0.232986	0.163796	0.269908	115378.5	180442.2
3761	1	-1739.47	-1405.05	-334.423	0.0143926	0.653854	0.00133954	0.0836107	0.180982	0.0658216	0.04552059	0.315044	0.257117	0.145754	0.282085	235513.5	288006
3762	0	-1725.64	-1403.04	-322.605	0.018265	0.739614	0.0367769	0.0239358	0.116518	0.0648904	0.059849	0.327262	0.228759	0.160824	0.283155	132291.6	145962.1
3763	1	-1729.79	-1403.41	-326.377	0.0144017	0.654266	0.000709898	0.0836634	0.181096	0.0658631	0.04552059	0.320934	0.262265	0.148673	0.268129	101464.3	256643.8
3764	0	-1726.39	-1404.38	-322.005	0.0179074	0.739038	0.036057	0.0291401	0.114238	0.0636203	0.06214923	0.364968	0.255116	0.127907	0.252009	110800.1	139046
3765	1	-1716.58	-1404.03	-312.559	0.0317208	0.542846	0.00156361	0.184275	0.178251	0.0613435	0.04552059	0.329566	0.248098	0.146995	0.275341	79834.98	181955.5
3766	0	-1727.61	-1407.22	-320.39	0.0189898	0.783707	0.0104807	0.0309014	0.121142	0.0347781	0.06214923	0.358232	0.250407	0.125547	0.265814	110800.1	110509.4
3767	1	-1725.16	-1401.51	-323.652	0.0349982	0.560018	0.00172515	0.138909	0.196668	0.0676814	0.05456689	0.329566	0.248098	0.146995	0.275341	123931.8	189704.2
3768	0	-1729.25	-1406.65	-322.6	0.0184866	0.762938	0.0227642	0.0300825	0.117932	0.0477963	0.06214923	0.358232	0.250407	0.125547	0.265814	89073.63	174470.6
3769	1	-1723.59	-1402.55	-321.046	0.0349124	0.558647	0.00172093	0.138569	0.196186	0.0699652	0.09204377	0.317303	0.257591	0.13923	0.285876	125368.8	189704.2
3770	0	-1737.34	-1411.58	-325.759	0.0184866	0.762938	0.0227642	0.0300825	0.117932	0.0477963	0.284878	0.364281	0.248047	0.124363	0.263309	89073.63	142686.6
3771	1	-1721.41	-1398.08	-323.335	0.036282	0.651396	0.00142123	0.0572831	0.172037	0.0815811	0.09204377	0.314053	0.254952	0.148047	0.282947	115923.7	189704.2
3772	0	-1729.8	-1409.93	-319.865	0.0177108	0.745534	0.0491605	0.0288202	0.112983	0.0457907	0.284878	0.364281	0.248047	0.124363	0.263309	112883.7	190240.1
3773	1	-1723.7	-1400.95	-322.755	0.0510449	0.65771	0.010356	0.064802	0.173705	0.0423819	0.3220745	0.312881	0.254001	0.151227	0.281891	115923.7	189704.2
3774	0	-1727.33	-1408.56	-318.774	0.0309326	0.648409	0.0319863	0.0113678	0.19733	0.079975	0.1646529	0.351115	0.242722	0.119868	0.286294	87663.53	180394.6
3775	1	-1727.48	-1403.96	-323.518	0.0510449	0.65771	0.010356	0.064802	0.173705	0.0423819	0.3220745	0.305052	0.25958	0.16053	0.274838	117731.5	197609.1
3776	0	-1722.25	-1406.09	-316.158	0.0293338	0.752519	0.0223354	0.00771097	0.133852	0.0542485	0.2508816	0.345251	0.238668	0.134569	0.281512	87663.53	197715.9
3777	1	-1719.36	-1408.07	-311.291	0.0472939	0.609379	0.00959503	0.06004	0.16094	0.112752	0.3220745	0.313349	0.256481	0.158614	0.271556	74081.65	121664.3
3778	0	-1721.07	-1402.16	-318.912	0.0293338	0.752519	0.0223354	0.00771097	0.133852	0.0542485	0.2508816	0.326867	0.267757	0.127403	0.277973	95807.17	240144.3
3779	1	-1721.23	-1408.36	-312.867	0.0272491	0.523716	0.00824621	0.0515999	0.292287	0.0969019	0.3074394	0.315205	0.239829	0.171801	0.273165	74081.65	160722.4
3780	0	-1711.96	-1405.12	-306.845	0.0303689	0.779074	0.0231236	0.00798307	0.138575	0.020875	0.3386077	0.326867	0.267757	0.127403	0.277973	53794.65	123572.7
3781	1	-1730.58	-1415.01	-315.577	0.0703439	0.500514	0.00788089	0.0493139	0.279338	0.0926089	0.3628899	0.315205	0.239829	0.171801	0.273165	101639.3	189944
3782	0	-1718.45	-1405.23	-313.216	0.0447585	0.728574	0.0216247	0.0662408	0.129593	0.00920935	0.3084395	0.326804	0.267706	0.12757	0.27792	94844.02	131092
3783	1	-1736.95	-1407.41	-329.541	0.0703439	0.500514	0.00788089	0.0493139	0.279338	0.0926089	0.3628899	0.317144	0.241305	0.172858	0.268693	101639.3	199991.6
3784	0	-1725.29	-1409.04	-316.248	0.0637939	0.438293	0.0308215	0.0418513	0.412114	0.013126	0.2492254	0.330761	0.266133	0.12682	0.276286	94844.02	170926.8
3785	1	-1722.43	-1407.19	-315.24	0.0703439	0.500514	0.00788089	0.0493139	0.279338	0.0926089	0.3628899	0.313549	0.249905	0.170899	0.265648	101639.3	157259.4
3786	0	-1717.54	-1402.43	-315.108	0.0282119	0.725271	0.0136304	0.0140047	0.182252	0.0366302	0.1290983	0.330761	0.266133	0.12682	0.276286	97355.46	212944
3787	1	-1720.67	-1404.06	-316.605	0.0718764	0.511418	0.00805257	0.0503882	0.285424	0.0728411	0.3628899	0.33596	0.238473	0.157373	0.268194	101639.3	171073.3
3788	0	-1721.73	-1400.25	-321.48	0.0287451	0.738978	0.0127376	0.0142694	0.185696	0.0195732	0.3300586	0.330272	0.265739	0.12811	0.275878	64886.48	182738.6
3789	1	-1726.93	-1407.22	-319.71	0.0665882	0.473791	0.00746012	0.046681	0.337998	0.067482	0.3628899	0.33596	0.238473	0.157373	0.268194	101639.3	138279.7
3790	0	-1717.38	-1405.91	-311.466	0.0287451	0.738978	0.0127376	0.0142694	0.185696	0.0195732	0.3300586	0.330272	0.265739	0.12811	0.275878	80551.57	109966
3791	1	-1725.43	-1405.81	-319.623	0.049735	0.595904	0.00557199	0.0348662	0.164305	0.149618	0.03971719	0.332234	0.235829	0.155628	0.276309	101639.3	147650.8
3792	0	-1723.13	-1403.19	-319.936	0.0462638	0.59821	0.0205004	0.0160063	0.298868	0.0201511	0.1706543	0.321545	0.25789	0.151977	0.268588	80551.57	126027.3
3793	1	-1720.01	-1405.11	-314.901	0.0497416	0.595983	0.00543883	0.0348709	0.164327	0.149638	0.06912878	0.317831	0.268959	0.148881	0.26433	101639.3	90751.15
3794	0	-1721.56	-1404.94	-316.625	0.0548104	0.708722	0.0328521	0.0189633	0.160778	0.0238738	0.1706543	0.327115	0.262357	0.137288	0.27324	80551.57	205854
