Iteration	Replicate_ID	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size	root_height
1624	0	-1730.93	-1406.39	-324.54	0.0310075	0.510149	0.01666	0.128111	0.287767	0.0263058	0.01312259	0.310488	0.276996	0.131067	0.281449	119454	185797.9
1625	1	-1730.81	-1403.24	-327.568	0.0149792	0.641182	0.00461697	0.0215396	0.3152	0.00248225	0.04985621	0.320711	0.260181	0.16302	0.256087	148482.6	207290.3
1626	0	-1736.18	-1409.02	-327.153	0.0329404	0.509131	0.0166268	0.127855	0.287193	0.0262533	0.01312259	0.295547	0.289235	0.121333	0.293885	105704.1	178680.2
1627	1	-1733.91	-1404.84	-329.068	0.0404699	0.649573	0.0055205	0.0257549	0.275714	0.00296802	0.22684	0.320711	0.260181	0.16302	0.256087	148482.6	215018.6
1628	0	-1726.03	-1410.66	-315.377	0.060371	0.619961	0.0304725	0.0723706	0.168709	0.0481154	0.01312259	0.296107	0.287889	0.121562	0.294441	75487.95	97213.58
1629	1	-1720.02	-1403.94	-316.086	0.0519586	0.652377	0.00554433	0.0102358	0.276904	0.00298083	0.1919132	0.320711	0.260181	0.16302	0.256087	95602.43	113225.6
1630	0	-1739.74	-1407.21	-332.533	0.0616325	0.632916	0.010213	0.0738829	0.172235	0.0491208	0.01312259	0.289983	0.281935	0.139731	0.288351	234283.8	138537.7
1631	1	-1740.33	-1409.23	-331.096	0.108431	0.61064	0.00518962	0.00958091	0.259189	0.00697061	0.2693725	0.360872	0.240256	0.150536	0.248337	151994.2	194943.7
1632	0	-1723.91	-1403.77	-320.142	0.0156826	0.716695	0.0083431	0.0784517	0.1407	0.0401273	0.01312259	0.288796	0.280782	0.14325	0.287172	110968.6	135470.8
1633	1	-1744.16	-1410	-334.156	0.108812	0.612788	0.00520788	0.0060964	0.2601	0.00699514	0.2693725	0.348413	0.251357	0.151048	0.249182	151994.2	223907.3
1634	0	-1725.48	-1404.7	-320.784	0.0163784	0.748495	0.00871328	0.104269	0.0802375	0.0419078	0.01312259	0.288226	0.280227	0.144942	0.286605	110968.6	135229.8
1635	1	-1739.8	-1409.71	-330.09	0.108812	0.612788	0.00520788	0.0060964	0.2601	0.00699514	0.2693725	0.319365	0.270277	0.138455	0.271904	151994.2	202784.3
1636	0	-1719.4	-1402.58	-316.817	0.0170487	0.779129	0.0090699	0.067608	0.0835214	0.043623	0.01312259	0.319327	0.267983	0.138609	0.274082	107637.2	135668
1637	1	-1731.96	-1408.78	-323.177	0.121533	0.572755	0.00581671	0.00680911	0.290508	0.00257886	0.2693725	0.332124	0.266052	0.134169	0.267654	151994.2	152975.9
1638	0	-1722.58	-1401.49	-321.089	0.0169626	0.775192	0.00902407	0.0672664	0.0830994	0.0484554	0.01258203	0.319327	0.267983	0.138609	0.274082	79227.74	127091.5
1639	1	-1737.28	-1406.04	-331.238	0.0653669	0.754232	0.00312854	0.0196344	0.156251	0.00138705	0.2693725	0.313894	0.261456	0.141791	0.282859	203277.8	150325.4
1640	0	-1725.05	-1404.59	-320.454	0.0174268	0.796407	0.00702802	0.0439833	0.0853736	0.0497815	0.01258203	0.318568	0.289591	0.138279	0.253562	130906.7	129433
1641	1	-1737.41	-1405.38	-332.023	0.0653526	0.754068	0.00213209	0.0196301	0.156217	0.00260107	0.2693725	0.316345	0.263497	0.142898	0.27726	203277.8	156764
1642	0	-1722.39	-1404.07	-318.32	0.0174268	0.796407	0.00702802	0.0439833	0.0853736	0.0497815	0.2757619	0.318568	0.289591	0.138279	0.253562	76928.91	129542.6
1643	1	-1734.74	-1403.88	-330.865	0.0653526	0.754068	0.00213209	0.0196301	0.156217	0.00260107	0.2025468	0.317474	0.264438	0.139838	0.27825	182955.3	210237.8
1644	0	-1720.7	-1402.88	-317.825	0.0179353	0.749042	0.00723311	0.0580601	0.0878649	0.0798643	0.1362373	0.330098	0.263879	0.143284	0.262739	81900.11	168265.4
1645	1	-1735.05	-1406.39	-328.654	0.0587031	0.677343	0.00712806	0.0176327	0.238477	0.000716272	0.2025468	0.317474	0.264438	0.139838	0.27825	119719.4	177957.9
1646	0	-1742.46	-1408.37	-334.097	0.0173012	0.722559	0.00395012	0.0943905	0.0847583	0.0770407	0.07488252	0.330098	0.263879	0.143284	0.262739	193715	361034.4
1647	1	-1731.87	-1408.04	-323.836	0.0529624	0.75108	0.0189615	0.0195523	0.156738	0.000705411	0.1354299	0.320735	0.256882	0.141275	0.281108	119719.4	159548.2
1648	0	-1722.93	-1403.66	-319.265	0.0369723	0.635089	0.00500988	0.082964	0.17225	0.0677145	0.07488252	0.3196	0.255487	0.170529	0.254384	90013.99	276230.7
1649	1	-1729.33	-1402.75	-326.578	0.0154106	0.779484	0.0196786	0.0199738	0.162666	0.00278674	0.1312595	0.321348	0.257372	0.139635	0.281645	107453.8	179678.3
1650	0	-1722.56	-1403.42	-319.144	0.0387756	0.666065	0.00525423	0.0870104	0.131877	0.0710172	0.07488252	0.340254	0.264727	0.124196	0.270823	122962	174008.9
1651	1	-1722.11	-1400.56	-321.55	0.0223853	0.67968	0.028585	0.0290139	0.236288	0.00404801	0.1312595	0.32276	0.258504	0.135853	0.282883	100229.4	167598.1
1652	0	-1732.29	-1409.03	-323.259	0.0387756	0.666065	0.00525423	0.0870104	0.131877	0.0710172	0.5812946	0.340254	0.264727	0.124196	0.270823	110664	243868
1653	1	-1722.92	-1403.5	-319.415	0.025531	0.77519	0.0326018	0.033091	0.127254	0.00633236	0.07465027	0.323269	0.258911	0.13449	0.283329	122938	138126
1654	0	-1728.04	-1404.91	-323.133	0.0387756	0.666065	0.00525423	0.0870104	0.131877	0.0710172	0.5812946	0.340254	0.264727	0.124196	0.270823	107070.8	129539.1
1655	1	-1737.22	-1408.71	-328.502	0.0253897	0.7709	0.037897	0.0329078	0.126549	0.00635566	0.07465027	0.31526	0.24123	0.13895	0.304559	123336.1	254397.9
1656	0	-1741.69	-1409.58	-332.116	0.0387398	0.66545	0.00617252	0.0869301	0.131756	0.0709516	0.5812946	0.290233	0.284798	0.133613	0.291356	228799.2	160147.4
1657	1	-1736.45	-1406.32	-330.132	0.0329755	0.7324	0.0159755	0.04274	0.16436	0.0115495	0.07465027	0.318672	0.249361	0.143634	0.288333	148016.5	182753.8
1658	0	-1729.1	-1407.06	-322.041	0.105771	0.66196	0.00614015	0.0244846	0.131065	0.0705795	0.4034703	0.32146	0.276327	0.119521	0.282691	111774.6	162566.2
1659	1	-1730.12	-1404.94	-325.182	0.0329872	0.732659	0.0159811	0.0424021	0.164418	0.0115535	0.07465027	0.313419	0.261734	0.141266	0.28358	118742.6	201164.9
1660	0	-1722	-1401.97	-320.029	0.00935992	0.764077	0.00380919	0.0241192	0.129108	0.0695261	0.4579489	0.32146	0.276327	0.119521	0.282691	111774.6	164807
1661	1	-1722.94	-1401.72	-321.226	0.0313118	0.695449	0.0170977	0.0402486	0.204926	0.0109668	0.07465027	0.318128	0.265666	0.143388	0.272818	91596.31	135040.2
1662	0	-1718.83	-1401.67	-317.158	0.0175128	0.615934	0.00712717	0.0451281	0.241568	0.0727303	0.3018609	0.315054	0.27082	0.137068	0.277057	111774.6	120108.3
1663	1	-1725.55	-1408.8	-316.756	0.0396056	0.551359	0.0105536	0.0509096	0.3337	0.0138716	0.2255839	0.346084	0.242758	0.161866	0.249293	91596.31	158320.5
1664	0	-1716.73	-1402.08	-314.653	0.0175128	0.615934	0.00712717	0.0451281	0.241568	0.0727303	0.08047873	0.304324	0.261597	0.1324	0.301678	110984.2	107014
1665	1	-1734.25	-1406.4	-327.85	0.0381479	0.531065	0.0101652	0.0490357	0.321417	0.0501687	0.2255839	0.321676	0.258045	0.155924	0.264355	167658.3	238305.8
1666	0	-1716.44	-1404.16	-312.285	0.017483	0.614886	0.0186085	0.0254236	0.241157	0.082442	0.06312466	0.324105	0.278601	0.141006	0.256287	85170.49	169100.8
1667	1	-1743.39	-1405.57	-337.823	0.0288454	0.645416	0.00768638	0.0370783	0.243039	0.0379349	0.2255839	0.321676	0.258045	0.155924	0.264355	167658.3	238305.8
1668	0	-1717.38	-1407.32	-310.055	0.0186047	0.654333	0.00723784	0.0101297	0.256628	0.0530664	0.3049738	0.311216	0.267522	0.135399	0.285863	58672.21	169100.8
1669	1	-1732.11	-1405.43	-326.683	0.0303928	0.626394	0.00809871	0.0390673	0.256077	0.0399699	0.2801396	0.341675	0.242452	0.154289	0.261584	146166.8	160326.9
1670	0	-1712.89	-1401.75	-311.136	0.0128473	0.760844	0.0054567	0.00699499	0.177212	0.0366446	0.3049738	0.313765	0.269713	0.136508	0.280014	74394.55	169100.8
1671	1	-1720.36	-1405.8	-314.562	0.0303928	0.626394	0.00809871	0.0390673	0.256077	0.0399699	0.1719817	0.325736	0.248322	0.158025	0.267917	89185.62	150590.1
1672	0	-1713.59	-1402.29	-311.303	0.0221194	0.581011	0.00939491	0.0192729	0.30511	0.0630916	0.3049738	0.311661	0.267904	0.1423	0.278136	74394.55	169100.8
1673	1	-1731.7	-1406.96	-324.734	0.0303928	0.626394	0.00809871	0.0390673	0.256077	0.0399699	0.1125978	0.335977	0.271265	0.147847	0.244911	124643.1	199435.6
1674	0	-1717.36	-1407.67	-309.691	0.0221194	0.581011	0.00939491	0.0192729	0.30511	0.0630916	0.3049738	0.333281	0.242107	0.143713	0.280899	67802.42	148164.2
1675	1	-1736.86	-1410.47	-326.388	0.0207042	0.668017	0.00551702	0.0266135	0.230775	0.0483728	0.1125978	0.276853	0.295418	0.161011	0.266718	121534.5	186060.9
1676	0	-1715.51	-1404.88	-310.624	0.0225363	0.591962	0.00830257	0.0127309	0.338469	0.0259991	0.3247079	0.332131	0.256083	0.143217	0.268569	67802.42	129597.1
1677	1	-1734.82	-1409.85	-324.969	0.0186761	0.715683	0.00497659	0.00886005	0.208169	0.0436344	0.2476572	0.276853	0.295418	0.161011	0.266718	121534.5	186060.9
1678	0	-1716.4	-1406.83	-309.565	0.0218822	0.574781	0.0123565	0.00905408	0.328645	0.0532813	0.3247079	0.334825	0.25816	0.144379	0.262636	47619.21	129597.1
1679	1	-1735.34	-1407.14	-328.202	0.0127816	0.752756	0.0123143	0.0219237	0.178149	0.0220753	0.3176285	0.311625	0.29031	0.135957	0.262107	87836.13	117544.6
1680	0	-1705.39	-1404.63	-300.756	0.00920317	0.582231	0.0125167	0.00917145	0.332905	0.053972	0.02488357	0.334825	0.25816	0.144379	0.262636	47597.37	112912.6
1681	1	-1724.66	-1406.4	-318.253	0.0127713	0.752956	0.0123043	0.021906	0.178005	0.0220574	0.120879	0.311625	0.29031	0.135957	0.262107	81757.75	133691.5
1682	0	-1726.58	-1406.54	-320.036	0.00907735	0.574271	0.0260171	0.00904606	0.328354	0.0532341	0.02488357	0.320474	0.264281	0.138191	0.277054	82553.85	173876.5
1683	1	-1734.73	-1404.93	-329.801	0.0128208	0.755879	0.0123521	0.021991	0.178696	0.0182609	0.120879	0.311625	0.29031	0.135957	0.262107	133129.2	138985.1
1684	0	-1727.24	-1408.38	-318.866	0.00973953	0.616163	0.0985863	0.00640514	0.211988	0.0571175	0.02488357	0.332088	0.252337	0.151042	0.264532	100971.9	129503.4
1685	1	-1730.68	-1405.24	-325.435	0.0208758	0.602505	0.0201125	0.0358073	0.290965	0.0297337	0.120879	0.332528	0.253409	0.134375	0.279688	133129.2	171327.1
1686	0	-1724.03	-1405.95	-318.083	0.0189901	0.612869	0.0980592	0.00637089	0.210855	0.0528566	0.02488357	0.323998	0.267182	0.147363	0.261457	63777.61	115971.5
1687	1	-1723.4	-1406.55	-316.853	0.0247853	0.71534	0.0225609	0.0425131	0.159498	0.0353021	0.05925306	0.332528	0.253409	0.134375	0.279688	72184.99	169795.7
1688	0	-1725.76	-1407.73	-318.034	0.0194867	0.628896	0.0662455	0.0065375	0.216369	0.0624654	0.02488357	0.323998	0.267182	0.147363	0.261457	81670.25	115971.5
1689	1	-1726.73	-1406.06	-320.674	0.0243165	0.701808	0.0234898	0.0592702	0.156481	0.0346343	0.05925306	0.332528	0.253409	0.134375	0.279688	72184.99	248178.2
1690	0	-1732.15	-1411.58	-320.564	0.0231486	0.5103	0.0786944	0.00776603	0.257029	0.123063	0.02488357	0.324576	0.267659	0.145842	0.261923	81670.25	196466.4
1691	1	-1724.04	-1407.1	-316.938	0.0217339	0.627272	0.0209951	0.0529754	0.246068	0.0309559	0.05925306	0.332528	0.253409	0.134375	0.279688	112726.6	146350.8
1692	0	-1732.35	-1408.72	-323.628	0.0252778	0.557236	0.0859325	0.00848032	0.249054	0.0740198	0.02488357	0.311055	0.256509	0.142111	0.290325	119409.3	123119.7
1693	1	-1733.44	-1412.07	-321.369	0.0225937	0.537796	0.0144226	0.0512587	0.255802	0.118127	0.05925306	0.338157	0.251272	0.133242	0.277329	124443.9	208308.6
1694	0	-1712.48	-1402.12	-310.361	0.0231556	0.558449	0.0861195	0.00849879	0.249596	0.074181	0.02488357	0.311055	0.256509	0.142111	0.290325	82290.07	150998.8
1695	1	-1736.75	-1414.54	-322.21	0.0242405	0.576995	0.0154738	0.0549948	0.274447	0.0538498	0.05963011	0.335639	0.282293	0.13225	0.249817	124443.9	240759.8
1696	0	-1713.83	-1401.78	-312.058	0.0241419	0.582234	0.0707663	0.00277232	0.230935	0.0891512	0.02488357	0.306613	0.258163	0.143027	0.292197	80422.25	230827.6
1697	1	-1732.5	-1411.11	-321.389	0.0292415	0.696034	0.0254522	0.0663408	0.117972	0.0649595	0.05963011	0.335639	0.282293	0.13225	0.249817	126868.8	103021.7
1698	0	-1716.63	-1399.61	-317.019	0.0255084	0.615191	0.0181662	0.00292925	0.244007	0.0941977	0.0200133	0.306613	0.258163	0.143027	0.292197	80653.43	147718.6
1699	1	-1732.53	-1408.97	-323.559	0.0304561	0.724945	0.0265094	0.0275589	0.122872	0.0676578	0.05963011	0.324913	0.273271	0.127607	0.27421	115126.8	103021.7
1700	0	-1713.87	-1399.08	-314.791	0.0290322	0.700174	0.00297787	0.0033339	0.157272	0.10721	0.0200133	0.306613	0.258163	0.143027	0.292197	84886.78	157254.6
1701	1	-1735.82	-1409.77	-326.052	0.0286932	0.697231	0.0249749	0.0695991	0.11576	0.0637414	0.1510108	0.324913	0.273271	0.127607	0.27421	175468.7	173742.1
1702	0	-1727.41	-1408.57	-318.84	0.0399281	0.573437	0.0183058	0.00458512	0.216297	0.147447	0.0200133	0.323233	0.217951	0.15078	0.308035	118419	223589.6
1703	1	-1742.05	-1409.13	-332.92	0.0243079	0.600653	0.0211579	0.133669	0.166213	0.0539997	0.1107575	0.318264	0.267679	0.145459	0.268598	131811.3	241348.9
1704	0	-1724.69	-1404.19	-320.504	0.0398484	0.572293	0.0202653	0.00457597	0.215865	0.147152	0.0200133	0.334422	0.225496	0.155999	0.284083	118419	234822.2
1705	1	-1731.31	-1405.79	-325.52	0.0263319	0.650664	0.0229196	0.144798	0.144709	0.0105771	0.1107575	0.32809	0.262803	0.145402	0.263705	131811.3	207976.6
1706	0	-1725.08	-1404.97	-320.118	0.0398484	0.572293	0.0202653	0.00457597	0.215865	0.147152	0.0200133	0.333211	0.228301	0.155434	0.283054	118419	168833.5
1707	1	-1729.45	-1402.74	-326.708	0.00650531	0.735585	0.0204843	0.0618731	0.163595	0.0119576	0.153329	0.32809	0.262803	0.145402	0.263705	90536.22	242785.5
1708	0	-1721.5	-1405	-316.493	0.0398484	0.572293	0.0202653	0.00457597	0.215865	0.147152	0.0200133	0.318516	0.228714	0.155715	0.297055	87088.78	224769.1
1709	1	-1727.86	-1400.73	-327.134	0.00650531	0.735585	0.0204843	0.0618731	0.163595	0.0119576	0.1202931	0.317524	0.266936	0.147688	0.267852	162254	164051.5
1710	0	-1729.62	-1406.34	-323.272	0.0337526	0.484747	0.00300863	0.0165542	0.337296	0.124642	0.0200133	0.318516	0.228714	0.155715	0.297055	87088.78	209722.1
1711	1	-1730.06	-1400.26	-329.806	0.00650531	0.735585	0.0204843	0.0618731	0.163595	0.0119576	0.1202931	0.322202	0.257795	0.149864	0.270139	214682.1	147310.1
1712	0	-1730.37	-1408.8	-321.574	0.0444433	0.423296	0.00332581	0.0182993	0.372854	0.137782	0.0200133	0.307683	0.232349	0.158191	0.301777	105345.1	212104
1713	1	-1745.87	-1404.96	-340.907	0.0205867	0.679231	0.0210843	0.0571329	0.210924	0.0110415	0.1202931	0.322202	0.257795	0.149864	0.270139	287905.3	243794.8
1714	0	-1734.17	-1408.81	-325.359	0.0340886	0.437606	0.00343824	0.016365	0.385458	0.123044	0.0200133	0.302976	0.259868	0.159553	0.277604	116407.6	213812.4
1715	1	-1745.06	-1404.17	-340.888	0.018571	0.612726	0.0190199	0.0593968	0.280326	0.00996038	0.1202931	0.322202	0.257795	0.149864	0.270139	236338.2	239701.3
1716	0	-1728.28	-1405.89	-322.384	0.0124784	0.43974	0.00345501	0.0333446	0.387338	0.123644	0.0200133	0.330452	0.251823	0.149065	0.26866	80727.4	149365.7
1717	1	-1738.92	-1404.21	-334.71	0.00544527	0.709697	0.0146947	0.0458896	0.216578	0.00769533	0.1202931	0.297506	0.257599	0.14975	0.295146	210928.3	230146.9
1718	0	-1721.18	-1403.7	-317.481	0.0124784	0.43974	0.00345501	0.0333446	0.387338	0.123644	0.06317195	0.330452	0.251823	0.149065	0.26866	85899.39	149233.1
1719	1	-1729.32	-1405.75	-323.57	0.00373946	0.705935	0.0149768	0.0467705	0.220736	0.00784305	0.1202931	0.297506	0.257599	0.14975	0.295146	140384.7	108609.3
1720	0	-1721.73	-1403.45	-318.273	0.00699982	0.407221	0.00319951	0.109386	0.358694	0.1145	0.06317195	0.330452	0.251823	0.149065	0.26866	106319.2	143490.5
1721	1	-1721	-1400.29	-320.704	0.00375844	0.708636	0.0165887	0.0225532	0.24059	0.00787307	0.1202931	0.30513	0.2642	0.153587	0.277082	93258.82	189633.6
1722	0	-1723.17	-1404.67	-318.508	0.0100857	0.586742	0.00628142	0.157608	0.0743058	0.164977	0.04843586	0.325134	0.263863	0.146666	0.264337	106804.8	138199.3
1723	1	-1720.65	-1403.08	-317.565	0.00359188	0.677232	0.0601703	0.0215537	0.229928	0.00752416	0.299655	0.311211	0.269466	0.141719	0.277605	93258.82	258868.4
1724	0	-1721.37	-1402.32	-319.057	0.0100113	0.582418	0.0136041	0.156447	0.0737583	0.163761	0.04843586	0.325134	0.263863	0.146666	0.264337	86095.75	217408.5
1725	1	-1714.45	-1401.42	-313.03	0.00356596	0.672345	0.0784131	0.00993724	0.228269	0.00746986	0.299655	0.311211	0.269466	0.141719	0.277605	93258.82	191375.5
1726	0	-1716.73	-1405.94	-310.785	0.00988607	0.575131	0.00891309	0.154489	0.089868	0.161712	0.0209877	0.318434	0.258426	0.143644	0.279496	59664.34	217233
1727	1	-1703.64	-1401.97	-301.673	0.00363651	0.665862	0.0799645	0.0101339	0.232786	0.00761766	0.1993379	0.312763	0.268858	0.1414	0.276979	33870.48	125890.2
1728	0	-1718.24	-1407.22	-311.015	0.00721408	0.635213	0.00650408	0.112734	0.12033	0.118005	0.0966317	0.326458	0.264938	0.151314	0.25729	82755.3	128165.2
1729	1	-1715	-1404.86	-310.132	0.0279592	0.613632	0.128403	0.00933895	0.214526	0.00614151	0.1993379	0.312763	0.268858	0.1414	0.276979	33870.48	143313.7
1730	0	-1723.46	-1406.83	-316.632	0.00779262	0.622638	0.0163137	0.121775	0.12998	0.101501	0.0966317	0.325303	0.26754	0.150778	0.256379	75576.77	107106.4
1731	1	-1702.48	-1410.2	-292.286	0.0213473	0.727286	0.0758422	0.00713045	0.163794	0.00459949	0.1993379	0.309894	0.275566	0.140103	0.274438	34205.18	82262.3
1732	0	-1728.06	-1404.39	-323.667	0.00761856	0.60873	0.0159493	0.141392	0.127077	0.0992336	0.0966317	0.335067	0.248522	0.155304	0.261107	133679.4	163730.8
1733	1	-1717.76	-1407.56	-310.196	0.0224614	0.765239	0.025931	0.00918698	0.172342	0.00483952	0.1993379	0.298906	0.265795	0.135135	0.300164	90673.38	132015.6
1734	0	-1734.56	-1403.5	-331.062	0.00291152	0.702516	0.0161123	0.0498381	0.128375	0.100247	0.0970512	0.335067	0.248522	0.155304	0.261107	100480.5	153617.4
1735	1	-1723.61	-1408.09	-315.517	0.015602	0.760757	0.0416773	0.00723072	0.16996	0.00477264	0.1933862	0.298906	0.265795	0.135135	0.300164	96206.47	155827.4
1736	0	-1731.94	-1408.61	-323.328	0.00324034	0.781858	0.017932	0.0554668	0.0952789	0.0462244	0.1518329	0.326824	0.242408	0.151484	0.279284	100480.5	147454.1
1737	1	-1723.34	-1403.45	-319.894	0.0150274	0.769568	0.0401424	0.00696442	0.163701	0.00459687	0.1933862	0.302161	0.26869	0.136607	0.292543	105923.3	159182.5
1738	0	-1715.45	-1401.89	-313.557	0.00326514	0.787843	0.0180692	0.0846987	0.0960082	0.0101159	0.1518329	0.329731	0.244564	0.143936	0.281768	101516.4	160735.1
1739	1	-1723.34	-1403.07	-320.273	0.0156971	0.803863	0.015799	0.00298535	0.150589	0.0110662	0.1933862	0.301303	0.267927	0.14592	0.284851	105923.3	135879.9
1740	0	-1731.56	-1405.19	-326.374	0.00344248	0.830631	0.00526168	0.0434105	0.101222	0.0160322	0.1518329	0.334307	0.247958	0.145934	0.271801	113540.3	238479.7
1741	1	-1718.27	-1399.75	-318.516	0.0156971	0.803863	0.015799	0.00298535	0.150589	0.0110662	0.1404514	0.301303	0.267927	0.14592	0.284851	105923.3	136545.7
1742	0	-1723.64	-1403.14	-320.494	0.0034927	0.842749	0.00533845	0.0114724	0.102699	0.0342478	0.1451685	0.330767	0.255922	0.144388	0.268923	111005.4	173008.9
1743	1	-1722.19	-1401.8	-320.393	0.0029439	0.813116	0.0167497	0.000811324	0.152323	0.014056	0.1404514	0.304732	0.270976	0.147581	0.276711	105923.3	166632.4
1744	0	-1721.5	-1401.38	-320.121	0.00316376	0.76338	0.00483568	0.0103919	0.187207	0.0310224	0.08484556	0.330767	0.255922	0.144388	0.268923	111579	138995.3
1745	1	-1729.42	-1407.99	-321.427	0.0205418	0.60033	0.0345236	0.00167226	0.31396	0.0289715	0.05905008	0.304732	0.270976	0.147581	0.276711	105923.3	166632.4
1746	0	-1724.98	-1401.67	-323.315	0.00316376	0.76338	0.00483568	0.0103919	0.187207	0.0310224	0.01157144	0.330767	0.255922	0.144388	0.268923	108997	168860.4
1747	1	-1723.22	-1403.49	-319.727	0.0230644	0.674053	0.0387633	0.00187762	0.229712	0.0325293	0.05905008	0.30192	0.272072	0.148178	0.27783	105242.9	138763.4
1748	0	-1715.85	-1401.32	-314.537	0.0221076	0.572409	0.00839894	0.0180494	0.325153	0.0538818	0.01157144	0.312002	0.248794	0.155994	0.283209	61887.41	124600.8
1749	1	-1715.49	-1403.33	-312.164	0.0235586	0.688495	0.0130593	0.00702643	0.234634	0.0332263	0.05905008	0.30192	0.272072	0.148178	0.27783	61041.47	128095
1750	0	-1718.58	-1406.12	-312.455	0.0152868	0.576401	0.00845752	0.0181753	0.327421	0.0542577	0.01157144	0.312002	0.248794	0.155994	0.283209	61887.41	183392.3
1751	1	-1721.34	-1403.47	-317.867	0.0235586	0.688495	0.0130593	0.00702643	0.234634	0.0332263	0.05905008	0.30192	0.272072	0.148178	0.27783	92562.94	184353.8
1752	0	-1726.87	-1405.72	-321.147	0.0153499	0.57878	0.00436621	0.0182503	0.328772	0.0544815	0.01157144	0.311802	0.242554	0.153226	0.292418	92166.76	258780.5
1753	1	-1718	-1401.52	-316.482	0.0235586	0.688495	0.0130593	0.00702643	0.234634	0.0332263	0.05905008	0.314429	0.267197	0.145523	0.272851	84512.31	136608.6
1754	0	-1729.17	-1404.5	-324.672	0.0153499	0.57878	0.00436621	0.0182503	0.328772	0.0544815	0.01157144	0.323935	0.251992	0.130306	0.293767	92166.76	197603.2
1755	1	-1729.17	-1403.04	-326.138	0.0214569	0.627074	0.0118942	0.00466098	0.304652	0.0302621	0.05905008	0.308424	0.277045	0.146891	0.26764	162812.9	188530
1756	0	-1718.42	-1401.99	-316.43	0.0160526	0.605275	0.00456608	0.0190857	0.343823	0.0111985	0.01157144	0.320585	0.249386	0.128958	0.301071	102241.8	159712.3
1757	1	-1734.46	-1404.15	-330.315	0.0184968	0.676962	0.0102534	0.00401797	0.262624	0.0276464	0.05905008	0.322939	0.269639	0.142964	0.264458	152620.5	188530
1758	0	-1727.82	-1407.97	-319.845	0.0151521	0.571323	0.00680352	0.0212331	0.374918	0.0105703	0.01157144	0.319596	0.248617	0.131644	0.300143	120690.2	159712.3
1759	1	-1724.56	-1401.99	-322.571	0.0363741	0.664631	0.0100666	0.00394479	0.25784	0.0271429	0.0753722	0.322939	0.269639	0.142964	0.264458	152620.5	194625.3
1760	0	-1725.45	-1403.98	-321.474	0.0151742	0.572154	0.005358	0.021264	0.375464	0.0105857	0.01157144	0.341662	0.255917	0.140734	0.261687	120690.2	198152.4
