Iteration	Replicate_ID	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]	root_height
101	1	-1826.51	-1408.09	-418.422	0.0330677	0.733735	0.058394	0.00713221	0.153016	0.0146547	6606.22	17449.6	31291	52709.7	inf	0.1708811	0.335041	0.263882	0.138352	0.262725	549292	197578	596466	312212	755826	459278	208149.2
102	0	-1823.47	-1408.71	-414.753	0.00412661	0.518245	0.081527	0.134009	0.226446	0.0356473	6209.6	19942.6	24680	37694.1	inf	0.3234292	0.304061	0.232766	0.145489	0.317684	543442	660359	128436	797543	517127	205782	298330.7
103	1	-1822.31	-1407.54	-414.763	0.0333188	0.739308	0.0455152	0.00718638	0.156781	0.0178905	11744	15588.5	27946.6	46118.6	inf	0.1708811	0.335041	0.263882	0.138352	0.262725	555790	191698	595668	331531	721120	459499	229082.2
104	0	-1820.25	-1403.79	-416.46	0.00261318	0.51333	0.0807538	0.132738	0.224298	0.0462671	10250.5	19213.5	26440.3	40285.9	inf	0.3234292	0.304061	0.232766	0.145489	0.317684	552730	659038	120868	805733	535569	195908	227719.2
105	1	-1816.46	-1404.45	-412.007	0.0395707	0.733213	0.0451399	0.00712713	0.155489	0.0194602	8744.54	12187.9	18512.3	41003.6	inf	0.300808	0.335041	0.263882	0.138352	0.262725	527456	202198	568900	331531	699307	459499	245421.1
106	0	-1816.77	-1403.47	-413.296	0.00257609	0.506044	0.0796076	0.130854	0.235308	0.0456104	8718.88	16681.4	20395.8	44806.3	inf	0.3234292	0.313123	0.229735	0.143595	0.313547	530579	659038	115934	905116	484421	217163	292191.6
107	1	-1821.11	-1408.71	-412.408	0.0308472	0.745569	0.0459006	0.00724723	0.158109	0.0123273	9436.87	13767.5	22214.7	37930.1	inf	0.3990192	0.335041	0.263882	0.138352	0.262725	513386	205548	517498	342652	699307	453155	231364.1
108	0	-1813.89	-1401.55	-412.334	0.00252421	0.495852	0.0771419	0.141958	0.230569	0.051955	5229	16681.4	20395.8	64900.2	inf	0.3234292	0.313123	0.229735	0.143595	0.313547	499240	659038	123101	969292	484421	217163	245394.8
109	1	-1830.15	-1416.19	-413.964	0.0200079	0.736593	0.0678543	0.00715999	0.156206	0.0121789	12018.6	14786.5	26565.4	55202.7	inf	0.3990192	0.335041	0.263882	0.138352	0.262725	513386	206124	481151	321598	665463	453048	190605.6
110	0	-1816.03	-1402.24	-413.79	0.00275795	0.475712	0.0842854	0.155104	0.212248	0.069893	4933.89	14969.6	21463.6	61237.4	inf	0.3234292	0.308249	0.241726	0.141359	0.308666	438284	657784	129221	954360	516271	225072	255992.7
111	1	-1827.47	-1412.53	-414.936	0.0109847	0.746096	0.0687297	0.00725236	0.158221	0.00871624	9341.94	14786.5	31131.9	55202.7	inf	0.3990192	0.339089	0.254989	0.140023	0.265899	498413	206546	434771	317806	716345	440093	159615.3
112	0	-1814.53	-1401	-413.535	0.00264183	0.513636	0.0910047	0.167469	0.149385	0.0758638	7383.43	14833	19244.7	53031.7	inf	0.3234292	0.308249	0.241726	0.141359	0.308666	417192	644202	118529	954680	516271	234163	192844.6
113	1	-1821.45	-1408.69	-412.762	0.0109927	0.746641	0.0687798	0.00725765	0.158336	0.00799274	12565	14786.5	22955.8	55255.1	inf	0.3990192	0.339089	0.254989	0.140023	0.265899	480570	206546	425276	340394	716345	444864	159615.3
114	0	-1823.65	-1409.04	-414.614	0.00553319	0.436799	0.097192	0.178854	0.200599	0.0810216	8463.74	17729.2	21549.9	39616.6	inf	0.3234292	0.308249	0.241726	0.141359	0.308666	385492	647456	112571	929080	516271	240432	227241.7
115	1	-1822.95	-1410.73	-412.22	0.0218215	0.575873	0.0777132	0.0082003	0.307361	0.00903087	11887.7	14786.5	21329.4	53351.7	inf	0.3990192	0.339089	0.254989	0.140023	0.265899	494197	210118	413488	340394	687982	441721	218204.7
116	0	-1817.46	-1407.06	-410.4	0.0051624	0.429975	0.0956736	0.17606	0.213373	0.0797558	5623.04	11835.6	14776.1	38795	inf	0.3234292	0.328619	0.2577	0.151916	0.261765	366768	627137	108462	980349	492182	232299	181021.1
117	1	-1822.65	-1411.48	-411.166	0.0222971	0.588426	0.0580315	0.00837904	0.314061	0.00880606	5634.94	8727.72	24358.5	53519.2	inf	0.3990192	0.339089	0.254989	0.140023	0.265899	458548	214626	414527	350352	679025	467936	269116.4
118	0	-1821.69	-1408.13	-413.563	0.00527645	0.439474	0.0977872	0.189033	0.218087	0.0503423	9894.79	12026.4	15348.1	67521.7	inf	0.3234292	0.324407	0.254397	0.149969	0.271227	358009	664285	105769	971405	455546	213356	208064
119	1	-1826.28	-1413.22	-413.056	0.0112982	0.590424	0.0582286	0.00955584	0.321951	0.00854283	2796.55	8825.26	28898.6	75458.7	inf	0.3990192	0.339089	0.254989	0.140023	0.265899	443414	217947	415961	345371	679025	482809	211571.7
120	0	-1824.73	-1410.81	-413.927	0.00449753	0.374598	0.137105	0.165023	0.275866	0.0429106	4327.17	14664.1	20550.2	66398.1	inf	0.3234292	0.324407	0.254397	0.149969	0.271227	362628	663709	105769	998045	468254	212581	252890.5
121	1	-1819.61	-1410.55	-409.062	0.00979389	0.644957	0.0504757	0.00828352	0.279085	0.00740539	1775.94	6332.76	18678.5	52559.3	inf	0.422227	0.339089	0.254989	0.140023	0.265899	463511	223309	387889	322226	713070	472613	153540.3
122	0	-1818.89	-1405.89	-413.001	0.00536257	0.383953	0.1349	0.149047	0.282756	0.0439823	6339.05	13065.8	18160.2	58676	inf	0.1580036	0.314221	0.246409	0.14526	0.29411	377106	663709	103142	906399	483280	222582	223479.6
123	1	-1824.18	-1409.93	-414.245	0.00979389	0.644957	0.0504757	0.00828352	0.279085	0.00740539	7037.08	13818.1	24174.3	57063.5	inf	0.07825982	0.339089	0.254989	0.140023	0.265899	446828	238947	377940	313404	721263	472613	175805.4
124	0	-1813.64	-1402.69	-410.955	0.00560823	0.401542	0.14108	0.110064	0.295709	0.0459971	5057.15	11579.4	15533.8	36048.2	inf	0.3352018	0.314221	0.246409	0.14526	0.29411	385625	656913	101936	919932	454919	215741	209404.1
125	1	-1820.19	-1407.23	-412.963	0.00976183	0.642846	0.0503105	0.0115298	0.278171	0.00738115	8750.33	11885.6	26083.5	53708.7	inf	0.07825982	0.339089	0.254989	0.140023	0.265899	456314	234388	362388	322927	802703	484880	185638.6
126	0	-1811.37	-1399.76	-411.61	0.00586164	0.419686	0.147454	0.111324	0.267599	0.0480755	4201.94	9668.99	14618.8	59934.5	inf	0.3352018	0.327738	0.247146	0.145695	0.279422	368374	666141	107300	920487	440248	209197	193155.7
127	1	-1832.45	-1413.79	-418.663	0.00967345	0.637025	0.0510428	0.0157292	0.28149	0.0050396	11987.4	16657.9	29138.7	77587.2	inf	0.3300871	0.332728	0.250206	0.156156	0.260911	422481	232620	360149	327647	789029	462721	248871.1
128	0	-1802.66	-1394.05	-408.607	0.00345903	0.662529	0.0870146	0.0656939	0.152933	0.02837	3921.41	11668.6	14329.3	49442.3	inf	0.3352018	0.334074	0.251924	0.129178	0.284824	348177	698555	110003	870830	425508	224838	159341.7
129	1	-1827.28	-1411.74	-415.546	0.0096735	0.637029	0.0510431	0.0157293	0.281492	0.00503348	4265.53	12509.3	27687.5	67413.2	inf	0.3300871	0.332728	0.250206	0.156156	0.260911	424947	230903	370849	323419	756983	449512	190280
130	0	-1803.82	-1397.89	-405.931	0.00270826	0.71625	0.0687132	0.0488503	0.13655	0.0269285	5675.23	9612.18	10850.8	40187.1	inf	0.1182009	0.330095	0.260833	0.127639	0.281432	348177	713302	113054	813150	395953	213017	92761.51
131	1	-1828.79	-1411.64	-417.157	0.00950484	0.625922	0.0501531	0.0277571	0.281717	0.00494572	5654.36	14769.8	30932.2	67413.2	inf	0.3300871	0.332728	0.250206	0.156156	0.260911	453795	230903	377647	300830	756983	431854	237978.2
132	0	-1810.57	-1399.65	-410.925	0.00265254	0.701513	0.0672994	0.0596143	0.142546	0.0263744	5482.52	16185.6	18681.6	84002.2	inf	0.1182009	0.329557	0.260408	0.127431	0.282604	349245	713302	116773	889865	408440	216533	160012
133	1	-1826.07	-1410.45	-415.618	0.00950484	0.625922	0.0501531	0.0277571	0.281717	0.00494572	6535.35	10852.2	26730.8	70040.2	inf	0.3300871	0.332728	0.250206	0.156156	0.260911	471877	237144	397941	293030	729203	440386	277315.4
134	0	-1807.09	-1397.23	-409.859	0.0013092	0.711892	0.064829	0.0505507	0.144655	0.0267646	4381.1	16307.6	18681.6	41326.7	inf	0.1742902	0.329557	0.260408	0.127431	0.282604	336510	690306	114904	871291	402036	216533	161471.3
135	1	-1826.95	-1411.67	-415.278	0.0178416	0.624909	0.0430896	0.0277122	0.281262	0.00518541	6877.07	11773.7	28686.2	73702.5	inf	0.3269582	0.332728	0.250206	0.156156	0.260911	447422	218025	418755	293030	729203	440626	284072.2
136	0	-1803.44	-1394.37	-409.063	0.0018745	0.680199	0.0922446	0.0618938	0.138215	0.0255731	3104.83	11938.2	16569.2	36685.6	inf	0.1742902	0.306396	0.27739	0.135741	0.280472	332272	690306	112038	875560	369571	223162	185528.8
137	1	-1826.24	-1409.43	-416.808	0.0192165	0.673066	0.0464101	0.0168297	0.238011	0.00646739	8668.04	17030.8	38896.5	56429.3	inf	0.3269582	0.320393	0.24093	0.150367	0.28831	478726	218025	418755	288795	708536	429207	147054.4
138	0	-1803.96	-1396.49	-407.477	0.00115432	0.633655	0.165179	0.0576586	0.1257	0.0166539	1074.71	10294.5	14149.9	31301.8	inf	0.2670329	0.310747	0.281329	0.137669	0.270255	348900	649416	111399	855912	380096	208755	164954.3
139	1	-1821.01	-1408.47	-412.532	0.0228862	0.801598	0.0552729	0.0140215	0.0985192	0.00770243	11637.8	16820	31178.3	41272.3	inf	0.3269582	0.330811	0.248764	0.155256	0.265169	478726	208549	422834	265329	733510	431556	188537
140	0	-1801.26	-1395.62	-405.64	0.00111582	0.612521	0.15967	0.0950156	0.121508	0.0101696	3500.15	8178.46	10627.9	43994.7	inf	0.2670329	0.311508	0.282018	0.138006	0.268467	347160	628445	108162	855912	367030	199251	162642.7
141	1	-1825.52	-1409.34	-416.172	0.0205231	0.819513	0.0479284	0.0183389	0.0867891	0.00690713	5822.44	16933.6	40237.1	50646.6	inf	0.3269582	0.330811	0.248764	0.155256	0.265169	478726	208549	401782	275286	718747	421579	141394.7
142	0	-1804.54	-1397.23	-407.314	0.00116954	0.643141	0.122154	0.100487	0.128505	0.00454398	4344.62	10162	13192	76015.4	inf	0.2670329	0.311508	0.282018	0.138006	0.268467	356967	616097	103572	746443	351383	174132	215914.6
143	1	-1825.9	-1412.2	-413.697	0.0161971	0.820081	0.0479615	0.0183516	0.0868492	0.0105599	7415.7	11138.5	31800.2	48191.2	inf	0.3269582	0.330811	0.248764	0.155256	0.265169	504564	208802	403168	275286	709615	430585	137395.4
144	0	-1803.31	-1396.67	-406.642	0.00106044	0.583147	0.110759	0.140008	0.160906	0.0041201	3010.58	10162	13192	82567.8	inf	0.2670329	0.30345	0.274723	0.160304	0.261522	365551	633920	103634	705895	336793	179437	201946.9
145	1	-1823.67	-1411.73	-411.935	0.026476	0.751743	0.0649696	0.0248594	0.117647	0.0143046	6605.62	9972.79	21170.5	54991.1	inf	0.3269582	0.339342	0.255179	0.133473	0.272007	529010	205471	375374	271186	704243	435671	162797.6
146	0	-1795.59	-1392.3	-403.288	0.000997591	0.635503	0.0595132	0.131709	0.168401	0.0038759	2587.07	6420.51	8233.86	38657.5	inf	0.2670329	0.301419	0.272885	0.159232	0.266464	350423	602254	105461	701181	336793	179437	178055.8
147	1	-1825.13	-1412.17	-412.964	0.0424298	0.596449	0.104118	0.039839	0.19318	0.0239831	2892.13	11669.1	19323.7	46983.4	inf	0.3269582	0.340318	0.253036	0.133857	0.272789	563723	208848	358698	261060	704243	435219	263868.9
148	0	-1802.13	-1394.7	-407.434	0.000956307	0.609204	0.0524351	0.171201	0.161432	0.0047719	4689.32	9463.61	13901.7	44431.2	inf	0.2670329	0.295935	0.284757	0.157693	0.261616	343318	605174	102738	727353	357338	175362	204648.9
149	1	-1830.34	-1419.96	-410.382	0.0421774	0.659715	0.046212	0.0396021	0.192032	0.0202621	2904.66	6703.42	25073.1	55692.9	inf	0.3398623	0.350701	0.230248	0.13794	0.281112	565926	208848	356443	245129	722929	440581	263868.9
150	0	-1811.73	-1401.43	-410.302	0.000910145	0.579796	0.049904	0.162937	0.202768	0.00368435	3019.92	13034.6	19550	66116	inf	0.1711534	0.295935	0.284757	0.157693	0.261616	334724	605174	101756	773270	371372	163136	243201.6
151	1	-1828.25	-1414.74	-413.505	0.0304993	0.740148	0.0472023	0.028637	0.138862	0.0146519	2684.36	14418.8	26270.7	40548.4	inf	0.2119259	0.344975	0.232278	0.139157	0.28359	573438	216418	371476	246119	654580	436174	119141.3
152	0	-1818.75	-1404.63	-414.115	0.00079831	0.560943	0.043772	0.213402	0.177853	0.00323163	4540.02	17644	24495.2	75868.1	inf	0.2731447	0.345051	0.264892	0.146692	0.243365	365212	635154	101756	744152	401878	163889	330860.1
153	1	-1828.59	-1410.58	-418.016	0.0288361	0.776019	0.0414379	0.0300249	0.115121	0.00856116	5276.8	18698.1	30398.1	51674.8	inf	0.2119259	0.346016	0.232979	0.13656	0.284446	583765	216418	345541	258420	643502	422636	154500.6
154	0	-1800.59	-1395.01	-405.584	0.00143242	0.601989	0.0428708	0.209008	0.142319	0.00238058	3351.37	10193.2	12883.4	25984.9	inf	0.2731447	0.345051	0.264892	0.146692	0.243365	366115	644984	101756	699062	370753	169956	167291.1
155	1	-1824.64	-1411.15	-413.493	0.0293288	0.789277	0.0421459	0.0305378	0.100003	0.00870742	4688.78	14132.6	23732.4	46373.3	inf	0.171444	0.348302	0.234518	0.130856	0.286325	605179	222378	373148	262671	668221	433711	141462.7
156	0	-1796.74	-1391.37	-405.372	0.00143242	0.601989	0.0428708	0.209008	0.142319	0.00238058	2183.68	9200.85	12525.8	40244.8	inf	0.1169202	0.335269	0.257382	0.142533	0.264816	388527	671872	93346.9	727788	370753	157560	142553.1
157	1	-1822.26	-1412.14	-410.12	0.0303712	0.817329	0.0436438	0.0316232	0.0699682	0.00706422	5241.39	8130.67	23325.1	44501	inf	0.171444	0.346863	0.233549	0.134447	0.285142	546889	219752	367058	265296	643172	423491	152477.9
158	0	-1809.32	-1397.64	-411.677	0.00129006	0.625212	0.0445246	0.178852	0.147809	0.00231228	3495.96	12770.5	18848.8	60560.3	inf	0.1169202	0.34176	0.262365	0.145293	0.250583	376216	701954	91902.2	746590	373044	161132	251191.8
159	1	-1819	-1409.22	-409.778	0.03139	0.844748	0.0109781	0.0332675	0.0723154	0.0073012	6520.48	9751.75	20601.7	43210.8	inf	0.171444	0.339075	0.228305	0.15388	0.27874	546889	219753	366469	269091	625234	436189	219956.7
160	0	-1796.71	-1392.62	-404.089	0.000953532	0.6288	0.0447801	0.179879	0.143263	0.00232555	1860.89	7867.13	9677.79	39271.3	inf	0.2248021	0.34176	0.262365	0.145293	0.250583	381893	720981	92223.3	746590	388688	147507	139052.1
161	1	-1815.3	-1407.72	-407.581	0.0203592	0.805882	0.0154004	0.046669	0.101447	0.0102424	6051.35	9201.42	18405.3	37898.4	inf	0.171444	0.339075	0.228305	0.15388	0.27874	555578	204433	381614	262959	583943	414650	200803.7
162	0	-1801.48	-1394.06	-407.423	0.00104842	0.604935	0.0430806	0.173052	0.175647	0.00223728	1859.08	12260.9	15183.2	46836.9	inf	0.2248021	0.343894	0.264003	0.139956	0.252148	404630	720981	92223.3	796220	375483	143312	177013.8
163	1	-1822.84	-1409.62	-413.214	0.0028081	0.814837	0.0137643	0.0496844	0.108002	0.0109042	9911.41	12101.8	30925.7	54721.4	inf	0.171444	0.305467	0.259583	0.164184	0.270766	542786	209031	381614	261210	594393	417149	337403.2
164	0	-1812.3	-1399.93	-412.372	0.000938433	0.54147	0.0385609	0.154897	0.262131	0.00200257	5231.64	12580.8	18388.8	66877.1	inf	0.2248021	0.343894	0.264003	0.139956	0.252148	386084	688244	86814.8	785056	393399	133700	216273.9
165	1	-1818.47	-1407.58	-410.886	0.0022836	0.807175	0.0111934	0.0404043	0.130077	0.00886751	7628.76	12107.3	22006.5	46996	inf	0.171444	0.308158	0.253059	0.16563	0.273152	599305	209031	404388	249111	594393	439456	252214.3
166	0	-1808.71	-1396.01	-412.698	0.000965083	0.551829	0.039656	0.135915	0.269575	0.00205944	4967.14	12093.3	19361.3	58134.3	inf	0.2248021	0.343894	0.264003	0.139956	0.252148	381526	688244	86814.8	828756	392198	134437	207079.9
167	1	-1817.58	-1407.28	-410.301	0.00221882	0.793328	0.0354965	0.0392581	0.124033	0.00566537	7790.37	13160.7	19891	51095.3	inf	0.171444	0.308158	0.253059	0.16563	0.273152	534815	203360	409045	237451	612634	454202	256163.6
168	0	-1816.35	-1400.87	-415.482	0.000916626	0.524122	0.0878749	0.129091	0.25604	0.00195603	6133.02	16302	23745.9	79368	inf	0.2248021	0.297564	0.275181	0.164432	0.262823	395064	720669	86814.8	870261	392198	116562	199105.9
169	1	-1820.14	-1409.74	-410.397	0.0020233	0.810825	0.0323686	0.0357988	0.113103	0.00588056	6879.06	12660.4	20725.2	45192.4	inf	0.171444	0.306751	0.253574	0.165967	0.273708	532284	188347	413519	242831	610889	435633	250293.9
170	0	-1812.5	-1401.71	-410.798	0.000982883	0.562007	0.0689352	0.160211	0.203945	0.00391891	4058.9	15060.1	19780.2	48268.4	inf	0.4305096	0.297564	0.275181	0.164432	0.262823	395064	703866	85943	887965	332244	113947	155849.1
171	1	-1820.65	-1407.7	-412.951	0.00190778	0.850428	0.0286965	0.0464506	0.0669722	0.00554481	4834.53	12949	21398.7	49734.8	inf	0.171444	0.306751	0.253574	0.165967	0.273708	535465	190102	429093	245325	615357	414181	227952
172	0	-1820.6	-1406.61	-413.99	0.00126854	0.582148	0.0793982	0.125382	0.207831	0.00397283	3442.74	24207.4	29280.2	77151.7	inf	0.4305096	0.297564	0.275181	0.164432	0.262823	406711	713337	83529.3	858770	317304	120517	223080.6
173	1	-1820.13	-1407.82	-412.305	0.00178283	0.79473	0.0268171	0.0434083	0.12808	0.00518165	8668.31	14526.9	22405.4	49734.8	inf	0.171444	0.344833	0.240896	0.15767	0.256602	518948	195605	429093	267635	617127	410092	185655.1
174	0	-1820.41	-1406.65	-413.761	0.00126604	0.620056	0.0845684	0.133546	0.156332	0.00423153	4253.82	26029.5	30037.3	99287.3	inf	0.4305096	0.293055	0.271011	0.16194	0.273995	395427	683125	89076.9	858770	327803	115524	228811.1
175	1	-1820.8	-1408.27	-412.525	0.00116	0.643742	0.0217222	0.0351614	0.288799	0.00941545	5728.43	12758.3	27212.5	46480.5	inf	0.171444	0.343504	0.236593	0.157062	0.262841	507303	205778	424110	278839	620386	393397	195664.4
176	0	-1822.17	-1407.76	-414.411	0.00133369	0.596354	0.0960574	0.140682	0.161115	0.00445763	2182.14	24829.2	31033.8	99287.3	inf	0.4305096	0.293055	0.271011	0.16194	0.273995	394906	683125	92459.9	858770	319673	115524	227635
177	1	-1819.77	-1409.75	-410.018	0.00117472	0.651912	0.0132776	0.0356076	0.292464	0.00556449	6743.13	13235.8	23914.5	35737.1	inf	0.171444	0.343504	0.236593	0.157062	0.262841	507303	193252	454307	278839	632451	363145	143603.9
178	0	-1814.75	-1402.48	-412.272	0.000826749	0.670587	0.0405059	0.140325	0.142817	0.0049384	1912.1	21404	27193.5	98621.3	inf	0.4305096	0.332527	0.255879	0.152898	0.258696	367695	687541	95516	858770	332430	118857	214408
179	1	-1824.87	-1408.28	-416.585	0.00101929	0.658711	0.0140684	0.0377285	0.282577	0.00589593	6178.01	17143	36886.9	49663.3	inf	0.171444	0.331381	0.228243	0.151519	0.288857	532502	192658	444115	278839	662514	363145	238159.6
180	0	-1812.41	-1400.94	-411.465	0.000813377	0.65974	0.0537916	0.138056	0.140507	0.00709209	3910.33	16390.9	22164.9	71970.8	inf	0.4305096	0.304598	0.263418	0.163452	0.268532	377636	715893	96247.7	827723	332430	121207	127518.4
181	1	-1817.56	-1406.28	-411.28	0.00132282	0.557083	0.0182577	0.0489632	0.366722	0.00765161	6266.74	11495.4	19671.1	34862.7	inf	0.171444	0.331381	0.228243	0.151519	0.288857	558751	183867	444115	295926	695313	363145	148838
182	0	-1810.74	-1398.8	-411.934	0.00107626	0.558953	0.0711767	0.182674	0.176735	0.00938422	3910.33	16125.1	22164.9	73505.2	inf	0.2036107	0.311311	0.269223	0.145016	0.27445	373386	731211	101057	825839	334365	122185	127518.4
183	1	-1823.47	-1407.8	-415.662	0.00104505	0.63846	0.0149246	0.0400245	0.299774	0.00577252	6115.12	13919.8	33760.8	57467.7	inf	0.3255492	0.339063	0.236939	0.157291	0.266707	564880	184390	450424	295926	695313	363898	259412.4
184	0	-1812.85	-1401.26	-411.595	0.00116732	0.696653	0.0587896	0.150883	0.0847562	0.00775105	6015.05	17690.5	22554	63642.6	inf	0.2036107	0.309911	0.268012	0.131812	0.290265	389010	725560	97573.7	856508	334365	122185	126897.6
185	1	-1819.44	-1408.89	-410.557	0.000700535	0.634901	0.0197039	0.0398014	0.298103	0.00679116	1641.06	5093.26	21797.1	57467.7	inf	0.3255492	0.339063	0.236939	0.157291	0.266707	564880	177633	456772	291512	658276	363898	249660.8
186	0	-1810.83	-1400.72	-410.111	0.00110664	0.696317	0.042305	0.171325	0.0803504	0.0085955	4781.85	15657.6	20070	38103.9	inf	0.2036107	0.309911	0.268012	0.131812	0.290265	389010	725560	100137	844098	335189	122185	164219.2
187	1	-1820.02	-1411.23	-408.781	0.000704588	0.638574	0.0198179	0.0342465	0.299827	0.00683045	1613.63	4618	16501.1	39155.8	inf	0.3255492	0.307213	0.248357	0.164871	0.279559	559599	176844	521293	271153	642562	363898	316042.8
188	0	-1813.93	-1402.22	-411.712	0.0012664	0.640569	0.05108	0.206862	0.0898444	0.0103784	4869.77	20194.9	25139.7	36983.1	inf	0.2036107	0.305883	0.266421	0.141204	0.286492	367846	749312	93672.9	813535	335189	116556	211806.9
189	1	-1814.38	-1404.78	-409.602	0.000693127	0.628186	0.0194955	0.0336894	0.311216	0.00671934	2227.48	7322.38	15269.8	40756.7	inf	0.3255492	0.317973	0.257055	0.135621	0.28935	555508	174716	521293	271153	595386	354029	233910.5
190	0	-1801.67	-1394.52	-407.146	0.000975126	0.683914	0.0303215	0.190534	0.0862637	0.00799132	3163.69	15701.4	18315	31401	inf	0.387116	0.305883	0.266421	0.141204	0.286492	367846	813396	97158.9	813535	341531	114725	164679
191	1	-1822.58	-1410.01	-412.57	0.00157164	0.619921	0.031509	0.0332461	0.307121	0.00663093	4721.22	9874.75	21297.8	61020.4	inf	0.3255492	0.321087	0.24978	0.13695	0.292184	555508	169123	502793	271153	600996	354029	286644
192	0	-1802.63	-1394.89	-407.735	0.0103755	0.677479	0.0300361	0.188741	0.085452	0.00791613	3427.82	15701.4	18196.4	36831.2	inf	0.387116	0.311606	0.264224	0.14004	0.28413	384971	813396	97158.9	831655	322562	114725	210243.7
193	1	-1815.89	-1406.99	-408.905	0.00196227	0.619678	0.0314967	0.0332331	0.307001	0.00662834	3019.42	5269.6	18967	49990.1	inf	0.3255492	0.322438	0.246623	0.137526	0.293413	548664	165764	502793	283600	600996	357235	218354
194	0	-1811.58	-1398.68	-412.903	0.0147158	0.559888	0.0522563	0.267696	0.100023	0.00542156	10096.9	14923.1	19596.6	31401	inf	0.387116	0.311606	0.264224	0.14004	0.28413	402863	865575	95591.9	846438	317880	114725	246475.2
195	1	-1821.72	-1412.45	-409.27	0.00209123	0.60088	0.0273698	0.0354172	0.327178	0.00706396	3005.31	6066.83	19158.2	49990.1	inf	0.07643361	0.329131	0.230984	0.14038	0.299504	514439	157692	513464	290075	585759	372876	250860.5
196	0	-1816.09	-1402.41	-413.679	0.014635	0.469166	0.0519693	0.266226	0.192612	0.00539179	6363.72	21698.8	26933.7	43207.7	inf	0.387116	0.311606	0.264224	0.14004	0.28413	417521	806966	92073.7	819579	323125	116315	253027.6
197	1	-1812.58	-1404.58	-408.002	0.00209123	0.60088	0.0273698	0.0354172	0.327178	0.00706396	1969.2	4557.48	23726.7	44395.4	inf	0.07643361	0.329131	0.230984	0.14038	0.299504	505968	148027	477516	259978	619552	372876	222785.5
198	0	-1812.01	-1400.07	-411.946	0.0142921	0.458174	0.0806828	0.259989	0.18393	0.00293129	4460.35	21698.8	26964.9	43207.7	inf	0.387116	0.311606	0.264224	0.14004	0.28413	410349	806966	91609	810461	309831	115370	271606.4
199	1	-1813.01	-1404.09	-408.925	0.00237428	0.749122	0.017131	0.022168	0.204783	0.00442139	2140.42	5149.31	26496.5	50160.5	inf	0.07643361	0.324463	0.22933	0.150951	0.295256	490522	154212	456679	248700	591369	390418	251716
200	0	-1807.15	-1397.37	-409.783	0.0149605	0.479602	0.0844561	0.272148	0.146109	0.00272464	3116.23	20291.4	24034.9	36769.7	inf	0.387116	0.311606	0.264224	0.14004	0.28413	383812	814550	99736.7	810461	316463	112372	225068.6
201	1	-1812.29	-1404.86	-407.424	0.00182903	0.749531	0.0171404	0.0221801	0.204895	0.00442381	1547.56	4451.84	22951	55778.2	inf	0.07643361	0.324463	0.22933	0.150951	0.295256	513494	156612	452978	269455	511145	386336	181995.4
