Iteration	Replicate_ID	Posterior	Likelihood	Prior	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]
336	0	-1790.88	-1394.11	-396.764	204798	274241	92726.6	298996	135586	168924
337	1	-1808.57	-1407.95	-400.613	256467	154697	762757	92616.5	224893	255899
338	0	-1787.37	-1391.74	-395.622	228438	274241	81678.7	295995	135586	146404
339	1	-1813.83	-1408.31	-405.514	258516	165537	709321	101106	206015	262311
340	0	-1791.12	-1395.59	-395.523	226942	265973	76311.2	277275	126784	137086
341	1	-1816.87	-1414.45	-402.426	299399	166599	733468	101106	190667	259264
342	0	-1786.82	-1392.33	-394.489	281622	258300	66201.3	244830	143178	145847
343	1	-1815.79	-1407.8	-407.99	299399	149084	706974	108987	213720	315350
344	0	-1784.66	-1394.52	-390.144	285429	235795	72645.5	239272	133954	146466
345	1	-1820.58	-1412.11	-408.471	304549	152153	631762	108987	250654	322724
346	0	-1784.5	-1389.43	-395.068	293208	238493	78804.8	239272	146993	152398
347	1	-1815.7	-1409.75	-405.946	316408	144565	659071	113052	228323	334669
348	0	-1785.63	-1389.85	-395.78	255614	250895	73687.9	239272	124646	143749
349	1	-1809.83	-1406.17	-403.658	298856	144565	681475	113890	228323	342863
350	0	-1782.27	-1390.87	-391.399	221359	203559	77042.3	257178	124646	143749
351	1	-1812.88	-1406.41	-406.478	341584	160466	727602	103668	207320	404891
352	0	-1783.14	-1390.91	-392.224	209411	197601	72871.6	254569	127232	144283
353	1	-1809.44	-1408.11	-401.326	352042	164924	722299	104471	223132	410360
354	0	-1777.15	-1389.14	-388.005	196566	194077	76163.3	230573	137401	146034
355	1	-1806.03	-1405.66	-400.365	373436	160102	872310	108099	223132	472303
356	0	-1778.31	-1390.57	-387.74	199363	201412	65569.6	216542	137401	126695
357	1	-1805.33	-1404.16	-401.163	346853	160102	872310	108099	239815	578135
358	0	-1787.9	-1391.96	-395.94	194814	208475	66522.7	215348	137401	136260
359	1	-1802.54	-1404.62	-397.925	375653	164047	945906	108645	234578	578135
360	0	-1780.49	-1389.02	-391.474	249731	175573	70539.2	218905	129365	137619
361	1	-1808.93	-1406.64	-402.294	344327	151325	960940	106363	242709	610088
362	0	-1782.02	-1387.99	-394.029	279855	148660	72624.2	213890	125763	148918
363	1	-1807.75	-1406.76	-400.99	344327	162751	875641	119234	240078	732480
364	0	-1782.4	-1389.9	-392.5	265399	145998	72239	198387	115054	135163
365	1	-1808.12	-1406.13	-401.992	316072	165372	908649	119234	229059	732480
366	0	-1786.63	-1394.34	-392.295	298761	140128	72239	198387	114770	115537
367	1	-1812.56	-1408.11	-404.455	311045	165372	970387	107177	223619	752485
368	0	-1784.84	-1393.66	-391.185	232616	128735	76148.3	183315	114770	126894
369	1	-1812.08	-1408.5	-403.584	338324	157460	970387	112069	188091	799993
370	0	-1789.73	-1390.82	-398.906	230630	127001	76148.3	180491	112287	120698
371	1	-1806	-1404.6	-401.401	314260	180968	970387	116492	176301	734725
372	0	-1788.85	-1390.84	-398.008	231877	125761	76148.3	180491	100292	125894
373	1	-1810.39	-1406.41	-403.98	324639	191863	998543	114956	203530	705030
374	0	-1783.28	-1390.17	-393.111	232216	118909	81380.3	200091	95601.3	126101
375	1	-1811.3	-1406.74	-404.558	354003	192595	979400	101467	219155	765108
376	0	-1782.39	-1390.99	-391.403	232216	118909	77145	222170	98132.6	139474
377	1	-1806.03	-1404.68	-401.352	309384	196691	979400	106910	200742	845372
378	0	-1786.04	-1395.28	-390.759	232216	120855	80759.4	227930	91085.4	139474
379	1	-1813.85	-1406.78	-407.076	315669	207085	979400	112755	200742	924018
380	0	-1786.98	-1393.83	-393.152	255678	120855	86720.7	227930	95085.2	150407
381	1	-1809.71	-1404.5	-405.205	347689	198136	875665	112755	232226	885137
382	0	-1780.93	-1394.76	-386.161	268696	132321	80423.3	200949	92923.1	150407
383	1	-1811.7	-1404.98	-406.712	369793	180332	871573	117548	217429	920837
384	0	-1784.77	-1394.35	-390.42	264204	132420	80423.3	176353	92923.1	153435
385	1	-1809.95	-1403.62	-406.328	368212	178964	801427	117548	232318	927139
386	0	-1787.54	-1396.31	-391.234	246933	124605	74090.2	170090	106356	151350
387	1	-1811.5	-1405.03	-406.47	377610	165582	863614	112496	227697	962470
388	0	-1787.29	-1395.02	-392.268	246933	135150	70543.6	173990	98780	148811
389	1	-1810.48	-1404.54	-405.939	372493	165582	904871	112496	220233	827351
390	0	-1789.34	-1397.74	-391.597	245201	139625	68997.3	180988	103794	163801
391	1	-1805.04	-1403.55	-401.482	421748	171546	821130	127756	218567	827351
392	0	-1791.57	-1399.06	-392.511	244527	148406	70547.8	217772	105151	161309
393	1	-1804.39	-1403.26	-401.127	392930	145362	739478	115814	235600	861438
394	0	-1797.7	-1400.27	-397.42	256538	180652	60435.4	206676	109134	146969
395	1	-1805.55	-1403.54	-402.004	331738	139123	714321	118154	223229	890338
396	0	-1794.06	-1398.4	-395.663	266904	183196	78430.3	206676	113834	137766
397	1	-1828.92	-1413.34	-415.58	310449	141276	694135	124156	257052	883883
398	0	-1792.1	-1399.12	-392.974	244220	183196	75435.2	176398	116802	104907
399	1	-1815.42	-1409.72	-405.707	287881	132993	673478	119386	226340	883883
400	0	-1798.36	-1399.02	-399.336	241644	216634	71083.6	191366	116802	107457
401	1	-1812.48	-1406.08	-406.397	283969	144312	753317	119386	226340	864193
402	0	-1802.34	-1401.44	-400.905	235465	248339	49629.9	239053	125003	111938
403	1	-1809.52	-1408.84	-400.679	249506	196787	646280	122244	170870	864193
404	0	-1798.21	-1401.46	-396.751	177588	249170	53831.6	239053	157912	148302
405	1	-1819.84	-1410.67	-409.165	284106	178241	672815	134302	195417	864193
406	0	-1790.13	-1397.6	-392.528	223493	222488	47350.4	241128	218194	148302
407	1	-1807.96	-1406.18	-401.782	332695	184018	583848	142304	213627	746509
408	0	-1785.99	-1396	-389.997	255674	192829	53076.5	199591	218194	162406
409	1	-1810.16	-1407.25	-402.914	332695	155446	583848	124462	197614	638768
410	0	-1783.95	-1393.02	-390.936	203471	159172	50332.7	240041	205452	150763
411	1	-1811.54	-1409.22	-402.32	284809	153530	583848	128070	187828	638768
412	0	-1788.07	-1396.93	-391.139	201091	127812	57114.4	212950	173320	150763
413	1	-1808.66	-1408.86	-399.797	360738	153530	527058	118795	138873	627589
414	0	-1785.92	-1394.49	-391.43	194820	127812	51762.8	212950	150514	136044
415	1	-1809.66	-1406.59	-403.072	301408	184872	616533	118795	138834	579197
416	0	-1785.12	-1392.72	-392.402	232687	114493	39302.1	212204	160404	147102
417	1	-1801.49	-1404.57	-396.925	301408	193087	722460	113755	152420	579197
418	0	-1787.97	-1395.04	-392.931	232687	117945	46491.6	204038	155416	158312
419	1	-1800.85	-1401.83	-399.016	321011	170589	609402	123855	130336	677693
420	0	-1791.03	-1397.75	-393.28	248284	117945	50831.9	267091	152419	145693
421	1	-1809.65	-1408.86	-400.787	311775	167512	609402	123855	142764	681439
422	0	-1789.44	-1394.28	-395.155	229394	117945	51544.4	226179	235548	175678
423	1	-1813.79	-1411.11	-402.673	279666	170660	578820	130188	132773	656324
424	0	-1789.17	-1396.86	-392.303	220455	103683	57938.6	165678	249072	199917
425	1	-1820.29	-1416.53	-403.766	248118	134270	731879	114166	112110	557586
426	0	-1792.2	-1396.85	-395.354	220455	88560.9	55500.2	146880	265909	283535
427	1	-1812.02	-1410	-402.019	248118	134270	795289	131358	101612	557586
428	0	-1787.44	-1396.35	-391.086	260904	79060	46977.6	176608	202922	283535
429	1	-1814.3	-1414.75	-399.547	238256	108673	928771	166030	96133.2	654556
430	0	-1795.4	-1397.77	-397.631	347383	90305.2	48688.8	179330	229819	266179
431	1	-1817.84	-1421.81	-396.035	207946	139301	858336	157291	111201	954902
432	0	-1793.73	-1399.1	-394.632	347383	135945	51270.7	214750	258941	279431
433	1	-1817.91	-1417.33	-400.579	232674	139301	811384	153674	118509	987435
434	0	-1796.77	-1398.29	-398.479	303108	165012	53661.8	214750	209854	249354
435	1	-1818.91	-1414.66	-404.247	232674	146678	811384	153674	118509	699799
436	0	-1788.9	-1395.63	-393.27	336115	165012	53661.8	228630	178792	330579
437	1	-1816.26	-1414.28	-401.988	217158	178150	963745	153674	112213	689050
438	0	-1785.32	-1394.79	-390.535	290582	130369	45818	195414	178792	272051
439	1	-1812.54	-1410.29	-402.249	220235	181207	853507	139317	92671.8	640836
440	0	-1783.13	-1393.04	-390.087	324776	146328	47485.8	204699	145265	252747
441	1	-1802.19	-1402.68	-399.512	193088	168842	795941	148212	100002	874047
442	0	-1781.81	-1391.76	-390.051	298037	148109	47485.8	156827	130276	300836
443	1	-1804.8	-1405.7	-399.099	160258	151838	795941	161726	100002	947546
444	0	-1784.66	-1392.89	-391.775	419667	160137	50111	184057	127569	305375
445	1	-1802.16	-1405.9	-396.262	210925	139856	858782	140697	100002	947546
446	0	-1785.37	-1395.33	-390.04	423896	166676	50111	180287	92199.4	271611
447	1	-1807.73	-1409.5	-398.231	210925	116474	858782	209588	95313.4	882555
448	0	-1781.97	-1393.24	-388.733	371729	174971	59202.5	146531	91922	261174
449	1	-1805.16	-1403.39	-401.765	197389	116474	755786	183952	88506.6	933115
450	0	-1798.57	-1399.1	-399.466	414136	156341	69245.8	147985	109531	260980
451	1	-1808.87	-1407.55	-401.32	197389	116474	755786	216706	83442.2	948688
452	0	-1796.03	-1398.68	-397.347	414136	218618	69689.7	156447	97395.9	242943
453	1	-1804.85	-1403.04	-401.807	211885	122616	759049	182882	75982.5	948688
454	0	-1799.51	-1399.92	-399.594	457747	218618	75187.4	132996	86660.9	242943
455	1	-1800.81	-1401.49	-399.325	183562	145112	764644	148788	83508.3	992359
456	0	-1793.52	-1400.47	-393.042	527090	213312	75074.5	149036	86660.9	190477
457	1	-1802.61	-1404.89	-397.727	183562	150981	764644	166300	80100.4	889970
458	0	-1804.7	-1396.67	-408.025	569308	206177	57894.6	178238	70216.6	190477
459	1	-1800.94	-1403.75	-397.193	182246	135965	761988	205462	80100.4	879348
460	0	-1787.04	-1395.15	-391.889	615903	230074	56647.4	193675	100504	149483
461	1	-1800	-1405.71	-394.287	196124	96928	741514	183596	80100.4	879348
462	0	-1794.23	-1393.94	-400.293	615903	230074	64498.5	161355	139270	149483
463	1	-1809.73	-1410.65	-399.081	211463	139960	596829	183596	70714	879348
464	0	-1790.21	-1394.47	-395.746	692641	222207	43234.3	149869	135461	155779
465	1	-1811.78	-1415.61	-396.169	183931	119775	596829	156605	81649.5	775872
466	0	-1800.46	-1398.48	-401.981	667528	249029	44260.2	112428	135043	155779
467	1	-1816.81	-1413.61	-403.201	216212	94583.8	569559	198748	81649.5	644292
468	0	-1801.53	-1401.04	-400.481	702378	227610	45300.8	112428	118335	173893
469	1	-1817.63	-1416.24	-401.393	209827	88067.1	551379	153811	105000	663419
470	0	-1800.09	-1399.57	-400.526	697935	279796	42137.3	158743	100636	158656
471	1	-1816.07	-1417.96	-398.113	209827	80222.1	486752	191110	122450	738348
472	0	-1797.27	-1397.69	-399.578	665108	237616	46490.6	134993	100636	143569
473	1	-1800.67	-1405.65	-395.013	220253	66200.9	455679	174360	100704	863826
474	0	-1794.91	-1398.45	-396.458	791114	232883	46490.6	132407	116954	130257
475	1	-1794.38	-1404.37	-390.009	196358	72140	427685	174360	86516.5	967894
476	0	-1796.84	-1399.53	-397.309	827430	225465	48738.9	132407	151797	126798
477	1	-1795.46	-1404.84	-390.627	241469	75121.2	411795	174149	79063.8	967894
478	0	-1796.41	-1398.19	-398.215	900892	226031	51532.8	113636	226008	126798
479	1	-1800.53	-1406.37	-394.161	261813	72757.5	411795	190105	79063.8	875845
480	0	-1806.41	-1399.78	-406.629	900892	230602	51532.8	126159	224327	126798
481	1	-1807.12	-1406.26	-400.859	259471	65349.1	411795	181975	79063.8	983923
482	0	-1791.98	-1393.48	-398.507	905573	227528	52035.4	128525	263696	121257
483	1	-1800.96	-1404.32	-396.643	259471	57847.1	416831	213982	67694.5	983923
484	0	-1796.78	-1396.25	-400.525	741121	256797	52035.4	122337	263696	134713
485	1	-1807.88	-1399.02	-408.86	259471	59336.8	418437	213982	67694.5	956537
486	0	-1793.73	-1397.66	-396.066	915297	321260	52035.4	131874	237431	163916
487	1	-1792.93	-1399.31	-393.62	320792	71738.8	402203	232412	67694.5	840434
488	0	-1798.57	-1396.87	-401.691	709048	357766	50381.7	110812	203307	140439
489	1	-1796.8	-1402.63	-394.167	358796	81799.9	370307	254732	79155	934093
490	0	-1799.15	-1395.7	-403.453	724327	273177	50381.7	116997	220801	126159
491	1	-1799.67	-1404.9	-394.764	318538	81799.9	309603	249205	92342.9	964936
492	0	-1790.81	-1391.52	-399.294	787375	345176	53482	137394	231513	107913
493	1	-1812.97	-1406.54	-406.428	377574	81799.9	298860	249205	84437.6	964936
494	0	-1791.91	-1393.11	-398.803	803809	406974	68705.6	143611	172587	119169
495	1	-1808.92	-1409.44	-399.479	353657	81799.9	286977	281741	91572.5	903195
496	0	-1788.99	-1389.72	-399.265	781127	415949	68705.6	143611	185997	137088
497	1	-1815.42	-1416.29	-399.123	282971	84197.5	274120	222285	91572.5	903195
498	0	-1789.96	-1391.58	-398.386	729912	426488	72620.6	119152	165465	162843
499	1	-1813.49	-1414.08	-399.409	258306	73082.5	284603	272261	110597	895937
500	0	-1806.98	-1399.96	-407.02	718008	359824	72620.6	126035	165465	166046
501	1	-1812.24	-1413.59	-398.648	217670	60383.6	284603	306906	84955.7	868074
502	0	-1802.19	-1397.12	-405.071	854003	342947	62397.4	126035	176440	156005
503	1	-1807.5	-1414.91	-392.595	199716	60383.6	322219	310088	72636.7	618574
504	0	-1797.12	-1394.54	-402.581	769248	342947	62397.4	150209	176664	162681
505	1	-1806.26	-1414.39	-391.863	208132	45059.4	322219	380770	94636.1	618527
506	0	-1793.66	-1395.81	-397.852	830502	308872	69347.4	150209	195267	162681
507	1	-1806.67	-1413.18	-393.486	208132	45059.4	298916	380392	94636.1	599425
508	0	-1789.95	-1393.99	-395.954	930334	308872	59014	136969	195267	162681
509	1	-1810.42	-1414.08	-396.339	208132	39723.2	273680	373662	105550	590315
510	0	-1789.33	-1393.63	-395.695	955541	255701	63239.3	171758	183442	162681
511	1	-1814.63	-1415.41	-399.22	208132	38658.7	273680	302926	97918.8	683282
512	0	-1794.61	-1394.64	-399.976	884950	264381	74231.9	175943	186910	181298
513	1	-1803.41	-1410.04	-393.368	205967	33929.7	314728	347975	90610.6	583930
514	0	-1795.67	-1394.41	-401.259	748353	249541	75342	153588	146255	160977
515	1	-1804.52	-1409.97	-394.55	198384	33708.3	314728	392617	81443.1	607925
516	0	-1796.94	-1397.28	-399.66	748353	221481	75342	131401	127915	177504
517	1	-1812.15	-1408.46	-403.692	198384	30784.1	391152	353563	74898.2	669800
518	0	-1790.16	-1395.14	-395.022	560923	210680	64286.9	132202	127915	172993
519	1	-1793.77	-1406.18	-387.591	205013	31202.2	330869	301630	74898.2	616407
520	0	-1790.79	-1396.56	-394.229	497202	247244	75274.9	122345	159810	179022
521	1	-1800.41	-1407.05	-393.363	188629	30051.6	368961	259559	89791.4	577948
522	0	-1793.04	-1396.75	-396.29	483962	226609	75472	125370	193754	167051
523	1	-1794.34	-1406.02	-388.322	195646	23737	366841	247017	77239.7	617684
524	0	-1785.97	-1393.62	-392.348	400267	210697	83873.2	119624	185045	197044
525	1	-1793.19	-1404.48	-388.708	155242	21930.8	331333	220159	97460.4	617684
526	0	-1786.54	-1393.51	-393.034	401497	221851	82245	137437	150603	262932
527	1	-1793.04	-1403.54	-389.499	173333	22339.8	361689	206182	96137.4	640389
528	0	-1790.43	-1396.44	-393.991	427029	269481	86745.8	121413	150603	262932
529	1	-1794.66	-1404.47	-390.191	173333	22360.1	371230	267824	91616.9	653696
530	0	-1789.58	-1396	-393.578	429671	238490	53892.9	137606	137632	239367
531	1	-1795	-1401.32	-393.682	182046	23663.4	437638	353093	84545.9	697305
532	0	-1790.11	-1396.58	-393.535	336380	251937	64609.3	137606	116795	289780
533	1	-1798.88	-1402.73	-396.142	248676	23839.4	437638	410873	120008	745721
534	0	-1788.91	-1394.82	-394.085	275230	166789	60659.6	139603	116795	252930
535	1	-1801.14	-1406.96	-394.186	277464	20947.8	390868	410873	132344	664506
536	0	-1784.8	-1393.35	-391.452	348671	154561	57603.4	118598	116795	271044
537	1	-1813.6	-1414.61	-398.987	310091	20947.8	402290	391526	132617	639814
538	0	-1782.66	-1393.13	-389.538	407744	186585	58743.5	118395	128207	358610
539	1	-1801.09	-1409.11	-391.972	291471	17710.9	493638	338205	120557	689210
540	0	-1789.3	-1396.8	-392.505	385847	176793	58743.5	125855	128207	309612
541	1	-1799.62	-1407.74	-391.884	262000	14197.5	568243	338205	123261	689210
542	0	-1787.15	-1395.28	-391.868	388959	145624	53081.9	117758	112670	297539
543	1	-1802.28	-1411.3	-390.98	220390	14571.2	581759	348095	123261	761449
544	0	-1785.84	-1394.92	-390.913	412487	145624	51231	135883	90963	295297
545	1	-1797.81	-1409.38	-388.432	217743	14571.2	558033	372350	147386	623595
546	0	-1789.03	-1393.08	-395.951	315824	167528	36698.7	157368	84310.2	218120
547	1	-1804.77	-1408.8	-395.971	254067	15489.7	534541	379096	161998	694261
548	0	-1791.2	-1397.21	-393.983	555662	167528	35343	171992	83907.3	205305
549	1	-1802.86	-1411.81	-391.055	254067	12623.1	431698	297551	161998	828486
550	0	-1786.69	-1393.98	-392.715	555662	237933	42286.8	184669	75519.9	196322
551	1	-1799.8	-1409.52	-390.282	236589	15230.9	495916	297551	150284	815080
552	0	-1781.63	-1392.32	-389.308	463429	208661	44492.2	211138	66927.9	196322
553	1	-1804.55	-1410.88	-393.668	224282	11946.6	425002	297551	157134	640929
554	0	-1785.22	-1391.47	-393.75	463429	208661	31197.8	286527	56015.2	187239
555	1	-1799.18	-1408.63	-390.549	196553	11901.7	449015	283497	144678	653785
556	0	-1788.53	-1391.83	-396.702	376977	217536	31197.8	331417	64202.8	208480
557	1	-1798.44	-1407.45	-390.988	196794	11901.7	449015	283497	151587	616981
558	0	-1787	-1391.9	-395.107	376977	239834	24196.3	331417	78378.8	229824
559	1	-1810.29	-1412.1	-398.197	187941	10285.4	496721	316263	178663	604880
560	0	-1788.17	-1393.33	-394.843	454280	228174	19888.8	250255	93588.8	211812
561	1	-1800.15	-1412.41	-387.739	168372	10285.4	515054	312661	154070	513486
562	0	-1781.9	-1391.12	-390.777	332969	244233	18442.3	216805	104844	319518
563	1	-1815.95	-1416.34	-399.613	168372	10927.2	515054	322073	154070	552288
564	0	-1784.79	-1395.29	-389.5	300101	220805	20327	242434	100926	328775
565	1	-1797.02	-1409.1	-387.927	153873	12136.8	360506	275394	154070	429070
566	0	-1783.13	-1393.06	-390.067	324713	232904	19946.3	238267	135978	430284
567	1	-1798.19	-1409.27	-388.917	166078	10785.2	360506	285465	162782	438836
568	0	-1807.45	-1399.94	-407.506	271779	241344	20201.3	262264	167876	452658
569	1	-1792.16	-1402.83	-389.333	198001	10235.3	347232	298778	131516	438836
570	0	-1785.26	-1392.4	-392.854	231052	206798	23026.2	282289	167876	661354
571	1	-1789.95	-1400.89	-389.066	186332	8174.72	356177	258433	131516	576898
572	0	-1787.27	-1393.65	-393.615	223850	187611	21303.4	291479	113264	661354
573	1	-1791.52	-1401.54	-389.978	175821	9721.17	308762	282962	133806	564715
574	0	-1794.98	-1395.89	-399.096	294855	178708	26452.2	272146	131079	741026
575	1	-1786.32	-1400.13	-386.183	212419	10741.2	261289	282129	102941	564715
576	0	-1790.69	-1395.5	-395.19	427702	193152	23087.8	272146	130492	884421
577	1	-1787.82	-1401.14	-386.681	212419	11465.4	231759	282129	102941	500967
578	0	-1784.93	-1394.84	-390.088	427702	193152	22520.6	210181	130492	836423
579	1	-1781.97	-1399.08	-382.881	212419	9414.81	231759	238091	112514	448167
580	0	-1785.88	-1395.97	-389.912	520257	201703	19869	175163	110684	940623
581	1	-1783.6	-1400.55	-383.049	249529	7962.88	208785	169651	151637	527974
582	0	-1790.08	-1396.21	-393.871	602468	168174	19869	206609	82830.2	961313
583	1	-1782.97	-1403.49	-379.476	242463	7962.88	185458	156318	140423	486306
584	0	-1787.18	-1394.47	-392.706	700433	163060	23603.3	217031	70716.2	940147
585	1	-1803.98	-1412.61	-391.364	256231	8886.59	194166	165681	140423	407049
586	0	-1794.31	-1399.27	-395.036	700433	177564	23603.3	206315	63995.9	940147
587	1	-1797.87	-1409.29	-388.584	256231	11660.6	203531	182949	152493	351955
588	0	-1791.28	-1397.13	-394.147	432792	173720	22287.2	228166	58043.3	989305
589	1	-1805.96	-1410.74	-395.218	269798	11660.6	192880	173281	190529	242248
590	0	-1779.13	-1393.71	-385.421	369260	173720	22287.2	202142	60574.1	803286
591	1	-1816.13	-1416.7	-399.434	294482	12400.9	175119	173281	175259	354814
592	0	-1778.04	-1392.23	-385.814	411894	204941	21567.7	189148	64482.8	841300
593	1	-1802.48	-1414.98	-387.498	336253	11241.8	149261	148144	159826	346838
594	0	-1788.58	-1393.81	-394.765	493853	199936	21049.8	200920	54523.2	841300
595	1	-1802	-1412.95	-389.05	353773	10288.5	149261	173098	151533	346838
596	0	-1792.25	-1395.99	-396.264	447874	214109	18405.2	168486	54523.2	794572
597	1	-1799.25	-1413.3	-385.95	322361	9345.09	139086	177629	119239	318494
598	0	-1793.39	-1396.77	-396.62	423860	214109	18405.2	166360	59798	754303
599	1	-1793.82	-1408.68	-385.14	356806	10394.7	131988	199973	96419.5	276452
