Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
7050	-14505.87	-14526.94	21.06389	0.117019	0.0905917	0.0865367	0.0903775	0.0924188	0.0785047	0.109313	0.0647441	0.101838	0.188823	0.091872	0.0769927	0.0936815	0.0714862	0.113836	0.127485	0.113957	0.101775	0.139929	0.0843374	0.0814391	0.0916148	0.167556	0.0157251	0.0133094	0.0448725	0.0231635	0.0387682	0.0147383	0.0492914	0.0246304	0.0380533	0.0273031	0.0367424	0.0690466	0.0449878	0.0380353	0.0251708	0.0502212	0.0207358	0.0224031	0.0473566	0.0197592	0.22429	0.288573	0.0621797	0.0191352	0.393198	0.0126238	0.24033	0.234398	0.159255	0.366018	3.040444
7060	-14499.58	-14519.76	20.18251	0.130098	0.0954713	0.0971422	0.0885644	0.109066	0.0650705	0.115434	0.0845737	0.0801329	0.168219	0.0945569	0.0929049	0.105619	0.0872795	0.114214	0.144891	0.139683	0.0968848	0.115114	0.0900489	0.0882136	0.086543	0.176765	0.0130825	0.0167834	0.0411205	0.027472	0.0459673	0.0135844	0.0443833	0.0281911	0.0489153	0.0327059	0.0229694	0.0623948	0.0383178	0.0318577	0.0258697	0.0382845	0.0144869	0.0392495	0.0564489	0.0200072	0.223823	0.287972	0.0594895	0.0232152	0.39238	0.0131203	0.24033	0.234398	0.159255	0.366018	3.128582
7070	-14491.96	-14513.55	21.59252	0.134068	0.107436	0.101492	0.0943084	0.0998968	0.0827727	0.132697	0.0686064	0.0785715	0.157626	0.0756406	0.06805	0.0917143	0.0872795	0.100755	0.118536	0.116618	0.115978	0.130003	0.0762721	0.082423	0.086543	0.147472	0.011767	0.0169179	0.0348074	0.0337972	0.0392365	0.012094	0.0437754	0.0163613	0.0452326	0.0332706	0.033656	0.0743286	0.0368066	0.0272751	0.0238726	0.0438469	0.0157618	0.0244605	0.0398713	0.0256818	0.216004	0.275834	0.0569821	0.028396	0.410217	0.0125673	0.232308	0.226574	0.153939	0.387179	2.987581
7080	-14497.22	-14518.82	21.60219	0.124777	0.102911	0.0969268	0.0966396	0.0973275	0.0664656	0.107822	0.0793192	0.0732165	0.166974	0.0788335	0.0708411	0.102483	0.107022	0.0941303	0.103555	0.117477	0.0966023	0.128926	0.0728759	0.0983329	0.0987612	0.157998	0.017063	0.018377	0.0281742	0.025245	0.0466455	0.0124251	0.0510578	0.0130366	0.0354055	0.0254068	0.0277658	0.0759811	0.0534645	0.018979	0.0314073	0.0498182	0.0222702	0.0239355	0.0403806	0.0295564	0.228393	0.273245	0.0564471	0.0281294	0.406365	0.00741996	0.232308	0.226574	0.153939	0.387179	2.986614
7090	-14495.46	-14516.18	20.71573	0.144381	0.102911	0.0992219	0.0941806	0.0901441	0.0707315	0.116089	0.0666015	0.0822946	0.200492	0.0765234	0.0807519	0.0969168	0.109961	0.106115	0.135393	0.120644	0.119998	0.134905	0.0855769	0.086004	0.0935526	0.147676	0.0197559	0.0089893	0.030807	0.0277005	0.0362072	0.0229474	0.0449502	0.0186532	0.0524261	0.0351933	0.021365	0.0731623	0.0345674	0.0237836	0.0259908	0.0384886	0.0138127	0.0374171	0.0344537	0.0135247	0.225989	0.270368	0.0558528	0.0301675	0.402087	0.0155362	0.243727	0.229292	0.149917	0.377064	3.07526
7100	-14502.95	-14523.64	20.69266	0.111906	0.0759966	0.106559	0.0953722	0.0941574	0.0624744	0.120089	0.0936757	0.0835969	0.189186	0.0725046	0.0711846	0.0862721	0.116357	0.105444	0.135393	0.118544	0.143246	0.10899	0.0786588	0.084097	0.0906507	0.183123	0.0144972	0.0158575	0.0392421	0.029368	0.0419115	0.0218382	0.0615774	0.012476	0.0322036	0.0326221	0.0252297	0.0799854	0.0569364	0.0251777	0.0270432	0.0337745	0.00922688	0.0285734	0.0456716	0.0168749	0.218168	0.278155	0.0574615	0.025407	0.413668	0.00714034	0.248003	0.233314	0.152547	0.366135	3.077567
7110	-14513.28	-14533.79	20.5068	0.122529	0.107298	0.107386	0.095026	0.122911	0.0738262	0.112227	0.0798914	0.0774224	0.213943	0.065219	0.073691	0.0826728	0.116357	0.0901873	0.119246	0.167732	0.110658	0.13704	0.0544232	0.0710783	0.0911497	0.153619	0.0206151	0.0126735	0.0301678	0.0456313	0.0356845	0.018368	0.0576622	0.0106527	0.0376886	0.0188641	0.0476278	0.0779206	0.0466673	0.0276553	0.017065	0.0270723	0.0129783	0.0363568	0.0419011	0.027368	0.205727	0.264622	0.0546659	0.0350218	0.430197	0.00976694	0.255036	0.231132	0.151121	0.362711	3.096153
7120	-14515.81	-14536.04	20.22707	0.109558	0.124941	0.0956706	0.108332	0.108698	0.0892645	0.128604	0.10369	0.0664082	0.171571	0.0819119	0.0757521	0.115386	0.119382	0.105779	0.110242	0.152559	0.0941176	0.113624	0.0758321	0.09378	0.0790838	0.153619	0.0120673	0.0276894	0.016324	0.0369562	0.0475934	0.0238569	0.0502504	0.0333419	0.0456747	0.0260021	0.0319567	0.0734047	0.0406526	0.0202491	0.0219085	0.0233669	0.0165348	0.0360475	0.0391295	0.0233127	0.204174	0.262625	0.0618008	0.0347575	0.42695	0.00969322	0.252511	0.228844	0.159524	0.35912	3.124126
7130	-14500.39	-14520.87	20.47766	0.115744	0.11538	0.109083	0.109321	0.0934276	0.0752689	0.130202	0.0697304	0.086151	0.171571	0.0715175	0.0745171	0.0790251	0.121929	0.109773	0.116952	0.15209	0.113433	0.122739	0.0745796	0.0836881	0.0882623	0.167564	0.0141082	0.0115758	0.0285369	0.0365311	0.0436765	0.0196428	0.0470904	0.0275644	0.0352914	0.0292457	0.0302568	0.0818289	0.053121	0.020656	0.0206279	0.0492535	0.0169789	0.0282547	0.0343641	0.0185154	0.208228	0.276422	0.0650474	0.0365834	0.401506	0.0122141	0.254984	0.231085	0.151295	0.362636	3.099067
7140	-14508.23	-14529.52	21.28609	0.114168	0.0781109	0.0908567	0.0863577	0.0947904	0.0675476	0.120699	0.0883424	0.105509	0.167909	0.0875639	0.101171	0.0872944	0.115486	0.101949	0.142161	0.110461	0.12033	0.118998	0.0829782	0.0789283	0.0788629	0.14745	0.0116969	0.0219878	0.0307833	0.0374438	0.0281385	0.0085082	0.0325723	0.0200444	0.0432772	0.0319446	0.0236921	0.0874189	0.0530901	0.0272298	0.0236175	0.0378699	0.019064	0.0328718	0.0389687	0.0200789	0.230821	0.275537	0.0671669	0.0312062	0.383388	0.0118809	0.23648	0.236824	0.155053	0.371643	3.018224
7150	-14501.15	-14522.84	21.68939	0.115317	0.0968806	0.0917544	0.0902108	0.0903304	0.0663765	0.135171	0.0628686	0.0934503	0.17829	0.0796608	0.0707102	0.0872944	0.0974099	0.106667	0.129863	0.102206	0.134908	0.118998	0.0780969	0.0698116	0.0911679	0.153227	0.00846268	0.019455	0.0322592	0.0261595	0.0451656	0.020594	0.0421106	0.0184362	0.0478466	0.0209469	0.0269893	0.0747082	0.042215	0.0197932	0.0326976	0.0481865	0.00937333	0.0394187	0.0431832	0.0192226	0.233069	0.289246	0.0536632	0.0223639	0.393344	0.00831427	0.236805	0.23715	0.146637	0.379408	2.977894
7160	-14499.62	-14521.09	21.47071	0.130203	0.0838915	0.0891657	0.0823401	0.103215	0.076881	0.129416	0.0762188	0.0900991	0.209654	0.0830467	0.08682	0.0895364	0.0809301	0.103838	0.127697	0.12187	0.107092	0.104456	0.077303	0.081035	0.091583	0.135181	0.0337384	0.0118719	0.0388641	0.027849	0.0391361	0.0217995	0.0392699	0.0234569	0.0295887	0.0282207	0.0227276	0.0914564	0.0400737	0.020904	0.019735	0.0461962	0.0140449	0.0312433	0.0382113	0.0199009	0.218455	0.288522	0.0535288	0.0298275	0.392359	0.0173083	0.236805	0.23715	0.146637	0.379408	2.999762
7170	-14501.72	-14521.49	19.77249	0.132446	0.113328	0.117892	0.126174	0.108851	0.0684757	0.114701	0.0833145	0.0778561	0.176858	0.072069	0.0835403	0.105086	0.102731	0.114691	0.136677	0.113972	0.117904	0.114564	0.0777635	0.0885633	0.0875607	0.174801	0.0143765	0.0114914	0.0263654	0.0269303	0.0421441	0.0280624	0.0453398	0.0154315	0.0475872	0.0305259	0.039837	0.0837243	0.0530447	0.0179813	0.020293	0.0512839	0.00949069	0.0300263	0.0483893	0.0174405	0.215888	0.304134	0.0528998	0.029477	0.387748	0.00985312	0.240169	0.244501	0.151183	0.364146	3.169584
7180	-14499.25	-14520.02	20.77413	0.136898	0.0866392	0.116923	0.0993817	0.105341	0.0682816	0.115875	0.0638474	0.0915645	0.190925	0.0753246	0.0808663	0.100115	0.0937489	0.109557	0.146204	0.113082	0.109076	0.102044	0.0780754	0.0849788	0.0804321	0.165208	0.0282009	0.0216557	0.0353624	0.0384488	0.0436668	0.0227475	0.0425506	0.00706608	0.0323534	0.0254645	0.0402286	0.0896403	0.0432434	0.0188982	0.0236436	0.0271497	0.0156314	0.0348646	0.0404104	0.0238047	0.20507	0.29539	0.0575099	0.0286295	0.401354	0.0120468	0.243083	0.247467	0.140886	0.368563	3.069421
7190	-14508.98	-14529.63	20.64796	0.147647	0.0977308	0.118033	0.106861	0.0998542	0.0692095	0.0997029	0.0931766	0.0834177	0.214301	0.0567682	0.0774665	0.0759911	0.103098	0.0971582	0.137175	0.138357	0.103976	0.118451	0.0797878	0.0787755	0.0928308	0.172502	0.0173593	0.0206326	0.0352488	0.0338227	0.0352176	0.0210731	0.0479597	0.00665002	0.0539414	0.0306362	0.0226863	0.0752683	0.0420061	0.0294502	0.0330743	0.0253446	0.0102028	0.0321966	0.027491	0.0195036	0.205043	0.295352	0.0575024	0.0264797	0.403696	0.0119268	0.252241	0.219118	0.146194	0.382448	3.082037
7200	-14501.93	-14523.33	21.39486	0.114429	0.0943024	0.118719	0.0929988	0.101015	0.0750923	0.120424	0.0616566	0.0982233	0.167949	0.065831	0.0855077	0.103897	0.088327	0.0979657	0.137175	0.134326	0.112524	0.125565	0.0701087	0.0823896	0.0768712	0.181247	0.0178183	0.0229322	0.0309898	0.0292017	0.0355285	0.0214564	0.0442007	0.00803243	0.0416516	0.0232497	0.0221797	0.0657319	0.0430991	0.0144598	0.0141842	0.0397222	0.0171481	0.0387331	0.0527969	0.0176871	0.221698	0.299962	0.0556101	0.0268931	0.387091	0.00874475	0.255713	0.222134	0.148207	0.373946	3.007347
7210	-14511.15	-14531.29	20.1442	0.124668	0.107001	0.134695	0.0751631	0.107989	0.0706673	0.128168	0.0829268	0.0822349	0.198536	0.0617047	0.0795451	0.0893624	0.0756433	0.103907	0.137175	0.119757	0.143363	0.133969	0.070518	0.0744945	0.0973586	0.14482	0.019794	0.0330534	0.0395977	0.0352294	0.0435985	0.0259868	0.0462507	0.0264261	0.0441129	0.0200066	0.0177425	0.0939086	0.0437063	0.0255324	0.0261882	0.0350963	0.0178848	0.0374761	0.0355337	0.0216225	0.210167	0.28436	0.0527177	0.0254943	0.410567	0.0166932	0.243387	0.234135	0.151566	0.370912	3.132413
7220	-14511.44	-14532.28	20.84167	0.127474	0.108598	0.0763557	0.10855	0.104034	0.072747	0.151907	0.0549914	0.0816298	0.196937	0.0710459	0.0860413	0.0933201	0.0829945	0.108784	0.129439	0.140258	0.0875195	0.124249	0.0947242	0.0914159	0.0964528	0.117297	0.0118934	0.018492	0.0326364	0.0313436	0.046878	0.0185487	0.0505311	0.0240922	0.0421435	0.0264348	0.0249778	0.0957308	0.0314372	0.0235148	0.0312302	0.0491102	0.0152532	0.0321359	0.0317276	0.0177893	0.212948	0.27994	0.0534152	0.0321535	0.416	0.00554298	0.247598	0.232832	0.150722	0.368848	3.062666
7230	-14502.61	-14524.44	21.82345	0.132691	0.0957968	0.0956274	0.0833477	0.101058	0.0632361	0.120046	0.0700993	0.084838	0.17863	0.0740335	0.0723612	0.0941057	0.0839039	0.108784	0.130935	0.111671	0.104451	0.0966939	0.0610856	0.084308	0.0778249	0.165991	0.00958912	0.0147702	0.0358918	0.0356391	0.04384	0.0124376	0.0707046	0.0134656	0.0362615	0.0206793	0.0241781	0.0917304	0.0478171	0.0261472	0.0328897	0.0508795	0.0184808	0.0436931	0.032752	0.0111223	0.221853	0.261252	0.0655678	0.0290193	0.417093	0.00521509	0.247037	0.232304	0.154658	0.366002	2.964488
7240	-14504.43	-14525.43	20.99895	0.144323	0.10223	0.089346	0.0891782	0.103026	0.0810168	0.122921	0.0883593	0.0860752	0.152927	0.0771879	0.0765644	0.0962364	0.100203	0.0933477	0.107096	0.138579	0.103024	0.127975	0.0866923	0.0707046	0.081562	0.169122	0.0216351	0.0149749	0.0346353	0.0424868	0.037231	0.00740817	0.045409	0.0190494	0.0444203	0.013646	0.0191113	0.0917304	0.0571266	0.0330043	0.0253554	0.0409192	0.0269678	0.0374836	0.0329707	0.0136745	0.22744	0.267831	0.0672189	0.0214507	0.397853	0.018207	0.242752	0.228275	0.169319	0.359654	3.046938
7250	-14502.8	-14524.78	21.9764	0.123847	0.100338	0.0832946	0.0719719	0.107311	0.0729038	0.132072	0.0797848	0.0726178	0.147214	0.0732827	0.0818704	0.0855767	0.0989528	0.0934838	0.129492	0.125744	0.100218	0.129261	0.0663254	0.0819025	0.0891742	0.16912	0.0160406	0.0192155	0.037243	0.0323218	0.0407293	0.0135376	0.0384581	0.0167969	0.035581	0.0101091	0.0337433	0.0814387	0.0396622	0.0254666	0.033179	0.0331912	0.0245912	0.0332769	0.0440014	0.0248519	0.214406	0.261179	0.0528357	0.0278539	0.437618	0.00610818	0.242752	0.228275	0.169319	0.359654	2.949193
7260	-14505.71	-14527.82	22.10369	0.112663	0.119776	0.101812	0.0905177	0.0895256	0.0669392	0.129118	0.0674445	0.0820313	0.16135	0.0877086	0.0545859	0.092909	0.102567	0.11975	0.109959	0.114098	0.104504	0.109982	0.0828657	0.0828547	0.061805	0.147615	0.00927473	0.0203636	0.0367382	0.0348428	0.0421101	0.00481236	0.0384581	0.01845	0.0363533	0.0112963	0.0334514	0.0814387	0.0441766	0.0266037	0.0384301	0.0375438	0.0265422	0.0381809	0.0384313	0.0265857	0.220573	0.274307	0.0517318	0.0244761	0.419326	0.00958629	0.243975	0.229425	0.165134	0.361466	2.936464
7270	-14497.69	-14518.69	20.99982	0.125214	0.0994396	0.0935923	0.122291	0.11628	0.0703448	0.116249	0.0862441	0.0793123	0.199066	0.0666212	0.0781728	0.102599	0.0883238	0.0989609	0.121281	0.128342	0.114643	0.132693	0.0721367	0.0656306	0.0813825	0.155701	0.0151824	0.0252748	0.0341276	0.0340573	0.0341176	0.00732366	0.0519897	0.0162398	0.0344257	0.0234184	0.0235122	0.0758309	0.0543032	0.0215746	0.0190142	0.0393746	0.0231835	0.0392838	0.0417673	0.0183315	0.227201	0.28255	0.0532864	0.0252116	0.404347	0.00740368	0.235704	0.226408	0.162963	0.374926	3.046851
7280	-14493.34	-14515.93	22.58385	0.121988	0.092367	0.0977486	0.0897775	0.0975266	0.0668461	0.106091	0.0544558	0.0833676	0.170664	0.0648945	0.0635851	0.0759378	0.0913084	0.110694	0.128452	0.12337	0.106454	0.101355	0.074191	0.0788094	0.0851993	0.155701	0.0186297	0.0147146	0.0479776	0.0220152	0.0398734	0.0237292	0.0424119	0.0104687	0.0330837	0.024922	0.024913	0.075076	0.047329	0.0279081	0.0264477	0.0397342	0.0266249	0.0321662	0.0447013	0.0249386	0.231464	0.279837	0.0528432	0.0279205	0.400984	0.00695139	0.238813	0.216204	0.165112	0.379871	2.888448
7290	-14499.56	-14521.84	22.28579	0.130179	0.092367	0.0999779	0.0905627	0.123911	0.0814417	0.110664	0.0772303	0.0828171	0.178213	0.0821107	0.0768732	0.0817031	0.0861576	0.121442	0.133425	0.105095	0.0932691	0.110063	0.0811103	0.0746873	0.0887324	0.142001	0.00794217	0.0203761	0.0335634	0.0329334	0.0256904	0.00799917	0.051888	0.00784843	0.0377905	0.021717	0.031445	0.0628025	0.0518446	0.0166235	0.0227863	0.0351475	0.0090845	0.0345853	0.0455544	0.0165986	0.23054	0.278721	0.0526323	0.0278091	0.399384	0.0109134	0.237976	0.215446	0.164534	0.382044	2.918254
7300	-14505.18	-14526.94	21.7571	0.124822	0.0829363	0.100975	0.0737661	0.105424	0.0718447	0.108816	0.0683332	0.0726323	0.164852	0.0733962	0.0606321	0.0925488	0.0958669	0.121851	0.133425	0.134004	0.0887847	0.125076	0.0790696	0.0908346	0.0844784	0.184149	0.0183642	0.0128165	0.0245778	0.0349517	0.0555794	0.00875466	0.0522362	0.0208957	0.0438261	0.0151979	0.0268859	0.0647499	0.0474259	0.0444322	0.0286341	0.0294898	0.0112542	0.0236372	0.0406077	0.0282885	0.233823	0.270579	0.0533818	0.0282051	0.405071	0.00894063	0.232986	0.231898	0.161084	0.374033	2.971123
7310	-14510.77	-14531.74	20.97562	0.138178	0.0866667	0.07778	0.0925277	0.0992442	0.08768	0.108816	0.0730061	0.0766783	0.198654	0.0632136	0.0695497	0.0853411	0.112226	0.132583	0.133497	0.109927	0.10843	0.133852	0.0624431	0.0785158	0.0868522	0.184149	0.0221413	0.0198314	0.0470917	0.0236855	0.0336618	0.0208258	0.0386059	0.0208957	0.0266655	0.00942743	0.0198232	0.0871044	0.0367343	0.0324152	0.0295196	0.0598627	0.0153377	0.0311387	0.0440325	0.0306602	0.232307	0.268824	0.0530356	0.0277193	0.402444	0.0156702	0.238775	0.230148	0.159868	0.37121	3.049271
7320	-14511.06	-14531.44	20.37936	0.141055	0.085489	0.108583	0.104316	0.114078	0.0701368	0.11518	0.0971931	0.0822729	0.142031	0.0743025	0.0772116	0.100978	0.111192	0.120106	0.139027	0.119864	0.103771	0.122233	0.091643	0.0754162	0.0891964	0.157033	0.0174667	0.0168041	0.030577	0.0416801	0.0551496	0.0219622	0.0682432	0.0189767	0.0246238	0.0290148	0.0241046	0.0685021	0.0381939	0.0312395	0.02618	0.0275346	0.0148936	0.0395871	0.0449042	0.0269511	0.231326	0.26769	0.057788	0.0234055	0.400745	0.0190454	0.235433	0.240923	0.15763	0.366014	3.108897
7330	-14505.04	-14526.05	21.01499	0.12498	0.1008	0.0986937	0.0862446	0.102809	0.0800791	0.1075	0.0842965	0.0822729	0.213588	0.0800597	0.0665769	0.0774275	0.0928954	0.11709	0.118246	0.135414	0.0998955	0.135202	0.0686306	0.088129	0.0863062	0.142473	0.0115616	0.0300776	0.0326602	0.0257715	0.0484472	0.0134046	0.0382007	0.0149482	0.0506626	0.0256699	0.0298741	0.0781695	0.0419368	0.0219341	0.0459831	0.0306282	0.0115915	0.0299308	0.0427929	0.0314794	0.230587	0.266834	0.0576033	0.0273509	0.399465	0.0181603	0.235433	0.240923	0.15763	0.366014	3.045334
7340	-14505.36	-14526.98	21.62487	0.12498	0.0937262	0.0922879	0.0877027	0.112512	0.0589524	0.113306	0.0633534	0.0952588	0.144928	0.0992816	0.0672712	0.108486	0.095323	0.113648	0.119476	0.135414	0.0895753	0.10792	0.0881368	0.0856935	0.0762381	0.143273	0.0107431	0.0145662	0.0287246	0.027092	0.0465782	0.0144067	0.0589108	0.0117565	0.0299923	0.0202619	0.0216188	0.0987838	0.0611995	0.0306409	0.0229435	0.0335291	0.0189908	0.0408466	0.0446311	0.0313852	0.23037	0.266584	0.0691533	0.0274136	0.39909	0.00738932	0.238859	0.229876	0.159924	0.37134	2.984346
7350	-14502.76	-14522.99	20.23283	0.12498	0.0875279	0.102734	0.0920739	0.0822482	0.0660274	0.127139	0.0669398	0.0929468	0.170643	0.0854401	0.077911	0.111439	0.096301	0.113648	0.130768	0.143397	0.122658	0.111028	0.0942686	0.075694	0.0825578	0.184627	0.0166728	0.0154284	0.0333796	0.0394464	0.0345115	0.0268767	0.062644	0.00706035	0.0466202	0.0272985	0.0302668	0.0800055	0.0468834	0.0277589	0.0292307	0.0398001	0.0267088	0.0197828	0.0530613	0.0171163	0.210809	0.275712	0.0613307	0.0247618	0.412755	0.0146318	0.238859	0.229876	0.159924	0.37134	3.123551
7360	-14503.42	-14525.08	21.66405	0.0975068	0.0946176	0.0909854	0.10262	0.089227	0.0757712	0.126083	0.0650535	0.0963058	0.17129	0.0879673	0.0687028	0.107094	0.0844234	0.124923	0.111608	0.125592	0.117113	0.125106	0.0587195	0.0823525	0.0788828	0.169947	0.0156488	0.00988708	0.0267237	0.0431567	0.0453921	0.0158316	0.0531625	0.00492477	0.0497493	0.0212515	0.0260048	0.0796944	0.0366877	0.0228346	0.0188642	0.0417997	0.0106949	0.034344	0.0529426	0.0189421	0.208896	0.292974	0.0607744	0.0204952	0.400951	0.0159088	0.238859	0.229876	0.159924	0.37134	2.980429
7370	-14511.62	-14532.77	21.15016	0.12086	0.0961807	0.119399	0.0890583	0.089227	0.0713548	0.103791	0.0838322	0.102126	0.171753	0.0584713	0.0836694	0.105902	0.111349	0.122859	0.111403	0.118437	0.138462	0.119943	0.0715682	0.0727999	0.0761622	0.149564	0.0113072	0.024144	0.0328088	0.0441517	0.0395765	0.0310792	0.0531625	0.00986654	0.059731	0.0132167	0.0229931	0.0710705	0.0417724	0.0188682	0.027321	0.0390802	0.0174104	0.0293918	0.0383401	0.018353	0.209391	0.297873	0.0545608	0.019022	0.401901	0.0172515	0.238859	0.229876	0.159924	0.37134	3.031817
7380	-14516.48	-14537.55	21.07255	0.12353	0.0946461	0.129618	0.123501	0.136185	0.0494191	0.130681	0.0746508	0.0757803	0.183007	0.0667085	0.0664112	0.102612	0.0893982	0.131327	0.106581	0.0998904	0.092668	0.114284	0.0840017	0.0937446	0.085951	0.155727	0.0104165	0.0284654	0.0394583	0.0280357	0.0324481	0.0105168	0.0364745	0.01061	0.0388651	0.021322	0.0205695	0.0841915	0.0411143	0.0103288	0.0309223	0.0413848	0.0259731	0.0350257	0.0502537	0.0328793	0.221218	0.258825	0.0576424	0.0220952	0.424601	0.0156189	0.233822	0.225029	0.177638	0.36351	3.039578
7390	-14510.99	-14532.06	21.07313	0.122095	0.106397	0.0913443	0.102261	0.0994538	0.0795134	0.125376	0.0597469	0.102958	0.156425	0.0974403	0.0909584	0.0977974	0.0919647	0.116389	0.101048	0.108428	0.112797	0.108859	0.0856631	0.0794662	0.0967502	0.162866	0.00589717	0.0165849	0.0264207	0.0280357	0.0429716	0.0210228	0.0528357	0.0214755	0.0460613	0.0270469	0.0323072	0.0774173	0.0381393	0.0157304	0.0318454	0.0418107	0.0167983	0.0303522	0.0498979	0.020872	0.21698	0.257011	0.0624874	0.0263885	0.421624	0.0155094	0.239447	0.230442	0.181911	0.348199	3.03952
7400	-14510.63	-14531.63	21.0016	0.119187	0.0869233	0.104723	0.0938378	0.109388	0.0795134	0.106525	0.0721979	0.0788069	0.195121	0.0644081	0.0922129	0.0858054	0.0997365	0.104794	0.121606	0.112612	0.133342	0.107956	0.074393	0.0849265	0.0946943	0.162866	0.0165077	0.0188177	0.0409774	0.0254132	0.0574706	0.0246675	0.0380894	0.0235006	0.0377104	0.01128	0.0237051	0.0774173	0.04367	0.0251292	0.0249813	0.0499965	0.0254577	0.0241632	0.0402683	0.0318733	0.214507	0.254082	0.0591694	0.0260877	0.426286	0.0198676	0.234321	0.22551	0.174672	0.365497	3.046673
7410	-14510.84	-14532.17	21.3258	0.1172	0.105448	0.109787	0.0845481	0.125094	0.0717545	0.117602	0.080163	0.0779117	0.142563	0.0836603	0.0829343	0.0981549	0.123633	0.0951078	0.13412	0.110417	0.112308	0.118097	0.0695589	0.0782099	0.0788659	0.121802	0.0272657	0.0139811	0.0365026	0.0346581	0.038289	0.0189279	0.0491726	0.0135402	0.0249048	0.0146975	0.0243	0.106099	0.0331144	0.0335748	0.0257917	0.0454468	0.0261578	0.025601	0.0611062	0.022183	0.214744	0.254363	0.0641786	0.0261166	0.426757	0.013841	0.234321	0.22551	0.174672	0.365497	3.014253
7420	-14504.32	-14525.73	21.41169	0.130675	0.0696335	0.117724	0.0888098	0.0996013	0.0679349	0.131294	0.061705	0.0853061	0.171934	0.0608622	0.0770154	0.0981549	0.0968037	0.101426	0.140106	0.144317	0.108335	0.118097	0.064724	0.0785106	0.0955147	0.152054	0.00727846	0.0136524	0.043414	0.0184019	0.0265027	0.0158982	0.0384257	0.0159839	0.051013	0.0210478	0.0324163	0.0907104	0.0500963	0.0256222	0.0273456	0.0445326	0.0298904	0.038834	0.0328824	0.0211774	0.227543	0.25893	0.062177	0.0265855	0.411106	0.0136577	0.232325	0.226968	0.163067	0.377639	3.005664
7430	-14511.38	-14531.58	20.19739	0.123965	0.106472	0.111147	0.0998513	0.101399	0.0892673	0.124917	0.0740294	0.100384	0.150448	0.083098	0.0684355	0.100159	0.107488	0.0896373	0.133213	0.14221	0.144086	0.115501	0.0829535	0.0953518	0.102257	0.152054	0.00600685	0.020083	0.0279702	0.0392283	0.0346401	0.017583	0.0343802	0.0159096	0.0479944	0.0363534	0.026747	0.0832132	0.0558879	0.0200502	0.0192244	0.0269487	0.0158701	0.038683	0.0402362	0.0217585	0.229357	0.260994	0.0581426	0.0267974	0.414382	0.0103273	0.232769	0.227401	0.16147	0.37836	3.127094
7440	-14506.54	-14528.48	21.93461	0.128057	0.100824	0.082631	0.0852142	0.116148	0.0818398	0.106574	0.0669985	0.0789384	0.152242	0.0765798	0.0890173	0.115259	0.100646	0.100678	0.126394	0.103364	0.0985588	0.111213	0.0785133	0.0953518	0.073088	0.156022	0.00735095	0.0125197	0.0378234	0.0266019	0.0293931	0.0199329	0.0370864	0.0110442	0.0414024	0.0194943	0.025695	0.0857693	0.0424652	0.0289043	0.0217519	0.0254288	0.0218003	0.0583955	0.0574359	0.0189253	0.22774	0.259154	0.0577328	0.0265866	0.411462	0.0173243	0.230537	0.225221	0.169511	0.374732	2.953372
7450	-14501.45	-14522.53	21.07516	0.114878	0.101403	0.119619	0.101818	0.0920869	0.063373	0.111809	0.0714952	0.0907361	0.178517	0.0683013	0.0757305	0.092382	0.100646	0.121861	0.125171	0.12056	0.136681	0.137852	0.0765083	0.0793738	0.0814608	0.156022	0.00865461	0.0197785	0.0343739	0.0311523	0.0302037	0.0122481	0.040749	0.00978372	0.0440283	0.0281629	0.0226224	0.0756546	0.0429791	0.0226795	0.0270535	0.0339913	0.0222576	0.0365091	0.0432741	0.0348758	0.2284	0.259905	0.0579001	0.0214213	0.412654	0.0197188	0.230537	0.225221	0.169511	0.374732	3.039317
7460	-14508.97	-14530.47	21.4964	0.114878	0.097882	0.101439	0.0970514	0.0904601	0.0815503	0.107358	0.0651698	0.083167	0.188545	0.0676116	0.0843778	0.106746	0.100673	0.106601	0.117524	0.119205	0.111136	0.115051	0.0720696	0.0989221	0.0693623	0.183769	0.0127941	0.0261816	0.0218952	0.0285701	0.0330387	0.0316736	0.0355053	0.0148376	0.031442	0.0336772	0.0213304	0.0937708	0.037279	0.0278829	0.0324742	0.0299016	0.0137398	0.0308831	0.0361411	0.0236268	0.228583	0.255709	0.0615524	0.0214384	0.412984	0.0197346	0.230537	0.225221	0.169511	0.374732	2.997193
