Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	lambda	pi[1]	pi[2]	pi[3]	pi[4]	TL
41	1	-13506.8	-13480.5	-26.2541	0.309222	0.138129	0.173541	0.119713	0.276091	0.136631	0.185042	0.135465	0.218843	0.465512	0.115219	0.189405	0.251136	0.273995	0.261675	0.290547	0.339607	0.27223	0.298763	0.123206	0.151563	0.0910796	0.923469	0.103343	0.188316	0.117507	0.217732	0.161047	0.09328	0.0267734	0.0835053	0.0442356	0.124584	0.107681	0.0521232	0.0430162	0.134225	0.0418002	0.0837989	0.0803207	0.179001	0.0609465	0.0763895	0.0596483	0.249731	0.106558	0.00918275	0.546274	0.0286058	0.1252792	0.314217	0.358988	0.115188	0.211607	7.759712
42	0	-13505.4	-13482.4	-22.9751	0.254143	0.18553	0.159322	0.155791	0.246043	0.107018	0.228305	0.167995	0.205902	0.301344	0.155984	0.151931	0.214655	0.218388	0.217546	0.337541	0.28668	0.262432	0.235084	0.134586	0.164026	0.0862505	1.06115	0.158279	0.052607	0.105511	0.0695741	0.148184	0.0410577	0.0406751	0.234098	0.0382474	0.104861	0.0285119	0.0776602	0.0371992	0.0434177	0.165784	0.145674	0.155238	0.0617919	0.160963	0.0252727	0.051392	0.301394	0.105203	0.0187176	0.523294	1.56295e-20	0.1209053	0.333491	0.358719	0.105991	0.201799	7.432256
43	1	-13507.4	-13478.2	-29.2242	0.429714	0.150377	0.224471	0.131331	0.309758	0.125933	0.22181	0.133558	0.228028	0.342988	0.0848334	0.177833	0.2328	0.182992	0.261675	0.336652	0.328291	0.254789	0.267102	0.139145	0.180949	0.113176	1.14352	0.0725892	0.391964	0.0730634	0.181382	0.222831	0.0858502	0.0357527	0.090492	0.0448262	0.0577952	0.0665361	0.0387551	0.056586	0.122744	0.0214129	0.114303	0.0279587	0.196717	0.0852473	0.0692772	0.0462874	0.268964	0.114765	0.0102199	0.538292	0.0214715	0.1144094	0.319614	0.363894	0.101251	0.215241	8.05781
44	0	-13509.4	-13481.5	-27.8812	0.34843	0.166193	0.182495	0.146442	0.285799	0.100255	0.216161	0.132614	0.205902	0.327366	0.139039	0.165818	0.214655	0.284124	0.306154	0.352537	0.341017	0.223165	0.279752	0.08268	0.170707	0.202482	1.04178	0.187181	0.110017	0.0561211	0.0681347	0.218755	0.0504946	0.0354714	0.269589	0.024385	0.0735845	0.0657334	0.0650465	0.030414	0.0747906	0.219236	0.0456485	0.152177	0.0264504	0.20423	0.030327	0.0545209	0.27206	0.0966196	0.0216468	0.555153	4.17226e-20	0.1159338	0.333491	0.358719	0.105991	0.201799	7.923358
45	1	-13500	-13472.8	-27.2512	0.265274	0.157893	0.247541	0.154428	0.259021	0.165459	0.191186	0.139102	0.194488	0.360301	0.119604	0.158369	0.222413	0.214504	0.218245	0.337584	0.264397	0.273012	0.246967	0.140266	0.189299	0.112735	1.14152	0.08682	0.222579	0.0979573	0.296877	0.179891	0.0808905	0.0437416	0.0529814	0.105664	0.0810201	0.0345271	0.0289548	0.0464932	0.0958648	0.0858859	0.174903	0.036892	0.244519	0.0541981	0.0365835	0.0525123	0.3495	0.0995153	0.00842247	0.466766	0.0232841	0.1110285	0.316207	0.370674	0.100172	0.212947	7.860854
46	0	-13503	-13473	-30.0374	0.347015	0.219106	0.283916	0.115936	0.244802	0.149958	0.219845	0.14412	0.205662	0.451789	0.126137	0.198632	0.249467	0.192489	0.266097	0.352537	0.333411	0.247237	0.284975	0.148311	0.226004	0.140941	0.976099	0.151018	0.088472	0.0549504	0.0701905	0.136679	0.067027	0.0048178	0.286183	0.0330959	0.102387	0.0215436	0.0591049	0.0771588	0.0378149	0.251809	0.0746031	0.143656	0.0576942	0.257173	0.0392662	0.0555127	0.277009	0.0983772	0.0220406	0.547061	2.02046e-21	0.1143975	0.331987	0.357101	0.105513	0.205399	8.139131
47	1	-13499.4	-13477.5	-21.8682	0.233007	0.14863	0.217051	0.126797	0.217304	0.12907	0.198876	0.133413	0.135335	0.371456	0.118031	0.186617	0.226837	0.242292	0.223837	0.294203	0.316411	0.209693	0.21171	0.14778	0.179313	0.171716	1.05749	0.113251	0.181338	0.0709449	0.251284	0.0954909	0.0776581	0.02864	0.10274	0.0172848	0.0656849	0.0657755	0.014114	0.0532885	0.153674	0.0551939	0.141921	0.0464622	0.179991	0.0826906	0.0269811	0.0516978	0.344079	0.0979717	0.0169713	0.459526	0.0297542	0.1238273	0.314979	0.369234	0.0997831	0.216004	7.321272
48	0	-13503.7	-13473.2	-30.5629	0.346385	0.113791	0.223848	0.120413	0.298766	0.122132	0.207532	0.132937	0.226907	0.451789	0.126665	0.186666	0.238445	0.251797	0.222178	0.343382	0.330454	0.250184	0.275273	0.108406	0.196889	0.160951	1.07502	0.131062	0.109841	0.126349	0.0446536	0.211304	0.0956782	0.00422395	0.251911	0.0416119	0.13332	0.0558091	0.058359	0.0668342	0.0722837	0.330724	0.0892663	0.0848607	0.0517576	0.186862	0.0321987	0.0562825	0.28085	0.0997414	0.0223463	0.54078	2.45823e-21	0.1340205	0.329975	0.358177	0.10583	0.206018	8.189724
49	1	-13505.1	-13476.7	-28.4242	0.292739	0.182588	0.17263	0.174369	0.242417	0.147006	0.242514	0.168654	0.192578	0.32223	0.0702547	0.241343	0.244735	0.212277	0.236718	0.334766	0.363945	0.275658	0.249585	0.142592	0.179313	0.142771	1.04534	0.0991388	0.238255	0.151602	0.219148	0.148232	0.0460982	0.0215811	0.0479761	0.081224	0.0656471	0.0586594	0.012151	0.0878493	0.141098	0.0992044	0.133556	0.094105	0.23516	0.0614809	0.0568084	0.0555374	0.275654	0.0917069	0.0169774	0.534511	0.0256125	0.1325198	0.318326	0.373157	0.100843	0.207673	7.975999
50	0	-13507.3	-13477.7	-29.6205	0.3615	0.170514	0.252673	0.172587	0.324934	0.110953	0.283988	0.13141	0.241405	0.405893	0.138561	0.165956	0.255957	0.214685	0.299502	0.396862	0.288215	0.2146	0.240408	0.120305	0.201499	0.188922	0.99768	0.166662	0.0590348	0.0954231	0.0906535	0.123233	0.0602491	0.0921427	0.217192	0.0811125	0.0928095	0.0317305	0.112248	0.0350409	0.0458509	0.230232	0.0591958	0.0566259	0.0475803	0.199722	0.0201332	0.0562363	0.28062	0.0996596	0.0231484	0.540336	9.22539e-21	0.1300653	0.327893	0.362226	0.105163	0.204718	8.09588
51	1	-13499.3	-13469.7	-29.5347	0.276226	0.151895	0.240744	0.172639	0.291876	0.142375	0.219798	0.135951	0.134179	0.353888	0.124072	0.145245	0.261913	0.234103	0.287929	0.352573	0.309891	0.301745	0.251267	0.139628	0.180633	0.0834104	1.16052	0.102381	0.274548	0.103155	0.191797	0.174485	0.120725	0.0176301	0.0881078	0.070492	0.11818	0.0951668	0.0374065	0.0290888	0.102286	0.020952	0.142302	0.0675909	0.259119	0.0608847	0.0598731	0.0512142	0.29906	0.090027	0.00171018	0.506185	0.0518035	0.1163851	0.314484	0.368654	0.100587	0.216274	8.088666
52	0	-13511	-13477.1	-33.8849	0.39101	0.182076	0.222032	0.174127	0.300037	0.133996	0.246666	0.213616	0.174552	0.423528	0.117684	0.180636	0.254747	0.255911	0.223921	0.407516	0.289151	0.266361	0.240309	0.174838	0.216787	0.0967867	1.17437	0.221697	0.093497	0.0930748	0.0754453	0.192836	0.0313173	0.0189958	0.317625	0.01923	0.116446	0.0195956	0.0915274	0.0460835	0.0726761	0.271939	0.10555	0.142792	0.0179242	0.183051	0.0326066	0.0471736	0.269791	0.09554	0.0222551	0.565241	1.99929e-20	0.1074879	0.327893	0.362226	0.105163	0.204718	8.524576
53	1	-13498.7	-13469.5	-29.2194	0.30243	0.14409	0.170181	0.11066	0.252328	0.123663	0.240353	0.123147	0.203648	0.368941	0.149406	0.167752	0.260609	0.172054	0.276653	0.244038	0.396648	0.290077	0.235087	0.159207	0.205771	0.126625	1.08154	0.109445	0.2128	0.12507	0.240173	0.152601	0.0802945	0.0878226	0.0868362	0.151935	0.0968878	0.0534857	0.0330058	0.0424618	0.0831903	0.0363651	0.148335	0.0444009	0.276102	0.0667756	0.124437	0.0595917	0.305877	0.0941844	0.00164789	0.491051	0.0476479	0.1143994	0.317176	0.367207	0.100192	0.215425	8.057333
54	0	-13516.1	-13483.1	-33.0215	0.335134	0.196537	0.229177	0.170861	0.282953	0.0746014	0.211866	0.142352	0.239741	0.364604	0.0865754	0.225284	0.270858	0.37138	0.213991	0.421995	0.307064	0.323978	0.252825	0.125183	0.232427	0.117279	1.13879	0.19017	0.0906071	0.123172	0.0680813	0.146859	0.0562375	0.0192134	0.249634	0.0326149	0.166995	0.0189961	0.0678398	0.0956419	0.0852819	0.259056	0.078455	0.0599656	0.0584907	0.218484	0.0154798	0.0487345	0.278718	0.0987013	0.0229915	0.550855	1.55908e-20	0.1225624	0.341153	0.36088	0.0995342	0.198433	8.436731
55	1	-13496	-13471.8	-24.1584	0.276159	0.229443	0.202551	0.135358	0.29176	0.147974	0.232796	0.135782	0.201247	0.348633	0.0811917	0.197676	0.234047	0.211698	0.204519	0.2843	0.334146	0.222238	0.231069	0.137483	0.192447	0.110434	1.13318	0.101259	0.202403	0.115419	0.20208	0.134599	0.0707749	0.046258	0.0502919	0.0537182	0.110986	0.0705545	0.0155786	0.0492895	0.106374	0.0662847	0.0806363	0.0487296	0.170147	0.0576919	0.0220276	0.059787	0.315979	0.0802415	0.0113927	0.492661	0.0399389	0.1143994	0.320023	0.367198	0.0992912	0.213488	7.551235
56	0	-13517.1	-13486.3	-30.8257	0.298097	0.237023	0.255586	0.188424	0.278835	0.149069	0.21546	0.156792	0.217961	0.353232	0.181776	0.191895	0.2369	0.280076	0.232256	0.410438	0.339853	0.191312	0.241746	0.118656	0.150019	0.113092	1.02392	0.236959	0.0538196	0.0951429	0.0577164	0.171893	0.0881228	0.00739276	0.32118	0.0511835	0.0889253	0.0222145	0.0547727	0.12373	0.0491705	0.210569	0.0532851	0.134179	0.0332584	0.247534	0.0537319	0.044937	0.271195	0.0992413	0.017881	0.566746	2.41655e-20	0.1220393	0.338105	0.357656	0.10758	0.19666	8.217194
57	1	-13501	-13473.2	-27.7297	0.315682	0.193085	0.227643	0.15587	0.248746	0.136919	0.168543	0.150331	0.203982	0.37857	0.159008	0.14835	0.267301	0.272564	0.219435	0.229468	0.3065	0.210479	0.251409	0.146407	0.160641	0.141049	1.11462	0.0953851	0.204163	0.101152	0.318661	0.202344	0.0535704	0.104085	0.0195078	0.117877	0.0663814	0.0977271	0.0221403	0.0842831	0.0909981	0.023778	0.0980507	0.0661419	0.182362	0.0687037	0.0839406	0.0598821	0.316481	0.0803691	0.0114108	0.493444	0.0384123	0.1194717	0.331063	0.363643	0.0969148	0.208379	7.907855
58	0	-13506	-13475.4	-30.6052	0.347056	0.180402	0.174744	0.142098	0.305656	0.0998358	0.239586	0.128201	0.188476	0.466783	0.104821	0.216932	0.317457	0.215322	0.312398	0.370498	0.324055	0.299248	0.261791	0.112325	0.174678	0.117441	1.19451	0.163784	0.0796206	0.0716527	0.0436113	0.122156	0.0471266	0.035627	0.266866	0.0511835	0.0707484	0.021576	0.0155586	0.0778647	0.0544523	0.238809	0.0759898	0.140675	0.0535913	0.208859	0.0618747	0.0471742	0.284696	0.104182	0.0187712	0.545176	4.59281e-21	0.1140653	0.33433	0.366489	0.0976645	0.201517	8.195946
59	1	-13496.9	-13468	-28.8723	0.246832	0.175946	0.254197	0.143754	0.20882	0.157112	0.279856	0.138435	0.230033	0.37857	0.15323	0.173498	0.267293	0.252042	0.232502	0.276003	0.316546	0.22816	0.276868	0.0998065	0.145185	0.142526	1.30751	0.0659342	0.19336	0.0515515	0.260704	0.231032	0.080419	0.0415997	0.0377002	0.117877	0.0719213	0.064219	0.0597943	0.0263175	0.0956875	0.0751154	0.0892683	0.0633405	0.219551	0.0500668	0.0432966	0.0487884	0.309546	0.0841134	0.00746112	0.516433	0.0336583	0.1057744	0.331063	0.363643	0.0969148	0.208379	8.023486
60	0	-13504.1	-13470.1	-34.0393	0.332223	0.163325	0.244314	0.174521	0.381316	0.118951	0.27423	0.15042	0.201889	0.415374	0.197696	0.162907	0.248966	0.294373	0.300007	0.393722	0.287051	0.296424	0.238369	0.120598	0.17918	0.111056	1.13992	0.159795	0.0959337	0.122696	0.0931205	0.147582	0.0728895	0.0756945	0.256912	0.0315655	0.129574	0.00955501	0.0906906	0.0503782	0.0711229	0.223617	0.0828181	0.100903	0.027528	0.234716	0.0344435	0.0472954	0.285428	0.0993675	0.0213334	0.546576	9.18709e-21	0.1239168	0.33433	0.366489	0.0976645	0.201517	8.538368
61	1	-13510.7	-13483.7	-27.0694	0.296853	0.193217	0.222366	0.14659	0.301524	0.102135	0.212183	0.218475	0.158102	0.353692	0.15323	0.115821	0.244175	0.245493	0.224893	0.387419	0.32597	0.189009	0.210994	0.172631	0.144047	0.133959	1.08378	0.0878733	0.13529	0.0978418	0.359918	0.180074	0.0458569	0.0411966	0.0457492	0.0263353	0.11138	0.0497359	0.0539312	0.0802749	0.0885332	0.0979935	0.142022	0.0254919	0.236966	0.019102	0.0810708	0.0500903	0.286796	0.083863	0.0240558	0.530214	0.0249803	0.1057744	0.334172	0.367058	0.0884348	0.210335	7.843198
62	0	-13504.2	-13473.6	-30.5752	0.387822	0.148573	0.235287	0.114481	0.258496	0.121106	0.211236	0.152284	0.169207	0.333279	0.123108	0.146697	0.326772	0.271868	0.294311	0.437303	0.308153	0.276661	0.239728	0.153578	0.227333	0.130984	1.19213	0.147188	0.105139	0.0710035	0.0431777	0.122601	0.0974688	0.0220493	0.242495	0.0286495	0.128831	0.0430723	0.0813345	0.045008	0.0715538	0.253692	0.070098	0.100049	0.0391437	0.199071	0.0202803	0.0458601	0.306653	0.0826258	0.0348717	0.52999	1.52173e-20	0.1204471	0.334798	0.367002	0.0964013	0.201799	8.192306
63	1	-13494.1	-13463.9	-30.2636	0.355791	0.196458	0.206075	0.190169	0.293097	0.13639	0.256862	0.195747	0.157151	0.277099	0.11821	0.181369	0.260055	0.274631	0.251389	0.392026	0.328302	0.29074	0.283886	0.10621	0.183708	0.142979	1.0781	0.104533	0.225149	0.0976956	0.29361	0.166124	0.0794764	0.012843	0.0459374	0.043818	0.0763852	0.044561	0.045111	0.0641212	0.0879442	0.0361966	0.160882	0.0720216	0.215086	0.0595834	0.0713291	0.0607907	0.277515	0.0802784	0.0126598	0.530355	0.0384016	0.1434604	0.329623	0.362061	0.100844	0.207472	8.158847
64	0	-13514.1	-13482.1	-32.0291	0.341217	0.156999	0.206423	0.112669	0.217926	0.092267	0.205551	0.180062	0.155477	0.383713	0.155228	0.187332	0.233903	0.244726	0.226985	0.382494	0.357294	0.282159	0.254376	0.136624	0.127074	0.0762648	1.24122	0.142985	0.104619	0.080951	0.0292208	0.217256	0.0393478	0.0432559	0.371171	0.0615427	0.140279	0.0639388	0.106708	0.0791335	0.0628128	0.26938	0.0787785	0.104191	0.0382276	0.244993	0.103255	0.0507861	0.339591	0.0772921	0.0213711	0.51096	1.03102e-20	0.09712373	0.335151	0.367389	0.0909637	0.206496	8.340034
65	1	-13494.8	-13468.3	-26.5289	0.367081	0.181229	0.197965	0.132871	0.240078	0.168465	0.264212	0.163554	0.192914	0.265462	0.146165	0.141511	0.242411	0.170247	0.256292	0.393574	0.33952	0.327	0.217847	0.116482	0.178741	0.100079	1.03585	0.110839	0.190517	0.096902	0.282543	0.144358	0.0988006	0.0303072	0.0370807	0.0604994	0.0881219	0.0883758	0.050882	0.0387607	0.108842	0.0820869	0.11875	0.0487516	0.19002	0.0241018	0.05695	0.0593558	0.270964	0.0865654	0.0142891	0.523348	0.045478	0.1268005	0.330327	0.362834	0.101059	0.205781	7.787043
66	0	-13517.8	-13484.9	-32.8809	0.26205	0.178794	0.204335	0.128574	0.248989	0.0878136	0.213511	0.142873	0.140011	0.450106	0.128743	0.225186	0.280498	0.261586	0.208123	0.482089	0.294945	0.245577	0.285031	0.140774	0.178475	0.103588	1.1281	0.171846	0.0978993	0.0457517	0.139335	0.201006	0.0669956	0.0149867	0.262777	0.034202	0.128897	0.0783436	0.073413	0.0646613	0.076572	0.389952	0.0910781	0.121648	0.0312707	0.276809	0.038129	0.0520062	0.325686	0.0791562	0.0199168	0.523235	3.14548e-21	0.09580952	0.335151	0.367389	0.0909637	0.206496	8.425343
67	1	-13500	-13472.1	-27.9491	0.288883	0.165359	0.253145	0.147549	0.286682	0.0971678	0.241788	0.154318	0.155907	0.362505	0.176933	0.116154	0.261511	0.219191	0.326128	0.33849	0.293119	0.277109	0.291737	0.116482	0.147603	0.103826	1.05534	0.0973447	0.280191	0.0984882	0.295181	0.120562	0.0979301	0.0485571	0.0532016	0.0131852	0.142143	0.0872215	0.0266041	0.0734469	0.114617	0.0769878	0.146697	0.0487516	0.147159	0.0287834	0.053516	0.0584674	0.28861	0.0855374	0.00632073	0.519336	0.0417277	0.1424959	0.330327	0.362834	0.101059	0.205781	7.927491
68	0	-13503.1	-13474.5	-28.5516	0.258176	0.134902	0.20101	0.155137	0.24119	0.124258	0.207459	0.17706	0.147164	0.395393	0.128628	0.165039	0.288912	0.175251	0.261155	0.409087	0.342799	0.290233	0.290306	0.131125	0.155669	0.155341	1.08739	0.212166	0.0968292	0.0583754	0.0530603	0.154636	0.0438393	0.0337415	0.246399	0.033242	0.132664	0.0341111	0.0232693	0.0992415	0.0592875	0.218662	0.0581196	0.177721	0.0884838	0.190826	0.053714	0.0444995	0.331953	0.0858799	0.0257136	0.511954	3.206e-21	0.1091781	0.335522	0.367796	0.0910645	0.205617	7.991073
69	1	-13497.9	-13471.9	-26.0065	0.293759	0.222448	0.187723	0.10508	0.244183	0.128964	0.271049	0.18464	0.140502	0.402979	0.169622	0.14927	0.233451	0.285607	0.241996	0.366591	0.275097	0.25772	0.293352	0.163389	0.246469	0.130539	0.974329	0.0836561	0.197409	0.0865134	0.249446	0.129449	0.070188	0.0335493	0.0780893	0.0130638	0.0984207	0.0352524	0.0140767	0.0387077	0.110077	0.0686931	0.132892	0.040469	0.179374	0.0515176	0.0562806	0.058194	0.287261	0.0851374	0.00799578	0.516908	0.0445045	0.1160344	0.326854	0.369531	0.0999965	0.203618	7.735884
70	0	-13515.3	-13483.3	-31.9595	0.359288	0.181418	0.18384	0.164306	0.297074	0.0738551	0.327727	0.165909	0.207196	0.286368	0.133838	0.147027	0.279361	0.298723	0.23618	0.450525	0.34073	0.288222	0.21436	0.0848341	0.173501	0.149287	1.22371	0.156728	0.0759716	0.108632	0.0717964	0.164447	0.0666189	0.0155347	0.258298	0.0528102	0.151964	0.0391595	0.0525714	0.060733	0.0547572	0.284732	0.0813964	0.101405	0.074502	0.162588	0.0277872	0.053862	0.319326	0.0894776	0.0254066	0.511928	9.92687e-21	0.1306971	0.336694	0.364881	0.0913824	0.207043	8.32971
71	1	-13496.3	-13468.4	-27.8944	0.338448	0.156755	0.188865	0.119264	0.310052	0.143138	0.226448	0.19615	0.171684	0.379784	0.171318	0.133417	0.261931	0.225585	0.24885	0.414182	0.284117	0.203565	0.268653	0.0814614	0.218541	0.13091	1.09016	0.0798654	0.200947	0.0938682	0.301018	0.158914	0.0672817	0.0496703	0.0647791	0.00246601	0.0520225	0.0353863	0.020143	0.0537498	0.146201	0.0472338	0.156641	0.105896	0.222229	0.045039	0.0581713	0.0587333	0.289923	0.0836204	0.00621482	0.524468	0.0370409	0.114678	0.325366	0.370348	0.100218	0.204068	7.924801
72	0	-13508.1	-13476	-32.1229	0.373182	0.179953	0.24295	0.145676	0.27286	0.112128	0.269698	0.153728	0.202876	0.471864	0.117239	0.176541	0.310404	0.241161	0.257221	0.449596	0.325776	0.27456	0.194896	0.171153	0.160543	0.136123	1.0899	0.243149	0.0570674	0.0454386	0.081927	0.130951	0.0446004	0.0206103	0.297882	0.0527079	0.108048	0.0474193	0.0394587	0.0582011	0.0536723	0.281501	0.061785	0.105961	0.0163132	0.219818	0.0515773	0.0534998	0.299238	0.0838488	0.0307506	0.532663	5.00092e-21	0.1101096	0.335874	0.37012	0.087467	0.206539	8.348111
73	1	-13500.4	-13470.8	-29.5624	0.332214	0.143912	0.248892	0.138043	0.300799	0.156043	0.193118	0.138592	0.25365	0.453434	0.0945531	0.185684	0.267789	0.209356	0.214089	0.4436	0.306109	0.210828	0.261667	0.133598	0.201417	0.117648	1.20069	0.0922294	0.301685	0.0992403	0.269209	0.177771	0.0913542	0.0103302	0.0605667	0.0028581	0.0852988	0.0123888	0.0420828	0.0147132	0.0849064	0.0745023	0.0778979	0.0306207	0.188727	0.0903232	0.0799704	0.0520377	0.286562	0.0943602	0.00622868	0.528126	0.0326859	0.1067733	0.317077	0.374465	0.102121	0.206337	8.092398
74	0	-13496.8	-13466.7	-30.1287	0.323915	0.156235	0.237246	0.129484	0.22797	0.181525	0.215969	0.128245	0.196514	0.37715	0.148836	0.146708	0.310185	0.223598	0.277884	0.396493	0.31176	0.289521	0.29186	0.0974292	0.165297	0.119804	1.15604	0.193776	0.0593559	0.0757024	0.0977708	0.16782	0.0560215	0.0391279	0.231904	0.0330759	0.13403	0.0500406	0.0219738	0.0479933	0.0532803	0.248625	0.082402	0.113832	0.0616789	0.216065	0.0535039	0.0534054	0.29871	0.0837008	0.0324609	0.531723	8.13685e-21	0.1205681	0.335217	0.371351	0.0872961	0.206135	8.147645
75	1	-13500.2	-13477.1	-23.1485	0.292901	0.194467	0.222096	0.172016	0.260975	0.148665	0.201258	0.138751	0.158701	0.313536	0.175581	0.125571	0.283111	0.209356	0.219114	0.366261	0.300904	0.240314	0.241395	0.103474	0.201297	0.0925421	1.06073	0.131787	0.168517	0.112673	0.210593	0.154129	0.0617373	0.0110758	0.0648343	0.00124728	0.0755096	0.0457652	0.0465027	0.0268193	0.116118	0.0347411	0.129208	0.0425958	0.179851	0.0784231	0.0354218	0.0540768	0.277419	0.0970858	0.00259874	0.514161	0.0546594	0.1111848	0.302146	0.399914	0.0931744	0.204766	7.450568
76	0	-13503.1	-13475.1	-27.9881	0.321928	0.142864	0.228362	0.144904	0.22797	0.131295	0.24405	0.162299	0.190925	0.39835	0.211538	0.151581	0.205168	0.206643	0.250075	0.309002	0.302694	0.274858	0.233385	0.139428	0.181396	0.155206	1.24166	0.17238	0.0862341	0.0366206	0.0423274	0.136858	0.0549724	0.0740589	0.122936	0.0204571	0.119504	0.0406109	0.0378843	0.0719005	0.037329	0.24211	0.113321	0.119249	0.0434374	0.272699	0.0331188	0.0505321	0.317374	0.0982638	0.0307144	0.503116	1.12632e-20	0.1205681	0.333635	0.369598	0.0916042	0.205162	7.933586
77	1	-13505.3	-13474.6	-30.6919	0.338578	0.201275	0.247389	0.112053	0.327332	0.16945	0.161846	0.155039	0.206536	0.282549	0.159726	0.184433	0.301328	0.278872	0.239209	0.382393	0.320651	0.261334	0.272264	0.119823	0.211653	0.155304	1.21098	0.104047	0.162025	0.0904152	0.204005	0.236544	0.0515762	0.0259811	0.0564058	0.0106169	0.139753	0.0765668	0.0185892	0.0610377	0.12916	0.0339103	0.145065	0.0225393	0.204329	0.0591375	0.0715243	0.0544986	0.279583	0.0978432	0.0119811	0.518171	0.0379232	0.1277752	0.301342	0.39885	0.0955873	0.204222	8.20325
78	0	-13509.2	-13482	-27.1636	0.286346	0.140728	0.163673	0.162839	0.234077	0.219417	0.221613	0.123503	0.186391	0.470768	0.175452	0.157262	0.302938	0.24558	0.24037	0.291466	0.365997	0.255722	0.220953	0.126942	0.195266	0.155206	1.16509	0.136334	0.0522249	0.0469995	0.067542	0.131742	0.0688472	0.0202293	0.216681	0.0317348	0.103814	0.0476397	0.0633783	0.0380441	0.026626	0.220164	0.0362975	0.113253	0.0624579	0.220058	0.0397455	0.0459801	0.321937	0.0996764	0.0220587	0.510348	3.14893e-21	0.1177642	0.338276	0.37474	0.084279	0.202705	7.851416
79	1	-13504	-13475.8	-28.1717	0.370494	0.128301	0.205461	0.100321	0.294845	0.110563	0.208828	0.165351	0.188101	0.395768	0.154586	0.213836	0.219099	0.171087	0.301061	0.365686	0.345794	0.325256	0.287767	0.104655	0.195235	0.0957178	0.958738	0.107738	0.230966	0.125089	0.210828	0.214823	0.0509003	0.065625	0.0523556	0.0476969	0.0841506	0.100163	0.0352268	0.0583422	0.0983325	0.0536137	0.10998	0.0704024	0.204104	0.0349279	0.0902775	0.0509811	0.341591	0.0737509	0.0176339	0.484727	0.0313159	0.1191243	0.322715	0.377925	0.0806535	0.218707	7.952093
80	0	-13507.9	-13480.3	-27.5354	0.33673	0.138748	0.243292	0.136841	0.333553	0.105133	0.179287	0.12108	0.181261	0.320723	0.151146	0.222126	0.222781	0.251222	0.19943	0.308565	0.282398	0.258234	0.267974	0.138705	0.203856	0.158626	1.11424	0.177335	0.13766	0.0804013	0.0663364	0.142691	0.0904611	0.0847411	0.198834	0.0337514	0.0545227	0.0357549	0.0423106	0.0612018	0.0825372	0.235282	0.0590035	0.0998171	0.0896244	0.200599	0.039474	0.045742	0.32027	0.110049	0.0162337	0.507706	1.5438e-20	0.1208322	0.324867	0.381903	0.0866497	0.20658	7.88829
81	1	-13490.3	-13462	-28.3165	0.317914	0.137725	0.221888	0.100321	0.329658	0.0967351	0.247825	0.213176	0.17589	0.402569	0.128799	0.183862	0.247328	0.225988	0.211288	0.297962	0.32319	0.266762	0.269431	0.113539	0.16657	0.147737	1.20773	0.0943247	0.227009	0.120123	0.25756	0.219504	0.0627765	0.0434381	0.0610549	0.0349069	0.0697817	0.0483462	0.0151997	0.04065	0.0887113	0.0577513	0.105272	0.0536622	0.180174	0.0777188	0.0762144	0.0508492	0.340707	0.0842876	0.0204084	0.483473	0.0202745	0.1042185	0.323875	0.377278	0.0805154	0.218332	7.968065
82	0	-13507.5	-13479.2	-28.2913	0.325491	0.201864	0.185042	0.136841	0.303375	0.102533	0.243994	0.146064	0.204075	0.303369	0.150983	0.163962	0.220204	0.267631	0.217018	0.345752	0.331281	0.243508	0.255769	0.0883832	0.180566	0.158632	1.02671	0.190709	0.0496475	0.105405	0.060487	0.135887	0.104168	0.0709846	0.229163	0.0462241	0.0731676	0.0134253	0.0284299	0.110973	0.0680304	0.281284	0.0465585	0.14616	0.0994105	0.258582	0.0430918	0.0484111	0.340497	0.0940853	0.0181352	0.498871	3.82552e-20	0.1112777	0.324867	0.381903	0.0866497	0.20658	7.964836
