Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
530	0.177268	0	0.177268	8.16404	1.319223	0.101682	0.0767443	0.054605	0.132801	0.157093	0.0818744	0.273658	0.0356745	0.0289968	0.122354	0.0382208	0.276478	0.0883128	0.0263293	0.09216792	-0.2593023	0.0795521	0.60072	0.0838404	0.0579537	0.0606876	0.117246	11.33005	0.30758	0.195998	0.555412	1.03777	2.21082	0.276013	0.360591	0.221731	0.141665	0.04827772	6.371056
540	-3.42559	0	-3.42559	22.16245	0.8060142	0.0631009	0.0602103	0.0476572	0.120733	0.150236	0.103391	0.154697	0.0282158	0.0443297	0.0308115	0.0410901	0.310566	0.184783	0.0841154	0.08660274	-0.08278719	0.0833481	0.409841	0.0648768	0.0671913	0.176807	0.197935	23.85301	0.1754715	0.0968379	0.409544	0.958608	2.53501	0.703816	0.107883	0.152781	0.0355204	0.09268431	1.893217
550	-4.62116	0	-4.62116	20.56494	0.7243522	0.0507604	0.065667	0.0302914	0.198273	0.137701	0.117538	0.199906	0.0247925	0.0308592	0.0377778	0.0583964	0.181292	0.140859	0.148589	0.08899253	-0.1095797	0.0576698	0.170512	0.0651765	0.153726	0.197919	0.354996	23.10332	0.1515343	0.0793956	0.374797	0.933569	2.61224	0.288186	0.101277	0.567098	0.0434388	0.04195459	3.611865
560	16.2411	0	16.2411	6.397999	0.7091886	0.0298018	0.0319316	0.0128939	0.120385	0.0681135	0.0187877	0.0245015	0.0100812	0.025092	0.0157513	0.010046	0.0669181	0.136547	0.0551151	0.05591746	-0.1732976	0.0741409	0.35752	0.0946664	0.0543828	0.0608734	0.358417	8.009802	0.2056562	0.076152	0.367834	0.928226	2.62779	0.625482	0.118935	0.151871	0.103712	0.03235861	6.355535
570	1.11312	0	1.11312	15.23356	0.5975936	0.053951	0.0554926	0.0254734	0.1854	0.0675918	0.0711869	0.082391	0.0235155	0.0356499	0.0312096	0.0121087	0.131687	0.178066	0.0769241	0.08034944	-0.1312386	0.0247336	0.199171	0.20992	0.21151	0.045921	0.308744	33.62189	0.1652428	0.0526121	0.310932	0.880086	2.75637	0.485446	0.147667	0.220736	0.146151	0.03400421	4.859481
580	-1.46428	0	-1.46428	40.01589	0.5609014	0.0583754	0.0490345	0.0442688	0.201733	0.0765305	0.0582687	0.104784	0.0295326	0.0284667	0.0690341	0.0131561	0.163975	0.21246	0.090017	0.1071273	-0.03901247	0.00799432	0.123078	0.0791646	0.193159	0.0597137	0.53689	43.52087	0.06643854	0.0451578	0.289827	0.859981	2.80503	0.137376	0.175802	0.165477	0.521345	0.02742607	2.42246
590	-1.04181	0	-1.04181	16.7461	0.6611555	0.0680677	0.0581467	0.0429709	0.203431	0.139998	0.0870209	0.169215	0.0623924	0.05847	0.141799	0.0313016	0.187841	0.135446	0.168506	0.1088863	0.00498988	0.0529695	0.0544504	0.382564	0.198984	0.0295922	0.28144	17.47552	0.03808067	0.0659184	0.344611	0.909577	2.67989	0.312088	0.454611	0.100124	0.133177	0.04307055	0.8841464
600	-6.6971	0	-6.6971	3.807512	0.9855016	0.0704688	0.109469	0.258517	0.379374	0.255465	0.258273	0.536912	0.0746423	0.23038	0.394866	0.0729742	0.402334	0.29021	0.290768	0.2128272	0.03520191	0.12935	0.360335	0.141912	0.31805	0.0216234	0.0287293	4.236393	0.03232288	0.134052	0.47235	0.997556	2.39604	0.219778	0.628623	0.068783	0.0828156	0.06752479	0.4786816
610	-0.841619	0	-0.841619	6.170727	1.002234	0.122373	0.0776312	0.218882	0.173938	0.194147	0.131694	0.336293	0.050068	0.0934477	0.170004	0.0469943	0.137536	0.119136	0.177288	0.1639126	0.02728328	0.0835481	0.231297	0.427393	0.172015	0.0378036	0.0479438	7.432403	0.03215708	0.137399	0.477422	1.00037	2.38481	0.163576	0.746439	0.0549326	0.0350518	0.05944036	0.5409974
620	-9.93454	0	-9.93454	27.1624	1.113833	0.0397214	0.0265524	0.104026	0.12011	0.0542033	0.168539	0.211583	0.0273606	0.097578	0.160633	0.0765996	0.0797273	0.101386	0.0641398	0.2279091	0.04535646	0.0222056	0.138034	0.226172	0.213339	0.310951	0.0892983	33.0939	0.03056855	0.159091	0.508483	1.01657	2.31586	0.221701	0.531897	0.14682	0.0995822	0.07592502	0.4026151
630	-12.7874	0	-12.7874	33.88704	1.047774	0.133683	0.0216362	0.311082	0.299408	0.0671658	0.308214	0.467526	0.0325068	0.252979	0.14267	0.192526	0.126705	0.138103	0.157788	0.1614854	-0.06792029	0.0553417	0.235977	0.275145	0.234353	0.0866537	0.11253	34.93273	0.1006337	0.146387	0.490655	1.00749	2.35547	0.414805	0.170286	0.173038	0.241871	0.03271343	3.076221
640	-13.794	0	-13.794	26.44427	1.000126	0.221872	0.0186628	0.156729	0.202638	0.0935951	0.299714	0.719239	0.0528217	0.257939	0.122721	0.214174	0.0945932	0.180877	0.0724605	0.2058114	-0.06113242	0.162585	0.387795	0.143099	0.189991	0.0471644	0.0693645	39.79859	0.09124578	0.136979	0.47679	1.00002	2.38621	0.120618	0.468796	0.167222	0.243364	0.03011336	3.030076
650	-9.15733	0	-9.15733	20.05779	1.079495	0.216357	0.0135961	0.246726	0.170557	0.0495938	0.234814	0.369719	0.0262605	0.300289	0.124941	0.152344	0.125478	0.174769	0.0971911	0.2118459	-0.08893219	0.049924	0.730926	0.0714534	0.0963769	0.0115352	0.0397841	29.75028	0.09524553	0.152537	0.499408	1.01202	2.33604	0.038674	0.474438	0.145547	0.34134	0.006313348	15.08637
660	-21.8281	0	-21.8281	29.95587	0.824355	0.528088	0.0189762	0.197405	0.247688	0.0794042	0.510632	0.927178	0.0644276	0.582188	0.177001	0.29206	0.306134	0.310883	0.21962	0.2012446	-0.07155151	0.124444	0.544822	0.103656	0.190377	0.0138345	0.0228663	32.29787	0.07991608	0.10073	0.416758	0.963481	2.51903	0.184511	0.26515	0.402402	0.147938	0.008364573	9.554113
670	-16.0868	0	-16.0868	8.311858	0.8909036	0.463643	0.0253519	0.417065	0.239972	0.0812669	0.541698	0.786269	0.0522992	0.424698	0.127934	0.271192	0.329164	0.239125	0.164281	0.2292698	-0.2047543	0.0287362	0.555456	0.130292	0.210142	0.00539278	0.0699814	14.29739	0.224401	0.114706	0.441312	0.979277	2.4647	0.0971983	0.824294	0.0656787	0.0128294	0.01964672	11.42181
680	-15.0413	0	-15.0413	5.749618	0.9991021	0.802445	0.041802	0.229108	0.119829	0.0517561	0.336917	0.609342	0.0859421	0.536505	0.110832	0.240678	0.271902	0.320947	0.145796	0.3564769	-0.07385987	0.026323	0.824615	0.0664965	0.042386	0.00619384	0.0339857	17.49019	0.1010547	0.136775	0.476482	0.999851	2.38689	0.135111	0.526597	0.184853	0.153439	0.02719479	3.715957
690	-19.5388	0	-19.5388	11.04974	0.9112345	0.691532	0.0369037	0.202672	0.133131	0.0384405	0.169348	0.493881	0.0532113	0.508082	0.104463	0.333074	0.178261	0.644472	0.163162	0.3440368	-0.130111	0.0263668	0.626432	0.257253	0.0274375	0.023334	0.0391762	33.2092	0.1440106	0.11892	0.448343	0.98358	2.44916	0.112988	0.471483	0.27295	0.142579	0.0138996	10.36077
700	-12.2303	0	-12.2303	3.774047	1.114015	0.424383	0.0591153	0.255686	0.204113	0.098068	0.23128	0.490247	0.0568078	0.424228	0.0658512	0.450913	0.157463	0.757451	0.254311	0.2826709	-0.3895673	0.0562216	0.633943	0.169782	0.0445749	0.0656389	0.0298398	41.66265	0.3942628	0.159125	0.50853	1.01659	2.31575	0.227221	0.154484	0.533017	0.0852782	0.00469544	83.96716
710	2.05181	0	2.05181	1.781859	1.206066	0.111298	0.00918832	0.133384	0.0606603	0.037147	0.0933764	0.0867538	0.0180269	0.175771	0.0186789	0.264105	0.0259706	0.216282	0.112655	0.2215399	-0.3131501	0.207033	0.455168	0.130993	0.0570461	0.0528814	0.0968783	16.3173	0.3203916	0.176151	0.530996	1.02723	2.26563	0.579691	0.230121	0.142537	0.0476506	0.007241476	44.24396
720	-13.7511	0	-13.7511	8.230913	1.142762	0.387964	0.0307723	0.162507	0.127505	0.199017	0.126414	0.156324	0.0378856	0.541852	0.0387941	0.455864	0.146392	0.514067	0.331199	0.2089625	-0.3238833	0.279919	0.271736	0.118039	0.0642068	0.0790148	0.187085	19.37969	0.3330788	0.164527	0.515825	1.02014	2.2995	0.331424	0.121126	0.515488	0.031962	0.009195551	36.22174
730	-11.1112	0	-11.1112	4.073089	1.097687	0.307405	0.0551317	0.1786	0.0590063	0.294025	0.246059	0.2348	0.0675626	0.528278	0.0317343	0.484249	0.141201	0.811454	0.214235	0.2128966	-0.3316563	0.420886	0.144971	0.0296059	0.057179	0.0341613	0.313197	37.30479	0.3425635	0.156023	0.504266	1.01447	2.32524	0.397993	0.131083	0.443106	0.0278187	0.01090724	31.40699
740	-13.1037	0	-13.1037	20.60498	0.9889382	0.126292	0.0698784	0.105434	0.0779824	0.145878	0.252105	0.240513	0.0517284	0.554723	0.0437634	0.327541	0.0873615	0.232217	0.297061	0.1422421	-0.1212259	0.221619	0.118418	0.224716	0.0279225	0.089645	0.31768	23.29435	0.1388055	0.134741	0.473402	0.998143	2.39371	0.72192	0.055921	0.217954	0.00420503	0.01757959	7.89583
750	-6.85064	0	-6.85064	18.10627	1.115722	0.154967	0.0868005	0.104826	0.053185	0.0534536	0.317013	0.245568	0.0543434	0.306693	0.0455247	0.331055	0.0899596	0.233276	0.152968	0.1539836	-0.0542937	0.104079	0.0800179	0.329197	0.143479	0.0719043	0.271323	32.88937	0.08558069	0.159448	0.50897	1.01681	2.31477	0.348482	0.439404	0.207305	0.00480895	0.03128699	2.735344
760	-14.8724	0	-14.8724	23.13365	1.058581	0.219032	0.138343	0.117546	0.094266	0.083653	0.458308	0.255544	0.134099	0.501174	0.0492066	0.309069	0.0991056	0.344912	0.257011	0.1861743	-0.02762116	0.0525971	0.0504017	0.494607	0.200086	0.0491798	0.153129	25.58165	0.04512607	0.148492	0.493678	1.00907	2.34876	0.253985	0.574229	0.170204	0.00158175	0.01750491	2.57791
770	-9.57684	0	-9.57684	36.98555	1.063964	0.127039	0.0706833	0.0904845	0.063211	0.056565	0.179702	0.222191	0.111972	0.277453	0.102495	0.16316	0.0971057	0.285369	0.1928	0.1438757	0.01106322	0.0262778	0.217413	0.25974	0.233605	0.104531	0.158432	37.0988	0.01717334	0.149537	0.495168	1.00984	2.34546	0.106465	0.766238	0.126904	0.000393793	0.02823656	0.6081952
780	6.34346	0	6.34346	13.02183	1.387195	0.0650447	0.0292062	0.0328768	0.0331685	0.0301632	0.12502	0.124873	0.117815	0.0994068	0.0451475	0.0773697	0.0354334	0.119768	0.04724	0.08117324	-0.004080757	0.00206805	0.152453	0.660013	0.0615894	0.0222229	0.101654	15.59234	0.0271993	0.207359	0.568636	1.04305	2.18096	0.0813392	0.657826	0.2606	0.000235071	0.02311854	1.176514
790	-4.05567	0	-4.05567	19.63294	1.472109	0.0787042	0.0434911	0.0503925	0.0578745	0.0651292	0.145451	0.0880485	0.0881668	0.12162	0.0468127	0.10193	0.0466823	0.402072	0.11674	0.1064424	-0.03278297	0.00516524	0.105928	0.429796	0.145454	0.0554279	0.258228	38.83425	0.05903363	0.220982	0.583847	1.04874	2.14643	0.193707	0.402615	0.402793	0.000884559	0.02625066	2.248844
800	-3.08185	0	-3.08185	7.720583	1.540674	0.119602	0.038232	0.0286372	0.0913141	0.0638155	0.195186	0.091268	0.108617	0.176764	0.118745	0.18322	0.0665062	0.2376	0.169855	0.09362401	0.003528618	0.00558976	0.136656	0.414143	0.138753	0.176485	0.128374	17.31091	0.04873076	0.231538	0.59519	1.05272	2.12055	0.0548719	0.673935	0.26831	0.00288277	0.05225938	0.9324788
810	-1.88643	0	-1.88643	26.5292	1.738633	0.0872149	0.0223226	0.0176167	0.0602402	0.0739414	0.10362	0.0741025	0.128542	0.161263	0.0465048	0.075024	0.055186	0.199676	0.183292	0.08356574	-0.06083041	0.00846938	0.0811936	0.518625	0.05434	0.203422	0.13395	29.42492	0.09424464	0.259946	0.623993	1.06183	2.05423	0.267228	0.463659	0.237509	0.0316032	0.03341423	2.820494
820	1.40071	0	1.40071	19.69753	1.170086	0.0824492	0.034111	0.0151242	0.0729224	0.0675031	0.0500919	0.0462645	0.215287	0.179598	0.0212401	0.0967683	0.0440153	0.11958	0.0908076	0.08828831	0.09450425	0.000817116	0.105546	0.653829	0.0216574	0.158915	0.0592353	20.25964	0.03796691	0.16959	0.522519	1.02332	2.28457	0.196041	0.440428	0.302761	0.0607695	0.1324712	0.2866051
830	-5.99234	0	-5.99234	11.25032	1.376451	0.219821	0.0308103	0.026499	0.128194	0.106618	0.16238	0.0332658	0.349163	0.589952	0.0297416	0.15375	0.0733673	0.380729	0.22994	0.1643482	0.2437155	0.000421883	0.192852	0.16203	0.0652738	0.307887	0.271535	36.97785	0.0129939	0.20559	0.566611	1.04226	2.18554	0.12551	0.326817	0.430044	0.11763	0.2567095	0.05061717
840	2.13743	0	2.13743	13.94818	1.331107	0.0595899	0.0183251	0.0119301	0.0313399	0.0383368	0.0872397	0.0258982	0.148386	0.128972	0.0334087	0.0507851	0.014139	0.218205	0.167051	0.08971073	0.1384733	0.000715722	0.336917	0.159159	0.0335694	0.15131	0.318328	33.54173	0.01288454	0.198014	0.557797	1.03875	2.20544	0.210994	0.156466	0.532611	0.0999294	0.1513579	0.08512636
850	8.32014	0	8.32014	9.640873	1.135841	0.0357011	0.0148528	0.00957557	0.0289599	0.0239346	0.0494389	0.0343768	0.0988907	0.0991615	0.0276961	0.0518251	0.0100607	0.0977947	0.108896	0.05877105	0.2236725	0.000747752	0.346935	0.343175	0.00505034	0.139207	0.164885	41.571	0.01906779	0.163234	0.514093	1.01931	2.30337	0.268001	0.34169	0.186843	0.203466	0.2427402	0.07855226
860	6.01321	0	6.01321	7.889469	1.060583	0.0496432	0.0149773	0.017281	0.0393891	0.0280359	0.0406298	0.0756121	0.0815862	0.150265	0.0483037	0.0722117	0.0180431	0.072268	0.111841	0.0493903	0.2023834	0.0010299	0.332732	0.141079	0.00214611	0.166202	0.35681	39.08017	0.008488712	0.148881	0.494233	1.00936	2.34753	0.0631526	0.251566	0.431195	0.254086	0.2108721	0.04025527
870	22.3493	0	22.3493	1.405483	0.8344618	0.0191715	0.00976143	0.00546955	0.0168945	0.00986102	0.0235823	0.0705432	0.0202194	0.0705097	0.039826	0.0129414	0.0150484	0.0596249	0.0642039	0.02256723	0.2606744	0.0110054	0.208743	0.208117	0.00335991	0.166256	0.402518	8.550958	0.006701147	0.102868	0.420647	0.966065	2.51042	0.0576686	0.298044	0.223935	0.420353	0.2673756	0.02506268
880	27.7895	0	27.7895	5.922878	0.8728315	0.00755837	0.00265946	0.00254522	0.00697737	0.00364657	0.010014	0.0441745	0.0297971	0.0222162	0.00919219	0.00833222	0.00509868	0.0180127	0.0614954	0.02356847	0.3410574	0.00977808	0.237624	0.152374	0.000736856	0.330517	0.268971	11.73421	0.01019452	0.110936	0.434884	0.975259	2.47892	0.0905893	0.463292	0.252242	0.193876	0.3512519	0.02902338
890	24.0438	0	24.0438	15.54136	1.015581	0.00846562	0.0027171	0.0056465	0.0065515	0.00233073	0.0179591	0.0416429	0.0499242	0.0188966	0.0153385	0.0119699	0.00673459	0.0132126	0.057388	0.02768459	0.09584216	0.000723828	0.316938	0.0725982	0.0154255	0.361839	0.232475	29.43453	0.0084429	0.140052	0.481386	1.00253	2.37603	0.0559641	0.68492	0.226442	0.0326735	0.1042851	0.08095982
900	24.6475	0	24.6475	18.84369	1.011517	0.00696099	0.00104082	0.00533062	0.0110053	0.00145259	0.0100782	0.028682	0.0386428	0.0188086	0.0110936	0.00699622	0.0203996	0.0115418	0.0468572	0.02077099	0.07912477	0.000211025	0.255546	0.0520335	0.0743811	0.535173	0.0826551	33.03344	0.003935135	0.139246	0.480186	1.00188	2.37869	0.0292846	0.433032	0.465583	0.0721005	0.08305991	0.04737707
910	22.1798	0	22.1798	24.27803	1.513599	0.0157337	0.000936975	0.00586081	0.0072326	0.000935093	0.00526581	0.0219435	0.0273926	0.0521892	0.0068589	0.00525481	0.024119	0.0100624	0.0476794	0.01724828	0.04006616	0.00170038	0.0278728	0.236514	0.336824	0.280245	0.116844	27.6198	0.008101004	0.227416	0.590804	1.05121	2.13057	0.0161394	0.317731	0.634271	0.0318592	0.04816716	0.1681852
920	33.1549	0	33.1549	18.12979	1.685974	0.00334815	0.000484404	0.00964834	0.00532422	0.00073237	0.00295285	0.00803415	0.00993742	0.0172986	0.00382381	0.0029248	0.0140607	0.00560934	0.0245276	0.01177433	0.04488934	0.000259602	0.0225862	0.332503	0.136798	0.343099	0.164754	33.55433	0.003311111	0.252675	0.616844	1.0597	2.07078	0.0462289	0.290278	0.464008	0.199485	0.04820045	0.06869461
930	29.68	0	29.68	14.94768	1.717494	0.0055581	0.000571969	0.0112807	0.00761055	0.00301443	0.0040074	0.0220501	0.0202317	0.0319894	0.0103186	0.00479739	0.00651337	0.0084505	0.0395654	0.01457186	0.01986327	0.000221902	0.0210628	0.228357	0.134715	0.123226	0.492417	17.63447	0.001016876	0.257051	0.621164	1.061	2.06079	0.0385666	0.420374	0.34586	0.1952	0.02088015	0.04870063
940	20.3883	0	20.3883	18.96879	1.594251	0.00613515	0.00107821	0.0290164	0.0027773	0.00457616	0.0104091	0.0232418	0.0335625	0.0584497	0.0154142	0.0051143	0.0101641	0.0134375	0.0644198	0.01650212	0.02480507	0.000787201	0.00644391	0.111763	0.15605	0.285248	0.439708	28.05625	0.002986388	0.239522	0.603528	1.05551	2.10144	0.0174112	0.451905	0.476722	0.0539613	0.02779146	0.107457
950	11.7803	0	11.7803	21.0687	1.433749	0.00965361	0.00148034	0.0555051	0.0047116	0.0075152	0.0186218	0.0803425	0.0596913	0.125237	0.0316824	0.0146779	0.0128999	0.0143995	0.0717186	0.02890347	0.02469865	0.000303813	0.00342803	0.154789	0.201949	0.497888	0.141643	27.60171	0.001858002	0.214904	0.577144	1.04628	2.16167	0.0841506	0.534467	0.305246	0.0761364	0.02655665	0.06996373
960	23.4412	0	23.4412	13.70066	1.271324	0.00349505	0.0014887	0.0317742	0.0015871	0.00532169	0.00661287	0.0258847	0.00879822	0.058862	0.0414802	0.00461723	0.00392004	0.00509415	0.0589443	0.02648385	0.1174354	0.000363385	0.00561755	0.148778	0.331339	0.320281	0.193621	41.01322	0.003956253	0.187741	0.545468	1.0336	2.23319	0.107375	0.0284194	0.0697991	0.794406	0.1213917	0.03259082
970	22.3373	0	22.3373	8.025181	1.253882	0.00459464	0.00322052	0.0379141	0.00188066	0.00263174	0.00636039	0.0301046	0.0131781	0.0611527	0.0781619	0.00779856	0.00440792	0.00248888	0.0953723	0.02711959	0.0472352	0.000189767	0.00399395	0.180446	0.311091	0.431102	0.0731783	14.13316	0.001400139	0.184682	0.541709	1.03198	2.24163	0.120952	0.131767	0.231096	0.516185	0.04863534	0.0287885
980	27.0713	0	27.0713	2.103447	1.322479	0.0036634	0.00580783	0.0459343	0.00283934	0.00279995	0.00641148	0.025801	0.0264401	0.100235	0.0775028	0.00575885	0.00378448	0.00241444	0.0806656	0.03119767	0.1735111	0.00106647	0.00401273	0.176209	0.469596	0.284705	0.0644097	3.679398	0.0008328385	0.196551	0.556069	1.03804	2.20934	0.0707204	0.054722	0.773483	0.101075	0.1743439	0.004776986
990	27.0372	0	27.0372	4.721206	1.404435	0.00517227	0.00694599	0.0726493	0.00344376	0.00281266	0.00632753	0.0233145	0.0358638	0.0361547	0.0316001	0.00284372	0.00322953	0.00328343	0.0687073	0.03571786	0.1020065	0.000888477	0.000677192	0.401054	0.324854	0.0444422	0.228084	5.280678	0.0007131839	0.210175	0.571836	1.04428	2.17371	0.0241125	0.0502608	0.461604	0.464023	0.1027197	0.006943009
1000	23.9739	0	23.9739	6.806629	1.211848	0.00574813	0.00958746	0.0871229	0.00707695	0.00308369	0.00722135	0.0309009	0.0275389	0.0221563	0.0162777	0.00291911	0.0104366	0.00482942	0.0622018	0.03168154	0.258007	0.00882411	0.000841319	0.14488	0.39264	0.196447	0.256368	9.684561	0.001563058	0.177194	0.532324	1.02783	2.26266	0.0174563	0.603251	0.321481	0.0578116	0.2595701	0.00602172
1010	20.0595	0	20.0595	6.207585	1.18797	0.0110002	0.0208329	0.105805	0.00459915	0.00332816	0.0125518	0.0406403	0.0455978	0.0341922	0.0204319	0.00689243	0.0141362	0.00405039	0.0851409	0.02412544	0.2630483	0.00772093	0.00128013	0.155772	0.38036	0.29027	0.164597	6.344244	0.001747744	0.172866	0.526779	1.0253	2.27506	0.0195924	0.534534	0.377859	0.068014	0.264796	0.006600342
1020	28.8292	0	28.8292	18.48507	1.053799	0.00493533	0.02316	0.050667	0.00191275	0.00123876	0.0061458	0.00893816	0.0174099	0.00927715	0.00814252	0.00462452	0.00448022	0.00180828	0.0347378	0.01405251	0.06824548	0.0221352	0.00113765	0.363593	0.272465	0.138765	0.201905	19.3969	0.003929738	0.147562	0.492346	1.00837	2.35172	0.0210122	0.484242	0.460013	0.0347331	0.07217521	0.0544472
1030	26.8565	0	26.8565	22.95771	1.057585	0.00502434	0.0166799	0.0227842	0.00181242	0.00286518	0.00297249	0.00440218	0.0181091	0.00995723	0.0217476	0.00425182	0.00668993	0.00125618	0.0246404	0.01448126	0.06061661	0.0194675	0.0010519	0.381497	0.168372	0.0870575	0.342554	32.68002	0.0056882	0.148299	0.493401	1.00892	2.34938	0.0422206	0.626246	0.297192	0.0343416	0.06630481	0.08578865
1040	16.6524	0	16.6524	30.14419	1.253997	0.0157508	0.0430306	0.0550113	0.00793567	0.00958058	0.00442345	0.0174291	0.0222518	0.0261567	0.0332382	0.00597675	0.0163033	0.00262879	0.0676601	0.01506651	0.03160316	0.0190046	0.000990319	0.462797	0.0405358	0.288432	0.18824	31.74854	0.009629099	0.184702	0.541734	1.03199	2.24157	0.0480115	0.383108	0.230438	0.338443	0.04123226	0.2335332
1050	23.5425	0	23.5425	14.19128	1.194957	0.014703	0.0405491	0.0225623	0.00795909	0.00537174	0.00304643	0.0145861	0.019939	0.0206324	0.0264513	0.0059872	0.0187391	0.00206459	0.0267081	0.01947458	0.03913042	0.0131814	0.000666054	0.26369	0.0291981	0.486518	0.206746	35.94731	0.01165945	0.174138	0.528418	1.02605	2.27139	0.0236599	0.462288	0.0412894	0.472762	0.05078987	0.2295625
1060	19.2967	0	19.2967	26.59635	0.8521775	0.057806	0.0520901	0.0188511	0.00712999	0.00433084	0.00371404	0.0151767	0.0375345	0.0188814	0.0285083	0.00565347	0.0218279	0.00161499	0.0253507	0.02077634	0.04088352	0.00372572	0.000110766	0.0941753	0.0162724	0.0491543	0.836562	36.12402	0.0119316	0.106603	0.427323	0.970426	2.49565	0.208775	0.147137	0.385507	0.258581	0.05281512	0.2259126
1070	25.6044	0	25.6044	16.35639	1.065552	0.0403233	0.0267729	0.0142124	0.00846134	0.00289396	0.00202965	0.00819115	0.0483591	0.013324	0.0208664	0.00265201	0.0173282	0.000683203	0.0124431	0.01788614	1.662126e-05	0.00275358	0.000378993	0.169206	0.126155	0.356652	0.344854	37.66803	0.08370725	0.149845	0.495606	1.01007	2.34448	0.267376	0.113165	0.100014	0.519445	0.08372387	0.9998015
1080	28.0221	0	28.0221	9.96041	1.246362	0.0284085	0.0309519	0.00996831	0.0163996	0.00515679	0.00259334	0.00903592	0.0399665	0.0208135	0.0159552	0.00306606	0.0422451	0.00110954	0.00578537	0.0145831	-0.0236477	0.0122336	0.000517343	0.114783	0.0682689	0.145395	0.658802	13.35698	0.08222336	0.183354	0.540064	1.03126	2.24532	0.279144	0.0782818	0.107804	0.534771	0.05857567	1.403712
1090	33.9669	0	33.9669	10.05925	1.073712	0.021575	0.0142212	0.00445248	0.00599982	0.00168935	0.00151775	0.00401007	0.013823	0.0156678	0.0086996	0.00364627	0.0530607	0.00052596	0.00224558	0.01521057	-0.1678214	0.015018	0.00116522	0.446433	0.165101	0.0940906	0.278192	16.92598	0.2027142	0.151422	0.497839	1.01122	2.33952	0.15584	0.0444	0.410939	0.388821	0.03489279	5.809629
1100	32.5285	0	32.5285	4.571718	0.9783823	0.0151394	0.021082	0.00400147	0.00794183	0.000935994	0.00228797	0.00564452	0.00901725	0.0253822	0.0165883	0.00690297	0.0643429	0.00058213	0.00193687	0.01602621	-0.3214523	0.0908495	0.00116875	0.253617	0.213218	0.0306375	0.410509	18.20315	0.3334411	0.132621	0.470156	0.996324	2.4009	0.536271	0.0077498	0.251447	0.204532	0.01198885	27.8126
1110	29.2752	0	29.2752	3.283429	1.227218	0.0213638	0.0245433	0.0056369	0.0112511	0.00110992	0.00552377	0.0106567	0.0130174	0.0308669	0.0296336	0.00921292	0.0529178	0.000801098	0.00411804	0.02288647	-0.4851768	0.050534	0.000843466	0.392596	0.307243	0.00960543	0.239178	5.478068	0.5023521	0.179951	0.53581	1.02939	2.25485	0.409364	0.0398413	0.433551	0.117244	0.01717531	29.24851
1120	23.0294	0	23.0294	12.78349	0.952611	0.0177152	0.035658	0.00649532	0.0199063	0.00160142	0.00570476	0.020015	0.0260795	0.0592613	0.0200259	0.00916049	0.0449748	0.000872441	0.00371548	0.02033664	-0.2679714	0.0448652	0.00339358	0.158716	0.310934	0.0286349	0.453457	41.94877	0.2902718	0.127404	0.462029	0.991681	2.41889	0.209994	0.12402	0.390173	0.275813	0.02230041	13.01643
1130	33.5286	0	33.5286	5.305982	0.9824973	0.00937813	0.0479219	0.00612701	0.011712	0.0012157	0.0023315	0.00940698	0.012618	0.0292934	0.00915509	0.00661648	0.0337496	0.000580455	0.00263183	0.01044651	-0.09767778	0.0294006	0.00728436	0.161065	0.336299	0.0229692	0.442982	10.37203	0.1606115	0.133448	0.471427	0.997038	2.39809	0.0513829	0.23008	0.0543211	0.664216	0.06293367	2.552075
1140	28.6686	0	28.6686	5.780801	0.9209295	0.020028	0.0540273	0.012069	0.0227965	0.00287543	0.00361807	0.00696412	0.0236668	0.0117847	0.0103584	0.0124085	0.0452746	0.00155659	0.00303976	0.01388566	0.04592751	0.0723657	0.00339582	0.15286	0.390538	0.0169661	0.363875	16.21762	0.06319341	0.12092	0.451623	0.985554	2.4419	0.0492742	0.692976	0.0218444	0.235905	0.1091209	0.5791136
1150	25.3479	0	25.3479	9.144776	0.7190609	0.0237404	0.0736573	0.0156511	0.00982823	0.00688598	0.00191314	0.00597928	0.0114959	0.00872349	0.0138887	0.00893656	0.0544575	0.00279422	0.00498201	0.01861909	0.2144027	0.0551211	0.0142579	0.227035	0.494134	0.0847132	0.12474	9.247389	0.1322292	0.0782634	0.372386	0.931732	2.61762	0.48762	0.231514	0.00491885	0.275948	0.3466319	0.3814686
1160	14.7388	0	14.7388	19.93481	0.8580913	0.0244095	0.082331	0.0252925	0.0108148	0.00807813	0.00107398	0.0029977	0.022233	0.00437483	0.0245785	0.00706665	0.121749	0.00337096	0.00492929	0.02576879	0.07403786	0.017232	0.0135729	0.449757	0.213055	0.181652	0.124731	45.42639	0.08217999	0.107846	0.429511	0.971837	2.49081	0.684163	0.201106	0.00806646	0.106665	0.1562179	0.5260602
