Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
79	1	-3513.84	-3339.94	-173.897	7.367009	0.3462357	0.01498068	0.06440718	0.0308469	0.506981	0.00144018	7.9715e-05	0.446308	0.0143437	11.05474	0.1399875	6	37.51662	0.4017936	0.00978232	0.140626	0.665877	3.18372	0.295416	0.288559	0.137731	0.278294	0.2043947	0.6848882
80	0	-3568.4	-3370.86	-197.538	9.056885	0.2161144	0.02255283	0.07039944	0.0284148	0.504846	0.000347946	0.00213423	0.460773	0.00348397	10.81237	0.08120934	4	47.39493	0.4031553	0.000888798	0.0435583	0.424394	3.53116	0.294855	0.312315	0.121614	0.271216	0.1516088	0.5356506
81	1	-3500.14	-3329.38	-170.761	6.107036	0.3388539	0.01605749	0.04558996	0.0332363	0.468793	0.00155173	8.58896e-05	0.480879	0.0154548	11.05474	0.1477961	6	37.27083	0.4340219	0.00896929	0.134868	0.655639	3.20052	0.29093	0.297684	0.137319	0.274067	0.1933861	0.7642542
82	0	-3566.38	-3372.22	-194.159	7.166541	0.2262658	0.02654696	0.04053936	0.0257382	0.551488	0.000315171	0.00193319	0.41737	0.00315579	10.81237	0.1151386	3	48.05663	0.4031553	0.00118369	0.0501688	0.448694	3.49995	0.290379	0.307573	0.134949	0.267098	0.1556779	0.7395947
83	1	-3502.58	-3329.34	-173.236	6.107036	0.3388539	0.01497663	0.07668465	0.0332456	0.468924	0.0012727	8.59136e-05	0.481013	0.0154591	11.06722	0.1672763	6	37.5617	0.4058358	0.00896929	0.134868	0.655639	3.20052	0.285211	0.304736	0.136874	0.273179	0.2439609	0.6856683
84	0	-3567.68	-3369.12	-198.561	7.166541	0.2277792	0.02407578	0.03598384	0.0244344	0.573716	0.000299205	0.00232671	0.396227	0.00299593	10.81237	0.1529738	4	48.17794	0.4658899	0.00123264	0.0511804	0.452227	3.49536	0.284028	0.304259	0.138194	0.273519	0.1889577	0.8095666
85	1	-3504.23	-3328.26	-175.969	6.107036	0.3204449	0.01497663	0.09454634	0.0331524	0.46761	0.000995843	0.000115379	0.482711	0.0154158	11.058	0.1388424	6	37.72498	0.5426717	0.00709958	0.120465	0.628592	3.24384	0.293913	0.291944	0.152432	0.261711	0.2333888	0.5948976
86	0	-3554.43	-3349.6	-204.834	7.166541	0.2154759	0.02483222	0.03674467	0.0280637	0.569819	0.000297173	0.00374904	0.393536	0.00453551	10.73165	0.1177182	5	48.76306	0.4658899	0.000872132	0.0431533	0.42283	3.53314	0.268551	0.306285	0.130663	0.294501	0.1544629	0.7621133
87	1	-3498.02	-3325.27	-172.744	5.655199	0.3156509	0.01566181	0.04863957	0.0338676	0.477697	0.00101733	0.000117868	0.477464	0.00983598	11.058	0.1321492	6	37.44255	0.4614398	0.00665047	0.116712	0.621174	3.25546	0.288981	0.303827	0.149874	0.257319	0.1807888	0.7309591
88	0	-3551.52	-3345.73	-205.787	7.166541	0.2217598	0.02238863	0.0476892	0.0328383	0.495606	0.000347731	0.00558119	0.460489	0.00513832	10.90443	0.09555972	3	48.49187	0.4658899	0.00104572	0.0471959	0.438037	3.51372	0.276927	0.315838	0.134739	0.272496	0.1432489	0.6670886
89	1	-3501.07	-3329.54	-171.527	5.655199	0.3062652	0.01313384	0.09925251	0.0386698	0.534931	0.00113921	8.43755e-05	0.408957	0.0162183	10.61783	0.1449065	7	37.36937	0.4614398	0.00581728	0.109377	0.606176	3.27863	0.274932	0.322556	0.129331	0.273181	0.244159	0.5934923
90	0	-3549.98	-3345.09	-204.887	6.255346	0.2217598	0.02130988	0.06500073	0.0327705	0.494583	0.000347014	0.00556967	0.459539	0.00719103	10.90443	0.09400568	3	48.68718	0.4106121	0.00104572	0.0471959	0.438037	3.51372	0.273899	0.299999	0.140981	0.285121	0.1590064	0.5912068
91	1	-3496.76	-3324.72	-172.041	7.740472	0.2831546	0.01608616	0.07704074	0.0385981	0.533939	0.00181039	0.00015127	0.409313	0.0161882	10.61783	0.1671183	7	37.74169	0.4614398	0.00402856	0.0914724	0.566398	3.3381	0.272036	0.323845	0.129847	0.274273	0.244159	0.6844649
92	0	-3547.59	-3341.67	-205.928	6.255346	0.2234554	0.01898549	0.0374741	0.0327765	0.494673	0.000347077	0.00613227	0.459622	0.00644925	10.59411	0.09309	3	48.82209	0.4106121	0.00109628	0.0483075	0.442071	3.50853	0.275084	0.301297	0.137264	0.286355	0.1305641	0.7129831
93	1	-3497.09	-3322.67	-174.425	7.004643	0.299531	0.01454187	0.04625087	0.0305978	0.538329	0.00182528	0.000247997	0.412679	0.0163213	11.26278	0.1461576	6	37.31314	0.5852015	0.00525734	0.10413	0.595014	3.2956	0.266752	0.317554	0.127325	0.288369	0.1924085	0.7596215
94	0	-3548.25	-3342.25	-205.999	6.255346	0.2234554	0.02064507	0.06308951	0.0206467	0.501117	0.000144234	0.00594867	0.46561	0.00653327	10.59411	0.08631443	2	47.34822	0.4106121	0.00109628	0.0483075	0.442071	3.50853	0.272228	0.302484	0.137805	0.287483	0.1494039	0.5777253
95	1	-3496.07	-3323.83	-172.231	6.134026	0.292821	0.0150245	0.00264359	0.0315303	0.558422	0.00180171	0.000232734	0.387279	0.0207339	11.26278	0.1696029	5	37.39076	0.5852015	0.00473106	0.0989232	0.583547	3.3128	0.26456	0.326026	0.123414	0.286001	0.1722465	0.9846523
96	0	-3547.64	-3343.66	-203.975	6.255346	0.2153753	0.01928374	0.09752937	0.020644	0.501051	0.000144215	0.0063295	0.465548	0.00628301	11.07113	0.082832	2	47.49263	0.4106121	0.000869527	0.0430896	0.422583	3.53346	0.272534	0.302824	0.136834	0.287807	0.1803614	0.4592558
97	1	-3496.12	-3321.52	-174.599	8.292266	0.2658918	0.01279343	0.02330119	0.0312649	0.56259	0.00239697	0.000234471	0.39017	0.0133429	12.13888	0.1480004	6	37.44802	0.5852015	0.00293657	0.0783832	0.533823	3.38486	0.259688	0.320021	0.142094	0.278197	0.1713016	0.8639757
98	0	-3544.91	-3341.77	-203.148	6.255346	0.2134567	0.0201954	0.1053437	0.0233945	0.567808	0.000123887	0.00717281	0.39438	0.00712012	11.18762	0.0750177	2	46.90085	0.4106121	0.000820851	0.0418814	0.417858	3.53944	0.272534	0.302824	0.136834	0.287807	0.1803614	0.4159299
99	1	-3492.83	-3319.34	-173.49	6.848064	0.269374	0.01502071	-0.02963523	0.0284168	0.533532	0.00365278	0.000230178	0.419812	0.0143566	11.7001	0.2155976	6	37.33003	0.5852015	0.0031402	0.0809958	0.540602	3.37526	0.268686	0.290872	0.148907	0.291535	0.1859624	1.159361
100	0	-3535.27	-3340.41	-194.858	6.255346	0.2274424	0.01809412	0.08462274	0.0254001	0.530953	0.000100071	0.00762513	0.428191	0.00773054	11.18762	0.1034808	3	47.97432	0.4106121	0.00122163	0.0509548	0.451443	3.49638	0.272534	0.302824	0.136834	0.287807	0.1881036	0.5501269
101	1	-3491.32	-3318.56	-172.76	6.889162	0.2676807	0.01550731	0.002806162	0.0323856	0.468383	0.00416294	0.000262325	0.478445	0.0163617	12.2937	0.1831562	6	37.40775	0.5852015	0.00304014	0.0797234	0.537319	3.37992	0.268686	0.290872	0.148907	0.291535	0.1859624	0.9849101
102	0	-3535.61	-3340.14	-195.471	6.255346	0.2258245	0.01883301	0.04865946	0.0263318	0.531694	0.00010021	0.00534538	0.428788	0.00774132	11.30658	0.1094071	3	47.18344	0.4106121	0.00116967	0.0498751	0.447659	3.5013	0.298366	0.305111	0.13764	0.258883	0.1580665	0.6921584
103	1	-3491.56	-3316.71	-174.85	6.266648	0.2676807	0.01318844	0.02321293	0.0323256	0.467516	0.00599949	0.000269193	0.477559	0.0163314	13.28644	0.2033915	6	37.44615	0.5576585	0.00304014	0.0797234	0.537319	3.37992	0.267447	0.304999	0.137363	0.290191	0.2266045	0.8975619
104	0	-3535.58	-3341.76	-193.82	6.255346	0.2329165	0.01970531	0.03060208	0.0262916	0.530881	0.000133714	0.00683095	0.428133	0.00772949	11.01116	0.1014252	3	46.39641	0.4283509	0.00140885	0.0546608	0.464048	3.47988	0.303106	0.309958	0.123942	0.262995	0.1320273	0.7682139
105	1	-3488.56	-3316.04	-172.521	6.266648	0.2787492	0.01318844	0.08276142	0.0355641	0.465951	0.00597941	0.000268292	0.47596	0.0162767	13.28644	0.167219	6	37.44615	0.5576585	0.00373016	0.088102	0.558327	3.34984	0.280284	0.299654	0.134956	0.285106	0.2499805	0.6689284
106	0	-3536.53	-3344.49	-192.04	7.392441	0.2284591	0.01624541	0.03574924	0.0264487	0.534054	7.35947e-05	0.00638302	0.424019	0.00902176	11.87047	0.09651972	4	46.41085	0.4453707	0.00125507	0.051637	0.453807	3.4933	0.293602	0.314185	0.125632	0.266581	0.132269	0.7297231
107	1	-3492.49	-3317.78	-174.71	7.550335	0.2697473	0.01227151	-0.0173731	0.035564	0.465951	0.0059794	0.00026917	0.47596	0.0162767	13.28644	0.2218876	6	37.67406	0.5088672	0.00316252	0.0812768	0.541322	3.37424	0.271963	0.290759	0.160635	0.276643	0.2045145	1.084948
108	0	-3532.66	-3341.76	-190.901	5.87356	0.22676	0.01624541	0.04165585	0.0252842	0.51054	7.03543e-05	0.00620643	0.449275	0.00862453	11.09899	0.0954854	4	45.74287	0.4453707	0.00119953	0.0504984	0.44985	3.49845	0.277678	0.326635	0.135194	0.260492	0.1371413	0.6962559
109	1	-3489	-3316.74	-172.264	6.217404	0.2636582	0.01296724	-0.01117753	0.0293409	0.46757	0.00886709	0.000274564	0.477614	0.0163333	13.40239	0.2218659	6	37.28271	0.5088672	0.00281034	0.0767158	0.529417	3.39106	0.273749	0.292668	0.16169	0.271894	0.2106884	1.053052
110	0	-3532.47	-3340.5	-191.974	5.87356	0.2234908	0.01908262	0.05189091	0.0238378	0.564737	9.87962e-05	0.00686528	0.397817	0.00664434	11.09899	0.06953522	4	44.61691	0.4164862	0.00109735	0.0483309	0.442155	3.50842	0.296826	0.2961	0.12862	0.278454	0.1214261	0.5726545
111	1	-3489.91	-3314.99	-174.926	6.217404	0.2490167	0.01586845	0.06587073	0.0237612	0.470205	0.00891705	0.000386243	0.480305	0.0164253	12.96732	0.1772419	5	37.65941	0.5088672	0.00206625	0.0659808	0.499407	3.43255	0.276086	0.295167	0.154531	0.274216	0.2431127	0.7290526
112	0	-3526.88	-3339.79	-187.092	7.099271	0.2210309	0.01916318	0.06009654	0.0250776	0.562898	6.49409e-05	0.00684293	0.396522	0.00859528	10.81272	0.1255714	2	44.11591	0.4164862	0.00102447	0.0467206	0.436294	3.51596	0.296826	0.2961	0.12862	0.278454	0.185668	0.6763225
113	1	-3492.99	-3315.89	-177.105	6.219235	0.2478594	0.01491698	0.1027932	0.0268445	0.53122	0.0100742	0.000436363	0.417263	0.0141614	12.56048	0.1403195	4	37.95923	0.5088672	0.00201349	0.0651485	0.49695	3.43589	0.272138	0.290946	0.152321	0.284594	0.2431127	0.5771789
114	0	-3521.77	-3337.75	-184.021	5.973797	0.2194854	0.02006279	0.03262042	0.0249248	0.55947	5.68413e-05	0.00639585	0.394107	0.0150455	10.81272	0.1318938	3	43.14719	0.4672089	0.000980401	0.0457183	0.432579	3.52072	0.283065	0.301895	0.131137	0.283903	0.1645143	0.8017168
115	1	-3495.48	-3316.32	-179.154	5.917425	0.2517355	0.01531847	0.1151562	0.0286818	0.529783	0.00865924	0.000435183	0.416135	0.0163059	12.56048	0.1403195	4	38.37086	0.612268	0.00219363	0.0679461	0.505131	3.42473	0.272138	0.290946	0.152321	0.284594	0.2554757	0.5492479
116	0	-3518	-3332.8	-185.198	5.973797	0.2330328	0.01874118	0.1132025	0.0249247	0.559467	6.30225e-05	0.00639581	0.394104	0.0150454	10.99635	0.09454673	3	42.29649	0.5307819	0.00141302	0.0547404	0.464313	3.47953	0.289635	0.308901	0.13418	0.267283	0.2077492	0.4551003
117	1	-3488	-3314.99	-173.015	5.434112	0.2525946	0.01478111	0.08141202	0.0206107	0.534185	0.00873119	0.000438799	0.419593	0.0164413	12.87536	0.1415848	4	38.36812	0.612268	0.00223489	0.06857	0.506925	3.42227	0.308973	0.282446	0.1323	0.27628	0.2229969	0.6349185
118	0	-3522.73	-3332.15	-190.572	6.40409	0.2242631	0.01986449	0.1634742	0.0254477	0.554497	6.43449e-05	0.00653002	0.402374	0.0110862	10.99635	0.1086461	3	42.81498	0.5307819	0.00112094	0.0488402	0.443983	3.50606	0.283188	0.302026	0.129807	0.284979	0.2721202	0.3992576
119	1	-3484.33	-3314.92	-169.408	5.434112	0.2523384	0.01550435	0.01725216	0.0194171	0.534836	0.00874183	0.000439334	0.420104	0.0164614	12.50861	0.1509845	4	38.26441	0.4906413	0.00222253	0.0683838	0.506391	3.423	0.286202	0.287661	0.144755	0.281381	0.1682367	0.897453
120	0	-3518.29	-3332.34	-185.949	7.568689	0.2422571	0.01984377	0.1107224	0.0226829	0.494253	7.76606e-05	0.00809028	0.46492	0.00997645	10.99635	0.1100293	4	42.46601	0.5307819	0.00177033	0.061158	0.48487	3.4522	0.277831	0.296312	0.146268	0.279588	0.2207516	0.4984301
121	1	-3487.31	-3315.8	-171.512	5.434112	0.2521922	0.01600052	0.03975498	0.0194332	0.535278	0.00874905	0.000528584	0.420451	0.0155598	12.2902	0.150767	4	38.05158	0.6135387	0.0022155	0.0682776	0.506086	3.42342	0.285578	0.287034	0.146619	0.280768	0.190522	0.7913365
122	0	-3516.63	-3331.87	-184.764	6.002304	0.2461521	0.01917536	0.05684839	0.0340621	0.488552	5.72692e-05	0.00791028	0.459557	0.00986137	10.99635	0.1276734	3	43.1006	0.5307819	0.00193725	0.0639255	0.493301	3.44084	0.277831	0.296312	0.146268	0.279588	0.1845218	0.6919151
123	1	-3492.4	-3320.16	-172.241	5.434112	0.2570299	0.01556882	0.01847912	0.027266	0.530756	0.00867514	0.000975264	0.416899	0.0154283	10.87079	0.1916869	5	37.70704	0.6135387	0.00245571	0.0718117	0.516078	3.40965	0.285578	0.287034	0.146619	0.280768	0.210166	0.9120737
124	0	-3517.41	-3330.28	-187.132	6.002304	0.2621025	0.01806918	0.07287552	0.0326084	0.467702	5.4825e-05	0.00757268	0.482622	0.0094405	11.4405	0.1382973	3	42.85639	0.5307819	0.00272443	0.0755588	0.526323	3.39539	0.277831	0.296312	0.146268	0.279588	0.2111728	0.654901
125	1	-3492.54	-3320.8	-171.74	5.434112	0.2460125	0.01597329	0.05298069	0.027266	0.530756	0.00867514	0.000975264	0.416899	0.0154283	10.66248	0.150103	5	37.30202	0.5207939	0.0019311	0.0638257	0.493001	3.44124	0.288283	0.289753	0.138538	0.283427	0.2030837	0.7391189
126	0	-3517.82	-3331.91	-185.907	6.002304	0.2414272	0.01990435	0.09515161	0.0291089	0.443482	4.89412e-05	0.00675999	0.512173	0.00842736	11.4405	0.1425601	3	42.29247	0.4324243	0.00173601	0.0605725	0.483055	3.45464	0.303041	0.304052	0.145846	0.247061	0.2377118	0.5997185
127	1	-3490.15	-3321.96	-168.188	5.434112	0.2499893	0.01613743	0.03937628	0.028239	0.51267	0.0103252	0.00101007	0.431777	0.0159789	10.66248	0.1272774	5	37.31507	0.4793227	0.00211126	0.0666822	0.501463	3.42974	0.271633	0.29421	0.146369	0.287788	0.1666537	0.7637239
128	0	-3509.08	-3330.03	-179.045	6.002304	0.2370516	0.01765289	0.08049666	0.02923	0.445327	3.83994e-05	0.00678812	0.514305	0.00431131	10.97282	0.1425601	4	42.34591	0.4324243	0.00156222	0.0575115	0.473372	3.46755	0.306308	0.296564	0.139247	0.257881	0.2230568	0.6391203
129	1	-3489.84	-3322.38	-167.463	5.434112	0.2437058	0.01613743	0.1096115	0.0271682	0.49323	0.00993365	0.000971766	0.452833	0.015863	9.99374	0.1272774	5	38.35626	0.4793227	0.00183128	0.0621836	0.488023	3.44796	0.27329	0.296005	0.141163	0.289543	0.2368889	0.5372874
130	0	-3506.68	-3329.67	-177.012	6.002304	0.21858	0.01734045	0.01176699	0.0283182	0.463215	4.99533e-05	0.00657637	0.498261	0.00357949	10.41609	0.1633139	4	42.00951	0.4324243	0.000955195	0.0451347	0.430392	3.52352	0.306066	0.29712	0.139137	0.257677	0.1750809	0.9327911
131	1	-3488.39	-3318.8	-169.584	5.184764	0.2532332	0.0168465	0.09786538	0.0272176	0.494126	0.0099517	0.000973532	0.453656	0.0140754	10.92116	0.1190203	5	38.1502	0.4105446	0.00226588	0.0690347	0.508255	3.42044	0.276213	0.299171	0.131977	0.29264	0.2168857	0.5487697
132	0	-3510.74	-3330.2	-180.534	6.002304	0.2202106	0.01734045	0.0475281	0.0294283	0.481374	0.000104616	0.00683417	0.480025	0.00223428	11.88895	0.1601951	2	42.63108	0.3437422	0.00100092	0.0461877	0.434325	3.51849	0.299581	0.304231	0.135739	0.260449	0.2077232	0.771195
133	1	-3490	-3319.37	-170.63	5.184764	0.2710939	0.0152126	0.1222754	0.0267193	0.503388	0.0097695	0.000955708	0.44535	0.0138177	10.92116	0.1190203	4	38.52108	0.4701663	0.00324386	0.0822919	0.543911	3.37055	0.270299	0.292765	0.150562	0.286374	0.2412957	0.493255
134	0	-3508.58	-3326.87	-181.708	6.002304	0.2078943	0.01681282	0.08132098	0.0294204	0.481245	0.000254788	0.00683234	0.479896	0.00235207	11.88895	0.1120483	2	42.08467	0.3437422	0.000690418	0.0384503	0.403945	3.55691	0.296685	0.30129	0.144095	0.257931	0.1933693	0.5794524
135	1	-3488.43	-3318.6	-169.831	4.796173	0.2710939	0.01746413	0.05040118	0.0260402	0.503579	0.00977321	0.00173287	0.44552	0.0133548	11.2139	0.1485832	4	38.93779	0.4701663	0.00324386	0.0822919	0.543911	3.37055	0.264739	0.307313	0.147465	0.280483	0.1989844	0.7467079
136	0	-3509.49	-3328.35	-181.143	10.16925	0.2108935	0.01609056	0.0593863	0.0269094	0.440171	0.000233042	0.00624921	0.524286	0.00215133	12.35297	0.1434056	2	41.28962	0.3841127	0.000758801	0.0402869	0.411486	3.54747	0.292103	0.296637	0.157313	0.253948	0.2027919	0.7071565
137	1	-3485.55	-3320.23	-165.321	4.796173	0.2580428	0.01656989	0.06138295	0.0261016	0.504766	0.010724	0.00300068	0.44657	0.00883782	11.1593	0.1291173	5	38.47748	0.4701663	0.00250798	0.0725567	0.518143	3.40679	0.273668	0.317678	0.152439	0.256215	0.1905003	0.6777802
138	0	-3513.96	-3333.23	-180.73	5.379368	0.224918	0.01496263	0.05365294	0.0276113	0.395662	0.00023912	0.00926801	0.566119	0.00110055	15.10522	0.1525514	1	41.28365	0.3841127	0.00114121	0.0492734	0.445528	3.50406	0.291478	0.296003	0.156977	0.255542	0.2062044	0.739807
139	1	-3482.86	-3314.78	-168.079	4.796173	0.2699655	0.01564175	0.06329821	0.0261081	0.504892	0.0107267	0.00275265	0.446681	0.00884001	13.6223	0.1180005	5	38.88145	0.5052384	0.00317562	0.0814412	0.541743	3.37364	0.26648	0.309334	0.148435	0.275751	0.1812987	0.6508624
140	0	-3511.21	-3329.06	-182.146	5.379368	0.2148894	0.01573769	0.02368889	0.0276078	0.395612	0.00023909	0.00926684	0.566047	0.00122668	15.90963	0.1506562	1	40.44516	0.3841127	0.000857018	0.0427825	0.42139	3.53497	0.292912	0.297459	0.157749	0.251879	0.1743451	0.8641264
141	1	-3481.32	-3312.66	-168.664	5.723512	0.2504188	0.01462399	0.0908659	0.0260264	0.503311	0.0106931	0.00274404	0.445283	0.0119424	13.6223	0.1035455	5	38.09777	0.59085	0.00213133	0.0669926	0.502368	3.42851	0.283346	0.305681	0.138479	0.272494	0.1944114	0.5326102
142	0	-3512.53	-3330.11	-182.425	5.379368	0.2244754	0.01430918	0.07868933	0.0275869	0.395313	0.000275422	0.00998063	0.565619	0.00122576	14.6875	0.134282	1	41.53452	0.3841127	0.00112748	0.0489804	0.444484	3.50541	0.292912	0.297459	0.157749	0.251879	0.2129714	0.6305169
143	1	-3488.67	-3318.27	-170.4	5.723512	0.2618688	0.0184793	0.07907157	0.0265617	0.500856	0.00937252	0.00273065	0.44311	0.0173691	13.6223	0.09641945	5	38.53448	0.6331272	0.00271167	0.0753853	0.525856	3.39605	0.283346	0.305681	0.138479	0.272494	0.175491	0.5494267
144	0	-3501.62	-3324.29	-177.329	6.176117	0.2289603	0.01580808	0.1219643	0.0276424	0.396107	0.000154237	0.00805234	0.566756	0.00128803	17.4107	0.1155821	2	41.73107	0.4488187	0.00127177	0.0519743	0.454968	3.49179	0.297085	0.287452	0.159996	0.255467	0.2375464	0.4865663
145	1	-3492.63	-3319.08	-173.558	5.175842	0.2549217	0.01748409	0.07907157	0.026506	0.499805	0.00935286	0.00482312	0.44218	0.0173327	13.6223	0.09641945	4	40.17037	0.6331272	0.00234912	0.0702666	0.51175	3.41563	0.280253	0.302344	0.136968	0.280435	0.175491	0.5494267
146	0	-3501.65	-3323.73	-177.914	6.018932	0.2292541	0.01549108	0.1104545	0.0276466	0.396167	0.000290205	0.00831203	0.566842	0.000741966	17.49691	0.1270919	2	41.67227	0.4488187	0.00128163	0.0521724	0.455648	3.4909	0.270593	0.300984	0.164276	0.264147	0.2375464	0.5350194
147	1	-3489.07	-3318.98	-170.088	4.464163	0.2536069	0.01634235	-0.01472984	0.0255836	0.534306	0.00902741	0.0046553	0.409698	0.0167296	13.07724	0.1416866	4	39.49944	0.5075343	0.00228413	0.0693068	0.50903	3.41938	0.280253	0.302344	0.136968	0.280435	0.1269567	1.116023
148	0	-3498.9	-3319.75	-179.149	5.48541	0.2186896	0.01352646	0.123427	0.0276416	0.396096	0.000367891	0.00831054	0.56674	0.000844146	19.32632	0.09313053	2	41.93743	0.4488187	0.000958221	0.0452051	0.430657	3.52318	0.296157	0.285883	0.156034	0.261925	0.2165575	0.4300499
149	1	-3489.29	-3317.4	-171.898	5.173659	0.2551366	0.01659974	0.09604477	0.0256209	0.535083	0.00758565	0.00466207	0.410294	0.0167539	13.07724	0.1011758	4	40.43072	0.5075343	0.00235985	0.0704238	0.512194	3.41502	0.280253	0.302344	0.136968	0.280435	0.1972206	0.5130084
150	0	-3501.61	-3323.02	-178.59	5.48541	0.2186896	0.01564207	0.05187514	0.027644	0.39613	0.000464767	0.00831125	0.566788	0.000661557	19.32632	0.1319826	2	42.1623	0.5358493	0.000958221	0.0452051	0.430657	3.52318	0.319071	0.269741	0.161364	0.249825	0.1838578	0.7178518
151	1	-3489.81	-3317.24	-172.572	4.429049	0.2494273	0.01659974	0.07072401	0.0256209	0.535083	0.00758565	0.00466207	0.410294	0.0167539	13.07724	0.07697489	3	39.88704	0.5075343	0.00208517	0.0662767	0.500276	3.43136	0.280253	0.302344	0.136968	0.280435	0.1476989	0.5211609
152	0	-3505.06	-3322.85	-182.206	5.48541	0.2259911	0.01363295	0.07265731	0.0276294	0.395922	0.000745239	0.00867391	0.56649	0.00053938	19.32632	0.1345973	2	42.41119	0.5358493	0.00117495	0.0499859	0.44805	3.50079	0.280935	0.284848	0.170401	0.263816	0.2072546	0.6494296
153	1	-3484.96	-3317.24	-167.718	5.085572	0.2556772	0.01706169	-0.004103478	0.0249627	0.521337	0.00836843	0.0045423	0.424466	0.0163235	13.07724	0.1699602	3	40.23617	0.5547742	0.00238697	0.0708194	0.513306	3.41349	0.280253	0.302344	0.136968	0.280435	0.1658567	1.024741
154	0	-3507.46	-3323.22	-184.244	5.48541	0.21772	0.01325804	0.04741759	0.0276363	0.39602	0.00042826	0.00867606	0.566631	0.000607723	19.32632	0.1494617	2	42.23032	0.5358493	0.000931662	0.0445826	0.428307	3.52618	0.297865	0.278141	0.166389	0.257605	0.1968793	0.759154
155	1	-3483.8	-3314.31	-169.484	5.416201	0.2841006	0.01596364	-0.03859332	0.0250157	0.52032	0.00838622	0.00455195	0.425368	0.0163582	13.71811	0.20445	3	40.46766	0.6484539	0.00409441	0.0921984	0.56811	3.3356	0.280253	0.302344	0.136968	0.280435	0.1658567	1.232691
156	0	-3504.71	-3323.62	-181.09	5.480508	0.2238634	0.01324973	0.08118922	0.0276181	0.395759	0.000427977	0.00867034	0.566257	0.00126755	20.62129	0.124078	3	42.27661	0.5358493	0.00110869	0.0485763	0.443037	3.50728	0.288751	0.282936	0.169257	0.259056	0.2052672	0.6044706
157	1	-3481.8	-3312.56	-169.231	6.729787	0.2840937	0.01547323	0.02221961	0.0235241	0.489294	0.00506664	0.00526791	0.461464	0.0153828	13.71811	0.2100294	5	41.35012	0.5224453	0.00409393	0.0921931	0.568097	3.33562	0.277072	0.310265	0.135413	0.277251	0.232249	0.9043285
158	0	-3503.93	-3321.79	-182.139	5.624355	0.2295591	0.01224952	0.08236395	0.0256755	0.434724	0.000440056	0.011598	0.526429	0.0011337	19.4963	0.1229033	4	42.54004	0.4252486	0.00129192	0.0523783	0.456353	3.48998	0.291589	0.30083	0.161064	0.246517	0.2052672	0.5987477
159	1	-3483.53	-3312.75	-170.773	6.729787	0.2844151	0.01547323	0.04195328	0.0235683	0.490214	0.00507617	0.00438547	0.462332	0.0144242	13.71811	0.2100294	5	40.6003	0.5224453	0.00411644	0.0924399	0.568677	3.33477	0.275288	0.314706	0.134541	0.275466	0.2519826	0.8335073
160	0	-3503.86	-3318.31	-185.552	5.624355	0.2295591	0.01580937	0.04378991	0.0242176	0.435364	0.000464367	0.0116151	0.527204	0.00113537	19.4963	0.1259079	1	42.21665	0.4252486	0.00129192	0.0523783	0.456353	3.48998	0.285622	0.294674	0.157768	0.261936	0.1696978	0.7419536
161	1	-3484.17	-3311.42	-172.744	5.103108	0.2854522	0.01337197	-0.08408764	0.0249583	0.454095	0.00537556	0.00464412	0.4896	0.0213273	16.04118	0.2699469	5	40.96539	0.5224453	0.00418959	0.093237	0.570543	3.33203	0.296124	0.289551	0.145085	0.26924	0.1858592	1.452427
162	0	-3500.2	-3316.38	-183.822	9.400242	0.2116708	0.01611416	0.01046105	0.0242176	0.435364	0.000464367	0.0116151	0.527204	0.00113537	19.4963	0.1579745	1	41.76057	0.4586376	0.00077726	0.040768	0.413425	3.54503	0.305348	0.28514	0.129486	0.280026	0.1684356	0.9378929
163	1	-3482.6	-3312.67	-169.932	5.103108	0.2764256	0.0148635	0.002749362	0.0281406	0.469498	0.0055579	0.00557374	0.469179	0.0220507	15.07666	0.2325695	5	41.19461	0.6199021	0.00357824	0.0863318	0.554005	3.35609	0.296124	0.289551	0.145085	0.26924	0.2353188	0.9883164
164	0	-3497.06	-3317.44	-179.628	6.65778	0.2075047	0.0157788	0.05565125	0.0233589	0.492646	0.000525466	0.0131433	0.469361	0.000965197	19.4963	0.1222229	3	41.62541	0.5486352	0.000681862	0.038214	0.402959	3.55815	0.295516	0.275959	0.157515	0.27101	0.1778741	0.6871313
165	1	-3482.11	-3313.08	-169.03	4.873418	0.2597939	0.01516036	0.09021131	0.0281406	0.469498	0.0055579	0.00557374	0.469179	0.0220507	15.07666	0.1724522	4	40.8918	0.4797442	0.00259998	0.0738485	0.521689	3.40186	0.290734	0.302482	0.142444	0.26434	0.2626635	0.6565518
166	0	-3495.89	-3316.4	-179.489	6.65778	0.2145513	0.01408467	0.02529466	0.023364	0.492754	0.000525581	0.0129356	0.469464	0.000956391	17.65989	0.1289932	3	42.18102	0.5486352	0.000848385	0.0425692	0.420558	3.53602	0.300998	0.276059	0.146906	0.276038	0.1542879	0.8360554
