Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3080	0	-3292.532	-3298.023	5.49129	1.959999	0.186299	0.0320872	0.0523371	0.0701006	0.033219	0.0714	0.0805535	0.102169	0.107268	0.0323824	0.0385278	0.0862685	0.0384153	0.133108	0.0469278	0.05842324	0.1461327	0.015017	0.50013	0.00576999	0.00459787	0.466388	0.00809776	4.144831	0.1168916	-2.840041	0.000319657	0.0262641	0.346965	3.62645	0.301213	0.286474	0.126779	0.285534	0.2630243	0.4444136
3081	1	-3296.799	-3309.218	12.41921	2.070632	0.1710567	0.0321793	0.0304693	0.0603253	0.0196803	0.0504779	0.0416603	0.0151744	0.0565925	0.0231498	0.0436898	0.0361722	0.0448726	0.0196115	0.0271691	0.03084497	0.02904337	0.0169708	0.49446	0.011872	0.0172276	0.44004	0.0194306	7.610642	0.1409564	-3.478781	0.000165065	0.0189207	0.304062	3.67685	0.258245	0.344238	0.127143	0.270375	0.1699997	0.8291564
3082	0	-3293.58	-3300.509	6.928213	1.957499	0.1844891	0.0344838	0.053333	0.0594532	0.0406865	0.0731282	0.0741836	0.149022	0.0748049	0.0300483	0.0414715	0.0136408	0.0991736	0.030919	0.103658	0.06008759	-0.0578407	0.0111089	0.492322	0.00689939	0.0177011	0.460072	0.0118963	3.475205	0.09258529	-2.811952	0.000297227	0.0253337	0.341981	3.63239	0.308872	0.316866	0.121922	0.25234	0.03474459	2.66474
3083	1	-3286.689	-3302.01	15.32104	1.989346	0.1630046	0.0196204	0.0315536	0.0516435	0.0197578	0.0319263	0.0542472	0.0147649	0.0332419	0.0216839	0.0538225	0.0240315	0.0147211	0.0172362	0.0142744	0.02314657	0.06252459	0.00892581	0.498727	0.013826	0.00714791	0.461776	0.00959738	10.24135	0.01377728	-3.765909	0.000110739	0.0155167	0.280611	3.70376	0.313601	0.303564	0.128475	0.25436	0.07630187	0.1805628
3084	0	-3300.711	-3305.77	5.058896	2.03089	0.17974	0.0485528	0.0777279	0.0559961	0.0817624	0.0717995	0.0587895	0.182737	0.0625688	0.0585131	0.0423307	0.0103402	0.057338	0.0476965	0.112486	0.05299056	0.07982035	0.0108894	0.508138	0.00687619	0.00521034	0.453548	0.0153377	3.608362	0.0332986	-2.937641	0.000243868	0.0229655	0.328759	3.64803	0.266719	0.322564	0.134073	0.276644	0.113119	0.294368
3085	1	-3289.4	-3303.039	13.63917	2.347575	0.1804228	0.0370042	0.0216586	0.0844934	0.0204547	0.0293014	0.0513686	0.0326679	0.0529662	0.0223996	0.0345011	0.0211536	0.0298895	0.0441008	0.033365	0.04103619	0.1322629	0.0155785	0.63442	0.0029946	0.00716239	0.335811	0.00403361	5.911855	0.04379163	-3.193301	0.000251066	0.0232994	0.330673	3.64578	0.28622	0.311355	0.108185	0.29424	0.1760546	0.248739
3086	0	-3297.198	-3303.542	6.344439	1.868771	0.198134	0.039632	0.0619934	0.0569305	0.0830336	0.0772467	0.0688656	0.143658	0.080063	0.0431392	0.0734754	0.0159948	0.0181228	0.0480625	0.0435434	0.0542504	0.03072163	0.0132877	0.55208	0.0126635	0.0023855	0.410505	0.00907829	4.71964	0.06331697	-2.914145	0.000497755	0.032706	0.37877	3.58803	0.278432	0.317024	0.136275	0.268268	0.0940386	0.6733083
3087	1	-3286.552	-3295.878	9.326401	2.405161	0.1778374	0.0380101	0.0209295	0.108705	0.0135617	0.037337	0.040968	0.0208846	0.119807	0.0287296	0.0237368	0.0561957	0.0350166	0.0403509	0.0818441	0.03900822	-0.1040278	0.0113389	0.521595	0.0028231	0.0101952	0.450293	0.00375477	4.954553	0.117386	-3.243983	0.000224613	0.0220472	0.323404	3.65432	0.304662	0.289092	0.126702	0.279544	0.01335818	8.787571
3088	0	-3300.242	-3299.794	-0.4487373	1.930634	0.1703458	0.0415961	0.0867898	0.0269717	0.0594914	0.0801919	0.0760795	0.154846	0.0774261	0.0967464	0.0294541	0.00991159	0.229665	0.0291303	0.052172	0.05647869	0.04128327	0.00887221	0.56223	0.00438697	0.00349027	0.418052	0.00296901	4.549913	0.07684408	-2.873892	0.000159593	0.0186065	0.302012	3.67922	0.302365	0.308821	0.118402	0.270412	0.1181273	0.6505189
3089	1	-3290.341	-3299.881	9.540381	2.254395	0.1940951	0.027204	0.0318548	0.0625954	0.0142091	0.043136	0.064914	0.0318826	0.0980614	0.0204473	0.0522421	0.0468243	0.0216112	0.0239255	0.0800703	0.0366116	-0.06620711	0.0169335	0.443831	0.00250947	0.0203638	0.505594	0.0107677	5.780916	0.15502	-3.30739	0.000430549	0.0304399	0.368072	3.60106	0.312019	0.295252	0.143386	0.249344	0.0888129	1.745467
3090	0	-3297.81	-3303.434	5.624194	1.893545	0.2042249	0.0385429	0.0533098	0.0407858	0.0275826	0.0600206	0.052997	0.112557	0.0953994	0.0841321	0.0412443	0.0224733	0.0307483	0.042488	0.0895054	0.06502662	-0.3103955	0.010427	0.559044	0.0101533	0.0075278	0.411435	0.00141241	3.868981	0.3745808	-2.732959	0.000612757	0.0362479	0.394594	3.56855	0.280678	0.297457	0.126569	0.295296	0.06418529	5.835929
3091	1	-3304.692	-3307.803	3.111288	2.254395	0.178547	0.0699846	0.0516752	0.0736518	0.0129493	0.0626602	0.060045	0.0187925	0.077774	0.0369507	0.0908633	0.0871388	0.118193	0.0251103	0.0692597	0.05532481	-0.002116393	0.0140192	0.455805	0.00722623	0.00810687	0.511283	0.00355987	7.459265	0.06077426	-2.894534	0.000231658	0.0223877	0.325405	3.65198	0.281231	0.314734	0.137212	0.266823	0.05865787	1.03608
3092	0	-3287.361	-3294.27	6.908469	1.893545	0.1654594	0.0326782	0.0554218	0.0404714	0.0303856	0.0522914	0.0635626	0.139412	0.0798094	0.0448565	0.0874694	0.0161192	0.0910458	0.0735045	0.0866526	0.0547096	0.05820473	0.00996246	0.563015	0.00500956	0.00707804	0.414358	0.000576999	4.544305	0.01659397	-2.905716	0.000125587	0.0165181	0.287812	3.69554	0.278004	0.299429	0.136561	0.286006	0.0747987	0.2218484
3093	1	-3292.599	-3298.418	5.819151	1.951117	0.2002233	0.054085	0.0310762	0.0983413	0.0191429	0.0507821	0.0595371	0.0486623	0.0265543	0.0207944	0.0665426	0.0375997	0.0892781	0.0334992	0.0624822	0.06025215	0.09553072	0.0126499	0.524427	0.00196739	0.00473927	0.449047	0.00717012	9.718836	0.00883095	-2.809217	0.000535305	0.0339044	0.38424	3.58132	0.288674	0.291494	0.136375	0.283456	0.1043617	0.08461871
3094	0	-3293.653	-3294.897	1.244108	1.880038	0.185334	0.0286342	0.0355073	0.0303625	0.0435045	0.109193	0.0520919	0.163526	0.102154	0.0199187	0.11221	0.012242	0.107823	0.111796	0.0606031	0.06142689	0.04191343	0.0116667	0.549623	0.00400777	0.00755294	0.427012	0.000138266	4.00138	0.06026941	-2.789908	0.000307549	0.0257662	0.344312	3.62961	0.291742	0.30036	0.146775	0.261122	0.1021828	0.5898193
3095	1	-3291.579	-3301.191	9.611296	1.876462	0.157676	0.0666021	0.0255831	0.0698888	0.0154387	0.0500498	0.0475537	0.0554958	0.0377802	0.0413364	0.036069	0.0300434	0.0639766	0.0467958	0.0455125	0.0402625	0.182798	0.0195208	0.455081	0.0056246	0.00458284	0.511933	0.00325706	11.78799	0.06190096	-3.212335	8.31418e-05	0.0134555	0.264838	3.72162	0.294771	0.301964	0.148414	0.254852	0.2446989	0.2529678
3096	0	-3290.603	-3295.439	4.836087	1.842138	0.2002553	0.0378531	0.0368989	0.0530011	0.0641408	0.0783408	0.047678	0.0770854	0.0636396	0.023404	0.0431853	0.0196167	0.109261	0.106055	0.169196	0.06930376	0.1659336	0.0173889	0.544221	0.00645232	0.00844251	0.422815	0.000679749	4.078256	0.006334651	-2.669256	0.000535895	0.0339229	0.384324	3.58122	0.280692	0.309104	0.129957	0.280247	0.1722682	0.03677202
3097	1	-3298.391	-3299.745	1.353344	1.876462	0.2164553	0.0580298	0.0285013	0.085069	0.0278777	0.0305288	0.0436125	0.0399522	0.00783688	0.031641	0.0972019	0.12926	0.0850609	0.0533574	0.0363292	0.03964977	-0.03297071	0.0126121	0.455317	0.00999439	0.00551434	0.514456	0.00210616	17.26891	0.07977014	-3.22767	0.000897783	0.0437751	0.425227	3.5301	0.291255	0.313148	0.126317	0.26928	0.04679944	1.704511
3098	0	-3302.815	-3300.283	-2.532399	1.842138	0.2053593	0.0321287	0.0289628	0.0321956	0.0666819	0.123707	0.0822137	0.102361	0.0906103	0.0541298	0.0811937	0.026258	0.313135	0.0902871	0.0712627	0.04279335	-0.05499722	0.0131808	0.483249	0.00241272	0.00476416	0.489388	0.00700557	3.947633	0.1093783	-3.151372	0.000636075	0.0369234	0.3975	3.56494	0.307858	0.296369	0.134522	0.261251	0.05438107	2.01133
3099	1	-3286.872	-3298.719	11.84717	1.876462	0.1591257	0.028896	0.0299002	0.0833118	0.0238911	0.0468969	0.0579015	0.0288296	0.0240824	0.0402929	0.0400388	0.0151443	0.0335031	0.030286	0.0170089	0.03615667	-0.287294	0.00823016	0.47141	0.00722394	0.00981028	0.501966	0.00135923	24.90681	0.3093874	-3.319894	9.00563e-05	0.0140009	0.269147	3.71676	0.299746	0.303451	0.120079	0.276724	0.0220934	14.00361
3100	0	-3295.812	-3301.299	5.487613	2.259142	0.1929232	0.0324838	0.0278959	0.0572579	0.0420354	0.129267	0.0794994	0.198186	0.0627106	0.0197995	0.0400562	0.0218031	0.0308292	0.0393067	0.143979	0.05561077	0.0221565	0.0195214	0.432928	0.001465	0.00528822	0.532828	0.00796976	3.827823	0.01430053	-2.889378	0.000412335	0.0297952	0.364937	3.60486	0.294318	0.304336	0.148659	0.252688	0.03645703	0.3922571
3101	1	-3289.289	-3297.539	8.249531	1.970673	0.2067745	0.0441933	0.0323264	0.0777233	0.0120748	0.0459005	0.0413174	0.0348315	0.0157011	0.0326376	0.078088	0.0244341	0.0294623	0.025412	0.0181915	0.03939031	0.2026254	0.0136476	0.584288	0.00577152	0.00449123	0.386815	0.00498639	16.04727	0.1470452	-3.234235	0.000666028	0.0377729	0.401106	3.56045	0.304813	0.286002	0.121783	0.287402	0.3496706	0.4205248
3102	0	-3290.813	-3294.916	4.103523	2.147356	0.1610181	0.0416677	0.0184944	0.049595	0.0491271	0.142778	0.0833975	0.114664	0.073218	0.0251764	0.065612	0.0647639	0.0265876	0.0560443	0.0251238	0.04181083	0.05810893	0.0178526	0.483501	0.00263064	0.00319262	0.48728	0.0055433	4.258746	0.1606363	-3.1746	9.97378e-05	0.0147302	0.274752	3.71042	0.292116	0.303746	0.138241	0.265897	0.2187453	0.7343534
3103	1	-3289.792	-3301.951	12.15896	2.035931	0.2196613	0.0507718	0.0296474	0.0458835	0.0104292	0.0405532	0.0547	0.0316476	0.0104449	0.0362837	0.015087	0.0148209	0.0190475	0.0187319	0.0271956	0.03354291	0.2994722	0.0213697	0.511592	0.00577965	0.00417	0.452949	0.00413896	14.3579	0.01797786	-3.39493	0.000985352	0.0458321	0.433003	3.52018	0.296457	0.312139	0.138003	0.253401	0.3174501	0.05663209
3104	0	-3294.228	-3302.214	7.985642	1.899282	0.1829113	0.028846	0.0441646	0.0898345	0.0876404	0.110231	0.0683845	0.137072	0.0834838	0.033648	0.0533255	0.0391275	0.0411647	0.0371085	0.0324215	0.0643092	-0.0624366	0.0203205	0.479251	0.00957269	0.00239598	0.48758	0.000880549	4.226798	0.06713344	-2.744053	0.000278635	0.0245351	0.337612	3.63757	0.282766	0.303066	0.134173	0.279995	0.004696838	14.29333
3105	1	-3292.549	-3302.62	10.07076	2.021002	0.2178577	0.0450496	0.0436635	0.0511749	0.031561	0.0448022	0.0458524	0.0405462	0.0698468	0.0140517	0.0492702	0.0245394	0.0629996	0.0287344	0.0327258	0.03550032	-0.5104124	0.0213222	0.451979	0.00510471	0.0175108	0.502142	0.00194097	4.452892	0.5244836	-3.338213	0.000935404	0.0446708	0.428641	3.52575	0.279973	0.314351	0.132417	0.273259	0.01407111	37.27379
3106	0	-3288.486	-3298.53	10.04333	1.899282	0.1694695	0.0503086	0.0330187	0.0456578	0.0411815	0.085599	0.0717377	0.127796	0.0457656	0.040368	0.0317498	0.0350938	0.0341018	0.0491628	0.0522337	0.05493441	0.07869878	0.014127	0.596162	0.00530149	0.00187737	0.382042	0.000490772	5.091008	0.05315299	-2.901615	0.000153036	0.0182228	0.299479	3.68215	0.302146	0.305225	0.126088	0.266541	0.1318518	0.4031269
3107	1	-3292.031	-3298.804	6.773863	2.048707	0.1621639	0.0403197	0.0286509	0.0501386	0.0201412	0.0300334	0.045502	0.152741	0.137953	0.0230208	0.0380347	0.0154344	0.0432324	0.0702311	0.0232451	0.05038404	-0.04233444	0.0136447	0.493349	0.00308358	0.00684218	0.479873	0.00320733	5.724791	0.06111208	-2.988081	0.000105976	0.0151812	0.278135	3.70658	0.288286	0.281093	0.155743	0.274878	0.01877764	3.254513
3108	0	-3289.877	-3296.638	6.760565	1.899282	0.2291291	0.0384481	0.0281368	0.0422601	0.0745164	0.0672761	0.0544078	0.0883935	0.0867476	0.0228677	0.0605255	0.0271012	0.0476903	0.0405076	0.0321424	0.03743994	0.2069694	0.0115236	0.533903	0.00726247	0.0089553	0.437673	0.000682094	4.360674	0.1780303	-3.285017	0.00127743	0.0520881	0.455359	3.49128	0.287073	0.293789	0.137104	0.282034	0.3849997	0.4624167
3109	1	-3287.238	-3299.054	11.81593	2.024005	0.1785318	0.0525626	0.0301778	0.0550169	0.0274246	0.0338371	0.0417617	0.0356884	0.111027	0.0230208	0.0427814	0.0887045	0.0788113	0.0710546	0.0233197	0.04573509	-0.01455071	0.0150951	0.480822	0.00699086	0.0120597	0.480985	0.00404698	3.786155	0.05816711	-3.084889	0.000231504	0.0223803	0.325362	3.65203	0.266847	0.303525	0.137067	0.29256	0.0436164	1.333606
3110	0	-3295.24	-3302.055	6.81478	1.859469	0.1951847	0.0359218	0.0476299	0.0533195	0.0446396	0.0566227	0.0863174	0.125125	0.0483589	0.03259	0.0882127	0.0264014	0.0368885	0.0741484	0.0733697	0.05405906	0.1070469	0.0151689	0.464211	0.00355884	0.0129805	0.50296	0.0011197	3.710503	0.1875275	-2.917678	0.000447996	0.0310445	0.370974	3.59753	0.277317	0.303832	0.136393	0.282458	0.2945744	0.6366048
3111	1	-3289.968	-3298.68	8.712595	2.017668	0.2096962	0.0665363	0.0434487	0.0646534	0.0266662	0.0476861	0.0401339	0.0349513	0.133494	0.0199315	0.0491594	0.0439153	0.076462	0.0856866	0.1078	0.06582524	-0.04559666	0.0109556	0.466037	0.0025551	0.0191355	0.498227	0.00309005	3.287067	0.0779698	-2.720752	0.000730962	0.0395498	0.408487	3.55123	0.286857	0.317716	0.142066	0.25336	0.03237314	2.408472
3112	0	-3287.293	-3296.537	9.243727	1.994886	0.2184647	0.0329972	0.0294669	0.0367228	0.0261493	0.0826359	0.0601093	0.114761	0.0470165	0.0356087	0.0777365	0.02464	0.0856726	0.0864918	0.0269554	0.04552326	0.06343446	0.0151933	0.556462	0.005724	0.0141566	0.403517	0.00494756	4.864345	0.01647835	-3.089532	0.000952016	0.0450605	0.430113	3.52387	0.297878	0.291839	0.142106	0.268177	0.07991281	0.2062041
3113	1	-3290.484	-3297.794	7.309744	2.202212	0.1472335	0.0643188	0.0207742	0.0692871	0.0175599	0.0457142	0.039115	0.0303007	0.151437	0.0406468	0.0686485	0.0393518	0.0305562	0.125643	0.0207571	0.04501791	-0.2087463	0.008156	0.499043	0.0105955	0.00939249	0.468465	0.00434797	3.943409	0.2193296	-3.100695	4.46355e-05	0.00987344	0.233466	3.75662	0.288037	0.316667	0.132801	0.262496	0.01058324	20.72424
3114	0	-3292.429	-3302.298	9.86937	2.250589	0.2084485	0.0291514	0.0261237	0.0832129	0.0261493	0.0656357	0.0869183	0.105985	0.0742266	0.0157282	0.0381989	0.0189674	0.0600552	0.0452084	0.0401133	0.05196253	0.05651998	0.019417	0.431554	0.00483374	0.0164379	0.515693	0.0120638	3.866301	0.01141005	-2.957232	0.000702717	0.0387872	0.405346	3.55516	0.300232	0.301616	0.12392	0.274232	0.06793002	0.1679677
3115	1	-3288.903	-3298.693	9.790106	1.998597	0.1897836	0.0486871	0.0246748	0.0543127	0.00967887	0.034937	0.0410182	0.0295944	0.095118	0.045773	0.0376264	0.0176457	0.0199298	0.0727386	0.0263248	0.03915488	0.1105451	0.0192339	0.479977	0.00711928	0.00653196	0.481762	0.00537588	4.34306	0.1468896	-3.24023	0.000366277	0.0280973	0.356472	3.61506	0.300423	0.273258	0.14466	0.281659	0.2574347	0.5705897
3116	0	-3297.357	-3298.107	0.7502787	2.085534	0.1752056	0.0400484	0.033725	0.0270605	0.0144602	0.0261826	0.0628312	0.189007	0.0699914	0.0200152	0.112328	0.0419159	0.100033	0.0914556	0.0747151	0.0736376	-0.1272338	0.0172684	0.587227	0.00391306	0.00712124	0.382903	0.00156741	3.43403	0.1773656	-2.608599	0.000199869	0.0208063	0.315944	3.66305	0.305439	0.29685	0.136277	0.261434	0.05013182	3.537984
3117	1	-3296.391	-3302.792	6.4008	1.993894	0.2446321	0.0623252	0.0399697	0.0719835	0.0148202	0.0347932	0.0430062	0.0295944	0.142881	0.0423359	0.0661392	0.0260481	0.0290211	0.0788883	0.0517546	0.06335953	0.1958768	0.013062	0.41267	0.00568797	0.00703455	0.546712	0.0148335	3.696343	0.04011716	-2.75893	0.00187095	0.0628417	0.490028	3.44526	0.299339	0.300438	0.149882	0.250341	0.235994	0.1699923
3118	0	-3295.366	-3303.441	8.075057	2.159378	0.2138783	0.0326735	0.0344102	0.0438083	0.0318894	0.0554312	0.074994	0.171364	0.114643	0.0428686	0.0534586	0.0195854	0.0697488	0.0855487	0.0449574	0.06346825	-0.07667655	0.0168657	0.535272	0.00150441	0.00233332	0.427074	0.0169505	3.332967	0.0882261	-2.757216	0.000831383	0.0421459	0.4189	3.53812	0.281141	0.317682	0.115351	0.285825	0.01154955	7.638919
3119	1	-3298.286	-3305.213	6.92666	2.058154	0.184065	0.0523379	0.0401488	0.0699219	0.02359	0.0224671	0.0533794	0.0231624	0.182648	0.0506418	0.0504381	0.039978	0.041147	0.0705275	0.0680065	0.0381987	0.05999268	0.00986549	0.48986	0.000238439	0.000163925	0.469505	0.0303669	4.917181	0.06807219	-3.264954	0.000292143	0.0251179	0.340809	3.63378	0.306285	0.30321	0.12733	0.263175	0.1280649	0.5315446
3120	0	-3287.454	-3298.132	10.67785	2.167471	0.1837756	0.0261605	0.0299393	0.0552183	0.0270926	0.0277682	0.0692935	0.174763	0.0963869	0.0238033	0.0207356	0.03383	0.037575	0.0749774	0.0693089	0.03743242	-0.002812856	0.0173094	0.508569	0.00303138	0.00342678	0.456511	0.0111525	3.023924	0.02096819	-3.285218	0.000288711	0.0249711	0.340008	3.63473	0.264353	0.314851	0.137704	0.283092	0.01815534	1.154933
3121	1	-3299.638	-3310	10.36294	2.159102	0.1447218	0.0741197	0.0494325	0.0452018	0.0218753	0.0390917	0.0629233	0.0102297	0.170829	0.0364588	0.0319875	0.0160923	0.0155638	0.0532838	0.0226611	0.03836022	-0.02254423	0.00801701	0.485082	0.000225719	0.000387193	0.471859	0.0344287	3.711212	0.03783364	-3.260734	3.79208e-05	0.0091036	0.225853	3.76501	0.285529	0.314211	0.142346	0.257915	0.01528941	2.4745
3122	0	-3288.403	-3299.328	10.92479	2.361059	0.2137614	0.0289476	0.0266723	0.0424352	0.0270926	0.0508255	0.0533884	0.193432	0.101981	0.0254488	0.0493554	0.0780374	0.0587882	0.0682755	0.0297655	0.04727741	-0.03783806	0.018211	0.551814	0.00661495	0.00163859	0.411462	0.0102597	2.820346	0.04285048	-3.051723	0.000828453	0.0420725	0.418611	3.53849	0.293447	0.310401	0.12117	0.274982	0.00501242	8.54886
3123	1	-3293.04	-3301.159	8.119366	2.264975	0.198567	0.0449505	0.0453884	0.0858211	0.0317696	0.0352231	0.0524573	0.0185465	0.141976	0.0558757	0.0269375	0.0210197	0.0319771	0.0335541	0.0614196	0.04568685	0.3421756	0.0189891	0.588426	0.000496014	0.00411946	0.386828	0.00114154	5.001863	0.01105937	-3.085945	0.000505378	0.0329529	0.379908	3.58663	0.309097	0.297645	0.122579	0.270679	0.353235	0.03130882
3124	0	-3294.578	-3299.431	4.853099	2.490144	0.1887878	0.0431863	0.0268473	0.0510262	0.0310433	0.0799114	0.047681	0.284405	0.0861318	0.0195682	0.02353	0.0210478	0.0216607	0.0192203	0.0421127	0.0363249	0.1701887	0.0166802	0.599442	0.00186654	0.000554967	0.376876	0.00458031	4.132559	0.08034678	-3.315252	0.000352482	0.0275679	0.353767	3.61831	0.284695	0.308353	0.134635	0.272316	0.2505355	0.3207002
3125	1	-3288.941	-3298.273	9.331811	2.264975	0.1939718	0.0554246	0.0206294	0.0713202	0.0140347	0.0249664	0.0735756	0.0321842	0.107826	0.0210456	0.0367091	0.0662105	0.0213638	0.0348595	0.0307732	0.02931896	0.2469272	0.0216622	0.507776	0.000855801	0.00121102	0.448702	0.0197929	4.626999	0.001750822	-3.529521	0.000428605	0.0303718	0.367742	3.60146	0.300007	0.290495	0.140494	0.269004	0.248678	0.007040518
3126	0	-3298.963	-3302.161	3.197807	2.736629	0.1551806	0.0286938	0.0238095	0.0246258	0.0598607	0.0687145	0.0578437	0.21722	0.122804	0.0230269	0.034523	0.0162046	0.033393	0.0483692	0.074692	0.04455954	0.3100584	0.0139568	0.534519	0.00610671	0.000234701	0.439013	0.00616975	3.271259	0.06958073	-3.110929	7.2207e-05	0.012544	0.257391	3.72999	0.315021	0.298211	0.12181	0.264959	0.3796391	0.1832812
3127	1	-3292.33	-3299.733	7.403183	2.496581	0.1692911	0.0561969	0.0177729	0.0623588	0.0286843	0.0338084	0.0584882	0.0465979	0.131526	0.02095	0.0376362	0.108761	0.0378631	0.0291626	0.0134428	0.0347884	-0.1433714	0.0182002	0.491156	0.000916866	0.00281951	0.474536	0.0123718	6.047501	0.1557567	-3.358471	0.000151726	0.0181451	0.298963	3.68274	0.280152	0.306358	0.135783	0.277707	0.01238529	12.57594
3128	0	-3292.547	-3303.357	10.81042	2.330301	0.135449	0.0359776	0.0277365	0.0482797	0.035921	0.0438188	0.0716665	0.193767	0.0778024	0.022065	0.0559591	0.026017	0.0166738	0.0611149	0.037321	0.04872197	0.01280196	0.019131	0.531806	0.00349508	0.0044169	0.436784	0.0043664	3.481726	0.006653834	-3.021625	1.971e-05	0.00657104	0.197636	3.79577	0.307806	0.284018	0.141235	0.266941	0.0194558	0.3419975
3129	1	-3293.57	-3302.372	8.80202	2.490951	0.1794469	0.0455253	0.0274269	0.0897895	0.0378314	0.0338084	0.040913	0.00998915	0.0893659	0.0246755	0.0176711	0.0776891	0.0170554	0.0417256	0.0572384	0.04125386	0.1401563	0.0144108	0.497469	0.00197958	0.00096109	0.473942	0.0112374	5.252182	0.02159829	-3.188011	0.000240825	0.0228229	0.327936	3.649	0.283477	0.299944	0.139069	0.27751	0.1617546	0.133525
3130	0	-3294.799	-3301.173	6.373368	2.364282	0.1936068	0.0287932	0.0224185	0.0448074	0.0166114	0.0616153	0.0490898	0.0905634	0.0540608	0.017784	0.0767966	0.0213381	0.0816165	0.0425002	0.0821732	0.0619303	-0.0961994	0.0152394	0.515599	0.0060837	0.00589584	0.439435	0.0177474	4.396548	0.1228406	-2.781746	0.000422891	0.0301706	0.366767	3.60264	0.319372	0.276958	0.145294	0.258375	0.02664122	4.610923
3131	1	-3289.448	-3298.892	9.443922	2.660451	0.2068622	0.02693	0.0199967	0.0777351	0.0139901	0.0512593	0.0482974	0.0465898	0.0438054	0.016582	0.0200841	0.0375684	0.0344443	0.0858626	0.0492813	0.03103077	-0.02428605	0.0213294	0.461997	0.00039766	0.00135453	0.496282	0.0186393	7.211558	0.1526332	-3.472776	0.000667916	0.0378257	0.401329	3.56018	0.297179	0.301843	0.13518	0.265797	0.1283471	1.189222
3132	0	-3289.578	-3299.693	10.11491	2.584143	0.2225356	0.0310957	0.0207063	0.0509251	0.0285975	0.0201788	0.070267	0.106224	0.0565256	0.0127098	0.0200178	0.0167628	0.0545137	0.0340243	0.0306088	0.04878214	0.04047322	0.0129175	0.560747	0.00200495	0.0118951	0.393941	0.0184943	4.814918	0.003356748	-3.020391	0.00106865	0.0477034	0.439886	3.51134	0.305827	0.296875	0.120136	0.277163	0.04382997	0.07658567
3133	1	-3292.156	-3306.175	14.01913	3.184668	0.2128415	0.0348022	0.0185676	0.0515736	0.0211565	0.0358274	0.0431665	0.0372052	0.0638038	0.0121357	0.0239396	0.0159697	0.0479896	0.0609953	0.0145448	0.03893312	-0.02556036	0.0169731	0.45267	0.000653571	0.00284819	0.506351	0.0205046	5.339373	0.02617735	-3.24591	0.000805649	0.0414966	0.416335	3.54136	0.283133	0.297449	0.145056	0.274362	0.0006169915	42.4274
3134	0	-3283.451	-3296.222	12.7708	2.718996	0.1963558	0.0257889	0.0277274	0.0364606	0.0232313	0.0367719	0.0630976	0.133316	0.0445338	0.0163544	0.0200613	0.0250494	0.0488877	0.0583474	0.0267816	0.03494519	0.01800191	0.0112213	0.477747	0.00114055	0.00356447	0.488413	0.0179129	5.541443	0.007780925	-3.353974	0.000467306	0.0316999	0.37408	3.59375	0.30253	0.287823	0.133186	0.276461	0.02578283	0.3017871
3135	1	-3294.062	-3303.302	9.239793	2.409228	0.2247304	0.0333947	0.0157137	0.0897506	0.0368372	0.0364175	0.0459877	0.0272695	0.0654247	0.0202448	0.100169	0.0400158	0.0486468	0.0179124	0.0426659	0.04725697	-0.04289365	0.0132143	0.437335	0.0055708	0.0109163	0.52688	0.00608285	6.697845	0.08088905	-3.052155	0.00113538	0.0491491	0.445085	3.50463	0.312886	0.271776	0.127744	0.287595	0.0379954	2.128917
3136	0	-3283.956	-3295.107	11.15144	2.944037	0.1978801	0.0298467	0.0197036	0.0588782	0.0211659	0.0376973	0.0579691	0.100372	0.052162	0.0164918	0.0298232	0.0699332	0.0405646	0.0462143	0.024561	0.03416221	-0.03927045	0.0113518	0.467482	0.0014307	0.00592227	0.505023	0.00879015	6.174648	0.05897592	-3.376635	0.000493324	0.0325615	0.378103	3.58884	0.297593	0.30411	0.131893	0.266404	0.01970547	2.992871
3137	1	-3290.486	-3296.616	6.129996	2.049857	0.1985044	0.0142067	0.0396756	0.0617451	0.0371676	0.0287588	0.0665871	0.0505812	0.087368	0.0346814	0.0445806	0.00935877	0.0381325	0.0308869	0.0253636	0.0524547	-0.1581488	0.0124873	0.597009	0.00541107	0.00691195	0.372684	0.0054963	9.288146	0.1599985	-2.947805	0.000504271	0.0329171	0.379743	3.58684	0.286958	0.295897	0.144754	0.272391	0.001849694	86.49999
3138	0	-3288.794	-3300.498	11.70489	3.529328	0.1991089	0.0445337	0.0175067	0.0364239	0.0126869	0.0264628	0.0474271	0.0527186	0.0491909	0.027552	0.0265793	0.0120049	0.0320762	0.0410481	0.0803646	0.03459818	0.1118245	0.0117451	0.475481	0.00413841	0.00560266	0.497204	0.00582876	6.339364	0.05540779	-3.363954	0.000515036	0.033263	0.381328	3.58489	0.291603	0.297454	0.140981	0.269962	0.1672323	0.3313223
