Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	birth	calib_lower	calib_upper	death	diff_age_root_ingroup	diversification	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
8620	-38397.25	-38455.83	58.58194	2.55778	1.886963	1.363301	5.209182	1.423448	1.51232	0.0945149	0.412555	0.0913109	0.111737	0.395808	3.03998	0.545012	0.106658	2.0925	0.238165	0.6757206	-5.209182	1.090818	0.2572869	1.410523	0.4184336	3.60249	3.6132	2.58538	2.92156	3.49906	1.6798	2.13873	1.9979	1.56773	2.95067	-4.588679	0.01208057	0.0193842	0.00970979	0.00954823	0.00750139	0.00638112	0.0354337	0.00893838	0.0137353	0.00713702	0.00882421	0.00487343	0.0141004	0.0130817	0.00679567	0.0176765	0.00971579	0.0028971	0.00976268	0.0184045	0.0120281	0.021757	0.00685351	0.0444782	0.00905055	0.0164355	0.0249929	0.00870907	0.0193629	0.0231704	0.0187896	0.01104	0.00760135	0.00609269	0.00402312	0.00835742	0.0194848	0.00383285	0.00737028	0.0052295	0.00471698	0.00524357	0.00333348	0.00556584	0.0156761	0.00248899	0.00583517	0.0173423	0.00684407	0.0114928	0.00376293	1	0.236015	0.457843	0.28713	0.187722	0.185153	0.20166	1.22906	0.291842	0.243579	6.619705	0.3807594
8640	-38378.18	-38441.84	63.66694	3.123308	2.711206	1.050539	4.306219	1.066372	1.191498	0.0192715	0.554532	0.182689	0.276897	0.00500854	3.70115	0.80982	0.11398	0.89761	0.204621	0.5925569	-4.306219	1.993781	0.1735397	0.4268002	0.4190172	3.68137	3.57684	2.25734	2.00624	2.69363	1.27426	2.67813	1.98795	1.94543	3.12531	-4.542027	0.01265751	0.0370328	0.0137325	0.00444905	0.0105738	0.00685612	0.0339038	0.00660884	0.00925073	0.00603144	0.00566115	0.00473871	0.00996913	0.0127071	0.00721466	0.020214	0.00965018	0.00285617	0.0114918	0.017646	0.00985456	0.0177147	0.00759427	0.0419327	0.00641448	0.0136892	0.0184526	0.00825568	0.010552	0.0466557	0.00621275	0.00422187	0.0140634	0.00587552	0.00488807	0.00996733	0.00757079	0.00890779	0.0106781	0.012194	0.0128072	0.0189132	0.00748257	0.00533915	0.00936481	0.00947291	0.00747358	0.0220091	0.0118086	0.00591458	0.00669977	1	0.250589	0.558452	0.376928	0.239259	0.2173	0.195299	1.36598	0.290673	0.287049	4.733019	0.2928659
8660	-38378.32	-38447.24	68.91611	3.348681	1.960916	0.8512673	4.301007	0.9503976	1.090583	0.000440333	0.407549	0.122356	0.989449	0.00681519	0.421893	0.343257	0.0956442	1.46129	0.305197	0.6821818	-4.301007	1.998993	0.184929	0.5802676	0.4972528	2.86227	3.48562	2.30085	2.85656	2.21715	2.01026	2.88581	2.14723	1.61715	3.28147	-4.682968	0.01099356	0.010864	0.00559071	0.00323454	0.008815	0.00598371	0.0374088	0.0169362	0.0176737	0.00892364	0.0117587	0.0081558	0.0127179	0.0160417	0.00882158	0.025526	0.0105288	0.00533034	0.01648	0.0143482	0.0087957	0.0161768	0.00651546	0.0266674	0.00536968	0.0167181	0.0166916	0.00602553	0.0109238	0.0560047	0.00724973	0.00567024	0.0107478	0.00774165	0.00909594	0.00864407	0.00860082	0.00649302	0.0050937	0.00524289	0.00863026	0.00736403	0.00511828	0.00702201	0.0131009	0.00443957	0.0097834	0.0137183	0.0147013	0.00477292	0.00459078	1	0.275028	0.537348	0.384907	0.249895	0.178895	0.217442	1.3885	0.336312	0.334042	4.881274	0.2710846
8680	-38391.08	-38435.5	44.41171	1.899389	1.502955	0.571765	2.939368	0.6007226	0.6208316	0.00159454	0.517762	0.160134	0.38867	0.00657345	0.0372551	0.728594	0.105384	1.55439	0.146048	0.9950248	-2.939368	3.360632	0.3083709	0.4976718	0.6866539	4.29629	3.37807	2.56399	2.75153	2.87464	1.7249	2.10275	2.04045	1.33392	3.32534	-3.952198	0.0228301	0.0258004	0.00934939	0.00767626	0.0198816	0.0110186	0.0612738	0.0172187	0.01411	0.0212337	0.0350733	0.0217575	0.027319	0.0217491	0.0166838	0.0415588	0.0241882	0.016313	0.0424949	0.034496	0.0219632	0.0331924	0.0138363	0.0456342	0.00680265	0.0233173	0.0338978	0.0105724	0.0448617	0.0614649	0.0136756	0.0128883	0.0229497	0.0149165	0.0174141	0.0160237	0.00808199	0.00567652	0.0319556	0.0160201	0.00922889	0.0142935	0.0143698	0.0287478	0.0264882	0.0105268	0.00753971	0.0236432	0.0189189	0.0138744	0.0116729	1	0.208676	0.487376	0.265625	0.194304	0.143682	0.137385	1.02979	0.27998	0.263052	3.43704	0.3099128
8700	-38403	-38453.21	50.20182	2.682696	2.573454	0.6927271	4.589901	0.9800984	0.983566	0.0983886	0.363096	0.247628	0.309027	0.000573064	0.695676	0.46932	0.111139	4.10792	0.258506	0.6513641	-4.589901	1.710099	0.2208172	1.087027	0.4305469	3.32683	3.67331	2.26757	2.32246	2.45012	2.00315	3.10534	2.03903	1.4082	3.15795	-4.343146	0.01544262	0.0206615	0.00968547	0.011061	0.0102576	0.00540117	0.0307924	0.00598699	0.00859207	0.00727876	0.0298228	0.0187822	0.0118532	0.0174721	0.00968502	0.0406405	0.0161127	0.00590699	0.0176465	0.0152735	0.0118947	0.0241689	0.0103441	0.044923	0.00768622	0.0181707	0.0229434	0.0039269	0.0217209	0.0340743	0.00436582	0.00811113	0.0235162	0.00746961	0.0135959	0.0131259	0.00584839	0.00918695	0.00495614	0.0272967	0.0247099	0.0252305	0.00440513	0.0121435	0.0142753	0.00356273	0.0111666	0.0127863	0.0106952	0.0183309	0.00512105	1	0.228259	0.503627	0.332485	0.18519	0.122205	0.143335	1.09486	0.272842	0.25304	5.676929	0.3390074
8720	-38384.81	-38442.01	57.19439	3.932719	2.231403	1.240333	5.628303	1.197484	1.442714	0.0107317	0.643861	0.155549	0.335356	0.00324895	0.131557	0.433142	0.0981814	6.17331	0.260879	0.9959838	-5.628303	0.6716971	0.5953498	0.2215125	0.400634	4.01537	2.70825	2.43599	3.07533	2.79674	2.38913	1.9395	2.33484	1.90917	3.24617	-4.619854	0.01170978	0.0142159	0.0110632	0.00474068	0.010008	0.00284366	0.0271999	0.00680276	0.00979863	0.00760287	0.0247623	0.0122546	0.00844251	0.0110744	0.00811974	0.0184331	0.0100032	0.00239943	0.00628969	0.0162585	0.0099035	0.0183993	0.00642928	0.0382064	0.00497931	0.0168353	0.0156534	0.015886	0.00822015	0.0323645	0.00685543	0.00793992	0.00637715	0.00982816	0.0198961	0.00516832	0.00379868	0.0016311	0.00654591	0.00749808	0.00755009	0.0115037	0.014894	0.00472216	0.0101221	0.00578307	0.00869753	0.00898168	0.0162266	0.00456286	0.00722526	1	0.24407	0.566361	0.316338	0.218376	0.16668	0.190543	1.33346	0.31071	0.264151	5.849815	0.5977505
8740	-38387.15	-38440.58	53.42635	3.539828	2.510976	0.9358135	5.12283	0.8700087	1.030312	0.0449708	0.199664	0.134921	0.204387	0.00125594	0.0198341	0.95536	0.10423	0.954707	0.293685	0.8181191	-5.12283	1.17717	0.3235501	0.02535239	0.494569	2.79946	3.3673	2.61109	2.28165	2.17734	1.74504	3.50783	2.02023	1.59894	3.50458	-4.338483	0.0155148	0.0267129	0.0149425	0.00931693	0.0134592	0.00990811	0.0591478	0.00747873	0.0141524	0.0124716	0.0189304	0.0103961	0.0103674	0.0136405	0.0109469	0.0283328	0.0129403	0.00640211	0.0233167	0.0213176	0.013089	0.023647	0.00964599	0.0323907	0.0056445	0.0179421	0.0234091	0.0125065	0.0166706	0.0501136	0.00707392	0.00707298	0.0180104	0.00875181	0.0040785	0.00545842	0.00743203	0.0149944	0.020839	0.01838	0.00783737	0.012744	0.0264954	0.00680307	0.0120151	0.012253	0.00922116	0.0126751	0.0125276	0.0125812	0.00840184	1	0.198435	0.443491	0.243907	0.167914	0.116552	0.148408	0.9875	0.261028	0.235516	5.148182	0.3954804
8760	-38392.83	-38448.43	55.60305	4.373956	3.17937	0.958933	5.007143	1.044855	1.076408	0.0210932	0.526886	0.231913	0.294563	0.0110034	0.117733	0.252886	0.121599	0.745397	0.234263	0.5935121	-5.007143	1.292857	0.2751179	0.8233522	0.3183942	3.07265	2.87837	2.37408	3.05918	2.5871	2.04914	2.11297	2.34923	1.89833	2.70512	-4.6165	0.01174912	0.0223536	0.00746772	0.0122319	0.0117877	0.00472421	0.0530269	0.006519	0.012154	0.00525851	0.0109276	0.00702038	0.010583	0.00944358	0.0066269	0.0260982	0.0107118	0.00338053	0.0109386	0.0073361	0.00655429	0.0142745	0.00489932	0.0227035	0.00552752	0.0128063	0.0137064	0.00795518	0.00877987	0.0869723	0.00846764	0.0136208	0.0307718	0.00714823	0.00448991	0.00531364	0.010085	0.00714609	0.0144804	0.00742456	0.00634007	0.012128	0.006669	0.00785534	0.011326	0.00713261	0.0326478	0.0127454	0.0155042	0.0154887	0.00388725	1	0.232774	0.521781	0.315148	0.227124	0.137322	0.176722	1.16198	0.281925	0.256372	5.830495	0.4635422
8780	-38400.82	-38444.14	43.32458	2.640124	1.993914	0.6811644	4.509726	0.7978701	0.8529208	0.0607742	0.468694	0.190379	0.33487	0.24404	0.113874	0.606269	0.119853	1.44333	0.233492	0.6672429	-4.509726	1.790274	0.2750691	0.5477754	0.3921738	4.18427	3.6291	2.11939	2.72351	3.00172	1.21491	2.0988	1.80404	1.2756	2.81826	-3.963548	0.02257244	0.0169173	0.00619077	0.00723027	0.0265878	0.0150948	0.085352	0.0145504	0.0319355	0.012603	0.0187034	0.0141377	0.014368	0.0191542	0.0123559	0.0541895	0.0144662	0.00764976	0.0330141	0.0286516	0.0239801	0.0327721	0.0102292	0.0564698	0.00931612	0.0334013	0.0262391	0.0260962	0.0149314	0.0380177	0.0117347	0.00773188	0.0171313	0.00991355	0.0205833	0.0200875	0.0108855	0.0130484	0.00871588	0.00607722	0.00867957	0.0122654	0.00870973	0.0182764	0.0197828	0.00742276	0.0116145	0.0130222	0.00938271	0.0270469	0.00799707	1	0.207526	0.422563	0.279602	0.164398	0.169358	0.141982	1.0693	0.224794	0.2066	5.057502	0.4122473
8800	-38392.01	-38449.01	57.0053	3.245743	1.903553	0.8127286	4.741891	0.8461266	0.9970301	0.119602	0.411113	0.197562	0.382432	0.244608	0.639637	0.23742	0.101476	1.64586	0.111967	0.5687187	-4.741891	1.558109	0.1393242	0.1578877	0.4293945	2.91401	3.28674	2.29013	2.22236	3.2293	1.53397	1.93646	1.84699	2.20361	3.01997	-4.39419	0.01467415	0.0243098	0.00807498	0.00668311	0.0124029	0.0057665	0.0475752	0.0086384	0.0164049	0.0116022	0.00974298	0.00388299	0.01166	0.0120314	0.0114354	0.0334856	0.0135264	0.0060078	0.0290587	0.0226402	0.012049	0.0192969	0.00758417	0.0389242	0.00627508	0.0151264	0.0211288	0.00872362	0.0106759	0.0409583	0.0165842	0.00644462	0.00799228	0.0086206	0.00655778	0.00301065	0.0154859	0.00970328	0.00497056	0.0221117	0.0417982	0.010638	0.010858	0.00662924	0.0122092	0.012372	0.0126212	0.0109138	0.00830336	0.0103379	0.00763239	1	0.229796	0.516937	0.32697	0.18511	0.157179	0.185739	1.2682	0.297281	0.264275	4.899779	0.2449791
8820	-38424.38	-38454.02	29.64751	1.886094	1.210572	0.5397604	3.39172	0.5885273	0.6250418	0.0908199	0.391316	0.14172	0.416214	0.13109	17.7984	0.217717	0.118122	1.08699	0.148841	0.7504241	-3.39172	2.90828	0.4435404	0.2306284	0.3068836	4.02309	3.73829	2.16466	2.63912	2.99877	1.20067	2.2343	2.10185	1.59541	2.90255	-3.934309	0.02324218	0.0348522	0.0167838	0.00869282	0.0137621	0.0111313	0.0679897	0.0166987	0.0133861	0.015885	0.0275204	0.0160162	0.0389011	0.0244484	0.0187987	0.0482947	0.0165083	0.0163098	0.0732112	0.0387639	0.025679	0.029037	0.0102885	0.102535	0.0142887	0.0431273	0.036051	0.00901623	0.0170155	0.0373415	0.0653275	0.0138069	0.0125277	0.0072068	0.0215164	0.0124276	0.0187838	0.00843552	0.0148222	0.0185199	0.0213997	0.104604	0.0250799	0.0154101	0.0140902	0.00748239	0.0202287	0.0253203	0.0318465	0.00914034	0.00956077	1	0.226991	0.455268	0.297948	0.184092	0.1515	0.160822	1.24886	0.264236	0.239402	3.622348	0.5910531
8840	-38401.8	-38446.6	44.80574	1.940911	1.613922	0.7422965	5.03832	0.7812267	0.8108224	0.0446267	0.29024	0.140649	0.401914	0.149929	4.0573	0.514356	0.0899564	0.991813	0.241059	0.8856041	-5.03832	1.26168	0.195128	0.4783331	0.6904761	5.48334	3.94517	2.98282	2.63833	2.8793	2.9445	2.18869	1.9662	1.55017	2.89969	-4.582808	0.01215171	0.0139591	0.00821289	0.00821546	0.0114958	0.00881811	0.043919	0.0116467	0.0218652	0.00886397	0.007966	0.00768429	0.0106899	0.0114727	0.00900169	0.0341544	0.0135282	0.00528436	0.0280065	0.0195487	0.0119765	0.0233356	0.0108807	0.0572551	0.0086095	0.0275094	0.0283196	0.00887942	0.0260515	0.0179281	0.0132296	0.0118665	0.00864946	0.00756208	0.0216693	0.0165487	0.010155	0.0139139	0.0181273	0.0066911	0.0293363	0.00602218	0.0155113	0.0115776	0.0127813	0.00371441	0.0163425	0.0106087	0.0210914	0.0201345	0.00355022	1	0.282455	0.518836	0.311213	0.193756	0.189249	0.167453	1.22422	0.278565	0.263687	5.516653	0.2203332
8860	-38391.73	-38429.92	38.18358	1.833175	1.9837	0.6577942	3.89493	0.6864789	0.7287131	0.0971066	0.352627	0.172553	0.627317	0.221738	7.56534	0.25422	0.114091	0.484151	0.28884	0.8911728	-3.89493	2.40507	0.3614486	1.439169	0.5297241	2.86687	3.29483	2.32303	2.6047	2.72127	1.29651	1.85076	1.93061	1.80932	3.12762	-4.06973	0.02029851	0.0350188	0.0136188	0.00909392	0.0221698	0.00864946	0.0924604	0.0170327	0.0270325	0.0143792	0.0231906	0.0182197	0.0147785	0.0243883	0.0173528	0.0474413	0.0164261	0.00633602	0.0238096	0.0196799	0.0133694	0.0297293	0.0105272	0.104293	0.0116276	0.0332413	0.0353443	0.00750542	0.0235296	0.0349568	0.00815821	0.00852166	0.0279193	0.00954193	0.0161001	0.0323918	0.0107067	0.00319874	0.0107397	0.0203517	0.014659	0.0197942	0.00391266	0.0133852	0.0161629	0.0233683	0.012948	0.0152388	0.00498586	0.0123597	0.00559838	1	0.219126	0.490158	0.291483	0.175094	0.160157	0.145971	1.25883	0.285672	0.252734	5.334099	0.4055876
8880	-38407.6	-38445.22	37.62324	1.371446	1.461925	0.4922461	3.389823	0.5743803	0.6176845	0.020952	0.497491	0.140993	0.358905	0.339209	31.5062	0.942501	0.116358	0.712195	0.255137	0.8302327	-3.389823	2.910177	0.246781	0.1139705	0.5834517	3.43711	4.19107	2.24355	3.14171	2.70331	1.765	2.37731	2.00759	1.68063	4.08835	-4.033631	0.02104465	0.0289377	0.012007	0.00903476	0.0195332	0.00930021	0.0826064	0.0182592	0.0284808	0.0145723	0.0225579	0.015818	0.0264328	0.0307957	0.0172961	0.0535558	0.0267484	0.00273802	0.0110402	0.0319859	0.0166022	0.0313693	0.0104552	0.0631649	0.0123425	0.0426165	0.0460266	0.0140405	0.039265	0.0277303	0.0123958	0.00749336	0.0181918	0.0188546	0.00847813	0.0147531	0.0124805	0.0183896	0.0129976	0.0149091	0.0135385	0.0122763	0.00505571	0.0103107	0.0258339	0.00574994	0.0298463	0.0200336	0.0140914	0.00919643	0.0114177	1	0.247523	0.435562	0.302888	0.207109	0.134065	0.158297	1.26463	0.272781	0.274019	3.503794	0.2972432
8900	-38404.06	-38445.3	41.23384	1.409311	1.507545	0.4827171	3.177173	0.5211886	0.5568399	0.0521569	0.544026	0.108717	0.402971	0.278959	0.0879266	1.82704	0.11348	1.82087	0.11285	1.33073	-3.177173	3.122827	0.6484955	0.8183548	0.6822347	3.79077	3.36339	2.38102	2.95392	2.5173	1.57042	2.30552	2.05806	1.61068	2.89048	-3.96815	0.02246879	0.022927	0.0154705	0.00860103	0.0183554	0.0126335	0.0849276	0.0217661	0.0408825	0.0183422	0.0337007	0.0342121	0.0183089	0.026266	0.0182307	0.0542658	0.0166949	0.00726711	0.0220825	0.0208349	0.0168156	0.0315257	0.0110579	0.047647	0.0104874	0.0302393	0.0421343	0.0206012	0.0653836	0.0353986	0.0229508	0.0153061	0.0167699	0.0127122	0.0121879	0.0126459	0.0114116	0.0466177	0.0133532	0.0132899	0.0272682	0.0127918	0.0255807	0.013708	0.0148672	0.0220894	0.00707478	0.022669	0.0103418	0.0120717	0.00682685	1	0.249583	0.504459	0.325268	0.212341	0.215261	0.161108	1.37335	0.26031	0.244375	3.995528	0.4873231
8920	-38395.95	-38460.68	64.73093	3.320333	3.062853	0.9009516	5.711194	0.9286798	0.9728574	0.0457695	0.335327	0.184454	0.331559	0.524436	0.124865	0.208852	0.110523	14.4394	0.231534	0.5750607	-5.711194	0.5888063	0.3155367	0.2169628	0.259524	3.73136	3.15136	2.29716	2.78818	2.77619	1.53264	3.08182	1.85155	1.61725	3.50268	-4.605679	0.01187694	0.0111163	0.00503617	0.00522441	0.0126937	0.0102783	0.0455276	0.00688436	0.0111992	0.00992571	0.00755109	0.00979659	0.0127629	0.00981876	0.00908788	0.0196169	0.00985511	0.00697194	0.0264577	0.0150583	0.0118522	0.0138011	0.00535292	0.0251324	0.00429365	0.0116013	0.0161118	0.00634995	0.017222	0.0248507	0.00704136	0.00358422	0.0187492	0.0056382	0.00935868	0.0091839	0.0114493	0.0119134	0.00676109	0.0166255	0.0104565	0.00886847	0.0136995	0.012413	0.00832128	0.0060842	0.0127101	0.0067128	0.00367542	0.0137232	0.00762927	1	0.231191	0.567648	0.315012	0.199495	0.215572	0.15593	1.36084	0.317618	0.243238	5.928156	0.5487015
8940	-38395.64	-38443.61	47.97095	2.398614	2.059053	0.5535534	5.644595	0.7084613	0.7688967	0.0710437	0.373401	0.146923	0.352571	0.107617	0.168967	0.637968	0.118606	0.580358	0.215895	0.6762912	-5.644595	0.655405	0.2142885	0.7776633	0.4620028	4.87424	3.25793	2.43936	2.30392	3.23231	1.40135	2.58352	1.9857	1.32036	2.63428	-4.082866	0.02003362	0.0249898	0.0157279	0.00706547	0.0174838	0.00736654	0.053621	0.0121613	0.0170661	0.0147033	0.0150369	0.00994632	0.0199527	0.0147227	0.0123479	0.0468843	0.0143639	0.00593973	0.0212356	0.0164976	0.0114807	0.0354938	0.0130505	0.0518451	0.00985961	0.0196774	0.0308163	0.0102041	0.0325897	0.0212184	0.00752245	0.0135375	0.0195884	0.0106043	0.00563885	0.0203395	0.0237123	0.0227321	0.00438489	0.0139686	0.0242	0.012374	0.0130171	0.0147964	0.0150707	0.00675083	0.00993082	0.00596167	0.0115664	0.00766919	0.00536619	1	0.212055	0.467173	0.264502	0.171933	0.192047	0.162048	0.991438	0.2671	0.241144	6.422258	0.3168583
8960	-38396.92	-38450.66	53.74052	3.187327	1.972631	0.8716053	5.556528	0.9491293	1.127061	0.0980272	0.669525	0.17866	0.658312	0.239372	0.448368	0.293401	0.094108	1.42514	0.209907	1.012658	-5.556528	0.743472	0.7379534	0.01280584	0.2747047	4.53524	3.47463	2.03537	2.64145	2.14546	1.58094	2.22844	1.78085	1.62924	3.57229	-4.48453	0.0134066	0.018358	0.0086214	0.00455293	0.0125103	0.00538396	0.0508222	0.0166334	0.0229885	0.00852763	0.0115844	0.00715789	0.0137113	0.0159351	0.00826761	0.0350098	0.0159811	0.00859396	0.0421738	0.0267924	0.0200843	0.0233656	0.00885261	0.0326906	0.00310806	0.0209414	0.01824	0.00980128	0.0154853	0.0247659	0.00953274	0.00750709	0.0108412	0.00628636	0.00580254	0.00655778	0.00942581	0.00578847	0.00625543	0.00908214	0.00785759	0.0121141	0.00192296	0.00634194	0.017447	0.00604248	0.00946763	0.00603725	0.00535579	0.0102136	0.0082936	1	0.222854	0.500986	0.310944	0.191148	0.145386	0.140484	1.26279	0.324384	0.265827	5.569334	0.7287291
8980	-38409.64	-38454.33	44.69409	2.494523	1.063822	0.4842503	3.468308	0.5575284	0.649222	0.0733347	0.262425	0.165324	0.369628	0.281584	1.93574	1.03731	0.0983182	1.84826	0.214426	1.393747	-3.468308	2.831692	0.8162366	0.2600228	0.5775108	3.9422	3.04418	2.16914	2.52787	3.23498	1.36617	1.58865	1.75383	1.63425	2.9931	-3.930919	0.0233211	0.0321382	0.0171131	0.0131674	0.0188484	0.0133241	0.0751054	0.0241119	0.0353705	0.0142422	0.0139593	0.0107195	0.0112685	0.0182545	0.019275	0.0448807	0.0211456	0.0129098	0.0336162	0.0384575	0.0195656	0.0282444	0.0146814	0.0386449	0.0054799	0.01963	0.0228826	0.0138591	0.0224445	0.0626442	0.0714063	0.0102964	0.0111007	0.0128812	0.0317794	0.0151001	0.0101561	0.0102534	0.0142143	0.0059952	0.0106006	0.00940124	0.0364084	0.0140219	0.0210272	0.0111303	0.0126134	0.0119354	0.0189493	0.0296169	0.00778047	1	0.241559	0.56995	0.341821	0.242493	0.170725	0.164163	1.42863	0.321359	0.283864	3.72833	0.5856417
9000	-38395.07	-38445.83	50.76143	2.845973	2.312294	0.8095534	5.47692	0.8932232	0.9242756	0.100384	0.381126	0.189847	0.25438	0.182627	0.267852	0.402753	0.141469	1.46629	0.237661	0.5790043	-5.47692	0.8230803	0.119089	0.1620728	0.4599152	5.31889	3.16224	2.23019	2.45278	2.71823	1.57775	3.31674	1.87234	1.71446	3.31583	-4.353478	0.01528389	0.0329242	0.0152111	0.0149892	0.0113516	0.00677046	0.0475783	0.0121679	0.0159109	0.0123202	0.0116504	0.0114623	0.0132401	0.0156936	0.00857909	0.0336768	0.0144591	0.00436562	0.0130068	0.0162731	0.0111989	0.0226553	0.00781004	0.0345009	0.00650486	0.0173961	0.02438	0.00949933	0.0331496	0.0244198	0.0126313	0.00857758	0.0126053	0.0103199	0.00963155	0.0212963	0.0172848	0.0179656	0.0168978	0.00802688	0.0242761	0.00832315	0.00935451	0.0316553	0.0133956	0.00580819	0.00709998	0.00959612	0.00350353	0.0323558	0.00753123	1	0.204312	0.409129	0.28185	0.187025	0.126125	0.157591	1.02807	0.24742	0.229969	5.638992	0.205679
9020	-38396.51	-38447.44	50.92916	3.357389	2.065743	0.8583469	5.143775	0.9527007	1.030519	0.0534892	0.658882	0.0948554	0.382595	0.35948	1.56685	0.6334	0.11389	0.476162	0.186905	0.8066414	-5.143775	1.156225	0.4257903	0.09296187	0.3808511	5.62281	3.07082	2.7415	3.09133	3.18811	1.57482	2.12764	2.05721	2.07776	3.17406	-4.532771	0.01277521	0.0158445	0.00607409	0.0082428	0.0158469	0.00886014	0.0618715	0.00877856	0.0176153	0.0117831	0.0126717	0.00772459	0.0107231	0.0147767	0.0104782	0.030159	0.0156879	0.0119671	0.0217949	0.0173851	0.0106732	0.023565	0.00764081	0.0513236	0.0101898	0.0169803	0.0182898	0.00178561	0.0177203	0.0349021	0.0109613	0.0134678	0.0214379	0.0109159	0.0128602	0.0054196	0.0102707	0.015414	0.00986857	0.00908377	0.0131155	0.0162656	0.0029419	0.0103447	0.0194936	0.00706231	0.00884403	0.0105359	0.00895189	0.00976756	0.008825	1	0.223189	0.484961	0.289368	0.187836	0.144511	0.141458	1.04073	0.255318	0.224343	5.236737	0.5278557
9040	-38397.89	-38443.38	45.4935	2.745824	1.759106	0.709023	3.861509	0.7329266	0.7839625	0.0110421	0.386786	0.174112	0.274639	0.256631	0.944488	0.378725	0.109708	1.03625	0.208627	0.8623545	-3.861509	2.438491	0.2497811	0.4965	0.6125734	2.9823	3.49148	2.43971	2.29912	3.47248	1.08077	2.41352	1.86653	1.69174	3.22639	-3.985313	0.02208647	0.0235944	0.0107483	0.00821679	0.0208454	0.0150909	0.0723527	0.0196607	0.0302793	0.0151317	0.0111325	0.00923421	0.0140773	0.0137546	0.011393	0.0444432	0.0184549	0.0094249	0.0363282	0.0159741	0.0118143	0.0207155	0.00907441	0.0492511	0.00573746	0.0190125	0.0218783	0.0212854	0.0209774	0.0518792	0.0389591	0.0146218	0.0174846	0.014107	0.011977	0.0118984	0.0216793	0.0235381	0.0220141	0.00567186	0.0190409	0.0150801	0.00794419	0.0128446	0.021117	0.0151857	0.00294938	0.0168847	0.0110357	0.00996965	0.00775715	1	0.202272	0.443122	0.268269	0.200942	0.190615	0.149967	1.10384	0.278303	0.264308	4.358009	0.2896501
9060	-38385.43	-38439.4	53.97626	2.908193	1.897859	0.7863291	5.640054	0.7750853	0.9751048	0.0113367	0.471791	0.189868	0.489873	0.2285	18.918	1.16023	0.122884	1.0194	0.234857	0.6071354	-5.640054	0.6599462	0.09616957	0.03919432	0.5109658	3.00987	2.9885	2.66665	3.17855	2.49221	1.66152	2.14553	2.00411	2.05063	2.9349	-4.413758	0.0143898	0.0155239	0.00626897	0.00588404	0.0107226	0.00637796	0.0489507	0.0136699	0.0138075	0.0137012	0.0138819	0.00689035	0.0159009	0.0126174	0.0117873	0.0357932	0.0189532	0.00548964	0.0156013	0.0203233	0.0125009	0.0248549	0.00933408	0.0376994	0.00380953	0.0223154	0.0216494	0.0123329	0.0169692	0.02524	0.00950999	0.0101567	0.00899868	0.0122997	0.011302	0.0047417	0.00591952	0.00632297	0.0083041	0.00994662	0.00705074	0.025977	0.023477	0.00424528	0.0183955	0.0117053	0.00206782	0.0080848	0.00522841	0.0118799	0.00820456	1	0.225785	0.512735	0.30484	0.208528	0.178506	0.174908	1.22811	0.310089	0.249036	5.679248	0.1583989
