Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha_mol[1]	alpha_mol[2]	alpha_mol[3]	alpha_mol[4]	alpha_mol[5]	alpha_mol[6]	alpha_mol[7]	alpha_mol[8]	alpha_mol[9]	alpha_mol[10]	birth	death	diff_age_root_ingroup	diversification	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
8700	-38353.38	-38448.5	95.12001	15.07191	12.71745	5.413672	24.56229	5.917101	6.12483	0.103343	0.652846	0.198968	0.268775	0.152583	9.35118	0.54186	0.0992645	0.581754	0.20156	0.1621686	0.0375129	0.01959945	0.1246557	3.99809	3.11947	2.14472	3.07783	3.24267	2.48709	1.93942	2.1276	2.74397	3.4955	-6.024878	0.002873124	0.00400069	0.00177418	0.00115424	0.00223634	0.00136548	0.00773834	0.00185469	0.00250428	0.00147279	0.00398457	0.00203456	0.00206679	0.00263644	0.00154523	0.00599235	0.00294844	0.00107954	0.00473858	0.00262069	0.00180813	0.0032095	0.0015685	0.0107888	0.0015034	0.0045965	0.00430646	0.00255518	0.00377598	0.00746237	0.00229519	0.00323284	0.00320379	0.00140298	0.00189772	0.00134433	0.00112317	0.00157591	0.00135648	0.00151226	0.000794156	0.00479332	0.00370125	0.00258908	0.00285345	0.00275559	0.000743021	0.00262469	0.00354693	0.00176336	0.00170533	1	0.207283	0.435159	0.294755	0.178514	0.117403	0.156817	0.948546	0.217641	0.198775	24.58189	0.2313204
8720	-38336.86	-38440.92	104.0553	17.39499	13.73817	7.88813	26.60491	8.553962	8.799687	0.0407891	0.360895	0.198263	0.322919	0.360055	1.14205	0.273086	0.10819	0.446064	0.134242	0.1135784	0.01549855	3.809139	0.09807983	3.6204	3.74543	2.28266	2.77298	2.9561	1.82522	2.2289	2.04584	1.57335	3.17775	-6.555767	0.001689632	0.00216651	0.000810604	0.000835502	0.00135231	0.000996064	0.00662679	0.00151977	0.00392534	0.0011231	0.00131672	0.00109625	0.00228654	0.00235805	0.000884976	0.00446563	0.00202154	0.000869157	0.00265908	0.0028317	0.0018568	0.00474137	0.00158295	0.0097233	0.00170907	0.00370289	0.00374489	0.000621826	0.00241239	0.00675465	0.000969804	0.00155344	0.0020627	0.00140733	0.000756859	0.000710769	0.000682946	0.00109064	0.000953102	0.000690341	0.000864113	0.000973146	0.000469246	0.00135167	0.0020142	0.00160276	0.00124181	0.0029574	0.00125675	0.00173778	0.00105352	1	0.232426	0.490452	0.276099	0.207851	0.147967	0.167955	1.14768	0.22974	0.227517	30.41405	0.1364569
8740	-38348.85	-38435.67	86.82096	13.6519	9.520652	5.864664	18.58236	5.795906	6.670159	0.09611	0.439798	0.208435	0.395489	0.105382	10.6858	0.614005	0.116742	0.865242	0.125882	0.1464127	0.01597779	2.123727	0.1304349	4.00617	3.41688	2.56538	2.66249	2.85295	1.54108	2.72063	1.97716	1.72578	3.34025	-5.955812	0.00307857	0.00325081	0.00150641	0.00113508	0.00198299	0.00108343	0.00691231	0.00267716	0.00336458	0.00148742	0.00330855	0.00304229	0.00415086	0.00477221	0.00320719	0.00491223	0.00296322	0.00150995	0.0041667	0.00375318	0.00291711	0.00438628	0.00230096	0.00830356	0.00124531	0.00376537	0.0054573	0.00314773	0.00451921	0.0138007	0.00246289	0.00216245	0.00388693	0.00267732	0.000917441	0.00048011	0.00077374	0.0027132	0.00229513	0.00141399	0.000966516	0.00800252	0.00126312	0.00109426	0.00421497	0.00609689	0.00176016	0.00467719	0.00340377	0.00255978	0.0018971	1	0.183246	0.431462	0.245506	0.176642	0.145364	0.141138	1.12849	0.248227	0.240058	20.70609	0.1091285
8760	-38397.67	-38445.4	47.72991	2.112121	1.458752	0.7788495	3.181877	0.95099	0.9631335	0.0172672	0.526191	0.172949	0.416296	0.200677	17.7331	0.927081	0.121935	1.81145	0.348592	0.733659	0.1736751	0.9021879	0.5599839	3.27562	3.07219	2.35294	3.15285	2.69318	2.1116	1.96502	2.00006	1.58687	2.99528	-4.154239	0.01865359	0.0174378	0.0086896	0.00606816	0.0153027	0.00570601	0.0392712	0.00979368	0.011702	0.00787987	0.0120564	0.00661161	0.00969649	0.0181856	0.0099284	0.0334476	0.0147205	0.0162013	0.0631683	0.0265627	0.0203407	0.0330086	0.0160167	0.0445479	0.0069538	0.0233682	0.0241116	0.0148961	0.0223858	0.0523661	0.0136825	0.00779915	0.0161112	0.0090814	0.0100269	0.0170627	0.0144265	0.00683129	0.00731283	0.0106657	0.00829371	0.00504754	0.00656242	0.0298975	0.0189031	0.0165376	0.00993763	0.0231532	0.0131587	0.021188	0.00515933	1	0.231502	0.575836	0.384555	0.190541	0.178148	0.186621	1.20566	0.33301	0.257942	4.084065	0.2367246
8780	-38394.15	-38449.91	55.76546	2.377317	2.119345	0.7694216	4.001406	0.9417004	0.9632874	0.0337939	0.679998	0.121732	0.439554	0.340996	4.48384	1.25934	0.105362	0.410613	0.187517	0.6992044	0.03215501	0.9022014	0.6670494	3.81728	3.02127	2.60375	2.17149	2.8179	1.87274	2.32771	2.09943	1.76781	3.12105	-4.455096	0.01380708	0.0230582	0.0175472	0.00539105	0.00975468	0.00602295	0.0310775	0.00565196	0.00981006	0.00586043	0.0105542	0.00792188	0.0074466	0.0106315	0.0101886	0.0244974	0.0119119	0.00327788	0.0206669	0.015922	0.0132085	0.0182336	0.00852632	0.0349657	0.00631208	0.0190744	0.0203296	0.013181	0.0172679	0.0333912	0.00667866	0.00452767	0.0319347	0.010751	0.0119634	0.0117345	0.0123198	0.00463434	0.00743136	0.0116591	0.015333	0.0100225	0.00793282	0.013655	0.0136354	0.0444598	0.00425256	0.0117007	0.014113	0.00793205	0.00263579	1	0.256398	0.614847	0.37525	0.247638	0.201628	0.166509	1.61722	0.35036	0.359592	4.903607	0.045988
8800	-38351.43	-38443.66	92.22249	9.819922	7.723659	4.402791	20.24992	4.374364	4.807912	0.0769507	0.344619	0.150918	0.27651	0.222163	0.194846	9.55837	0.116212	1.16138	0.193319	0.1522662	0.0264347	6.490978	0.1258315	4.27904	3.26177	2.16063	2.80162	2.79258	1.5345	2.59386	1.90497	1.48597	2.71638	-5.970116	0.003034848	0.0045874	0.00256229	0.00181492	0.00209297	0.00109734	0.00671403	0.00174517	0.002825	0.00165883	0.00402311	0.00143116	0.00234709	0.0042004	0.00197806	0.00560277	0.00290105	0.000944179	0.00492239	0.00422622	0.00334593	0.00611049	0.00263229	0.0126311	0.00226012	0.00373408	0.00503439	0.00108467	0.00601002	0.00589607	0.00247035	0.00210726	0.00233925	0.00189473	0.00351295	0.000417175	0.00127852	0.00108355	0.00198895	0.00274281	0.00634324	0.00355212	0.00322989	0.00262795	0.00252605	0.0030991	0.000820194	0.00308038	0.00239169	0.00337712	0.000626604	1	0.240189	0.520838	0.353152	0.206768	0.149929	0.155468	1.3029	0.306624	0.289671	26.7409	0.1736085
8820	-38358.89	-38451.68	92.78683	10.11038	7.994448	3.801626	17.42196	3.881054	4.04878	0.0422002	0.443076	0.168593	0.300804	0.192323	0.469125	1.80176	0.107401	1.2273	0.198759	0.1399891	0.03864176	5.222206	0.1013473	3.79738	3.32255	2.10891	2.60277	2.57804	2.30441	3.69033	1.75979	1.86083	2.98064	-6.183861	0.002450805	0.00325497	0.0020027	0.000832667	0.00391592	0.00141276	0.0106773	0.00164499	0.00253497	0.0017301	0.00185398	0.00155999	0.00281959	0.00329211	0.00174796	0.00453782	0.00416982	0.00136196	0.00453411	0.00333788	0.00205723	0.00412464	0.00139116	0.00748389	0.00130605	0.00369131	0.00509121	0.00224698	0.00639209	0.00661411	0.00796337	0.00296589	0.00456712	0.00322792	0.000572409	0.00297585	0.00196188	0.0014325	0.00421041	0.00167937	0.00173326	0.00226788	0.00157344	0.00310124	0.00519309	0.00398677	0.000865989	0.00220166	0.00135009	0.000697463	0.000925567	1	0.282879	0.628964	0.36314	0.208338	0.15477	0.217629	1.48127	0.290091	0.285837	22.64416	0.2760341
8840	-38368.74	-38452.09	83.34478	9.048228	4.090561	2.106012	13.38664	2.310103	2.413159	0.0838755	0.493453	0.0825849	0.409682	0.593105	0.191837	1.31723	0.0976577	1.2283	0.205399	0.2463163	0.02641004	0.4034518	0.2199062	4.37789	4.33921	2.18615	2.69834	2.8609	2.46507	2.45549	2.12148	2.01643	3.73106	-5.459938	0.005054806	0.00673765	0.00327972	0.00258435	0.00519318	0.00217861	0.0143598	0.00423438	0.00476843	0.00315442	0.00798782	0.00460792	0.00547331	0.00449192	0.00289154	0.0109769	0.00824191	0.00106914	0.00507934	0.00654087	0.00375433	0.00964833	0.00327133	0.0112142	0.00147549	0.00560036	0.00689037	0.00402246	0.00514866	0.013396	0.00481945	0.00398824	0.00454458	0.0035616	0.00567488	0.00362094	0.00169633	0.00362491	0.00394171	0.0033486	0.00504031	0.0044851	0.00229908	0.01066	0.00756307	0.00150304	0.00344425	0.00421462	0.00611531	0.00384927	0.00255767	1	0.221779	0.507682	0.384072	0.198645	0.176345	0.190598	1.13312	0.29864	0.31095	13.7901	0.1072201
8860	-38386.27	-38440.68	54.40207	4.906227	2.878647	1.272014	6.930901	1.355528	1.384406	0.0419933	0.499387	0.144999	0.306121	0.135491	0.125895	2.82276	0.0910235	1.50253	0.281502	0.3299385	0.06783304	1.206593	0.2621054	3.3532	3.1033	2.59813	2.96308	2.95147	2.04248	2.50278	2.49762	1.61339	2.66783	-4.61522	0.01176416	0.0307063	0.00965463	0.00489975	0.011821	0.00832651	0.0525065	0.00598232	0.010086	0.00783526	0.00747918	0.00432384	0.00922384	0.00925254	0.00616464	0.0270427	0.0124989	0.00326157	0.00976931	0.013588	0.00913666	0.0164706	0.0070729	0.0210554	0.00289459	0.00925361	0.0150635	0.00591535	0.0119431	0.0348026	0.00856491	0.0066686	0.0132206	0.00852708	0.0114239	0.00254272	0.0147868	0.0056031	0.0103205	0.0230517	0.0107142	0.00423548	0.0143636	0.0129074	0.0151704	0.00782634	0.00403678	0.00756968	0.0103869	0.00403297	0.00394076	1	0.214993	0.434715	0.286874	0.190181	0.160916	0.156495	1.0676	0.24404	0.20889	8.137494	0.205593
8880	-38365.88	-38441.42	75.53705	8.573138	5.968619	2.422277	15.79817	2.74836	3.145164	0.0958819	0.475175	0.220952	0.453095	0.190752	1.51833	0.31539	0.0550421	0.363658	0.238317	0.1435301	0.02158887	1.788463	0.1219412	4.1655	3.31509	2.31367	2.72733	2.63321	1.38253	2.57881	1.99474	2.01136	2.94859	-5.321297	0.005806518	0.0165645	0.00736573	0.00451021	0.00443854	0.00339026	0.0239969	0.00300419	0.00516679	0.0040391	0.00627302	0.00482475	0.005446	0.00592724	0.00555045	0.0145466	0.00575791	0.00184783	0.00907411	0.00539816	0.0040527	0.0080196	0.0034253	0.0150788	0.00216509	0.00571148	0.00905847	0.00274934	0.0102353	0.00940552	0.00540414	0.00460252	0.00713901	0.00356441	0.00438804	0.00182737	0.00292276	0.00370798	0.00311705	0.0052969	0.00179467	0.0042067	0.00357661	0.00328585	0.0053822	0.00294155	0.00639723	0.00343377	0.00444955	0.00960827	0.00210681	1	0.190216	0.378231	0.258166	0.181986	0.137364	0.154382	0.82893	0.282004	0.236639	17.58663	0.1504135
8900	-38378.77	-38434.96	56.19535	6.629149	2.763308	1.44897	9.349233	1.584265	1.641844	0.0703907	0.487933	0.161311	0.523232	0.110928	3.62711	0.525801	0.0644017	0.922512	0.209379	0.2847907	0.04314638	0.5593618	0.2416443	4.09343	3.51859	2.17676	2.56048	2.42068	1.25555	2.59032	1.45736	1.58935	2.83541	-4.776746	0.01000947	0.0124843	0.0062043	0.00633002	0.00936646	0.00405732	0.0388749	0.0075042	0.0174237	0.00654265	0.0072478	0.00538606	0.0116253	0.014797	0.00605408	0.0230697	0.0115829	0.00363407	0.015847	0.019409	0.0134311	0.0202029	0.00748246	0.0300802	0.00517846	0.0172762	0.010622	0.00534343	0.00609567	0.0292279	0.00802372	0.00848329	0.00830662	0.00876467	0.00197875	0.00776458	0.00595656	0.00191517	0.0061492	0.00551592	0.0190859	0.00372511	0.00490878	0.0147826	0.0110897	0.0143848	0.00497622	0.00507152	0.00364895	0.0082531	0.00525835	1	0.181809	0.433096	0.263002	0.167811	0.113974	0.148235	0.873507	0.249429	0.219277	9.908595	0.1515021
8920	-38382.52	-38444.28	61.75489	7.230247	3.381572	1.987168	11.04281	1.942434	2.049684	0.0483481	0.470089	0.156896	0.433606	0.315436	14.8733	3.72302	0.109279	0.39969	0.193802	0.3598254	0.09613717	0.9012205	0.2636883	3.60064	3.05779	2.63588	2.75102	2.87594	2.24354	2.23897	1.92434	1.79029	3.71814	-5.108829	0.007181073	0.00883883	0.00347768	0.00319357	0.00820719	0.00633752	0.0368004	0.00837333	0.012092	0.00486938	0.00487336	0.00390838	0.00843146	0.00987213	0.00537964	0.0175057	0.00988592	0.00301606	0.0090111	0.010794	0.00658649	0.0134537	0.00513497	0.0184498	0.00277608	0.00916557	0.0104226	0.00464003	0.0101395	0.0209814	0.00945533	0.00946936	0.0100898	0.0090578	0.00380434	0.00349	0.00524739	0.00460057	0.0124312	0.00633896	0.012953	0.00269313	0.00755667	0.00523694	0.0118663	0.0081343	0.0065616	0.0037718	0.00455712	0.00810691	0.00434111	1	0.186679	0.398263	0.232071	0.143526	0.120694	0.145167	0.893637	0.221969	0.233603	11.94403	0.2671773
8940	-38383.04	-38439.37	56.33789	5.805001	2.686432	1.642773	8.210009	1.553012	1.793945	0.0764098	0.670069	0.161934	0.280464	0.21226	4.24469	0.965023	0.0457821	1.3492	0.162407	0.4083255	0.1363111	0.4336533	0.2720144	3.83715	3.5456	2.67639	2.599	2.38049	1.51174	2.33195	2.08743	1.61153	3.58479	-4.783733	0.009939781	0.00781427	0.00487857	0.00511273	0.0112313	0.00749333	0.0400432	0.0114485	0.0318653	0.00574245	0.00910158	0.00755223	0.0117014	0.013519	0.00864723	0.0191456	0.0122502	0.00443888	0.0166739	0.0127474	0.0090032	0.0245938	0.0104508	0.0197659	0.00362198	0.0108799	0.0131738	0.00590337	0.0137365	0.028998	0.00615058	0.0115448	0.0091729	0.00673543	0.00307532	0.00428202	0.00447564	0.00335942	0.0182145	0.00363894	0.00549031	0.00531584	0.00520062	0.00517684	0.0156853	0.00972547	0.00589775	0.00639176	0.0193371	0.0123714	0.00369397	1	0.200322	0.41843	0.262649	0.17554	0.121187	0.138895	0.817595	0.232942	0.225764	8.643662	0.3338295
8960	-38376.73	-38438.02	61.28667	5.635943	3.624766	2.039221	10.05061	1.707712	2.155981	0.0481952	0.499057	0.163619	0.306741	0.11299	1.5861	1.02457	0.11467	1.80176	0.283278	0.3505994	0.07903259	0.1886721	0.2715669	4.43979	3.30682	2.35543	2.59008	2.78072	1.32307	2.47832	1.97894	1.66171	3.17271	-5.057766	0.007557285	0.010439	0.00566794	0.00346675	0.00549352	0.00347835	0.0323891	0.00680206	0.0123161	0.00688278	0.00782995	0.00621945	0.00621746	0.00458348	0.00354293	0.0174572	0.00863159	0.00713468	0.0188035	0.00851285	0.00619202	0.012502	0.00557165	0.0228754	0.00326471	0.011284	0.0138158	0.00874442	0.0110348	0.0180797	0.0108313	0.00972881	0.0104122	0.00613688	0.00316107	0.0113697	0.00308389	0.00694942	0.00438628	0.00494819	0.00640164	0.00784324	0.00167592	0.00256088	0.0118996	0.00376579	0.0168863	0.00481108	0.0165185	0.00285715	0.00557414	1	0.179254	0.42042	0.216788	0.148808	0.102678	0.11415	0.970876	0.239497	0.222236	10.23928	0.2254213
8980	-38400.96	-38442.51	41.55231	4.016683	2.026989	1.095338	6.053087	0.9189719	1.174177	0.111561	0.369708	0.140897	0.352695	0.397162	11.1553	1.26506	0.111751	0.695829	0.189794	0.4819071	0.03244986	0.9647418	0.4494573	3.37733	3.30595	2.2841	2.84552	3.64356	1.07771	2.15298	2.0979	1.58044	3.09643	-4.378547	0.01490551	0.0224477	0.0119776	0.00727856	0.0141574	0.00522449	0.0438607	0.0108244	0.0182009	0.0111653	0.0080918	0.00398518	0.00825864	0.0111805	0.00785511	0.0346277	0.0157532	0.0026229	0.00909832	0.0201822	0.0104405	0.0214518	0.0078574	0.0286664	0.00399028	0.0153535	0.0196801	0.010921	0.0165662	0.0377052	0.0215303	0.0113596	0.00860597	0.0276936	0.0109953	0.0283578	0.0104943	0.00794539	0.0111747	0.0139312	0.0242464	0.0217478	0.0136634	0.0084177	0.0244522	0.0295714	0.00455779	0.0095122	0.020027	0.0269416	0.00338999	1	0.186418	0.404012	0.236776	0.163467	0.155931	0.171939	0.986779	0.257191	0.202968	7.017829	0.06733634
9000	-38379.95	-38442.13	62.17593	9.086299	5.0874	2.475642	16.4346	2.399439	2.84959	0.10146	0.4427	0.116756	0.316856	0.085866	0.703088	0.234003	0.116852	0.792571	0.250533	0.1917411	0.02184044	3.788288	0.1699007	4.27374	3.84879	2.37585	2.77787	2.65767	1.35028	3.37273	2.21802	1.8209	2.69715	-5.049222	0.007622128	0.0156841	0.00756683	0.00267016	0.00793503	0.00372384	0.0237772	0.00622619	0.00689325	0.00518438	0.00472561	0.00266342	0.00442434	0.00536577	0.00397846	0.0149608	0.00814018	0.00387413	0.0123159	0.00696363	0.00365817	0.014644	0.0049716	0.020728	0.00483612	0.00990616	0.0101577	0.00278759	0.00624688	0.00979326	0.00471776	0.0116883	0.00519445	0.00495318	0.00774003	0.0047472	0.0167838	0.00906589	0.00711612	0.00779854	0.00412829	0.00304766	0.00649663	0.00289212	0.0126705	0.00309393	0.00442786	0.00370399	0.00563957	0.00343323	0.00111206	1	0.171784	0.354968	0.206352	0.148471	0.0966414	0.11931	0.83641	0.205176	0.196878	20.22289	0.1139059
9020	-38367.18	-38437.28	70.09599	8.044524	3.866571	2.671258	13.64102	3.245522	3.931367	0.073452	0.337755	0.172959	0.497128	0.17455	0.0906109	0.523275	0.102682	0.810498	0.278769	0.2529733	0.1033649	0.3128962	0.1496084	3.69894	3.25317	2.58	2.6194	2.70467	1.72056	2.3442	1.78696	2.47834	3.28242	-5.402301	0.005354712	0.00415966	0.00235774	0.00192408	0.0034208	0.00254506	0.0179567	0.00448415	0.00457483	0.00351404	0.0038417	0.00276012	0.00663645	0.00520339	0.00435782	0.0128328	0.00541186	0.0017438	0.00678545	0.00954733	0.0063045	0.0171179	0.00534052	0.019957	0.00359531	0.0101727	0.00946914	0.00559805	0.00701134	0.0136464	0.00491083	0.00987022	0.00211347	0.00351981	0.00220094	0.0028298	0.00716485	0.00508114	0.00164393	0.00628283	0.00139031	0.00829121	0.00139581	0.00388342	0.00674532	0.00512117	0.00473632	0.00564343	0.00170376	0.00703492	0.00366457	1	0.177697	0.401696	0.250284	0.168156	0.124684	0.133588	0.90586	0.212004	0.179199	13.95391	0.4086
9040	-38353.62	-38428.56	74.94034	6.247461	4.114254	2.542353	11.13184	2.687838	3.027036	0.117209	0.377667	0.113648	0.24817	0.247338	0.509385	0.407006	0.105214	0.705791	0.20684	0.3465781	0.1341331	0.2514336	0.212445	3.98616	2.92826	2.26438	2.24255	3.33329	2.04641	1.91078	1.95659	1.34286	3.25106	-5.113679	0.007146326	0.0103	0.00509519	0.00333504	0.00477179	0.00288783	0.0187482	0.00562414	0.00789335	0.00317342	0.00802655	0.00393857	0.00613387	0.00592658	0.00456946	0.0114293	0.0073049	0.00219762	0.00844093	0.0108503	0.00606987	0.0145494	0.00589212	0.0138567	0.00263579	0.00672856	0.0119845	0.00416891	0.015735	0.0141196	0.00337601	0.00426885	0.00445011	0.00375071	0.00325776	0.00188944	0.00247918	0.00181134	0.00351406	0.0034277	0.00230648	0.00565415	0.00258216	0.00404428	0.00900121	0.0029217	0.00720797	0.00648296	0.0177199	0.00553642	0.0033693	1	0.191303	0.44135	0.254884	0.157166	0.154957	0.169818	1.04461	0.292956	0.240031	11.38328	0.3870213
9060	-38368.48	-38441.47	72.98843	3.945374	2.782814	1.658457	6.990274	1.353078	1.78627	0.0698692	0.36853	0.167968	0.248276	0.288206	0.373227	0.368852	0.101152	0.497955	0.216714	0.5232749	0.167956	0.03588572	0.3553189	3.38441	3.08546	2.61588	3.1024	3.02955	1.75522	2.13316	1.86505	1.83081	3.3244	-4.931846	0.008571404	0.0139472	0.00574657	0.00586238	0.00641767	0.00312257	0.0260083	0.00505179	0.00624746	0.00536768	0.00560265	0.00367022	0.00578912	0.00684956	0.00713742	0.0110714	0.00890579	0.00403012	0.0115629	0.0109527	0.00773133	0.0231732	0.0134407	0.0224417	0.00239927	0.0105048	0.0146857	0.00896829	0.0130747	0.0179391	0.0031412	0.00625412	0.00587688	0.00507872	0.0081902	0.0070337	0.00540402	0.00220634	0.00799482	0.00681281	0.0115011	0.0129166	0.00487297	0.00226167	0.00911109	0.00344729	0.00459423	0.00635247	0.0145177	0.00828004	0.00464767	1	0.251051	0.577398	0.348758	0.233153	0.167162	0.148057	1.29191	0.278939	0.285266	7.02616	0.3209708
9080	-38352.01	-38444.01	91.99452	6.244702	4.064097	2.361557	10.37364	2.522855	2.695596	0.0183956	0.3241	0.185114	0.38878	0.341827	0.290601	1.36777	0.0734426	0.616067	0.234202	0.2053509	0.03863444	0.9443313	0.1667164	4.96352	3.27419	2.59779	3.06996	2.59513	1.54907	2.03953	1.82232	1.34888	3.18198	-5.515592	0.00478117	0.00492072	0.00342216	0.00267127	0.00381358	0.00254472	0.0130701	0.00514154	0.00454025	0.00376752	0.00352584	0.00270652	0.00413061	0.00350134	0.00345441	0.00890417	0.00580968	0.00189483	0.00858744	0.00602111	0.00378886	0.0118663	0.00439243	0.0233176	0.00229141	0.00792246	0.00850548	0.00211319	0.00482181	0.0122395	0.0030853	0.00650351	0.00589711	0.00360377	0.00270918	0.00161527	0.00392296	0.00284557	0.00258891	0.00230986	0.00293709	0.00487142	0.00147492	0.00332376	0.00612428	0.00337839	0.00290481	0.00451117	0.00377827	0.003424	0.00313104	1	0.265533	0.657831	0.390217	0.222227	0.178747	0.187895	1.30953	0.397634	0.276256	11.31797	0.1881387
9100	-38364.41	-38447.43	83.01638	8.783047	4.633582	3.31571	14.24615	2.860765	3.51287	0.0473515	0.346965	0.163204	0.395976	0.356061	0.224156	0.462578	0.0833061	1.25405	0.28373	0.1383509	0.01460921	0.8019819	0.1237417	4.24655	3.28341	2.37029	2.90758	3.05333	1.3416	2.27129	1.83357	1.46365	3.37168	-5.513528	0.004791052	0.00599096	0.0029891	0.00223147	0.00241647	0.00170952	0.0149975	0.00449336	0.00655784	0.00319985	0.00400527	0.00310879	0.00339217	0.00669607	0.00184477	0.00691228	0.00463052	0.00213043	0.0052075	0.00579432	0.00409174	0.0182561	0.00795627	0.0136505	0.00226681	0.00501001	0.00658134	0.00213133	0.0052124	0.0102905	0.00155026	0.00613079	0.00344157	0.00346482	0.00132649	0.00217214	0.00172512	0.00463021	0.00246494	0.00200604	0.00223173	0.0054138	0.00124048	0.00379657	0.00490153	0.00499415	0.00501666	0.00335304	0.000729588	0.00279231	0.00227726	1	0.250833	0.528428	0.335609	0.204759	0.218451	0.19472	1.01628	0.3162	0.285879	15.04813	0.1055954
9120	-38355.24	-38451.55	96.30975	10.74582	10.08625	5.101116	22.38409	5.450641	5.638862	0.0814173	0.427732	0.153915	0.310632	0.228387	0.16674	0.499612	0.115813	3.60838	0.311219	0.09526408	0.03864882	1.736708	0.05661526	3.50163	3.01158	2.2037	2.81144	3.04611	1.39432	2.9179	2.26036	1.29171	3.39427	-6.036421	0.002840149	0.00382369	0.00179003	0.000796098	0.00149313	0.000897108	0.0056858	0.00196979	0.00203375	0.0011293	0.00136212	0.0010828	0.00373858	0.00196976	0.00184745	0.00445801	0.00289268	0.000972855	0.00289541	0.00281875	0.00164341	0.00483432	0.00252823	0.0087645	0.00154445	0.00359473	0.00568015	0.0027657	0.00526336	0.00497269	0.00109653	0.00290104	0.00265395	0.00168832	0.000567617	0.000241759	0.00138514	0.00081485	0.00183176	0.000761534	0.00307668	0.0032066	0.00185998	0.00189792	0.00295622	0.0026902	0.00293072	0.00184006	0.0030354	0.00118598	0.00105828	1	0.255127	0.539347	0.331375	0.254458	0.136075	0.187861	1.41637	0.331439	0.293567	24.1208	0.4057019
9140	-38350.99	-38434.31	83.31811	7.60819	4.927974	3.710641	13.98917	4.147332	5.050145	0.0429235	0.508533	0.110382	0.370617	0.215526	0.321178	0.722257	0.102325	1.04838	0.223907	0.1783622	0.020174	0.7314216	0.1581882	3.50892	3.28718	2.3136	2.65681	3.01733	1.45005	1.94575	1.80652	1.68049	2.84018	-5.655228	0.004158063	0.00539438	0.00288323	0.00240006	0.00248473	0.00177347	0.00992148	0.00323166	0.00525307	0.00206289	0.00137818	0.00162234	0.00272012	0.00277089	0.00205705	0.0064562	0.00419725	0.00200396	0.00775843	0.00602913	0.00443671	0.00985607	0.00361297	0.0155402	0.001841	0.00618465	0.00865074	0.00229573	0.00646929	0.0103853	0.00512952	0.00402278	0.00230671	0.00265922	0.00220178	0.00142367	0.00860507	0.00589631	0.000833754	0.00171609	0.0107355	0.00218672	0.00543033	0.0012769	0.0106275	0.00321649	0.00243725	0.00374007	0.00658459	0.00234112	0.00260975	1	0.225795	0.440012	0.315752	0.208948	0.18019	0.152289	1.12951	0.324533	0.269147	14.72059	0.113107
