Iteration	Replicate_ID	Posterior	Likelihood	Prior	kappa	omega	pi[1]	pi[2]	pi[3]	pi[4]
784	0	-4681.16	-4677.4	-3.76027	1.893151	0.02740548	0.214858	0.287865	0.251572	0.245705
785	0	-4682.7	-4679.06	-3.6396	1.793142	0.02775935	0.221828	0.308253	0.239915	0.230004
786	0	-4682.17	-4678.63	-3.53972	1.779674	0.02872707	0.222741	0.289056	0.238865	0.249337
787	0	-4683.13	-4679.01	-4.12228	2.012096	0.02483774	0.208248	0.294501	0.256584	0.240668
788	0	-4682.81	-4679.5	-3.31073	1.972146	0.03372516	0.209063	0.296623	0.255262	0.239052
789	0	-4681.61	-4678.05	-3.56214	1.923097	0.0299181	0.206542	0.306619	0.249335	0.237504
790	0	-4682.08	-4678.72	-3.36241	1.728218	0.03026337	0.213845	0.286876	0.244095	0.255184
791	0	-4682.46	-4678.57	-3.88456	1.986607	0.02694464	0.207997	0.287562	0.260672	0.243769
792	0	-4681.64	-4678.08	-3.5601	1.697806	0.0276998	0.220361	0.300925	0.234225	0.24449
793	0	-4680.63	-4677.08	-3.54524	1.833839	0.02920795	0.208198	0.301026	0.246225	0.244551
794	0	-4682.93	-4679.11	-3.824	1.727304	0.02531021	0.205518	0.299551	0.241052	0.25388
795	0	-4682.32	-4678.44	-3.87526	1.997714	0.02713857	0.202441	0.292993	0.253505	0.25106
796	0	-4683.11	-4679.6	-3.51617	1.949052	0.03074743	0.221811	0.310456	0.223239	0.244494
797	0	-4684.89	-4681.11	-3.77962	1.696146	0.02546585	0.227844	0.293804	0.250611	0.227741
798	0	-4681.26	-4677.67	-3.58802	1.95333	0.02991863	0.217641	0.289362	0.244917	0.24808
799	0	-4682.18	-4678.51	-3.67085	2.154326	0.03096269	0.212222	0.30383	0.248603	0.235344
800	0	-4681.96	-4678.11	-3.84733	1.986289	0.02732938	0.203545	0.304265	0.249277	0.242913
801	0	-4683.5	-4680.07	-3.43029	2.060643	0.03309984	0.215734	0.289297	0.256318	0.238651
802	0	-4683.9	-4680.4	-3.49721	1.940577	0.03089284	0.197185	0.293313	0.255092	0.254411
803	0	-4682.82	-4679.35	-3.4659	1.680438	0.02855892	0.216704	0.280927	0.254002	0.248367
804	0	-4681.7	-4678.22	-3.47883	1.891774	0.03059987	0.204317	0.2938	0.243297	0.258586
805	0	-4682.7	-4679.06	-3.64558	2.197251	0.03173066	0.208506	0.290217	0.241753	0.259523
806	0	-4681.79	-4677.9	-3.88937	2.101317	0.02791047	0.211393	0.293532	0.236548	0.258527
807	0	-4686.64	-4682.91	-3.72433	1.497817	0.02429295	0.21075	0.291333	0.236236	0.261681
808	0	-4683.97	-4679.89	-4.07905	2.336658	0.02792061	0.20435	0.298183	0.253546	0.243922
809	0	-4681.6	-4678.19	-3.40406	1.994155	0.03269463	0.215341	0.30774	0.236812	0.240106
810	0	-4682.33	-4678.75	-3.57246	2.14067	0.03208078	0.206032	0.290708	0.248115	0.255144
811	0	-4685.65	-4682.02	-3.63251	1.852266	0.02840327	0.198631	0.320104	0.241461	0.239805
812	0	-4680.61	-4677.04	-3.57091	1.964966	0.03024353	0.210063	0.299386	0.248603	0.241948
813	0	-4682.26	-4678.68	-3.58339	1.762688	0.02807577	0.210058	0.2831	0.256981	0.249861
814	0	-4681.1	-4677.29	-3.80922	2.060097	0.02841254	0.207511	0.293206	0.249489	0.249794
815	0	-4681.02	-4677.67	-3.34309	1.815922	0.03147301	0.212904	0.295062	0.241178	0.250855
816	0	-4681.83	-4677.79	-4.03757	2.058903	0.02601805	0.20621	0.299475	0.244874	0.249441
817	0	-4686.55	-4682.17	-4.3822	2.337046	0.02489016	0.209285	0.291306	0.260554	0.238855
818	0	-4681.64	-4677.97	-3.66576	1.906385	0.02855594	0.202217	0.304623	0.242329	0.250831
819	0	-4690.15	-4686.09	-4.05506	1.44944	0.02122292	0.222049	0.287496	0.233407	0.257048
820	0	-4682.27	-4679.03	-3.2385	1.747295	0.03204108	0.205707	0.299353	0.247783	0.247157
821	0	-4686.59	-4682.66	-3.9212	1.643223	0.02374291	0.204422	0.306822	0.252017	0.236739
822	0	-4681.16	-4677.27	-3.89451	1.935861	0.02640329	0.21635	0.300658	0.235018	0.247974
823	0	-4686.11	-4681.87	-4.23873	1.695892	0.02155353	0.221403	0.293049	0.237657	0.247891
824	0	-4689.27	-4685.84	-3.43525	2.456796	0.03784195	0.211543	0.315078	0.219801	0.253579
825	0	-4682.34	-4678.41	-3.92832	1.810347	0.02502307	0.221952	0.297451	0.239005	0.241592
826	0	-4681.59	-4678.17	-3.42778	1.838382	0.03065636	0.208881	0.287939	0.249809	0.253372
827	0	-4682.19	-4678.66	-3.53372	1.806655	0.02906595	0.219018	0.299265	0.251485	0.230231
828	0	-4680.98	-4677.53	-3.44839	1.814018	0.03014442	0.21099	0.301487	0.233528	0.253995
829	0	-4681.29	-4677.65	-3.64418	1.746782	0.02727407	0.212162	0.306969	0.239682	0.241187
830	0	-4684.72	-4681.3	-3.42326	2.073969	0.03335071	0.209482	0.288363	0.265079	0.237076
831	0	-4686.11	-4682.15	-3.95922	1.843917	0.02500962	0.196895	0.306487	0.238935	0.257683
832	0	-4682.45	-4678.49	-3.95719	2.309891	0.0290405	0.209861	0.303749	0.241663	0.244727
833	0	-4681.54	-4677.65	-3.89439	2.03261	0.02724633	0.209618	0.288688	0.248132	0.253562
834	0	-4683.2	-4679.45	-3.74761	1.847459	0.02712193	0.200367	0.307891	0.239004	0.252737
835	0	-4685.19	-4681.14	-4.04355	2.162739	0.0268201	0.212351	0.305895	0.219728	0.262026
836	0	-4682.45	-4678.57	-3.87736	2.152973	0.02851042	0.209086	0.30051	0.229695	0.260708
837	0	-4680.99	-4677.4	-3.58602	1.785284	0.02826661	0.212461	0.300553	0.233506	0.25348
838	0	-4683.88	-4679.95	-3.92943	1.703224	0.0241469	0.212151	0.310246	0.234556	0.243047
839	0	-4682.51	-4678.92	-3.58827	1.766885	0.02806313	0.209731	0.290294	0.236406	0.263569
840	0	-4681.61	-4677.83	-3.77847	2.029329	0.02846742	0.202833	0.3065	0.23939	0.251278
841	0	-4680.75	-4677.21	-3.53921	1.953157	0.03050685	0.21112	0.309324	0.237049	0.242507
842	0	-4686.35	-4683.22	-3.13481	1.487448	0.03034526	0.222997	0.309978	0.22564	0.241385
843	0	-4680.91	-4677.36	-3.55591	1.797203	0.02871927	0.208739	0.304192	0.245007	0.242062
844	0	-4681.81	-4677.77	-4.04616	1.973748	0.02524415	0.21407	0.29805	0.247499	0.240381
845	0	-4681.9	-4677.93	-3.97075	2.197715	0.02788649	0.208026	0.295315	0.248657	0.248003
846	0	-4681.29	-4677.86	-3.43493	1.811426	0.03027948	0.211655	0.310892	0.237651	0.239803
847	0	-4683	-4678.94	-4.05952	2.224006	0.02717046	0.202305	0.303344	0.241559	0.252791
848	0	-4682.22	-4678.27	-3.95009	2.022107	0.02658212	0.209875	0.299231	0.254733	0.23616
849	0	-4684.24	-4680.17	-4.06988	2.130763	0.02628862	0.21355	0.297389	0.22595	0.263111
850	0	-4682.21	-4678.85	-3.3609	1.890156	0.03208229	0.217489	0.292572	0.252159	0.23778
851	0	-4682.48	-4678.57	-3.91297	1.837973	0.0253955	0.205479	0.292027	0.247148	0.255346
852	0	-4683.05	-4679.76	-3.28835	1.76231	0.03156727	0.208319	0.311811	0.245515	0.234355
853	0	-4683.02	-4679.37	-3.65507	2.081574	0.0304148	0.214955	0.293222	0.228794	0.263029
854	0	-4681.41	-4677.86	-3.54753	1.865273	0.02949994	0.204725	0.29494	0.25276	0.247574
855	0	-4683.45	-4680.24	-3.20874	1.745617	0.03241521	0.224172	0.303285	0.235995	0.236549
856	0	-4681.84	-4678.39	-3.44537	1.780293	0.02982447	0.214816	0.285788	0.244434	0.254962
857	0	-4680.76	-4677.32	-3.44345	1.948536	0.03166143	0.215177	0.300862	0.240111	0.243851
858	0	-4681.28	-4677.39	-3.88934	2.119241	0.02807198	0.210327	0.299851	0.24815	0.241672
859	0	-4681.69	-4677.8	-3.88885	1.877227	0.02595818	0.210795	0.289505	0.254727	0.244972
860	0	-4683.67	-4680.27	-3.39435	1.991718	0.03279813	0.204737	0.284017	0.254398	0.256848
861	0	-4681.68	-4678.43	-3.25064	1.844803	0.03303296	0.212807	0.306634	0.240137	0.240422
862	0	-4684.65	-4681.16	-3.49028	2.131962	0.03308909	0.196993	0.302872	0.235815	0.26432
863	0	-4683.84	-4679.86	-3.98198	1.726353	0.02386729	0.211165	0.29641	0.234609	0.257816
864	0	-4680.93	-4677.23	-3.70307	2.06745	0.02969748	0.212946	0.303579	0.232381	0.251094
865	0	-4684.58	-4681.4	-3.17612	1.732723	0.0326986	0.224771	0.310311	0.230072	0.234846
866	0	-4682.06	-4678.82	-3.23946	1.871791	0.03351342	0.21613	0.306875	0.236642	0.240353
867	0	-4681.29	-4677.61	-3.68053	1.901542	0.02834528	0.215256	0.308787	0.241058	0.234898
868	0	-4682.78	-4678.86	-3.92186	2.188676	0.02834059	0.219487	0.29209	0.240787	0.247635
869	0	-4684.8	-4681.39	-3.41158	1.519389	0.02753861	0.213983	0.303029	0.252002	0.230985
870	0	-4685	-4681.49	-3.51172	2.026701	0.03163658	0.203736	0.32023	0.245428	0.230606
871	0	-4683.1	-4679.63	-3.47055	1.645426	0.02815601	0.224474	0.292405	0.248727	0.234395
872	0	-4682.09	-4678.37	-3.72141	1.914977	0.028024	0.210233	0.316106	0.234855	0.238806
873	0	-4680.72	-4677.21	-3.51153	1.735593	0.02860313	0.215129	0.299529	0.238723	0.246619
874	0	-4682.51	-4679.21	-3.29847	1.631643	0.0299821	0.218258	0.306604	0.232951	0.242188
875	0	-4682.82	-4679.33	-3.49194	1.673222	0.02819822	0.210387	0.30503	0.228883	0.255701
876	0	-4681.44	-4678.12	-3.3216	1.84173	0.032045	0.210801	0.301071	0.248696	0.239432
877	0	-4681.77	-4678.17	-3.60562	2.166666	0.03192578	0.20644	0.296574	0.241873	0.255113
878	0	-4682.24	-4678.69	-3.55955	2.188112	0.03277179	0.206376	0.310321	0.238609	0.244694
879	0	-4681.87	-4677.98	-3.89238	1.788605	0.02517983	0.208975	0.294335	0.246654	0.250036
880	0	-4682.92	-4679.19	-3.7288	2.190993	0.03061541	0.204507	0.288557	0.247835	0.259101
881	0	-4680.81	-4677.01	-3.80266	1.826591	0.02637387	0.212986	0.301498	0.241048	0.244468
882	0	-4683.9	-4680.3	-3.5924	2.139893	0.03181177	0.199773	0.291803	0.258271	0.250153
883	0	-4684.57	-4681.04	-3.53307	1.885095	0.02987354	0.201765	0.280369	0.253969	0.263897
884	0	-4681.2	-4677.73	-3.46765	1.945941	0.03132299	0.207622	0.297272	0.237326	0.25778
885	0	-4682.78	-4679.34	-3.44304	1.858022	0.03067969	0.208681	0.281572	0.254921	0.254826
886	0	-4683.47	-4679.84	-3.62608	2.149044	0.03147436	0.208804	0.294897	0.229526	0.266773
887	0	-4685.63	-4681.87	-3.76198	1.502866	0.0240011	0.225189	0.290322	0.249014	0.235474
888	0	-4681.58	-4677.97	-3.60509	1.880826	0.0289913	0.222408	0.293451	0.24343	0.240711
889	0	-4684.21	-4680.66	-3.55423	2.245842	0.03348864	0.203039	0.317959	0.234874	0.244128
890	0	-4681.64	-4677.98	-3.65572	2.001358	0.02960083	0.201677	0.302548	0.240809	0.254966
891	0	-4682.54	-4678.94	-3.59531	1.928257	0.02957826	0.205485	0.285939	0.260895	0.247681
892	0	-4681.46	-4677.85	-3.61797	1.677284	0.02689814	0.211023	0.299026	0.243158	0.246793
893	0	-4680.28	-4676.64	-3.64664	1.949939	0.02919756	0.214414	0.296507	0.242982	0.246098
894	0	-4681.95	-4678.43	-3.51895	1.815748	0.02932828	0.222209	0.288741	0.241947	0.247103
895	0	-4682.1	-4678.54	-3.55639	2.098163	0.03183162	0.207323	0.289882	0.245523	0.257272
896	0	-4682.24	-4678.5	-3.74541	1.832228	0.02700654	0.221479	0.285137	0.244876	0.248508
897	0	-4683.59	-4679.4	-4.18997	2.136108	0.02516998	0.209196	0.299838	0.253395	0.237571
898	0	-4681.64	-4677.91	-3.73607	2.233195	0.03094986	0.210131	0.302243	0.241603	0.246023
899	0	-4682.06	-4678.34	-3.71918	1.807663	0.02705471	0.208136	0.297128	0.234292	0.260444
900	0	-4685.72	-4682.55	-3.16986	2.04876	0.03681432	0.218195	0.313451	0.234153	0.234201
901	0	-4682.45	-4679.08	-3.36464	1.622454	0.02910858	0.221126	0.291331	0.241885	0.245658
902	0	-4683.16	-4679.87	-3.29157	1.893335	0.03305044	0.213128	0.311296	0.244986	0.23059
903	0	-4682.63	-4679.31	-3.31661	1.643064	0.02988989	0.218706	0.307016	0.239458	0.23482
904	0	-4682.49	-4678.86	-3.62958	2.001625	0.02991288	0.218525	0.300871	0.250501	0.230102
905	0	-4682.15	-4678.25	-3.89482	1.875376	0.02588406	0.220918	0.288097	0.246611	0.244373
906	0	-4680.18	-4676.51	-3.67588	1.958361	0.02894501	0.212272	0.301478	0.241551	0.244699
907	0	-4685.19	-4680.91	-4.27675	2.346025	0.02596081	0.215315	0.306524	0.230202	0.247959
908	0	-4681.99	-4678.57	-3.41387	1.883553	0.03132344	0.2198	0.301728	0.244818	0.233653
909	0	-4683.99	-4680.01	-3.97595	2.136114	0.02729422	0.199996	0.314126	0.239495	0.246383
910	0	-4682.49	-4678.8	-3.68901	1.946962	0.0286862	0.212617	0.286263	0.262792	0.238328
911	0	-4681.26	-4677.97	-3.29815	1.854879	0.03250843	0.208538	0.299148	0.244711	0.247604
912	0	-4682.41	-4678.76	-3.64328	2.269326	0.03252796	0.207348	0.301728	0.244491	0.246434
913	0	-4683.3	-4679.81	-3.4832	1.639329	0.02795758	0.216261	0.29612	0.228617	0.259002
914	0	-4683.94	-4680.13	-3.80508	1.93711	0.02733237	0.222351	0.282135	0.260219	0.235295
915	0	-4681.08	-4677.33	-3.74815	1.803846	0.02672242	0.213375	0.303186	0.244759	0.23868
916	0	-4681.31	-4677.85	-3.46038	2.012205	0.03214675	0.212666	0.305825	0.242999	0.23851
917	0	-4682.62	-4679.28	-3.33815	1.659272	0.02980898	0.208815	0.291048	0.255808	0.244329
918	0	-4680.74	-4677.19	-3.54632	1.84104	0.02926828	0.218805	0.300924	0.238496	0.241775
919	0	-4683.02	-4679.1	-3.92737	1.823887	0.02514317	0.22369	0.289998	0.238638	0.247674
920	0	-4682.27	-4678.87	-3.40299	1.843072	0.03101564	0.222772	0.291578	0.239654	0.245996
921	0	-4680.93	-4677.31	-3.61633	2.048285	0.03054859	0.205779	0.304323	0.244129	0.24577
922	0	-4681.66	-4678.23	-3.43379	1.991834	0.03227032	0.211258	0.312786	0.235713	0.240242
923	0	-4682.63	-4679	-3.63443	1.856035	0.0284185	0.202286	0.293757	0.241251	0.262706
924	0	-4682.33	-4678.78	-3.54892	1.625137	0.02712186	0.220146	0.302981	0.238789	0.238084
925	0	-4683.35	-4680.03	-3.31945	1.852079	0.0321925	0.203664	0.288933	0.244632	0.26277
926	0	-4680.42	-4676.7	-3.71488	1.84847	0.02747472	0.214749	0.300587	0.239519	0.245145
927	0	-4680.91	-4677.5	-3.40568	1.839639	0.03094436	0.211244	0.294819	0.249645	0.244292
928	0	-4681.21	-4677.64	-3.57036	1.962485	0.0302246	0.208046	0.29326	0.254508	0.244186
929	0	-4689.26	-4685.49	-3.77614	1.357603	0.02271333	0.213335	0.299485	0.245085	0.242095
930	0	-4682.18	-4678.91	-3.27018	1.75849	0.03175793	0.206438	0.307906	0.236389	0.249267
931	0	-4681.48	-4678.03	-3.45299	1.937387	0.0314164	0.218531	0.306802	0.232473	0.242194
932	0	-4685.98	-4682.14	-3.83935	2.195903	0.02934177	0.197964	0.291012	0.267219	0.243806
933	0	-4683.94	-4680.25	-3.68927	2.027477	0.02946612	0.214874	0.289301	0.228179	0.267646
934	0	-4681.46	-4677.75	-3.70849	1.854212	0.02759582	0.208846	0.309077	0.243509	0.238569
935	0	-4684.3	-4680.76	-3.53624	2.108939	0.03221318	0.222634	0.300988	0.224243	0.252135
936	0	-4684.74	-4680.63	-4.11475	2.278587	0.02705281	0.220821	0.289155	0.247504	0.24252
937	0	-4681.48	-4677.65	-3.8227	1.921761	0.02701114	0.217316	0.289031	0.241248	0.252405
938	0	-4682.29	-4678.56	-3.72942	2.144378	0.03014334	0.219825	0.294356	0.241833	0.243987
939	0	-4681.76	-4678.17	-3.59007	1.818183	0.0285434	0.209319	0.312512	0.23106	0.247109
940	0	-4683.41	-4679.98	-3.42224	1.946242	0.03191138	0.209507	0.313228	0.24783	0.229436
941	0	-4681.61	-4678.37	-3.23745	1.812142	0.03282214	0.210931	0.306468	0.238494	0.244108
942	0	-4683.68	-4679.44	-4.23935	2.031896	0.02393588	0.20741	0.303194	0.236653	0.252744
943	0	-4681.69	-4677.64	-4.04893	2.138599	0.02656365	0.209842	0.300411	0.240255	0.249492
944	0	-4683.98	-4680.05	-3.93123	2.311256	0.02935213	0.214028	0.30401	0.225719	0.256243
945	0	-4681.4	-4677.82	-3.5742	2.010068	0.03067132	0.209545	0.311431	0.229814	0.249209
946	0	-4681.63	-4677.66	-3.97129	2.003257	0.02621023	0.20728	0.299661	0.238384	0.254676
947	0	-4683.08	-4679.83	-3.25407	2.029919	0.03526296	0.210167	0.304605	0.246276	0.238952
948	0	-4682.74	-4679.38	-3.35872	1.672703	0.02970974	0.209074	0.299774	0.232502	0.25865
949	0	-4682.55	-4679.09	-3.46129	1.750624	0.02932854	0.215056	0.280881	0.255136	0.248928
950	0	-4681.25	-4677.69	-3.5536	1.869961	0.02947667	0.20712	0.289895	0.251282	0.251703
951	0	-4681.06	-4677.63	-3.43207	1.949667	0.03182142	0.206523	0.304631	0.237135	0.251711
952	0	-4683.31	-4679.96	-3.35195	1.919663	0.03253958	0.222835	0.308634	0.234433	0.234098
953	0	-4682.14	-4678.31	-3.83022	2.234177	0.02981279	0.211247	0.296757	0.235708	0.256288
954	0	-4682.86	-4679.04	-3.8163	1.660809	0.02482267	0.215512	0.29426	0.23675	0.253478
955	0	-4682.65	-4679.3	-3.35242	2.000259	0.03347489	0.216232	0.2947	0.250327	0.23874
956	0	-4681.88	-4678.56	-3.31613	1.767	0.03126574	0.215012	0.301588	0.248681	0.234719
957	0	-4682.05	-4678.57	-3.48717	1.875966	0.03033024	0.208296	0.290533	0.238137	0.263034
958	0	-4681.8	-4678.33	-3.4765	1.890674	0.03061687	0.217341	0.289985	0.236836	0.255839
959	0	-4680.88	-4677.16	-3.72046	1.893008	0.02782876	0.218913	0.301437	0.235439	0.244211
960	0	-4682.44	-4679.17	-3.26935	1.750779	0.03167978	0.210244	0.291875	0.256292	0.241589
961	0	-4684.43	-4681.1	-3.32932	1.794528	0.03140808	0.201817	0.294125	0.263549	0.240509
962	0	-4681.88	-4678.27	-3.6085	2.010532	0.03025668	0.202094	0.31022	0.240595	0.247092
963	0	-4681.6	-4677.99	-3.60368	2.022688	0.03044004	0.204377	0.307118	0.247097	0.241408
964	0	-4682.78	-4678.64	-4.14436	2.085333	0.02520364	0.215781	0.305786	0.236603	0.24183
965	0	-4687.81	-4684.7	-3.1032	1.978065	0.03692619	0.211346	0.30337	0.259416	0.225868
966	0	-4687.02	-4682.67	-4.34343	1.889216	0.02206365	0.218299	0.282455	0.263973	0.235274
967	0	-4684.29	-4680.53	-3.7657	2.222925	0.03048064	0.208318	0.281615	0.259963	0.250103
968	0	-4685.04	-4681.61	-3.42509	2.04398	0.03297979	0.208798	0.280879	0.242543	0.267781
969	0	-4683.84	-4679.9	-3.93889	2.180288	0.02807835	0.213271	0.302695	0.254585	0.229449
970	0	-4683.38	-4679.7	-3.67655	2.190139	0.0312596	0.211959	0.315943	0.224119	0.247979
971	0	-4683.46	-4679.26	-4.1938	1.892114	0.02330181	0.214391	0.288632	0.25008	0.246898
972	0	-4682.28	-4678.45	-3.82596	2.09642	0.02856313	0.203601	0.293852	0.240884	0.261662
973	0	-4682.51	-4679.38	-3.1376	1.699519	0.03281672	0.211698	0.295857	0.241497	0.250948
974	0	-4681.77	-4678.27	-3.50147	2.026128	0.03176294	0.218258	0.306678	0.231479	0.243585
975	0	-4683.47	-4679.8	-3.67569	1.732359	0.02681412	0.201327	0.298845	0.242714	0.257114
976	0	-4683.7	-4680.14	-3.55661	1.723476	0.02798631	0.203953	0.300779	0.232433	0.262835
977	0	-4680.28	-4676.66	-3.62233	1.997226	0.02995487	0.211333	0.302807	0.238759	0.2471
978	0	-4681.67	-4678	-3.66998	1.958853	0.02901708	0.220704	0.306771	0.232293	0.240233
979	0	-4681	-4677.43	-3.57851	2.110056	0.03167266	0.208474	0.301809	0.239451	0.250266
980	0	-4683.59	-4680.25	-3.34152	1.88148	0.03223887	0.210835	0.309418	0.25134	0.228407
981	0	-4680.83	-4676.99	-3.83953	1.965433	0.02722512	0.21665	0.299318	0.242763	0.241269
982	0	-4682.63	-4679.17	-3.45967	1.948292	0.03145042	0.210317	0.292535	0.232115	0.265034
983	0	-4681.65	-4678.06	-3.59452	1.920684	0.02951124	0.217709	0.300553	0.227571	0.254167
984	0	-4680.97	-4677.15	-3.81888	2.113295	0.02879996	0.207488	0.301132	0.239301	0.25208
985	0	-4681.63	-4677.65	-3.98388	2.032029	0.02632645	0.208267	0.298108	0.250596	0.24303
986	0	-4680.81	-4677.34	-3.46813	1.818585	0.0299557	0.208624	0.299212	0.238632	0.253532
987	0	-4683.43	-4680.18	-3.25054	1.824238	0.03278877	0.210349	0.312157	0.223502	0.253992
988	0	-4680.42	-4676.77	-3.65577	1.85244	0.02814867	0.214252	0.303898	0.239465	0.242385
989	0	-4681.11	-4677.53	-3.58176	1.787522	0.02833544	0.220467	0.299378	0.240741	0.239414
990	0	-4681.49	-4677.61	-3.87823	2.15323	0.02850316	0.210006	0.308329	0.238536	0.243129
991	0	-4684.86	-4680.93	-3.92855	2.190744	0.02828525	0.20852	0.314975	0.248083	0.228423
992	0	-4681.7	-4678.19	-3.50335	1.633383	0.02768205	0.215449	0.298856	0.237687	0.248007
993	0	-4683.94	-4680.85	-3.0885	1.769997	0.03439046	0.221093	0.294086	0.242299	0.242522
994	0	-4682.02	-4677.99	-4.03864	2.164531	0.02688552	0.210504	0.296312	0.249676	0.243508
995	0	-4681.28	-4677.47	-3.80557	2.037214	0.028241	0.210642	0.311099	0.234698	0.243561
996	0	-4680.53	-4677.01	-3.5168	1.803255	0.02922599	0.211792	0.302413	0.243958	0.241837
997	0	-4683.43	-4679.2	-4.22323	2.0252	0.02402793	0.215675	0.303153	0.243519	0.237653
998	0	-4682.38	-4678.48	-3.90043	2.314771	0.02974579	0.209501	0.30448	0.239466	0.246553
999	0	-4681.64	-4678.15	-3.48958	2.012046	0.03176314	0.204054	0.297289	0.241033	0.257624
1000	0	-4685.7	-4681.85	-3.85143	1.629814	0.02424871	0.224392	0.311042	0.231502	0.233065
1001	1	-10923.1	-10923.6	0.472686	0.7338639	0.7384395	0.0295403	0.650624	0.00173974	0.318096
1002	1	-4770.27	-4767.82	-2.44898	2.074546	0.05218946	0.223713	0.232436	0.362918	0.180934
1003	1	-4713.49	-4710.97	-2.52288	2.093694	0.0506745	0.184469	0.310923	0.266863	0.237745
1004	1	-4686.32	-4682.27	-4.05364	2.21592	0.02716341	0.206723	0.30729	0.219561	0.266427
1005	1	-4687.55	-4683.78	-3.77292	1.881104	0.02716341	0.219398	0.326131	0.233023	0.221448
1006	1	-4682.54	-4678.6	-3.93328	2.069557	0.02716341	0.203604	0.302655	0.234444	0.259297
1007	1	-4681.89	-4678.12	-3.77029	1.878073	0.02716341	0.217053	0.28452	0.254667	0.24376
1008	1	-4681.74	-4677.81	-3.92737	2.06249	0.02716341	0.210927	0.304714	0.247479	0.23688
1009	1	-4681.9	-4678.35	-3.55437	1.635474	0.02716341	0.213511	0.294457	0.25051	0.241522
1010	1	-4682.86	-4678.96	-3.89727	2.026609	0.02716341	0.216698	0.298853	0.25425	0.230199
1011	1	-4684.98	-4681.43	-3.555	1.636172	0.02716341	0.206448	0.284716	0.242223	0.266613
1012	1	-4683.33	-4679.53	-3.8025	1.915329	0.02716341	0.206323	0.285147	0.242078	0.266452
1013	1	-4680.59	-4676.79	-3.79378	1.90522	0.02716341	0.213337	0.29484	0.241165	0.250658
1014	1	-4680.61	-4676.8	-3.81123	1.925477	0.02716341	0.213337	0.29484	0.241165	0.250658
1015	1	-4681.02	-4677.1	-3.91162	2.043672	0.02716341	0.213337	0.29484	0.241165	0.250658
1016	1	-4684.21	-4680.67	-3.539	1.618653	0.02716341	0.22803	0.289333	0.23666	0.245977
1017	1	-4684.71	-4681.31	-3.40544	1.474811	0.02716341	0.216867	0.297744	0.251453	0.233935
1018	1	-4682.18	-4678.48	-3.69916	1.796814	0.02716341	0.209308	0.287366	0.242688	0.260638
1019	1	-4681.22	-4677.48	-3.74203	1.845626	0.02716341	0.207834	0.294928	0.24098	0.256259
1020	1	-4682.73	-4678.83	-3.90848	2.039935	0.02716341	0.208847	0.313919	0.242154	0.235079
1021	1	-4682.37	-4678.66	-3.70592	1.804488	0.02716341	0.219416	0.309725	0.23892	0.231939
1022	1	-4681.53	-4677.89	-3.63333	1.822738	0.02810973	0.207693	0.293177	0.239671	0.259459
1023	1	-4680.86	-4677.04	-3.81741	2.03706	0.02810973	0.213201	0.300953	0.246027	0.239819
1024	1	-4681.8	-4677.98	-3.81834	2.028153	0.02801791	0.216597	0.305747	0.227536	0.250119
1025	1	-4681.49	-4677.83	-3.66613	1.850593	0.02801791	0.216126	0.305081	0.22755	0.251243
1026	1	-4681.59	-4677.9	-3.68795	1.875647	0.02801791	0.217335	0.304611	0.227199	0.250856
1027	1	-4683.18	-4679.73	-3.45099	1.610164	0.02801791	0.217335	0.304611	0.227199	0.250856
1028	1	-4682	-4678.41	-3.58552	1.743867	0.02787064	0.217335	0.304611	0.227199	0.250856
1029	1	-4684.65	-4681.7	-2.94844	1.675916	0.03521314	0.212412	0.294764	0.24765	0.245174
1030	1	-4680.74	-4676.97	-3.77307	2.047892	0.02870229	0.215758	0.299406	0.238057	0.24678
1031	1	-4680.4	-4676.75	-3.65165	1.905163	0.02870229	0.216643	0.300634	0.239034	0.243689
1032	1	-4683.73	-4680.16	-3.56244	1.51373	0.02594647	0.219737	0.290645	0.242448	0.24717
1033	1	-4682.47	-4678.76	-3.71247	1.67688	0.02594647	0.220924	0.292215	0.250109	0.236751
1034	1	-4683.27	-4679.75	-3.51409	1.641865	0.02764995	0.223956	0.286263	0.25161	0.238172
1035	1	-4685.53	-4681.99	-3.53716	2.032918	0.03137755	0.223649	0.314701	0.237158	0.224492
1036	1	-4684.4	-4681.18	-3.21268	1.661569	0.03137755	0.225546	0.30473	0.23917	0.230553
1037	1	-4681.81	-4678.34	-3.46998	1.844737	0.03020885	0.217093	0.304935	0.225928	0.252044
1038	1	-4682.93	-4679.53	-3.40018	1.765519	0.03020885	0.209136	0.281695	0.25338	0.255789
1039	1	-4681.23	-4677.63	-3.60409	2.043894	0.0306538	0.203706	0.300344	0.246802	0.249148
1040	1	-4681.24	-4677.63	-3.60719	2.04758	0.0306538	0.203706	0.300344	0.246802	0.249148
1041	1	-4681.65	-4678.19	-3.46067	1.87587	0.0306538	0.20664	0.304669	0.250356	0.238336
1042	1	-4681.22	-4677.61	-3.60904	2.049798	0.0306538	0.206484	0.293623	0.250167	0.249725
1043	1	-4682.98	-4679.53	-3.45058	1.864755	0.03065904	0.206475	0.318437	0.237754	0.237334
1044	1	-4680.76	-4676.9	-3.86422	2.000653	0.02727994	0.211375	0.303985	0.241673	0.242967
1045	1	-4682.23	-4678.73	-3.50209	1.816813	0.02953573	0.217656	0.313018	0.226239	0.243087
