Iteration	Posterior	Likelihood	Prior	kappa	omega	pi[1]	pi[2]	pi[3]	pi[4]
2690	-4681.63	-4677.98	-3.64297	2.087899	0.03062761	0.208889	0.311894	0.23034	0.248878
2700	-4685.53	-4682	-3.53301	2.226479	0.03356682	0.213139	0.286739	0.261804	0.238317
2710	-4680.81	-4677.14	-3.66379	1.876735	0.02829287	0.211655	0.290547	0.252086	0.245713
2720	-4683.29	-4679.98	-3.30777	1.876508	0.03263199	0.216979	0.296422	0.255337	0.231262
2730	-4682.75	-4679.27	-3.47709	1.84067	0.03008032	0.213374	0.287843	0.234568	0.264215
2740	-4681.28	-4677.74	-3.54034	1.83136	0.02923942	0.21464	0.290159	0.238741	0.25646
2750	-4684.71	-4680.7	-4.00626	1.844075	0.02457843	0.21449	0.316187	0.238449	0.230874
2760	-4681.64	-4677.96	-3.67426	2.200237	0.03139323	0.210034	0.299152	0.237401	0.253413
2770	-4683.27	-4679.89	-3.3851	1.905706	0.03194136	0.2094	0.320872	0.231872	0.237857
2780	-4682.59	-4679.02	-3.57357	1.611048	0.02673509	0.211877	0.297736	0.251409	0.238979
2790	-4685.71	-4682.03	-3.67634	2.014038	0.02948488	0.228403	0.311241	0.221505	0.238851
2800	-4681.64	-4677.99	-3.65816	1.769253	0.02733721	0.22273	0.297545	0.239977	0.239748
2810	-4683.39	-4679.37	-4.01314	1.999906	0.02577196	0.200694	0.306555	0.244413	0.248338
2820	-4681.23	-4677.56	-3.67021	1.799107	0.02748894	0.216911	0.305364	0.231317	0.246408
2830	-4683.6	-4679.38	-4.22155	2.160876	0.02506482	0.203931	0.302257	0.242253	0.25156
2840	-4680.82	-4677.36	-3.45573	1.874517	0.03070024	0.21697	0.30141	0.24197	0.239649
2850	-4682.77	-4679.34	-3.42662	1.926782	0.03163802	0.224456	0.296285	0.236661	0.242598
2860	-4681.89	-4678.16	-3.72573	1.824082	0.02713659	0.217921	0.283768	0.250432	0.247878
2870	-4683.14	-4679.66	-3.4805	2.159247	0.03353575	0.21595	0.291289	0.243616	0.249145
2880	-4685.03	-4681.33	-3.70141	1.926524	0.02835241	0.22373	0.305523	0.216462	0.254285
2890	-4681.13	-4677.41	-3.71212	2.078188	0.02969645	0.204124	0.301971	0.244151	0.249754
2900	-4684.27	-4680.99	-3.28176	1.855634	0.03273794	0.220981	0.299883	0.251991	0.227145
2910	-4682.2	-4678.61	-3.5859	1.93279	0.02973492	0.199943	0.302795	0.247772	0.249491
2920	-4683.82	-4680.12	-3.69827	1.688481	0.02618952	0.223287	0.298257	0.251019	0.227438
2930	-4682.13	-4678.62	-3.50708	1.776622	0.02906704	0.217754	0.284266	0.255567	0.242414
2940	-4682.2	-4678.64	-3.56159	1.975438	0.03046545	0.209696	0.292709	0.260042	0.237553
2950	-4681.67	-4677.83	-3.84231	2.080087	0.0282314	0.213931	0.292243	0.23693	0.256897
2960	-4682.57	-4678.87	-3.69418	2.169076	0.03082249	0.21556	0.292239	0.235374	0.256827
2970	-4680.32	-4676.64	-3.67382	1.864105	0.02806251	0.212435	0.302128	0.242327	0.24311
2980	-4683.73	-4679.99	-3.73566	1.635039	0.02535708	0.20657	0.302287	0.23843	0.252713
2990	-4683.53	-4679.38	-4.14751	1.790433	0.02294543	0.215882	0.299927	0.241096	0.243094
3000	-4681.82	-4678.28	-3.54107	2.080532	0.03184034	0.206305	0.297109	0.236669	0.259916
3010	-4683.34	-4679.64	-3.70217	2.2292	0.03133681	0.217945	0.2897	0.242782	0.249573
3020	-4681.42	-4677.74	-3.68505	2.15365	0.03077886	0.208942	0.304882	0.233053	0.253123
3030	-4681.6	-4678.17	-3.42387	2.011843	0.03262932	0.211304	0.29804	0.234125	0.256531
3040	-4685.43	-4681.58	-3.85347	2.4369	0.03150488	0.211595	0.308101	0.224118	0.256186
3050	-4681.48	-4678.16	-3.32075	1.772514	0.0312692	0.215954	0.300613	0.232561	0.250872
3060	-4683.08	-4679.94	-3.13628	1.79795	0.0340583	0.218165	0.299169	0.244919	0.237748
3070	-4681.87	-4678.38	-3.49003	1.859449	0.03012196	0.208708	0.296464	0.257518	0.23731
3080	-4684.28	-4680.61	-3.67755	1.607476	0.02567149	0.21233	0.292842	0.233023	0.261804
3090	-4681.84	-4677.92	-3.9109	1.894102	0.02588556	0.215431	0.286934	0.245125	0.252511
3100	-4683.34	-4679.56	-3.78192	2.300951	0.0310564	0.208073	0.311299	0.242998	0.23763
3110	-4680.85	-4677.21	-3.6408	1.99281	0.02969125	0.210583	0.308776	0.23229	0.24835
3120	-4680.74	-4677.31	-3.43601	1.977471	0.03207995	0.211746	0.301659	0.241688	0.244907
3130	-4687.09	-4683.32	-3.7713	1.686081	0.02545859	0.220179	0.322712	0.22204	0.235069
3140	-4683.24	-4679.78	-3.45808	1.724722	0.02909863	0.207765	0.314485	0.242715	0.235034
3150	-4685.23	-4681.14	-4.09316	2.243641	0.02698582	0.21211	0.318854	0.236079	0.232957
3160	-4683.83	-4680.1	-3.73114	1.844498	0.02726689	0.222668	0.311895	0.23846	0.226977
3170	-4680.84	-4677.23	-3.60381	1.890681	0.02910368	0.207176	0.304004	0.2467	0.24212
3180	-4680.59	-4676.84	-3.74874	2.013117	0.02864693	0.209747	0.294268	0.244223	0.251762
3190	-4682.73	-4678.86	-3.87279	2.006757	0.02724416	0.223197	0.302037	0.22979	0.244976
3200	-4682.01	-4678.65	-3.35882	1.80819	0.03118645	0.214251	0.30388	0.226897	0.254972
3210	-4681.82	-4678.27	-3.54661	1.900177	0.02986775	0.221191	0.289037	0.246445	0.243327
3220	-4685.13	-4681.97	-3.16274	2.021281	0.03656017	0.213152	0.288943	0.252564	0.24534
3230	-4689.21	-4685.67	-3.54334	2.102396	0.03204814	0.209554	0.295874	0.214179	0.280392
3240	-4683.12	-4679.85	-3.27113	1.918501	0.03363592	0.201203	0.305258	0.247691	0.245848
3250	-4680.67	-4677.16	-3.51559	1.892228	0.03015698	0.208983	0.307769	0.236932	0.246316
3260	-4684.36	-4680.98	-3.37654	1.919395	0.03220898	0.224834	0.307121	0.221784	0.246261
3270	-4684.4	-4681.17	-3.23446	2.105851	0.03654354	0.209638	0.292326	0.246541	0.251495
3280	-4681.41	-4677.78	-3.63132	1.757499	0.02751035	0.210883	0.295614	0.236877	0.256626
3290	-4680.71	-4676.92	-3.78866	1.982125	0.0279176	0.211246	0.302097	0.246441	0.240217
3300	-4682.64	-4679.14	-3.49281	2.062366	0.03227523	0.212732	0.301996	0.225738	0.259535
3310	-4686.13	-4682.82	-3.30634	2.137848	0.03583426	0.213882	0.321404	0.221225	0.243488
3320	-4681.43	-4677.88	-3.54754	1.784737	0.02868944	0.210272	0.287236	0.248897	0.253595
3330	-4685.03	-4681.47	-3.55325	1.759129	0.0283722	0.197829	0.31073	0.236548	0.254892
3340	-4682.48	-4678.9	-3.58297	2.02104	0.03067736	0.211973	0.315323	0.24014	0.232565
3350	-4681.25	-4677.79	-3.46185	1.724486	0.02905296	0.216756	0.298857	0.233919	0.250467
3360	-4681.24	-4677.94	-3.3001	1.7875	0.03170365	0.212614	0.298044	0.237546	0.251795
3370	-4683.5	-4680.03	-3.46929	1.602276	0.02774185	0.208181	0.290862	0.258651	0.242306
3380	-4682.19	-4678.12	-4.07693	1.884545	0.02425944	0.214932	0.300542	0.241012	0.243515
3390	-4680.46	-4676.84	-3.61851	1.802398	0.02807607	0.213921	0.302114	0.238114	0.245851
3400	-4680.34	-4676.65	-3.68619	1.918293	0.02844273	0.211399	0.294562	0.246765	0.247274
3410	-4683.43	-4679.52	-3.90485	1.71959	0.02449857	0.220015	0.296678	0.251237	0.23207
3420	-4686.65	-4682.45	-4.19454	1.909347	0.02342169	0.215726	0.279114	0.239281	0.265879
3430	-4680.73	-4677.13	-3.59883	1.918035	0.02943431	0.217221	0.292762	0.242528	0.247489
3440	-4680.93	-4677.3	-3.63701	1.834908	0.02818623	0.214838	0.302068	0.231418	0.251677
3450	-4680.6	-4677.17	-3.42739	1.858853	0.03088286	0.210048	0.302982	0.237533	0.249437
3460	-4682.66	-4679.42	-3.23901	1.763371	0.032223	0.20804	0.307004	0.247763	0.237193
3470	-4682.86	-4679.26	-3.59822	2.112442	0.03144477	0.213042	0.299333	0.226237	0.261388
3480	-4682.87	-4679.47	-3.40095	2.121061	0.03421938	0.205264	0.301284	0.234428	0.259025
3490	-4680.84	-4677.2	-3.63147	1.901203	0.02889178	0.205573	0.298561	0.248216	0.24765
3500	-4683.22	-4679.97	-3.25731	1.918699	0.03383345	0.220704	0.29324	0.237325	0.248731
3510	-4684.48	-4681.29	-3.18603	1.918131	0.03485875	0.199052	0.310392	0.240262	0.250294
3520	-4681.59	-4677.72	-3.86148	2.234082	0.02944431	0.21053	0.301461	0.239758	0.248251
3530	-4681.07	-4677.3	-3.77201	1.849191	0.02688534	0.213889	0.289768	0.251469	0.244875
3540	-4685.28	-4681.08	-4.1987	2.00957	0.0241281	0.21471	0.277363	0.251227	0.256699
3550	-4680.36	-4676.7	-3.65515	1.894996	0.02856457	0.208765	0.297223	0.244828	0.249184
3560	-4680.7	-4677.12	-3.57815	2.034675	0.03087948	0.211075	0.306716	0.235836	0.246373
3570	-4684.35	-4680.31	-4.03359	1.855815	0.02442402	0.213808	0.277354	0.253207	0.25563
3580	-4682.42	-4678.35	-4.06763	1.980779	0.02509872	0.212104	0.308939	0.236299	0.242658
3590	-4681.4	-4677.62	-3.77712	1.902312	0.02731147	0.209906	0.290455	0.256276	0.243362
3600	-4683.08	-4679.72	-3.35529	1.634074	0.02933887	0.208832	0.308213	0.232141	0.250815
3610	-4681.96	-4678.25	-3.71164	1.728228	0.02641239	0.218843	0.287569	0.243054	0.250534
3620	-4681.21	-4677.81	-3.40346	1.740366	0.02990066	0.209778	0.305784	0.241012	0.243426
3630	-4683.44	-4680.12	-3.32016	2.05981	0.03465384	0.200506	0.300339	0.245518	0.253636
3640	-4681.66	-4678.04	-3.61576	1.735478	0.02746713	0.209131	0.305183	0.23461	0.251075
3650	-4682.22	-4678.57	-3.64755	1.943436	0.02912303	0.203514	0.289484	0.257667	0.249334
3660	-4682.97	-4679.38	-3.58423	2.023059	0.0306828	0.217482	0.317096	0.228521	0.236901
3670	-4683.17	-4679.83	-3.33795	1.531499	0.0284617	0.213298	0.301839	0.240889	0.243974
3680	-4682.86	-4679.01	-3.85102	1.895802	0.02649363	0.205974	0.2849	0.260344	0.248782
3690	-4683.76	-4680.33	-3.42999	1.987471	0.03227162	0.20096	0.304359	0.256305	0.238376
3700	-4686.11	-4682.49	-3.61803	2.069977	0.03075128	0.204666	0.32946	0.228269	0.237605
3710	-4683.24	-4679.62	-3.61811	2.227196	0.03241085	0.209405	0.298333	0.230298	0.261964
3720	-4681.83	-4678.49	-3.34028	1.872877	0.03215654	0.214847	0.309519	0.228244	0.247389
3730	-4681.04	-4677.47	-3.56574	1.939993	0.03004854	0.214199	0.291381	0.239307	0.255113
3740	-4682.34	-4678.75	-3.58504	1.964242	0.03006573	0.218418	0.28513	0.254359	0.242093
3750	-4680.92	-4677.28	-3.63693	2.005562	0.02986495	0.217724	0.295551	0.242261	0.244464
3760	-4681.67	-4677.98	-3.69806	1.86667	0.02782389	0.215669	0.29886	0.252879	0.232592
3770	-4680.81	-4677.23	-3.58426	1.767405	0.02811194	0.211974	0.302418	0.245086	0.240523
3780	-4682.53	-4678.68	-3.8529	2.316627	0.03033345	0.205282	0.302143	0.240534	0.252041
3790	-4681.45	-4677.87	-3.581	1.66974	0.0272105	0.21283	0.292766	0.246475	0.247929
3800	-4682.74	-4679.44	-3.30015	1.90926	0.03312153	0.210324	0.307669	0.22546	0.256546
3810	-4680.58	-4676.92	-3.65756	1.950741	0.0290799	0.211901	0.304291	0.244607	0.239201
3820	-4682.76	-4679.13	-3.625	1.881827	0.02877511	0.216765	0.284143	0.262052	0.23704
3830	-4683.34	-4679.69	-3.64771	1.778018	0.02752983	0.209571	0.279633	0.249599	0.261197
3840	-4687.78	-4683.38	-4.39822	2.08838	0.02298456	0.201625	0.283517	0.251493	0.263365
3850	-4682.32	-4679.17	-3.15189	1.728373	0.03297498	0.216529	0.297012	0.240908	0.245552
3860	-4684.51	-4681.36	-3.14834	1.599633	0.03147709	0.220942	0.289574	0.235091	0.254393
3870	-4682.33	-4678.49	-3.84615	2.155959	0.0288891	0.213847	0.309395	0.227092	0.249666
3880	-4683.81	-4679.7	-4.11252	2.260822	0.02692875	0.202211	0.306428	0.23657	0.254791
3890	-4681.88	-4678.33	-3.55291	2.025674	0.03110083	0.216842	0.303181	0.227224	0.252753
3900	-4683.04	-4679.34	-3.70462	2.146171	0.03046216	0.203842	0.28837	0.244904	0.262884
3910	-4682.35	-4678.63	-3.72017	1.867681	0.02759642	0.210999	0.301182	0.256237	0.231582
3920	-4683.09	-4679.17	-3.92378	1.828472	0.02521467	0.223878	0.289251	0.239006	0.247864
3930	-4683.53	-4680.45	-3.07707	1.643956	0.03295583	0.214734	0.305279	0.243011	0.236977
3940	-4683.94	-4680.19	-3.74548	1.777703	0.02651525	0.221713	0.279115	0.26137	0.237802
3950	-4683.6	-4680.23	-3.37552	1.806709	0.03096008	0.224328	0.284163	0.244256	0.247252
3960	-4681.52	-4678.05	-3.47096	1.899092	0.03077527	0.217378	0.30878	0.238471	0.235372
3970	-4681.25	-4677.73	-3.52631	1.830963	0.02939801	0.210548	0.300356	0.252245	0.236851
3980	-4684.69	-4680.58	-4.11565	2.077755	0.02541543	0.22049	0.289943	0.257764	0.231803
3990	-4683.87	-4679.87	-3.99663	2.297275	0.0284821	0.212399	0.28713	0.255368	0.245103
4000	-4682.97	-4679.82	-3.14641	1.872072	0.03485539	0.209005	0.311105	0.23765	0.24224
4010	-4683.21	-4680	-3.21575	1.831687	0.03335602	0.219586	0.299574	0.247508	0.233331
4020	-4681.94	-4678.49	-3.452	1.665176	0.02855981	0.207303	0.29983	0.24526	0.247607
4030	-4680.41	-4676.8	-3.60912	1.881978	0.0289567	0.211653	0.303786	0.235119	0.249442
4040	-4682.62	-4679.4	-3.2216	1.817387	0.03310176	0.206134	0.310372	0.241721	0.241773
4050	-4683.13	-4679.45	-3.67201	2.171794	0.03112783	0.221868	0.300579	0.237116	0.240437
4060	-4680.9	-4677.18	-3.72406	1.876602	0.02763764	0.215394	0.304324	0.231912	0.24837
4070	-4681.37	-4677.9	-3.47577	1.765882	0.02931804	0.208637	0.307922	0.235029	0.248412
4080	-4681.95	-4678.38	-3.56198	1.863168	0.02931051	0.218752	0.290696	0.234012	0.256541
4090	-4683.32	-4679.55	-3.76708	2.098591	0.02925276	0.208021	0.283855	0.263289	0.244835
4100	-4681.74	-4678.3	-3.4381	1.842135	0.03056972	0.22016	0.305232	0.239986	0.234622
4110	-4681.47	-4677.76	-3.71118	2.054043	0.02947079	0.214699	0.288141	0.245903	0.251257
4120	-4681.16	-4677.65	-3.51066	1.82462	0.0295156	0.209166	0.310205	0.238957	0.241672
4130	-4681.65	-4677.98	-3.66909	2.08167	0.03024537	0.20709	0.305474	0.230457	0.25698
4140	-4685.03	-4681.32	-3.71176	1.814578	0.02719525	0.207399	0.274434	0.269765	0.248402
4150	-4682.34	-4678.7	-3.63784	1.998446	0.02978276	0.214264	0.304867	0.223374	0.257496
4160	-4680.87	-4677.27	-3.60831	2.093681	0.03111938	0.208513	0.299112	0.240455	0.25192
4170	-4686.99	-4683.5	-3.49089	1.837123	0.02987829	0.205073	0.278966	0.27955	0.236411
4180	-4685.38	-4681.3	-4.08441	2.104645	0.02593223	0.199372	0.286777	0.261832	0.25202
4190	-4681.11	-4677.65	-3.45437	1.966479	0.03171838	0.206569	0.308004	0.237323	0.248104
4200	-4686.79	-4683.66	-3.12098	2.095346	0.03825705	0.201605	0.316926	0.229946	0.251522
4210	-4683.3	-4679.6	-3.6933	1.730035	0.02661362	0.21522	0.315945	0.233362	0.235473
4220	-4683.57	-4680.18	-3.38445	1.631539	0.0289769	0.205858	0.287259	0.251296	0.255587
4230	-4681.22	-4677.87	-3.34917	1.744661	0.03060448	0.21218	0.30296	0.244758	0.240101
4240	-4680.98	-4677.55	-3.43143	1.830347	0.0305249	0.212975	0.309073	0.234426	0.243526
4250	-4683.99	-4680.49	-3.50393	1.575748	0.02711783	0.225781	0.297651	0.231007	0.245562
4260	-4682.73	-4678.79	-3.93995	1.921911	0.02583634	0.216561	0.310048	0.240931	0.23246
4270	-4683.9	-4680.72	-3.17762	1.722719	0.03255772	0.20226	0.297657	0.241891	0.258191
4280	-4681.13	-4677.59	-3.54419	1.9654	0.03057401	0.21907	0.30211	0.238351	0.24047
4290	-4682.21	-4678.86	-3.35546	1.679842	0.02982472	0.215896	0.288178	0.241886	0.254039
4300	-4683.14	-4679.8	-3.34361	1.826137	0.03158149	0.20531	0.302645	0.229196	0.262849
4310	-4681.48	-4677.78	-3.70109	2.093789	0.02998164	0.212742	0.289169	0.24809	0.249999
4320	-4687.12	-4683.27	-3.84828	1.941527	0.02692233	0.209742	0.278405	0.280517	0.231336
4330	-4683.86	-4679.9	-3.9622	2.152616	0.02758292	0.224216	0.297713	0.232754	0.245317
4340	-4684.46	-4681.21	-3.25472	1.97929	0.03461784	0.221845	0.290711	0.237591	0.249853
4350	-4681.75	-4678.41	-3.33635	1.843552	0.03187296	0.214256	0.291999	0.252575	0.241171
4360	-4683.23	-4680.03	-3.20704	1.651917	0.03133779	0.210413	0.290434	0.241042	0.25811
4370	-4683	-4679.35	-3.65459	1.673969	0.0264949	0.213743	0.308899	0.227997	0.249361
4380	-4683.2	-4679.28	-3.92011	2.181565	0.02829582	0.216351	0.299348	0.227096	0.257206
4390	-4686.79	-4683.46	-3.32941	1.384407	0.0270615	0.214466	0.295317	0.236204	0.254012
4400	-4681.95	-4678.18	-3.77127	2.124507	0.02945315	0.210307	0.309918	0.227876	0.251899
4410	-4681.31	-4677.61	-3.70166	2.067962	0.02971917	0.206263	0.29418	0.252268	0.24729
4420	-4682.07	-4678.46	-3.61098	2.10419	0.03119576	0.208829	0.308122	0.227306	0.255743
4430	-4681.91	-4678.08	-3.83669	1.852203	0.02625797	0.208706	0.291417	0.257088	0.242788
4440	-4680.56	-4677.01	-3.55351	1.81733	0.02894721	0.211231	0.293079	0.24733	0.248361
4450	-4682.01	-4678.59	-3.41675	1.763387	0.02998687	0.213865	0.298557	0.229371	0.258206
4460	-4681.74	-4678.34	-3.39409	1.669455	0.0292621	0.210459	0.304015	0.244098	0.241428
4470	-4683.16	-4679.65	-3.5073	2.160524	0.03317781	0.217299	0.291597	0.241537	0.249567
4480	-4682.91	-4679.5	-3.41046	2.042325	0.03316157	0.221173	0.303842	0.233354	0.241631
4490	-4683.29	-4679.35	-3.93806	2.13378	0.02767523	0.199604	0.298626	0.25351	0.24826
4500	-4681.01	-4677.52	-3.49516	2.011753	0.03168765	0.206876	0.307319	0.238089	0.247715
4510	-4684.24	-4680.99	-3.24817	1.469335	0.02881551	0.214713	0.294108	0.246563	0.244616
4520	-4682.23	-4678.9	-3.32856	1.89891	0.03261339	0.202385	0.301993	0.247344	0.248278
4530	-4681.9	-4678.21	-3.68895	2.015982	0.02935708	0.212502	0.290429	0.25824	0.23883
4540	-4681.36	-4677.52	-3.83875	1.950192	0.02709764	0.219289	0.295873	0.236076	0.248762
4550	-4681.51	-4678.11	-3.39832	1.878292	0.03146351	0.2197	0.303816	0.233511	0.242973
4560	-4681.19	-4677.69	-3.49854	1.858677	0.0300117	0.220612	0.295337	0.240391	0.24366
4570	-4680.68	-4677.09	-3.59288	1.989666	0.03023187	0.213145	0.306576	0.240173	0.240106
4580	-4682.17	-4678.39	-3.77552	2.120565	0.02936574	0.205113	0.310978	0.244324	0.239585
4590	-4681.97	-4678.02	-3.94635	1.821695	0.02494833	0.211038	0.294011	0.241033	0.253919
4600	-4682.81	-4678.79	-4.01538	2.166084	0.0271392	0.208122	0.287418	0.247421	0.257039
4610	-4683.19	-4679.14	-4.05232	2.092632	0.02614978	0.218482	0.286925	0.241412	0.253181
4620	-4681.57	-4677.95	-3.61796	1.693056	0.02704526	0.211464	0.301466	0.236511	0.250559
4630	-4682.88	-4679.58	-3.30229	2.074987	0.03510606	0.212363	0.295997	0.244744	0.246895
4640	-4682.92	-4679.22	-3.70431	1.714272	0.02636051	0.214757	0.297909	0.256382	0.230952
4650	-4685.47	-4682.49	-2.97875	1.640172	0.03428871	0.213864	0.28551	0.2539	0.246726
4660	-4683.78	-4680.29	-3.488	2.032004	0.03200298	0.205292	0.294632	0.263377	0.236699
4670	-4681.95	-4678.46	-3.48872	2.039357	0.0320746	0.206691	0.314207	0.233745	0.245357
4680	-4683.17	-4679.81	-3.35088	1.747029	0.03060937	0.218452	0.297713	0.225498	0.258336
4690	-4681.85	-4678.24	-3.61076	1.84766	0.02860087	0.205728	0.298283	0.255978	0.240012
4700	-4684.16	-4680.35	-3.8068	2.13814	0.02917165	0.199694	0.318284	0.236245	0.245777
4710	-4682.31	-4679.01	-3.29291	1.742652	0.03128534	0.214558	0.311832	0.237583	0.236026
4720	-4684.96	-4681.39	-3.57137	1.633471	0.02696805	0.226825	0.279276	0.255471	0.238428
4730	-4680.97	-4677.42	-3.55163	1.890822	0.02971241	0.214072	0.28852	0.249	0.248409
4740	-4682.34	-4678.74	-3.60652	1.973534	0.02990355	0.212608	0.28714	0.260986	0.239266
4750	-4680.86	-4677.31	-3.54851	2.0075	0.03096362	0.213984	0.307305	0.237004	0.241707
4760	-4685.66	-4681.62	-4.04176	1.98923	0.02541035	0.211421	0.323358	0.227639	0.237582
4770	-4683.81	-4679.81	-4.00377	2.391259	0.02924303	0.204224	0.308151	0.241891	0.245734
4780	-4683.71	-4679.86	-3.84591	2.420566	0.03143919	0.207489	0.298071	0.244842	0.249598
4790	-4683.49	-4680	-3.497	1.915021	0.03062336	0.220401	0.284915	0.259243	0.235441
4800	-4683.8	-4680.1	-3.70122	2.146398	0.03050614	0.222847	0.296921	0.246847	0.233385
4810	-4685.82	-4682.16	-3.65565	2.266667	0.03233421	0.199692	0.291388	0.263992	0.244928
4820	-4683.31	-4679.61	-3.70458	2.158572	0.03058748	0.221018	0.301232	0.22738	0.25037
4830	-4682.83	-4678.71	-4.12036	1.997219	0.02473977	0.205721	0.30328	0.245895	0.245104
4840	-4680.67	-4676.98	-3.68862	1.937322	0.0285979	0.215885	0.293304	0.240022	0.250788
4850	-4684.11	-4680.8	-3.31207	1.878734	0.03260008	0.223642	0.307998	0.222378	0.245983
4860	-4682.75	-4679.22	-3.53008	1.848872	0.02953687	0.206929	0.286669	0.241368	0.265034
4870	-4682.22	-4678.58	-3.64478	1.825047	0.02800693	0.223197	0.297853	0.22983	0.249119
4880	-4681.58	-4678.05	-3.53095	2.029559	0.0314207	0.218954	0.303497	0.236519	0.24103
4890	-4683.62	-4680.2	-3.41556	2.217526	0.03516385	0.214396	0.305552	0.234168	0.245883
4900	-4681.04	-4677.66	-3.37618	1.766827	0.03051511	0.217105	0.295328	0.243452	0.244115
4910	-4683.44	-4679.36	-4.07784	2.08694	0.02585291	0.202509	0.307723	0.235965	0.253804
4920	-4681.26	-4677.83	-3.43149	1.809355	0.03029916	0.214044	0.295436	0.252299	0.238221
4930	-4684.67	-4681.22	-3.45369	2.195337	0.0343371	0.20787	0.312953	0.246786	0.232392
4940	-4683.78	-4680.62	-3.16177	1.69222	0.03240293	0.219872	0.311607	0.227834	0.240686
4950	-4681.94	-4678.15	-3.79619	1.888783	0.02699096	0.215221	0.283114	0.249449	0.252216
4960	-4682.32	-4678.61	-3.70661	1.758163	0.02673344	0.223034	0.287692	0.247773	0.241501
4970	-4684.96	-4681.35	-3.60565	2.252655	0.03285526	0.220552	0.290782	0.235417	0.253249
4980	-4683.72	-4679.64	-4.0809	2.160805	0.02642532	0.201462	0.294686	0.255483	0.248369
4990	-4686.64	-4683.3	-3.34184	2.236792	0.0365386	0.198256	0.316723	0.241361	0.24366
5000	-4682.04	-4678.25	-3.78945	1.96699	0.0277701	0.206597	0.290887	0.239903	0.262613
5010	-4681.32	-4677.74	-3.58458	1.81563	0.02857966	0.218654	0.287885	0.248293	0.245168
5020	-4687.35	-4683.69	-3.65267	1.925913	0.02889286	0.213323	0.302345	0.212198	0.272134
5030	-4681.97	-4678.08	-3.88696	2.207688	0.02890495	0.213471	0.299282	0.247155	0.240092
5040	-4684.23	-4681.13	-3.10515	1.77348	0.0341944	0.214246	0.285048	0.253796	0.246909
5050	-4680.84	-4677.39	-3.45044	1.950407	0.03159205	0.21479	0.303255	0.234236	0.247719
5060	-4681.23	-4677.39	-3.83473	2.076324	0.02828034	0.209001	0.309471	0.236707	0.24482
5070	-4681.72	-4678.12	-3.60044	1.962768	0.02986676	0.202001	0.298747	0.25128	0.247973
5080	-4683.04	-4679.91	-3.13162	1.668159	0.03251521	0.207963	0.295857	0.246855	0.249325
5090	-4684.95	-4681.47	-3.47736	1.477845	0.02645649	0.218211	0.304355	0.230486	0.246948
5100	-4682.11	-4678.2	-3.91551	1.819554	0.02521876	0.210179	0.295703	0.237745	0.256372
5110	-4683.89	-4680.4	-3.4923	1.789056	0.02936447	0.226633	0.284099	0.240635	0.248634
5120	-4683.51	-4679.98	-3.53119	1.852003	0.02955584	0.21281	0.295708	0.26318	0.228303
5130	-4681.61	-4677.77	-3.84438	1.832714	0.02601348	0.206877	0.30199	0.245872	0.24526
5140	-4681.42	-4678.04	-3.38105	1.748969	0.03026215	0.209777	0.308399	0.236763	0.245062
5150	-4683.57	-4679.68	-3.89027	1.672712	0.0242502	0.220881	0.290882	0.252353	0.235884
5160	-4682.23	-4678.29	-3.94138	1.81491	0.02493914	0.218822	0.30093	0.243623	0.236625
5170	-4680.87	-4677.26	-3.61107	2.025059	0.03037418	0.211203	0.29731	0.249928	0.24156
5180	-4681.43	-4677.67	-3.76421	2.152421	0.02980637	0.210574	0.292222	0.245018	0.252186
5190	-4682.19	-4678.46	-3.73652	1.949303	0.02818083	0.203081	0.31113	0.234778	0.251011
5200	-4685.32	-4681.53	-3.79239	2.081453	0.02880066	0.227772	0.283858	0.248923	0.239446
5210	-4684.73	-4681.12	-3.60979	2.02975	0.03043799	0.221243	0.30393	0.217467	0.25736
5220	-4683.12	-4679.9	-3.22019	1.646855	0.03111296	0.216165	0.286502	0.244537	0.252796
5230	-4681.08	-4677.43	-3.64988	2.030069	0.02995707	0.206605	0.295539	0.240492	0.257363
5240	-4681.35	-4677.86	-3.48963	1.816724	0.02968115	0.208726	0.290785	0.243222	0.257267
5250	-4682.96	-4679.02	-3.94579	2.035084	0.02673672	0.212116	0.315063	0.238456	0.234365
5260	-4682.61	-4678.82	-3.79119	1.922559	0.02734701	0.203125	0.292423	0.259255	0.245196
5270	-4681	-4677.2	-3.80259	1.963625	0.02759878	0.215887	0.301116	0.232495	0.250501
5280	-4681.31	-4677.46	-3.84786	2.027302	0.0276916	0.206267	0.301951	0.249121	0.242661
5290	-4682.22	-4678.15	-4.06108	2.094591	0.02607929	0.211041	0.290491	0.252131	0.246337
5300	-4681.06	-4677.4	-3.65849	1.833892	0.02794227	0.218578	0.304318	0.232742	0.244362
5310	-4681.11	-4677.16	-3.94487	2.04503	0.02683148	0.212311	0.294048	0.243849	0.249792
5320	-4681.25	-4677.73	-3.51676	2.003354	0.03131975	0.213619	0.292651	0.239204	0.254527
5330	-4685.28	-4681.8	-3.48437	1.820098	0.0297784	0.222018	0.286892	0.265598	0.225492
5340	-4682.58	-4678.59	-3.99009	1.994483	0.02595173	0.206535	0.288716	0.257149	0.2476
5350	-4681.39	-4677.78	-3.617	1.686414	0.02699318	0.214401	0.30224	0.242668	0.240691
5360	-4681.86	-4678.28	-3.57611	1.650808	0.02708246	0.214731	0.296142	0.236888	0.252238
