Iteration	Posterior	Likelihood	Prior	div[1]	div[2]	div[3]	div[4]	div[5]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	psi[1]	psi[2]	psi[3]	psi[4]	psi[5]	turnover[1]	turnover[2]	turnover[3]	turnover[4]	turnover[5]
18500	-240.043	0	-240.043	0.033697	0.0454056	-0.298908	0.100448	0.0425515	2.21062	0.44542	0.848142	0.256403	0.0975733	2.17692	0.400015	1.14705	0.155955	0.0550217	2.40547	0.115348	1.24166	0.00905179	0.13495	0.984757	0.898061	1.35243	0.608241	0.563902
18600	-247.352	0	-247.352	0.235757	0.0415598	-0.100594	0.0671528	0.0243663	1.84492	0.283854	0.940023	0.209018	0.0807196	1.60917	0.242294	1.04062	0.141866	0.0563533	2.70414	0.112551	1.10998	0.0149897	0.187428	0.872213	0.853587	1.10701	0.678723	0.698137
18700	-188.025	0	-188.025	-0.0198988	0.0424164	-0.271832	0.0369394	-0.0394547	2.70407	0.27932	1.29222	0.171078	0.0192315	2.72397	0.236903	1.56405	0.134138	0.0586862	3.79845	0.139497	1.25944	0.0139913	0.122201	1.00736	0.848144	1.21036	0.784078	3.05156
18800	-215.55	0	-215.55	0.352684	-0.0543001	0.295532	0.061156	-0.0155531	2.49521	0.187754	1.40438	0.0888398	0.00659547	2.14252	0.242054	1.10885	0.0276838	0.0221486	2.16674	0.124702	1.93189	0.0310313	0.189657	0.858655	1.28921	0.789565	0.311615	3.35815
18900	-184.533	0	-184.533	0.0320852	-0.0517305	0.130273	0.177033	-0.0544023	1.98414	0.317633	1.25987	0.219707	0.0033689	1.95206	0.369363	1.12959	0.0426731	0.0577712	2.60564	0.14314	1.81618	0.0757907	0.0300659	0.983829	1.16286	0.896598	0.194227	17.1484
19000	-281.806	0	-281.806	-0.0567078	0.0486948	-0.345856	0.0585405	0.00826901	2.1128	0.256791	0.777895	0.394457	0.00977781	2.16951	0.208096	1.12375	0.335916	0.0015088	2.76847	0.156516	1.3696	0.0196185	0.131313	1.02684	0.810372	1.44461	0.851592	0.154309
19100	-216.196	0	-216.196	0.480995	0.0859447	0.158223	0.0532844	0.0606071	2.13495	0.437399	1.33226	0.126244	0.0721584	1.65396	0.351454	1.17404	0.07296	0.0115513	2.2914	0.111782	1.42389	0.00384756	0.303349	0.774705	0.80351	0.881237	0.577927	0.160083
19200	-237.875	0	-237.875	-0.326875	-0.00686601	0.232464	0.00937026	0.0609892	1.8827	0.243318	1.22734	0.0666542	0.144706	2.20958	0.250184	0.994875	0.0572839	0.0837164	2.81048	0.0766622	1.28062	0.0101782	0.203212	1.17362	1.02822	0.810595	0.85942	0.578529
19300	-219.789	0	-219.789	-0.0580014	-0.0397308	-0.323014	0.0140468	0.108677	2.05984	0.288827	0.647036	0.0213562	0.198334	2.11784	0.328558	0.97005	0.00730935	0.0896571	2.81867	0.133285	1.37598	0.00385763	0.066509	1.02816	1.13756	1.49922	0.342259	0.452051
19400	-255.555	0	-255.555	-0.0520208	-0.00621369	-0.305199	0.100769	0.18578	1.93593	0.258009	0.849078	0.122886	0.372194	1.98795	0.264222	1.15428	0.0221168	0.186415	2.2732	0.155494	1.40769	0.0226302	0.140827	1.02687	1.02408	1.35945	0.179978	0.500853
19500	-207.988	0	-207.988	0.319692	-0.0292203	0.130634	0.457242	-0.0623522	2.64394	0.283971	1.08907	0.524828	0.0312683	2.32425	0.313192	0.958439	0.0675867	0.0936205	3.18064	0.0759007	1.4784	0.0344878	0.0453129	0.879085	1.1029	0.88005	0.128779	2.9941
19600	-189.171	0	-189.171	0.018298	0.0175474	-0.609476	0.269548	-0.0984328	2.71608	0.264709	0.999982	0.36375	0.000986317	2.69778	0.247161	1.60946	0.0942024	0.0994192	2.80603	0.126102	1.64994	0.0528959	0.176474	0.993263	0.93371	1.60949	0.258975	100.798
19700	-190.945	0	-190.945	0.00986842	0.0036321	0.0685021	0.225186	-0.0571625	1.91244	0.280552	1.17488	0.25034	0.007596	1.90257	0.27692	1.10638	0.0251546	0.0647585	2.64672	0.090593	1.6645	0.132996	0.0917619	0.99484	0.987054	0.941694	0.100482	8.52535
19800	-220.56	0	-220.56	-0.00993318	0.00935226	-0.374881	0.102059	-0.0323651	2.4103	0.341728	1.05083	0.158298	0.194461	2.42023	0.332376	1.42572	0.0562389	0.226826	1.91855	0.115534	1.34318	0.0115153	0.0444811	1.00412	0.972632	1.35675	0.355272	1.16644
19900	-237.011	0	-237.011	0.41165	0.0356901	-0.418304	0.101434	-0.0639787	2.6291	0.26249	0.817709	0.182255	0.103824	2.21745	0.2268	1.23601	0.0808207	0.167803	2.77189	0.126309	1.34779	0.0105479	0.0954452	0.843426	0.864033	1.51156	0.443449	1.61622
20000	-224.253	0	-224.253	0.344425	-0.00145824	-0.506073	0.141683	0.086385	2.7922	0.267244	0.924677	0.143203	0.10624	2.44778	0.268702	1.43075	0.00152058	0.0198554	3.01423	0.0927744	1.60796	0.00993319	0.0823491	0.876648	1.00546	1.5473	0.0106184	0.186891
20100	-223.363	0	-223.363	-0.0572716	0.0262711	0.112177	0.180624	-0.0893206	2.33299	0.249355	1.41637	0.277371	0.0784557	2.39026	0.223084	1.3042	0.096747	0.167776	3.07991	0.0773553	1.35513	0.088319	0.017465	1.02455	0.894644	0.9208	0.3488	2.13848
20200	-194.38	0	-194.38	-0.440152	-0.00193104	-0.0443763	0.156635	0.0496588	1.93993	0.304322	1.19972	0.337284	0.0677967	2.38009	0.306253	1.2441	0.180649	0.0181379	3.09247	0.143047	1.46513	0.031034	0.119372	1.22689	1.00635	1.03699	0.535598	0.267534
20300	-269.352	0	-269.352	-0.0338783	0.0341916	-0.464717	0.150841	0.0400145	1.73907	0.329219	0.745206	0.291544	0.0501444	1.77295	0.295028	1.20992	0.140703	0.0101298	2.18604	0.1012	1.33588	0.0135665	0.191856	1.01948	0.896143	1.62361	0.482614	0.202013
20400	-196.06	0	-196.06	-0.0736929	-0.0673721	-0.497018	0.0451579	-0.0133119	1.95808	0.271866	1.26542	0.0591216	0.125765	2.03177	0.339238	1.76244	0.0139637	0.139077	2.59688	0.121295	1.96662	0.0775262	0.10676	1.03764	1.24781	1.39277	0.236186	1.10585
20500	-199.868	0	-199.868	0.302879	0.0292572	-0.288655	0.0770495	-0.130503	2.56089	0.345015	1.08063	0.0821561	0.120622	2.25801	0.315758	1.36928	0.00510657	0.251125	2.80483	0.104718	1.40991	0.0188975	0.0611991	0.881729	0.9152	1.26712	0.0621569	2.08192
