Iteration	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]
3630	-795.362	0	-795.362	0.0800608	0.017958	0.00909907	0.00038806
3640	-798.533	0	-798.533	0.0835987	0.0167874	0.00669951	0.000348496
3650	-799.276	0	-799.276	0.0906496	0.0152654	0.00766253	0.000150438
3660	-801.022	0	-801.022	0.0639024	0.0185505	0.00563782	0.000193531
3670	-799.958	0	-799.958	0.0727212	0.0296688	0.00823669	0.000337962
3680	-799.853	0	-799.853	0.0940777	0.0116975	0.0121836	0.000484022
3690	-799.703	0	-799.703	0.0701143	0.0180712	0.00803067	0.000536017
3700	-797.983	0	-797.983	0.0825157	0.0224503	0.0109034	0.000780378
3710	-800.586	0	-800.586	0.0778363	0.023221	0.00458561	0.00074267
3720	-801.875	0	-801.875	0.0737875	0.0269995	0.0085731	0.000335405
3730	-799.028	0	-799.028	0.0847997	0.0206429	0.00521534	0.00014342
3740	-800.338	0	-800.338	0.0640681	0.0206949	0.00798645	0.000208749
3750	-799.947	0	-799.947	0.0955704	0.0118021	0.00485344	0.000145833
3760	-798.922	0	-798.922	0.0704417	0.0156583	0.00818627	0.000207035
3770	-800.435	0	-800.435	0.0736217	0.0284613	0.00660954	0.000521178
3780	-801.064	0	-801.064	0.0799038	0.0133237	0.00996924	0.000389705
3790	-797.077	0	-797.077	0.0694486	0.0164905	0.00448332	0.000412452
3800	-798.241	0	-798.241	0.0757084	0.0198	0.0150231	0.00139359
3810	-795.944	0	-795.944	0.0834011	0.0149121	0.0109338	0.00469788
3820	-798.658	0	-798.658	0.0886683	0.0190378	0.0075053	0.00196615
3830	-797.771	0	-797.771	0.0795927	0.0153783	0.00813338	0.00407835
3840	-804.754	0	-804.754	0.0814667	0.016453	0.011538	0.0043074
3850	-803.667	0	-803.667	0.0804236	0.0173631	0.00820843	0.0155066
3860	-801.625	0	-801.625	0.0663903	0.0161041	0.00470858	0.0195791
3870	-801.785	0	-801.785	0.0856301	0.0148343	0.00636129	0.0500249
3880	-801.183	0	-801.183	0.0760815	0.0163306	0.0132559	0.068571
3890	-796.243	0	-796.243	0.0740933	0.0123334	0.00693516	0.0268659
3900	-799.38	0	-799.38	0.0758992	0.0229549	0.00723875	0.0308717
3910	-800.898	0	-800.898	0.081623	0.0236157	0.0129329	0.0200927
3920	-801.284	0	-801.284	0.0924607	0.0226237	0.0116615	0.0287875
3930	-802.765	0	-802.765	0.0781373	0.0287772	0.0189063	0.0278227
3940	-801.631	0	-801.631	0.0949001	0.0200474	0.0210784	0.0377351
3950	-796.418	0	-796.418	0.0927462	0.0146762	0.0137635	0.0420202
3960	-802.482	0	-802.482	0.0884972	0.0135715	0.0180866	0.087401
3970	-797.434	0	-797.434	0.0781789	0.0222421	0.0112244	0.0170703
3980	-800.397	0	-800.397	0.0965031	0.0181042	0.0120445	0.0499121
3990	-800.16	0	-800.16	0.0880673	0.0197211	0.00985633	0.0248057
4000	-798.71	0	-798.71	0.0854266	0.0208139	0.0121519	0.0357317
4010	-795.34	0	-795.34	0.0845624	0.0127581	0.00978349	0.0140612
4020	-797.403	0	-797.403	0.0932829	0.019915	0.0130002	0.0118707
4030	-795.157	0	-795.157	0.0783365	0.0157872	0.00838697	0.0151165
4040	-799.356	0	-799.356	0.0822396	0.0239175	0.00610451	0.00841438
4050	-797.82	0	-797.82	0.0644443	0.0189096	0.00954874	0.0119518
4060	-800.066	0	-800.066	0.073216	0.0200961	0.00527687	0.00443265
4070	-798.194	0	-798.194	0.0630518	0.0207204	0.0114057	0.000509937
4080	-796.595	0	-796.595	0.0770236	0.0118193	0.00761868	0.00178811
4090	-800.584	0	-800.584	0.0939309	0.0186582	0.0147484	0.000901716
4100	-802.948	0	-802.948	0.0805567	0.0171797	0.0135411	0.00072123
4110	-803.077	0	-803.077	0.072577	0.0187108	0.0137728	0.00125958
4120	-797.178	0	-797.178	0.0818095	0.011951	0.00786592	0.0023941
4130	-798.494	0	-798.494	0.0836108	0.0143027	0.00612291	0.00981519
4140	-797.786	0	-797.786	0.0832979	0.0188025	0.0110272	0.0103741
4150	-797.385	0	-797.385	0.0824253	0.0165969	0.00842175	0.00791139
4160	-799.144	0	-799.144	0.0934507	0.0180974	0.0114335	0.0102351
4170	-798.254	0	-798.254	0.095543	0.0166359	0.0101081	0.00467544
4180	-801.534	0	-801.534	0.0959521	0.0179907	0.0105379	0.0101247
4190	-796.326	0	-796.326	0.079505	0.0184211	0.0114912	0.0017329
4200	-795.268	0	-795.268	0.0877137	0.0133711	0.00722957	0.00234921
4210	-796.775	0	-796.775	0.0899232	0.00886126	0.0063125	0.00713901
4220	-800.45	0	-800.45	0.0882102	0.0115578	0.00754234	0.00726377
4230	-798.752	0	-798.752	0.0688495	0.0217705	0.00683743	0.00486855
4240	-799.143	0	-799.143	0.0880032	0.0249908	0.00549899	0.0125414
4250	-797.515	0	-797.515	0.0947898	0.0134187	0.00617144	0.0147769
4260	-803.142	0	-803.142	0.0706486	0.021111	0.00800955	0.0274623
4270	-799.065	0	-799.065	0.0964183	0.0130943	0.0067789	0.0509114
4280	-796.281	0	-796.281	0.0867996	0.0160936	0.00819243	0.0290325
4290	-797.758	0	-797.758	0.0843559	0.0166688	0.00811882	0.010074
4300	-798.459	0	-798.459	0.075769	0.0163536	0.00754971	0.0138675
4310	-796.621	0	-796.621	0.0736242	0.0177522	0.00778038	0.00940113
4320	-793.932	0	-793.932	0.0763391	0.0164111	0.00997605	0.00525921
4330	-796.75	0	-796.75	0.078916	0.0119482	0.00901554	0.0160175
4340	-800.009	0	-800.009	0.0829063	0.0187191	0.0135568	0.063762
4350	-799.623	0	-799.623	0.0842766	0.0226114	0.00878403	0.076216
4360	-798.523	0	-798.523	0.0831423	0.0142316	0.00828827	0.0461774
4370	-798.769	0	-798.769	0.0905949	0.0208226	0.018047	0.0246892
4380	-803.689	0	-803.689	0.108476	0.0117503	0.0112368	0.0188187
4390	-801.171	0	-801.171	0.0886689	0.0209484	0.0106811	0.0205918
4400	-799.912	0	-799.912	0.0828215	0.0173181	0.014088	0.00448665
4410	-794.971	0	-794.971	0.0870789	0.0172419	0.0106036	0.00881663
4420	-795.763	0	-795.763	0.094347	0.0143278	0.00614705	0.0167524
4430	-800.482	0	-800.482	0.0912305	0.0147599	0.00962058	0.0446831
4440	-799.763	0	-799.763	0.0798639	0.016467	0.0151998	0.0468056
4450	-798.518	0	-798.518	0.0762339	0.0159302	0.0112257	0.0233147
4460	-797.187	0	-797.187	0.0935831	0.0172474	0.0137203	0.0185082
4470	-795.553	0	-795.553	0.0881572	0.0164638	0.00721521	0.00569514
4480	-798.311	0	-798.311	0.079978	0.0160849	0.0125708	0.00655483
4490	-796.322	0	-796.322	0.0823073	0.0197207	0.00914156	0.00570386
4500	-798.386	0	-798.386	0.0833063	0.0192861	0.0167318	0.0050741
4510	-798.763	0	-798.763	0.0747517	0.0188878	0.00759541	0.0086668
4520	-800.995	0	-800.995	0.0878351	0.0148125	0.00998031	0.00571241
4530	-805.3	0	-805.3	0.055752	0.0206106	0.00572245	0.00600436
4540	-797.048	0	-797.048	0.0984285	0.0206353	0.0105024	0.00387567
4550	-803.975	0	-803.975	0.0830579	0.0108465	0.0191125	0.00672903
4560	-801.482	0	-801.482	0.0903698	0.0232178	0.0116915	0.0228081
4570	-799.616	0	-799.616	0.083407	0.020044	0.0111339	0.0276303
4580	-798.573	0	-798.573	0.0758128	0.020907	0.00878528	0.0366442
4590	-802.541	0	-802.541	0.0918709	0.0238377	0.0102361	0.0123082
4600	-796.284	0	-796.284	0.0811953	0.017355	0.00751133	0.0325518
4610	-798.924	0	-798.924	0.0765715	0.0134263	0.00655778	0.0157728
4620	-800.328	0	-800.328	0.0560594	0.0158822	0.00810086	0.0363183
4630	-804.066	0	-804.066	0.0667368	0.0154752	0.0138305	0.0308746
4640	-800.182	0	-800.182	0.0846907	0.0121392	0.00854266	0.0330539
4650	-799.044	0	-799.044	0.0731681	0.0199376	0.010604	0.0152988
4660	-800.497	0	-800.497	0.0763148	0.01698	0.0144742	0.0140166
4670	-795.88	0	-795.88	0.0936005	0.0190204	0.0119711	0.0208386
4680	-796.609	0	-796.609	0.0933652	0.0140263	0.00861509	0.0228995
4690	-801.839	0	-801.839	0.0735457	0.0284058	0.013675	0.016883
4700	-800.61	0	-800.61	0.0776531	0.0210525	0.0188556	0.017795
4710	-801.275	0	-801.275	0.103916	0.0261795	0.00669888	0.00765755
4720	-799.552	0	-799.552	0.0782317	0.0163978	0.00751401	0.0317035
4730	-803.398	0	-803.398	0.105559	0.0134451	0.00883407	0.0351631
4740	-799.382	0	-799.382	0.0993173	0.0191876	0.00881266	0.00569655
4750	-799.679	0	-799.679	0.102971	0.0179951	0.00580018	0.00128524
4760	-801.245	0	-801.245	0.0834883	0.0179077	0.0150911	0.00129744
4770	-797.143	0	-797.143	0.0837652	0.0225124	0.00923214	0.000922632
4780	-795.439	0	-795.439	0.0927997	0.0203938	0.00696064	0.000880458
4790	-795.927	0	-795.927	0.0779947	0.0164497	0.00878576	0.00205913
4800	-797.934	0	-797.934	0.0734415	0.0169199	0.009042	0.0114959
4810	-798.781	0	-798.781	0.0712182	0.0149505	0.00953022	0.00459283
4820	-797.611	0	-797.611	0.078777	0.0154337	0.00555383	0.00497207
4830	-798.211	0	-798.211	0.0656466	0.0157321	0.00531861	0.00668055
4840	-802.234	0	-802.234	0.0663881	0.0132861	0.00863792	0.0268535
4850	-799.108	0	-799.108	0.0697078	0.0157843	0.0123912	0.017396
4860	-799.814	0	-799.814	0.0851343	0.0184317	0.00737624	0.0153947
4870	-803.923	0	-803.923	0.0769023	0.022557	0.00756874	0.0255802
4880	-801.725	0	-801.725	0.0774202	0.0160721	0.0150476	0.0398073
4890	-797.776	0	-797.776	0.0751989	0.0190702	0.0110698	0.02669
4900	-798.876	0	-798.876	0.0746685	0.0217961	0.0111674	0.0299201
4910	-802.502	0	-802.502	0.100395	0.0146539	0.00851027	0.0306444
4920	-800.416	0	-800.416	0.0926524	0.0175245	0.0206892	0.0157149
4930	-801.426	0	-801.426	0.0987971	0.0172234	0.0133919	0.00706317
4940	-800.904	0	-800.904	0.0886322	0.0197063	0.00639704	0.0224767
4950	-805.818	0	-805.818	0.0827486	0.02303	0.0110419	0.0129678
4960	-796.326	0	-796.326	0.076102	0.0162218	0.0114537	0.0232959
4970	-799.546	0	-799.546	0.0721778	0.0114208	0.0058	0.024964
4980	-800.091	0	-800.091	0.0788127	0.01834	0.00763891	0.0267991
4990	-802.059	0	-802.059	0.0808306	0.0194011	0.011219	0.0275286
5000	-802.215	0	-802.215	0.0585486	0.014002	0.00515792	0.0368678
5010	-794.254	0	-794.254	0.080175	0.0144204	0.00782726	0.00957251
5020	-798.34	0	-798.34	0.0875984	0.0173739	0.00623687	0.0477208
5030	-796.128	0	-796.128	0.071009	0.0157945	0.00869574	0.0316995
5040	-803.688	0	-803.688	0.0923586	0.0186695	0.0136444	0.0636993
5050	-800.596	0	-800.596	0.087546	0.0184956	0.00918663	0.0817723
5060	-799.456	0	-799.456	0.0894769	0.0213302	0.00719478	0.0204855
5070	-795.278	0	-795.278	0.0934838	0.0116314	0.00926433	0.0132418
5080	-803.74	0	-803.74	0.0927438	0.0180926	0.00850539	0.031232
5090	-798.562	0	-798.562	0.0960652	0.011336	0.00504542	0.0226294
5100	-802.928	0	-802.928	0.0964132	0.0122743	0.00378982	0.00919835
5110	-796.062	0	-796.062	0.0895277	0.0188419	0.010459	0.0135492
5120	-801.124	0	-801.124	0.0905872	0.0190622	0.0138103	0.014006
5130	-796.955	0	-796.955	0.109731	0.0134033	0.00777156	0.0207511
5140	-797.531	0	-797.531	0.107673	0.0190409	0.0075878	0.0175377
5150	-800.035	0	-800.035	0.0693256	0.0132398	0.00795858	0.0474683
5160	-798.642	0	-798.642	0.0700221	0.0221872	0.0102772	0.0717894
5170	-797.721	0	-797.721	0.0976932	0.0175337	0.00764664	0.0551561
5180	-798.857	0	-798.857	0.105231	0.0186324	0.0039919	0.0216412
5190	-800.836	0	-800.836	0.0941378	0.01758	0.00337674	0.0213458
5200	-800.208	0	-800.208	0.106793	0.0133596	0.00696386	0.0148225
5210	-799.606	0	-799.606	0.089984	0.0111627	0.0100602	0.0216106
5220	-798.376	0	-798.376	0.093433	0.0178909	0.0151792	0.0206292
5230	-803.534	0	-803.534	0.0847604	0.0132376	0.016894	0.0184349
5240	-799.726	0	-799.726	0.101599	0.0191236	0.012455	0.0255697
5250	-799.713	0	-799.713	0.0732884	0.0142478	0.0107334	0.0274545
5260	-801.082	0	-801.082	0.0715688	0.0247243	0.00748598	0.0320572
5270	-799.069	0	-799.069	0.0815355	0.0133679	0.0172013	0.0595427
5280	-799.709	0	-799.709	0.0833507	0.0148769	0.00905208	0.0538991
5290	-798.763	0	-798.763	0.0814547	0.0190419	0.0122596	0.0726281
5300	-798.926	0	-798.926	0.0973941	0.0150196	0.00546787	0.0482953
5310	-798.962	0	-798.962	0.089905	0.0144073	0.00957339	0.0510382
5320	-797.902	0	-797.902	0.0876579	0.0154474	0.00496741	0.0113877
5330	-796.535	0	-796.535	0.0891896	0.0171514	0.00655684	0.00503361
5340	-800.503	0	-800.503	0.112342	0.021109	0.00863776	0.00554482
5350	-804.954	0	-804.954	0.079048	0.0120663	0.016543	0.00342981
5360	-800.224	0	-800.224	0.0844615	0.0173716	0.0120866	0.00354009
5370	-796.983	0	-796.983	0.069629	0.0143739	0.00562216	0.0120556
5380	-799.809	0	-799.809	0.0954723	0.0177778	0.0102161	0.0492397
5390	-797.987	0	-797.987	0.082898	0.0159293	0.010692	0.0462105
5400	-802.451	0	-802.451	0.0991586	0.0152754	0.0105793	0.0695126
5410	-804.501	0	-804.501	0.0957253	0.0142405	0.0183493	0.0960005
5420	-800.716	0	-800.716	0.0868691	0.0111896	0.0162051	0.0507205
5430	-800.042	0	-800.042	0.0977463	0.018851	0.0125831	0.0304829
5440	-799.028	0	-799.028	0.0860933	0.0208557	0.00825378	0.0527244
5450	-796.893	0	-796.893	0.076097	0.0175448	0.00940603	0.0297752
5460	-796.589	0	-796.589	0.0834192	0.0116688	0.0108429	0.0301027
5470	-798.716	0	-798.716	0.0849707	0.026175	0.00849389	0.0119362
5480	-802.21	0	-802.21	0.0797899	0.0216098	0.0137642	0.0502963
5490	-799.047	0	-799.047	0.0843228	0.0156913	0.00743091	0.0805782
5500	-798.357	0	-798.357	0.0836705	0.0150146	0.0114177	0.0623666
5510	-799.083	0	-799.083	0.0907521	0.0185129	0.0155698	0.0237336
5520	-799.743	0	-799.743	0.0935265	0.0117178	0.00575813	0.025756
5530	-798.332	0	-798.332	0.0992592	0.0195286	0.00975496	0.0258339
5540	-800.032	0	-800.032	0.0990763	0.0165585	0.00698354	0.114339
5550	-800.895	0	-800.895	0.0905669	0.0130265	0.0115177	0.0954848
5560	-797.615	0	-797.615	0.088273	0.0131622	0.0113734	0.0547593
5570	-797.441	0	-797.441	0.0765525	0.00973163	0.00797807	0.0334137
5580	-802.7	0	-802.7	0.0693219	0.013904	0.0171505	0.0486671
5590	-804.519	0	-804.519	0.0892189	0.00927585	0.0126691	0.0240286
5600	-800.641	0	-800.641	0.06493	0.0212849	0.00541534	0.0121278
5610	-797.105	0	-797.105	0.0809435	0.021401	0.00693706	0.00533424
5620	-797.916	0	-797.916	0.073048	0.023305	0.00999308	0.00902565
5630	-803.586	0	-803.586	0.0562837	0.021494	0.0129363	0.0043065
5640	-804.821	0	-804.821	0.0888773	0.0144349	0.00498224	0.00528825
5650	-805.138	0	-805.138	0.102739	0.0146951	0.0062005	0.0167047
5660	-803.983	0	-803.983	0.0964455	0.0204364	0.005901	0.00153521
5670	-801.185	0	-801.185	0.0750363	0.0166827	0.00682471	0.0023331
5680	-801.376	0	-801.376	0.0616032	0.0125318	0.0115559	0.00332415
5690	-797.595	0	-797.595	0.084592	0.0233753	0.00895196	0.00901358
5700	-798.415	0	-798.415	0.082096	0.0234277	0.00757391	0.0133197
5710	-797.015	0	-797.015	0.065038	0.0130717	0.0106518	0.011012
5720	-800.181	0	-800.181	0.0791733	0.0153145	0.0101793	0.0097177
5730	-801.51	0	-801.51	0.100628	0.009797	0.00722834	0.0102637
5740	-799.699	0	-799.699	0.079593	0.0156784	0.00522253	0.00985182
5750	-794.607	0	-794.607	0.0746906	0.0183911	0.0083932	0.000652305
5760	-798.074	0	-798.074	0.0834879	0.0155113	0.00738452	0.000838469
5770	-796.789	0	-796.789	0.0759089	0.0191541	0.0074296	0.00024549
5780	-800.731	0	-800.731	0.077073	0.0136591	0.00514757	0.000488866
5790	-800.661	0	-800.661	0.0849555	0.0182165	0.00548474	0.00414245
5800	-797.597	0	-797.597	0.08107	0.0159883	0.00713309	0.00118265
5810	-796.158	0	-796.158	0.0777483	0.0162968	0.00680021	0.00276495
5820	-798.184	0	-798.184	0.088793	0.0194632	0.0081894	0.00371272
5830	-796.805	0	-796.805	0.089717	0.0168082	0.00703352	0.00238433
5840	-799.433	0	-799.433	0.0967844	0.0150469	0.0114224	0.00179125
5850	-798.926	0	-798.926	0.0923024	0.0174555	0.0157458	0.00205704
5860	-800.008	0	-800.008	0.092168	0.0194124	0.00922041	0.00487968
5870	-804.748	0	-804.748	0.131224	0.0161118	0.0121569	0.0138538
5880	-802.509	0	-802.509	0.115555	0.0202775	0.0122841	0.0114793
5890	-798.776	0	-798.776	0.0925829	0.0159305	0.0116778	0.00805765
5900	-797.883	0	-797.883	0.0788559	0.0159284	0.0103357	0.0195386
5910	-807.414	0	-807.414	0.0943317	0.0156634	0.0128395	0.0104773
5920	-801.204	0	-801.204	0.091758	0.0105627	0.00936784	0.0241886
5930	-796.923	0	-796.923	0.0811011	0.0151985	0.0101577	0.0291808
5940	-795.963	0	-795.963	0.0781833	0.0118796	0.0103209	0.01802
5950	-794.86	0	-794.86	0.0900736	0.0178652	0.00827404	0.0057836
5960	-796.899	0	-796.899	0.0861855	0.0126458	0.00821988	0.00425113
5970	-798.171	0	-798.171	0.0767579	0.0172738	0.00490638	0.0131897
5980	-798.695	0	-798.695	0.0843543	0.0159278	0.00876281	0.0429908
5990	-798.765	0	-798.765	0.090106	0.0140181	0.00655631	0.0428088
6000	-803.692	0	-803.692	0.0881709	0.00793578	0.00670707	0.0394268
6010	-802.381	0	-802.381	0.0683907	0.0112856	0.00971842	0.0677823
6020	-803.73	0	-803.73	0.083067	0.0211165	0.0171224	0.0614631
6030	-800.039	0	-800.039	0.0739696	0.0153491	0.0117769	0.0530936
6040	-799.349	0	-799.349	0.0804889	0.0119654	0.0152117	0.03587
6050	-798.608	0	-798.608	0.0653071	0.0192671	0.0107823	0.0295192
6060	-800.68	0	-800.68	0.0645578	0.0200883	0.0109593	0.0740108
6070	-807.343	0	-807.343	0.0744656	0.0120777	0.018465	0.0420235
6080	-797.895	0	-797.895	0.0678989	0.0118737	0.00896582	0.034954
6090	-801.895	0	-801.895	0.0994988	0.0116275	0.0160962	0.057599
6100	-802.44	0	-802.44	0.0878409	0.011872	0.00841486	0.0364413
6110	-802.968	0	-802.968	0.0856278	0.0208907	0.0105135	0.0233371
6120	-799.75	0	-799.75	0.0788736	0.0166996	0.00822043	0.0233933
6130	-799.358	0	-799.358	0.0896162	0.0101623	0.00840186	0.0331045
6140	-796.933	0	-796.933	0.0885312	0.0171401	0.00714043	0.0101411
6150	-795.611	0	-795.611	0.0789024	0.0160211	0.00598533	0.0104603
6160	-796.719	0	-796.719	0.081399	0.0184325	0.00389491	0.00638754
6170	-796.934	0	-796.934	0.0715362	0.0209023	0.0129091	0.0166062
6180	-797.462	0	-797.462	0.0794573	0.0125344	0.00724043	0.0141828
6190	-797.173	0	-797.173	0.0779657	0.0113889	0.0105797	0.0394628
6200	-801.297	0	-801.297	0.0933697	0.0198643	0.0100468	0.0325795
6210	-803.127	0	-803.127	0.0775361	0.0100986	0.00357196	0.020502
6220	-798.891	0	-798.891	0.0765491	0.0126	0.0107609	0.0346961
6230	-799.038	0	-799.038	0.0894972	0.0262439	0.00647905	0.036099
6240	-798.103	0	-798.103	0.0890126	0.0196092	0.00508028	0.0494783
6250	-795.084	0	-795.084	0.0854925	0.0139886	0.0114964	0.0111851
6260	-796.656	0	-796.656	0.090203	0.0169175	0.0135255	0.0192524
6270	-802.7	0	-802.7	0.0878472	0.0146127	0.0164473	0.0437052
6280	-803.818	0	-803.818	0.0814739	0.0234579	0.0131263	0.0139497
6290	-799.631	0	-799.631	0.0858621	0.0232887	0.01592	0.00288527
6300	-800.074	0	-800.074	0.0955291	0.0204223	0.0152964	0.00331164
6310	-797.238	0	-797.238	0.0858667	0.0157316	0.0121357	0.00283858
6320	-797.189	0	-797.189	0.0898989	0.0212021	0.00985056	0.00751306
6330	-800.596	0	-800.596	0.0849303	0.013437	0.00699192	0.0231073
6340	-809.459	0	-809.459	0.0931191	0.0114488	0.0128561	0.00866504
6350	-798.009	0	-798.009	0.0786188	0.018723	0.00856044	0.0135808
6360	-797.652	0	-797.652	0.0899475	0.0169454	0.0130666	0.0234401
6370	-798.757	0	-798.757	0.0871761	0.0164051	0.00723405	0.010093
6380	-804.274	0	-804.274	0.096027	0.0165628	0.00474597	0.00626711
6390	-802.09	0	-802.09	0.09623	0.015741	0.00780128	0.00639825
6400	-800.902	0	-800.902	0.104605	0.0135695	0.0143447	0.00234038
6410	-805.976	0	-805.976	0.0953964	0.0108398	0.0143939	0.00228118
6420	-798.169	0	-798.169	0.100903	0.0140504	0.0113661	0.00946578
6430	-802.521	0	-802.521	0.0934044	0.00509137	0.00716215	0.00575687
6440	-803.876	0	-803.876	0.0836159	0.00668751	0.00481655	0.00375523
6450	-800.535	0	-800.535	0.0756717	0.0123681	0.00500807	0.00312719
6460	-797.562	0	-797.562	0.0718575	0.0153144	0.00743725	0.00300899
6470	-796.593	0	-796.593	0.0716579	0.0158039	0.00782272	0.00149397
6480	-797.639	0	-797.639	0.0829126	0.0181931	0.0136854	0.00129482
6490	-796.833	0	-796.833	0.078523	0.0206974	0.00489274	0.00064123
6500	-799.253	0	-799.253	0.0671385	0.018892	0.0029077	0.00185761
6510	-797.031	0	-797.031	0.074845	0.0182731	0.00614305	0.00891194
6520	-800.497	0	-800.497	0.0728224	0.0165496	0.00989712	0.0236802
6530	-804.71	0	-804.71	0.102091	0.0249945	0.00810872	0.0431255
6540	-796.58	0	-796.58	0.0719284	0.0180523	0.0155606	0.0249908
6550	-803.638	0	-803.638	0.0850367	0.0169602	0.00896425	0.0144131
6560	-802.056	0	-802.056	0.0697025	0.0210582	0.0086424	0.0199584
6570	-802.568	0	-802.568	0.0716951	0.0114044	0.00963528	0.00577921
6580	-798.991	0	-798.991	0.0852137	0.0126993	0.0120334	0.00662451
6590	-795.92	0	-795.92	0.0776455	0.0160614	0.00795264	0.0038053
6600	-797.309	0	-797.309	0.0762083	0.0209416	0.00964483	0.0103657
6610	-802.907	0	-802.907	0.0839005	0.0245832	0.00982622	0.0188876
6620	-798.706	0	-798.706	0.0855417	0.0203837	0.0104731	0.012243
6630	-798.735	0	-798.735	0.0847499	0.0183826	0.00599691	0.00965089
6640	-797.091	0	-797.091	0.0775823	0.0195152	0.0134235	0.00716695
6650	-797.603	0	-797.603	0.0875734	0.0118499	0.00796941	0.0148592
6660	-801.908	0	-801.908	0.0862172	0.0241892	0.0105058	0.0107039
6670	-800.49	0	-800.49	0.0832991	0.0136396	0.00847919	0.0657827
6680	-798.544	0	-798.544	0.0850535	0.0140422	0.00541759	0.0254764
6690	-796.195	0	-796.195	0.104309	0.0174279	0.0105026	0.00431089
6700	-795.841	0	-795.841	0.0848541	0.0173565	0.0115699	0.013243
6710	-798.762	0	-798.762	0.0846519	0.0124504	0.013073	0.0112737
6720	-798.356	0	-798.356	0.0806429	0.0180713	0.0082386	0.00586716
6730	-799.05	0	-799.05	0.1031	0.0190524	0.00686106	0.026991
6740	-798.289	0	-798.289	0.0921073	0.0191186	0.0069376	0.0465086
6750	-798.552	0	-798.552	0.0949825	0.0130521	0.0120868	0.0709407
6760	-796.5	0	-796.5	0.0821825	0.018206	0.00691925	0.0454387
6770	-797.012	0	-797.012	0.0850713	0.016391	0.00724192	0.0430206
6780	-798.891	0	-798.891	0.100768	0.012206	0.0108999	0.0402134
6790	-799.73	0	-799.73	0.0968349	0.0155962	0.00939984	0.0298266
6800	-802.38	0	-802.38	0.0978268	0.0165919	0.0051032	0.0277346
6810	-801.473	0	-801.473	0.118603	0.0119359	0.0128247	0.0284037
6820	-804.074	0	-804.074	0.112739	0.0114914	0.0121451	0.0500907
6830	-796.054	0	-796.054	0.087097	0.0155424	0.0114204	0.0225784
6840	-800.216	0	-800.216	0.105253	0.0180583	0.0115588	0.0409512
6850	-801.319	0	-801.319	0.108624	0.0130003	0.0112573	0.1081
6860	-801.086	0	-801.086	0.0653246	0.0147436	0.00477705	0.0547039
6870	-796.482	0	-796.482	0.0881409	0.0180968	0.00977487	0.0398093
6880	-799.612	0	-799.612	0.0746857	0.0114902	0.0119793	0.0443706
6890	-804.893	0	-804.893	0.0767677	0.0193988	0.00737188	0.0395353
6900	-802.353	0	-802.353	0.0742347	0.0210622	0.00743537	0.0640505
6910	-804.536	0	-804.536	0.0912933	0.0214811	0.0142854	0.0414916
6920	-802.663	0	-802.663	0.0800547	0.0273371	0.00758444	0.0794476
6930	-798.107	0	-798.107	0.0909001	0.0184648	0.0135483	0.0293126
6940	-800.158	0	-800.158	0.095306	0.015142	0.0104578	0.0216763
6950	-796.648	0	-796.648	0.0831004	0.0182035	0.00924975	0.0169963
6960	-800.313	0	-800.313	0.095357	0.0216938	0.0208202	0.00586266
6970	-794.774	0	-794.774	0.0902951	0.017092	0.0140041	0.00468407
6980	-796.937	0	-796.937	0.100764	0.0201293	0.0135982	0.00617715
6990	-799.494	0	-799.494	0.0896474	0.0179939	0.0116376	0.00541581
7000	-798.617	0	-798.617	0.0889861	0.0261739	0.0102838	0.00233355
7010	-799.049	0	-799.049	0.0820233	0.0219009	0.011581	0.00332526
7020	-800.935	0	-800.935	0.0990851	0.0239817	0.00839612	0.00082538
7030	-799.034	0	-799.034	0.0774877	0.0212327	0.0155711	0.000288021
7040	-794.978	0	-794.978	0.075323	0.0145193	0.00724983	0.000196285
7050	-798.534	0	-798.534	0.0744203	0.0175849	0.00348053	0.000689627
7060	-798.507	0	-798.507	0.0731884	0.0187844	0.00810048	0.00253804
7070	-798.944	0	-798.944	0.0704341	0.0185934	0.00587907	0.00646061
7080	-798.54	0	-798.54	0.0818078	0.0249658	0.00624246	0.0134574
7090	-796.177	0	-796.177	0.0940155	0.0207147	0.00638915	0.00711414
7100	-797.453	0	-797.453	0.0961067	0.0218688	0.0116982	0.0036266
7110	-799.641	0	-799.641	0.0840341	0.0135177	0.0041227	0.00583982
7120	-796.848	0	-796.848	0.091865	0.0103351	0.00650615	0.00289892
7130	-796.998	0	-796.998	0.100359	0.0118804	0.00849306	0.00140444
7140	-800.244	0	-800.244	0.0975415	0.0202888	0.0112679	0.00763023
7150	-795.102	0	-795.102	0.0797366	0.0156548	0.0109003	0.0114757
7160	-796.447	0	-796.447	0.0776789	0.0107433	0.00883861	0.00974969
7170	-796.818	0	-796.818	0.0816574	0.0151136	0.00956569	0.0240168
7180	-795.847	0	-795.847	0.0721106	0.0132689	0.0077369	0.0239246
7190	-800.34	0	-800.34	0.0865227	0.0138801	0.00556331	0.00660869
7200	-810.617	0	-810.617	0.0592234	0.0162925	0.00390198	0.00268054
7210	-797.972	0	-797.972	0.0786632	0.0142149	0.00979913	0.00337445
7220	-795.991	0	-795.991	0.0817904	0.0132453	0.0118152	0.00120579
7230	-799.621	0	-799.621	0.103645	0.017178	0.015415	0.00120685
