Iteration	Posterior	Likelihood	Prior	div[1]	div[2]	div[3]	div[4]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	mu[1]	mu[2]	mu[3]	mu[4]	psi[1]	psi[2]	psi[3]	psi[4]	turnover[1]	turnover[2]	turnover[3]	turnover[4]
2230	-802.516	0	-802.516	0.0503169	0.0185116	0.0154429	0.133771	0.147464	0.0311069	0.0283877	0.148173	0.0971469	0.0125953	0.0129448	0.014402	0.00101826	0.00216054	0.00508789	0.00031388	0.658785	0.404903	0.456001	0.0971976
2240	-796.168	0	-796.168	0.0519523	0.0170964	0.0166988	0.0855516	0.138934	0.0289871	0.0234726	0.0943591	0.0869812	0.0118907	0.00677378	0.00880755	0.000757048	0.00225575	0.0044443	0.00047731	0.626063	0.410206	0.288582	0.0933407
2250	-798.04	0	-798.04	0.0566903	0.0055869	0.0209626	0.0614808	0.129968	0.0213239	0.0279086	0.102992	0.0732777	0.015737	0.00694604	0.0415108	0.00117335	0.00331369	0.00262714	0.000545079	0.563813	0.737998	0.248885	0.40305
2260	-800.966	0	-800.966	0.0560455	0.0148328	0.014311	0.0866156	0.130536	0.0349119	0.0294837	0.128548	0.0744903	0.0200792	0.0151727	0.0419319	0.0010598	0.00276731	0.00503026	0.000535884	0.57065	0.575138	0.514612	0.326197
2270	-798.587	0	-798.587	0.0453097	0.00175536	0.0258117	0.0844622	0.144874	0.0250205	0.033459	0.100455	0.0995646	0.0232651	0.00764732	0.0159931	0.00170783	0.00238261	0.00342763	0.00158687	0.687248	0.929843	0.228558	0.159206
2280	-798.15	0	-798.15	0.047767	0.00947129	0.022025	0.0854788	0.141394	0.0250015	0.0299863	0.116208	0.0936274	0.0155302	0.00796125	0.0307296	0.00162402	0.00235918	0.00439381	0.000887236	0.662172	0.621171	0.265496	0.264435
2290	-796.579	0	-796.579	0.0610232	0.00590253	0.0146956	0.0965373	0.160959	0.0212101	0.0268073	0.109402	0.0999358	0.0153076	0.0121118	0.0128646	0.00100694	0.00310598	0.00393521	0.00406197	0.620877	0.721711	0.451808	0.11759
2300	-799.535	0	-799.535	0.0573275	0.0016629	0.0146235	0.0974255	0.122765	0.0202925	0.0248318	0.112902	0.0654373	0.0186296	0.0102083	0.0154768	0.00162428	0.00449274	0.00446356	0.00532336	0.53303	0.918053	0.411097	0.137081
2310	-799.108	0	-799.108	0.049879	0.0086021	0.0199974	0.0945474	0.140744	0.0169644	0.0263906	0.135014	0.0908651	0.00836233	0.00639318	0.0404662	0.00108064	0.00308453	0.00408331	0.00228848	0.645605	0.492933	0.242252	0.299719
2320	-807.011	0	-807.011	0.0314109	0.0121866	0.0215306	0.0629953	0.118326	0.0282545	0.0276155	0.0975591	0.0869152	0.0160679	0.00608486	0.0345638	0.000671419	0.00292917	0.00664324	0.000422457	0.734539	0.568685	0.220343	0.354286
2330	-798.492	0	-798.492	0.0727295	0.0102295	0.0146993	0.0908101	0.153285	0.0275454	0.0252202	0.107466	0.0805554	0.0173159	0.0105209	0.016656	0.000957818	0.00203936	0.00282937	0.000638253	0.525527	0.628631	0.41716	0.154989
2340	-798.836	0	-798.836	0.0860355	0.00284667	0.0194212	0.0875275	0.163841	0.0131505	0.0259537	0.1203	0.0778053	0.0103038	0.00653244	0.0327725	0.000575547	0.00349914	0.00263995	0.00106024	0.474884	0.783532	0.251696	0.272423
2350	-799.545	0	-799.545	0.0620518	4.54235e-05	0.0167854	0.0835912	0.147653	0.0133987	0.0296382	0.125178	0.0856016	0.0133533	0.0128527	0.0415871	0.00125356	0.00495968	0.00333704	0.00116454	0.579747	0.99661	0.433655	0.332223
2360	-797.136	0	-797.136	0.0384376	0.0103764	0.0140885	0.0935982	0.112133	0.0258425	0.0229909	0.137609	0.0736957	0.0154661	0.00890237	0.0440104	0.00127631	0.00258656	0.00327115	0.00274219	0.657215	0.598476	0.387213	0.319823
2370	-795.769	0	-795.769	0.052336	0.0111279	0.0220073	0.0727107	0.127992	0.0247903	0.0299587	0.102059	0.0756564	0.0136624	0.00795145	0.0293483	0.000796234	0.00194621	0.0030888	0.00246528	0.591101	0.55112	0.265413	0.287562
2380	-797.919	0	-797.919	0.0425984	0.0138457	0.0201725	0.0736862	0.127876	0.0260793	0.0246188	0.0972359	0.0852777	0.0122336	0.0044463	0.0235497	0.000725052	0.00216098	0.00403744	0.00274989	0.666878	0.469092	0.180606	0.242192
2390	-803.805	0	-803.805	0.0320016	0.0206839	0.0150224	0.0826164	0.132011	0.0280352	0.029422	0.0908254	0.10001	0.00735132	0.0143995	0.00820895	0.00105182	0.00323283	0.00331491	0.000894576	0.757584	0.262217	0.489414	0.0903817
2400	-797.925	0	-797.925	0.0097249	0.0164659	0.0172176	0.0920422	0.0919924	0.0298352	0.0258084	0.0953844	0.0822675	0.0133693	0.00859082	0.00334226	0.00157612	0.00213288	0.00355399	0.000887673	0.894286	0.448106	0.332869	0.0350398
2410	-797.532	0	-797.532	0.0460652	-0.00158564	0.0237903	0.0956289	0.130937	0.0145854	0.0322238	0.0997939	0.0848714	0.016171	0.00843349	0.00416499	0.00101036	0.00300976	0.00408617	0.00290441	0.648187	1.10871	0.261716	0.0417359
2420	-795.408	0	-795.408	0.0464576	0.0114734	0.015933	0.119414	0.139144	0.0284087	0.0285736	0.124841	0.0926863	0.0169353	0.0126406	0.00542778	0.000840653	0.00227835	0.00333428	0.00138656	0.666118	0.596132	0.442389	0.0434775
2430	-795.068	0	-795.068	0.0750737	0.0163287	0.0158449	0.0977661	0.156442	0.0307238	0.0230534	0.109232	0.0813681	0.014395	0.00720847	0.0114661	0.000510218	0.00276502	0.00411114	0.00101434	0.520117	0.468531	0.312686	0.10497
2440	-801.153	0	-801.153	0.0559362	0.0105595	0.00319942	0.112246	0.137735	0.0240728	0.0247811	0.115212	0.0817993	0.0135133	0.0215817	0.00296588	0.000939528	0.00250065	0.00329512	0.00114541	0.593887	0.56135	0.870893	0.0257428
2450	-801.727	0	-801.727	0.06272	0.00811091	0.0122018	0.0607463	0.155392	0.0193702	0.0261777	0.0839903	0.0926721	0.0112593	0.0139758	0.0232441	0.00113737	0.00241563	0.00337415	0.00146036	0.596376	0.581268	0.533884	0.276747
2460	-799.334	0	-799.334	0.0773054	-0.00159039	0.0257832	0.0672289	0.159092	0.0129594	0.0359757	0.0902918	0.0817862	0.0145498	0.0101925	0.0230629	0.000949524	0.00256765	0.00278635	0.00125802	0.514082	1.12272	0.283317	0.255426
2470	-801.494	0	-801.494	0.0554021	0.00805205	0.0191934	0.0963684	0.179878	0.0256316	0.0286799	0.100044	0.124476	0.0175795	0.00948653	0.00367598	0.00108733	0.00331343	0.00430786	0.0064496	0.692002	0.685854	0.330773	0.0367435
2480	-800.322	0	-800.322	0.0402168	0.00202447	0.0177978	0.0965193	0.153153	0.019009	0.0294152	0.101515	0.112936	0.0169845	0.0116174	0.00499577	0.0012308	0.00290835	0.0031386	0.0065657	0.737408	0.893499	0.394944	0.0492121
2490	-797.764	0	-797.764	0.0422726	0.00770573	0.0181811	0.105402	0.150114	0.0280777	0.0282867	0.10832	0.107842	0.020372	0.0101056	0.00291791	0.000969593	0.00221743	0.00395481	0.00329686	0.718397	0.725557	0.357257	0.0269378
2500	-800.637	0	-800.637	0.0865004	0.000611188	0.0162871	0.121599	0.183815	0.0118429	0.0239984	0.12358	0.0973144	0.0112318	0.00771131	0.00198055	0.000440103	0.00266305	0.0038221	0.00072763	0.529415	0.948392	0.321326	0.0160265
2510	-802.27	0	-802.27	0.0830586	-0.00257066	0.0160991	0.061129	0.167961	0.0180237	0.0262471	0.0640564	0.0849021	0.0205943	0.010148	0.00292739	0.000777046	0.00281525	0.00297359	0.00191404	0.505488	1.14263	0.386634	0.0457003
2520	-798.585	0	-798.585	0.0888661	0.0119	0.0154729	0.116165	0.168272	0.0295941	0.0341759	0.118816	0.0794062	0.017694	0.018703	0.00265106	0.000459565	0.00224377	0.00340915	0.00281538	0.471891	0.597891	0.547257	0.0223124
2530	-795.403	0	-795.403	0.0484826	0.0137764	0.0240199	0.107785	0.139568	0.032075	0.0315362	0.108979	0.0910855	0.0182986	0.00751629	0.0011939	0.000795026	0.00196275	0.00409779	0.00104619	0.652624	0.570493	0.238339	0.0109553
2540	-799.556	0	-799.556	0.0692936	0.00518612	0.0208693	0.0940341	0.156196	0.0319245	0.0250008	0.0978154	0.0869019	0.0267384	0.00413146	0.00378133	0.000937886	0.00298058	0.00450141	0.000614018	0.556366	0.837551	0.165253	0.0386578
2550	-801.157	0	-801.157	0.0433411	0.0222859	0.0204798	0.0918654	0.140484	0.0451328	0.025746	0.0951451	0.0971426	0.0228469	0.00526626	0.00327972	0.000943608	0.00159595	0.00331995	0.000449159	0.691487	0.506215	0.204546	0.0344707
2560	-796.311	0	-796.311	0.0416046	0.0116665	0.016999	0.100313	0.134535	0.0275686	0.0221395	0.10836	0.09293	0.0159021	0.00514055	0.00804714	0.00105022	0.00286653	0.00304356	0.000601189	0.690752	0.576818	0.232189	0.0742627
2570	-795.953	0	-795.953	0.0563611	0.017701	0.0171001	0.0877016	0.13646	0.0310841	0.0275264	0.103806	0.0800988	0.0133832	0.0104263	0.0161045	0.000917613	0.0025011	0.00375579	0.0023002	0.586977	0.430547	0.378773	0.15514
2580	-803.418	0	-803.418	0.0530012	0.0012716	0.0184474	0.0696254	0.139756	0.0160405	0.0260171	0.0760162	0.0867549	0.0147689	0.00756973	0.00639078	0.000834128	0.00372538	0.00644178	0.00326564	0.620759	0.920725	0.290951	0.0840714
2590	-800.611	0	-800.611	0.0557554	0.0106914	0.00900609	0.0964263	0.154954	0.0267405	0.0199303	0.118329	0.0991985	0.0160491	0.0109242	0.021903	0.00120911	0.00230594	0.00444389	0.00325559	0.640181	0.600179	0.548121	0.185102
2600	-801.251	0	-801.251	0.0727433	-0.00366979	0.0147829	0.100564	0.175943	0.0132493	0.0220051	0.103637	0.1032	0.016919	0.00722222	0.00307306	0.00164965	0.00430465	0.00440768	0.00334265	0.586552	1.27698	0.328207	0.0296522
2610	-797.783	0	-797.783	0.0837607	0.00526385	0.022456	0.0654484	0.175987	0.0225748	0.0303125	0.0734211	0.0922262	0.017311	0.00785653	0.00797269	0.000604432	0.00345836	0.00323913	0.0025724	0.524052	0.766826	0.259184	0.108589
2620	-795.16	0	-795.16	0.0796419	0.00130358	0.018082	0.0970439	0.165001	0.0183043	0.0250481	0.10594	0.0853592	0.0170007	0.00696615	0.00889656	0.000743265	0.00340054	0.00416073	0.00258471	0.517325	0.928783	0.27811	0.083977
2630	-799.4	0	-799.4	0.0566846	0.0178121	0.0203884	0.123311	0.143631	0.0290626	0.0269867	0.131484	0.0869461	0.0112505	0.0065983	0.00817308	0.000704429	0.00328357	0.00411382	0.00406553	0.605345	0.387113	0.244502	0.0621603
2640	-797.95	0	-797.95	0.0690164	0.0111291	0.0243624	0.0930293	0.177318	0.0267425	0.0332504	0.113479	0.108302	0.0156134	0.00888807	0.0204496	0.000738306	0.00228672	0.00262696	0.00184848	0.610777	0.583843	0.267307	0.180206
2650	-797.921	0	-797.921	0.0659326	0.00586275	0.020132	0.0753005	0.14988	0.0291089	0.031376	0.0858969	0.0839475	0.0232462	0.011244	0.0105964	0.000912698	0.00200975	0.00326513	0.000930625	0.560098	0.798593	0.358363	0.123362
2660	-797.342	0	-797.342	0.0547207	0.00635207	0.0209057	0.0824862	0.14142	0.0174286	0.0306216	0.120207	0.0866996	0.0110765	0.00971583	0.0377211	0.000960562	0.00215885	0.00422517	0.000706937	0.613063	0.635537	0.317287	0.313801
2670	-799.442	0	-799.442	0.0485852	0.00755876	0.0144965	0.0830836	0.131591	0.0276541	0.0279855	0.112481	0.0830056	0.0200954	0.0134891	0.0293974	0.000653406	0.00234307	0.00218707	0.00179808	0.630786	0.726668	0.482001	0.261354
2680	-797.595	0	-797.595	0.0414949	0.0111117	0.0152219	0.109868	0.126535	0.0260023	0.0269705	0.133984	0.0850398	0.0148906	0.0117486	0.0241157	0.000765166	0.00252448	0.00222585	0.00168861	0.672067	0.572665	0.435608	0.179989
2690	-797.08	0	-797.08	0.0461409	0.0116318	0.0210197	0.0887996	0.126236	0.0252935	0.0360548	0.108987	0.080095	0.0136617	0.0150351	0.0201871	0.000709514	0.00185517	0.0033642	0.00275159	0.634487	0.540128	0.417008	0.185226
2700	-797.858	0	-797.858	0.0678897	0.0107267	0.0162915	0.12406	0.14251	0.0235319	0.0257489	0.13172	0.0746201	0.0128053	0.00945741	0.00766069	0.000631257	0.00172875	0.00232518	0.00271935	0.523614	0.544166	0.367293	0.0581588
2710	-801.516	0	-801.516	0.0674173	-0.00459901	0.0302001	0.124	0.156628	0.0171655	0.0402715	0.126655	0.0892104	0.0217645	0.0100714	0.00265546	0.000703753	0.00332734	0.00348817	0.00126343	0.56957	1.26792	0.250087	0.020966
2720	-795.827	0	-795.827	0.0598481	0.0113523	0.0173306	0.0934717	0.15769	0.0236671	0.0265472	0.0963139	0.0978418	0.0123148	0.00921665	0.00284219	0.000947202	0.00202181	0.00326692	0.0017755	0.62047	0.520335	0.34718	0.0295096
2730	-795.52	0	-795.52	0.0744722	0.0144645	0.0185566	0.0903031	0.158948	0.0316356	0.0302776	0.0934831	0.0844763	0.0171711	0.011721	0.00317995	0.000622005	0.00254111	0.00309949	0.0017115	0.531469	0.542777	0.387117	0.0340163
2740	-796.935	0	-796.935	0.060736	0.00984955	0.0229676	0.110844	0.16621	0.0307198	0.0292026	0.116051	0.105474	0.0208703	0.00623497	0.00520668	0.000721799	0.00242024	0.00259371	0.00214408	0.634582	0.679375	0.213508	0.0448656
2750	-794.784	0	-794.784	0.0591207	0.00732377	0.017746	0.112465	0.154362	0.0235814	0.0248932	0.116404	0.0952416	0.0162576	0.00714716	0.0039391	0.000940332	0.00227431	0.00342536	0.00144824	0.617	0.689426	0.287113	0.03384
2760	-795.966	0	-795.966	0.0594545	0.0112294	0.0197066	0.121387	0.146054	0.0272965	0.0257843	0.126553	0.0865991	0.0160672	0.00607764	0.00516583	0.000779312	0.0029319	0.00392424	0.0036809	0.592927	0.588616	0.235711	0.0408196
2770	-797.542	0	-797.542	0.0718268	0.00837803	0.0130786	0.0910709	0.136166	0.0219183	0.0229174	0.105409	0.0643392	0.0135402	0.00983876	0.0143384	0.000837194	0.0038099	0.00306245	0.00244423	0.472505	0.61776	0.429314	0.136026
2780	-803.786	0	-803.786	0.0876771	-0.00196109	0.0232538	0.0688383	0.15085	0.0147706	0.0311661	0.157083	0.063173	0.0167316	0.00791236	0.088245	0.000518341	0.00443025	0.00291864	0.00161628	0.41878	1.13277	0.253877	0.561772
2790	-799.14	0	-799.14	0.05214	0.0112268	0.0223273	0.0627866	0.129015	0.0289564	0.0338877	0.144077	0.0768754	0.0177296	0.0115604	0.0812907	0.000581061	0.00182467	0.00215522	0.00243208	0.595862	0.612285	0.341138	0.564216
2800	-802.172	0	-802.172	0.0488005	0.0218002	0.017169	0.100503	0.125368	0.0349973	0.0267268	0.149319	0.0765674	0.0131971	0.00955771	0.0488163	0.000647031	0.00114512	0.003305	0.00478121	0.610742	0.377089	0.357608	0.326927
2810	-797.496	0	-797.496	0.0556324	0.00675031	0.0143393	0.105629	0.145298	0.0268162	0.0243058	0.136135	0.0896656	0.0200659	0.00996648	0.0305063	0.000781648	0.00196508	0.00349501	0.0012508	0.617115	0.748275	0.410045	0.224089
2820	-796.441	0	-796.441	0.0698929	0.00938835	0.0214753	0.108233	0.145877	0.0239035	0.0287353	0.128499	0.0759843	0.0145152	0.00726005	0.0202662	0.000729165	0.00206674	0.00255161	0.000458285	0.520878	0.60724	0.252652	0.157714
2830	-798.686	0	-798.686	0.0735613	0.00426415	0.0214846	0.113446	0.146398	0.0167286	0.0309121	0.13387	0.0728364	0.0124645	0.00942749	0.0204236	0.000527871	0.00238595	0.00260914	7.36777e-05	0.497524	0.745098	0.304978	0.152564
2840	-797.707	0	-797.707	0.0558984	0.00394814	0.0188104	0.105232	0.139291	0.023118	0.028576	0.132653	0.0833926	0.0191699	0.00976553	0.0274211	0.000887311	0.00265805	0.0021926	7.47368e-05	0.598694	0.829218	0.34174	0.206712
2850	-799.516	0	-799.516	0.077102	0.00862222	0.0173624	0.0930809	0.152793	0.0211674	0.0267299	0.124326	0.0756911	0.0125452	0.00936746	0.0312449	0.000772931	0.00346462	0.00537432	6.2977e-05	0.495383	0.592666	0.350449	0.251315
2860	-802.136	0	-802.136	0.0592442	0.0200264	0.0134068	0.116306	0.13927	0.0376517	0.0333744	0.16194	0.0800261	0.0176253	0.0199677	0.0456335	0.000579069	0.00185086	0.00240246	0.000150576	0.57461	0.468114	0.598293	0.281793
2870	-800.782	0	-800.782	0.0533477	0.00215782	0.0164135	0.131278	0.130231	0.022017	0.029587	0.156405	0.0768829	0.0198592	0.0131735	0.0251271	0.000906468	0.00230528	0.00295172	2.83601e-05	0.59036	0.901993	0.445247	0.160654
2880	-798.536	0	-798.536	0.0534127	0.00559135	0.0217697	0.116422	0.126882	0.0206225	0.0331582	0.120116	0.0734696	0.0150312	0.0113885	0.00369435	0.00123914	0.00346587	0.00409363	0.000120746	0.579037	0.728872	0.34346	0.0307566
2890	-798.143	0	-798.143	0.0381032	0.0147309	0.0188886	0.110755	0.14526	0.0280077	0.0253107	0.114308	0.107157	0.0132769	0.00642216	0.00355285	0.000871285	0.00183151	0.00376113	0.000338712	0.737689	0.474043	0.253732	0.0310814
2900	-797.148	0	-797.148	0.039792	0.0105346	0.0243067	0.074155	0.122971	0.027592	0.0302093	0.0761528	0.0831792	0.0170574	0.00590266	0.00199782	0.00111324	0.00261453	0.00280162	0.000322366	0.676412	0.618201	0.195392	0.0262343
2910	-796.234	0	-796.234	0.0613715	0.010386	0.0224224	0.115642	0.144266	0.0242973	0.0301466	0.120087	0.0828947	0.0139113	0.00772429	0.00444464	0.000726991	0.00155493	0.00311942	0.000401634	0.574595	0.572545	0.256224	0.0370118
2920	-800.324	0	-800.324	0.0630384	0.00884725	0.0083764	0.100505	0.146939	0.0208747	0.0209679	0.110013	0.0839006	0.0120275	0.0125915	0.00950782	0.00128468	0.00483487	0.00472711	9.83455e-05	0.570989	0.576174	0.600513	0.0864249
2930	-802.111	0	-802.111	0.0699647	0.00294662	0.0198176	0.0918049	0.146453	0.0169721	0.0312181	0.125213	0.0764885	0.0140254	0.0114004	0.0334079	0.00111864	0.00550695	0.00332165	0.000172321	0.522272	0.826384	0.365187	0.266809
2940	-799.142	0	-799.142	0.0785939	-0.00119281	0.0181326	0.0802013	0.173001	0.0187975	0.0295146	0.126725	0.0944072	0.0199903	0.0113819	0.0465233	0.000974809	0.0028819	0.00341465	0.000162107	0.545703	1.06346	0.385637	0.367121
2950	-798.106	0	-798.106	0.0877268	0.00521448	0.0186636	0.0731616	0.186288	0.0200271	0.0278088	0.114787	0.0985611	0.0148127	0.00914523	0.0416253	0.000334068	0.0027245	0.00390343	0.00167026	0.529079	0.739629	0.328861	0.362631
2960	-799.16	0	-799.16	0.104391	0.00811307	0.0165995	0.0724992	0.203336	0.0275507	0.0282272	0.125618	0.098945	0.0194376	0.0116277	0.0531187	0.000327282	0.00280584	0.00378083	0.00206053	0.486608	0.705522	0.411933	0.42286
2970	-795.858	0	-795.858	0.0451172	0.00659072	0.0185692	0.0857617	0.1447	0.0196503	0.0274062	0.112709	0.0995824	0.0130596	0.00883701	0.0269472	0.00116533	0.00276856	0.00330629	0.00179237	0.688201	0.6646	0.322445	0.239086
2980	-807.612	0	-807.612	0.0346092	0.00577749	0.0198677	0.0645431	0.127824	0.0368917	0.0247882	0.0781928	0.0932145	0.0311142	0.00492055	0.0136497	0.00150246	0.00239586	0.00382423	0.00911033	0.729242	0.843393	0.198504	0.174565
2990	-798	0	-798	0.0516534	0.0143269	0.0148623	0.0958007	0.129715	0.0270996	0.0231058	0.0981663	0.0780612	0.0127727	0.00824347	0.00236566	0.00135838	0.00423862	0.00450158	0.00535123	0.601792	0.471324	0.356771	0.0240985
3000	-801.093	0	-801.093	0.074726	-0.0017869	0.0147958	0.101329	0.138309	0.0136029	0.0233417	0.104012	0.0635829	0.0153898	0.00854588	0.00268329	0.00175798	0.00582232	0.00428624	0.00161155	0.459717	1.13136	0.366121	0.0257978
3010	-796.582	0	-796.582	0.0608287	0.00423967	0.0164888	0.0941962	0.138171	0.0196312	0.02719	0.0966879	0.0773427	0.0153915	0.0107012	0.00249164	0.00108319	0.00374422	0.00553118	0.00190489	0.559759	0.784034	0.393571	0.0257699
3020	-797.927	0	-797.927	0.0446608	0.00520629	0.0152701	0.104523	0.14316	0.0164205	0.0242916	0.107016	0.0984988	0.0112142	0.00902156	0.00249288	0.00136521	0.00287959	0.00408419	0.0048142	0.688035	0.682939	0.371386	0.0232946
3030	-798.456	0	-798.456	0.0516983	0.00609287	0.0245641	0.101911	0.140815	0.0257766	0.0313337	0.10347	0.0891168	0.0196838	0.00676961	0.00155832	0.00107995	0.00255386	0.00388708	0.0109596	0.632864	0.763628	0.216049	0.0150606
3040	-796.69	0	-796.69	0.0567508	0.00326884	0.0274695	0.0998166	0.13501	0.0225187	0.0342004	0.102208	0.0782591	0.0192499	0.00673087	0.00239138	0.000970495	0.0022546	0.00465062	0.00259257	0.579655	0.854839	0.196807	0.0233972
3050	-800.665	0	-800.665	0.0534491	0.00608183	0.0177026	0.1221	0.127898	0.0187202	0.0320829	0.124655	0.0744494	0.0126384	0.0143803	0.00255521	0.00127043	0.00406063	0.00507452	0.00463861	0.582097	0.67512	0.448224	0.0204982
3060	-798.947	0	-798.947	0.0330546	0.0152534	0.0209545	0.100298	0.115523	0.027504	0.0324126	0.104267	0.0824681	0.0122506	0.0114581	0.00396962	0.000611626	0.00123493	0.00311281	0.00212709	0.713869	0.445412	0.353508	0.0380716
3070	-797.545	0	-797.545	0.0530396	0.0177926	0.0225565	0.0838335	0.11721	0.0318035	0.0300953	0.0876523	0.0641709	0.0140109	0.00753884	0.00381885	0.000744055	0.00170903	0.00369667	0.00141889	0.547485	0.440545	0.250499	0.0435682
3080	-795.084	0	-795.084	0.0600719	0.00388519	0.0227526	0.0953766	0.139772	0.0244395	0.0331337	0.0984347	0.0797	0.0205543	0.0103811	0.00305816	0.00080732	0.00215645	0.00384549	0.000741119	0.570215	0.841028	0.313308	0.0310679
3090	-801.088	0	-801.088	0.0624707	0.0150554	0.00919584	0.0921638	0.146289	0.02439	0.0283076	0.0950281	0.0838187	0.00933461	0.0191118	0.00286429	0.001104	0.00356703	0.00395482	0.00117548	0.572965	0.382722	0.675146	0.0301415
3100	-798.558	0	-798.558	0.0785463	0.00307735	0.0111601	0.129695	0.170538	0.0203998	0.024417	0.132923	0.091992	0.0173225	0.0132569	0.00322819	0.000693036	0.00412375	0.00277527	0.00112219	0.539421	0.849148	0.542938	0.0242861
3110	-799.686	0	-799.686	0.078288	0.0156048	0.0236641	0.106882	0.175477	0.0316596	0.0297543	0.123237	0.0971893	0.0160548	0.00609019	0.0163553	0.000340416	0.00279804	0.00296019	0.00655645	0.553857	0.507106	0.204683	0.132714
3120	-798.879	0	-798.879	0.0622801	0.00756365	0.0265584	0.0778076	0.169338	0.0231205	0.03114	0.090483	0.107058	0.0155568	0.00458163	0.0126755	0.000885452	0.00271628	0.00359068	0.00592639	0.632215	0.672859	0.14713	0.140087
3130	-798.451	0	-798.451	0.0623012	0.0103615	0.0234707	0.0846294	0.160869	0.0255991	0.0311291	0.119361	0.098568	0.0152376	0.00765839	0.0347317	0.00058714	0.00261572	0.00362717	0.00767185	0.612722	0.59524	0.24602	0.29098
3140	-805.522	0	-805.522	0.0795501	0.000711577	0.0195531	0.0410431	0.158567	0.0167208	0.0303065	0.199168	0.0790169	0.0160093	0.0107534	0.158124	0.000946231	0.00354528	0.00358421	0.00548849	0.498319	0.957444	0.354821	0.793927
3150	-800.416	0	-800.416	0.0653418	0.00586163	0.0128203	0.102805	0.147186	0.0163069	0.0253943	0.156378	0.0818445	0.0104453	0.012574	0.0535737	0.00107307	0.00258513	0.00313867	0.00458291	0.556061	0.640543	0.495152	0.34259
3160	-800.977	0	-800.977	0.0581154	0.0130498	0.0223027	0.0649072	0.136242	0.0237751	0.0347345	0.11916	0.0781266	0.0107253	0.0124319	0.0542524	0.000947358	0.0033298	0.00463886	0.00113597	0.57344	0.451113	0.357911	0.455292
3170	-800.956	0	-800.956	0.0491383	0.00158596	0.0189821	0.108034	0.134744	0.0168927	0.0308446	0.16765	0.0856057	0.0153068	0.0118625	0.0596156	0.00145328	0.00407092	0.0044951	0.0031062	0.635321	0.906116	0.384589	0.355596
3180	-802.357	0	-802.357	0.0412049	5.57542e-05	0.0226973	0.0920813	0.109408	0.0173248	0.0334977	0.159827	0.0682027	0.017269	0.0108004	0.0677459	0.00134697	0.00250008	0.00310874	0.00807724	0.623382	0.996782	0.322422	0.42387
3190	-798.758	0	-798.758	0.0417202	0.00697218	0.0161403	0.0766959	0.123935	0.0224732	0.0302654	0.143672	0.082215	0.015501	0.0141251	0.0669761	0.00182957	0.00298031	0.00374447	0.00254582	0.663371	0.689755	0.466708	0.466174
3200	-799.741	0	-799.741	0.0584592	0.00921067	0.0114461	0.0814493	0.13019	0.0248324	0.0292957	0.10202	0.0717312	0.0156218	0.0178495	0.0205706	0.00125275	0.00313273	0.00423391	0.00305858	0.550972	0.629087	0.609289	0.201633
3210	-801.769	0	-801.769	0.0266255	0.0112883	0.0198558	0.0912638	0.132852	0.0246149	0.0310956	0.112792	0.106227	0.0133266	0.0112398	0.0215286	0.00172085	0.00333083	0.00228417	0.00362178	0.799586	0.541405	0.361458	0.19087
3220	-803.765	0	-803.765	0.035574	0.00610137	0.0187958	0.0573093	0.135315	0.0210652	0.0229791	0.0893884	0.0997411	0.0149638	0.00418332	0.0320791	0.00182677	0.00294815	0.00202784	0.000690384	0.737103	0.710358	0.182049	0.358873
3230	-798.145	0	-798.145	0.0457162	0.00264926	0.0232937	0.0893295	0.122805	0.0221967	0.0280201	0.12363	0.0770883	0.0195475	0.00472641	0.0343001	0.00155962	0.00197501	0.00368581	0.0025356	0.627732	0.880647	0.168679	0.277442
3240	-800.546	0	-800.546	0.034131	0.00209786	0.0180509	0.0790554	0.102911	0.0137224	0.025394	0.118907	0.0687804	0.0116246	0.00734313	0.0398517	0.00194648	0.0031653	0.00480784	0.0042182	0.668346	0.847122	0.289168	0.33515
3250	-801.866	0	-801.866	0.0355171	0.00234102	0.01758	0.0728804	0.106471	0.0154686	0.0237384	0.135853	0.0709541	0.0131276	0.0061584	0.0629728	0.00254007	0.00427685	0.00367433	0.00570447	0.666416	0.848661	0.259428	0.463536
3260	-803.537	0	-803.537	0.0234872	0.0010229	0.0172568	0.0766857	0.101375	0.0181975	0.0267018	0.129857	0.0778878	0.0171746	0.00944499	0.0531712	0.00345116	0.00362941	0.00606639	0.00363663	0.768314	0.943789	0.353721	0.40946
3270	-800.748	0	-800.748	0.0250749	0.00180053	0.0147033	0.0811362	0.097592	0.0165586	0.0243191	0.124089	0.072517	0.014758	0.00961578	0.0429531	0.00304813	0.00438905	0.00403826	0.00443221	0.743063	0.891263	0.3954	0.346147
3280	-802.761	0	-802.761	0.0243901	-0.0014209	0.0204037	0.114069	0.10664	0.0152614	0.0278487	0.153215	0.0822501	0.0166823	0.00744499	0.0391462	0.00307892	0.00267526	0.00210903	0.00367079	0.771286	1.0931	0.267337	0.255499
3290	-801.405	0	-801.405	0.0464877	-0.00364659	0.014501	0.0971437	0.131047	0.00919621	0.027036	0.146557	0.0845589	0.0128428	0.0125349	0.0494133	0.00162992	0.00422969	0.00365396	0.00158542	0.645258	1.39653	0.46364	0.337161
