Iteration	Posterior	Likelihood	Prior	timeline[1]	timeline[2]	timeline[3]
6670	-800.49	0	-800.49	34	79	135
6680	-798.544	0	-798.544	34	79	135
6690	-796.195	0	-796.195	34	79	135
6700	-795.841	0	-795.841	34	79	135
6710	-798.762	0	-798.762	34	79	135
6720	-798.356	0	-798.356	34	79	135
6730	-799.05	0	-799.05	34	79	135
6740	-798.289	0	-798.289	34	79	135
6750	-798.552	0	-798.552	34	79	135
6760	-796.5	0	-796.5	34	79	135
6770	-797.012	0	-797.012	34	79	135
6780	-798.891	0	-798.891	34	79	135
6790	-799.73	0	-799.73	34	79	135
6800	-802.38	0	-802.38	34	79	135
6810	-801.473	0	-801.473	34	79	135
6820	-804.074	0	-804.074	34	79	135
6830	-796.054	0	-796.054	34	79	135
6840	-800.216	0	-800.216	34	79	135
6850	-801.319	0	-801.319	34	79	135
6860	-801.086	0	-801.086	34	79	135
6870	-796.482	0	-796.482	34	79	135
6880	-799.612	0	-799.612	34	79	135
6890	-804.893	0	-804.893	34	79	135
6900	-802.353	0	-802.353	34	79	135
6910	-804.536	0	-804.536	34	79	135
6920	-802.663	0	-802.663	34	79	135
6930	-798.107	0	-798.107	34	79	135
6940	-800.158	0	-800.158	34	79	135
6950	-796.648	0	-796.648	34	79	135
6960	-800.313	0	-800.313	34	79	135
6970	-794.774	0	-794.774	34	79	135
6980	-796.937	0	-796.937	34	79	135
6990	-799.494	0	-799.494	34	79	135
7000	-798.617	0	-798.617	34	79	135
7010	-799.049	0	-799.049	34	79	135
7020	-800.935	0	-800.935	34	79	135
7030	-799.034	0	-799.034	34	79	135
7040	-794.978	0	-794.978	34	79	135
7050	-798.534	0	-798.534	34	79	135
7060	-798.507	0	-798.507	34	79	135
7070	-798.944	0	-798.944	34	79	135
7080	-798.54	0	-798.54	34	79	135
7090	-796.177	0	-796.177	34	79	135
7100	-797.453	0	-797.453	34	79	135
7110	-799.641	0	-799.641	34	79	135
7120	-796.848	0	-796.848	34	79	135
7130	-796.998	0	-796.998	34	79	135
7140	-800.244	0	-800.244	34	79	135
7150	-795.102	0	-795.102	34	79	135
7160	-796.447	0	-796.447	34	79	135
7170	-796.818	0	-796.818	34	79	135
7180	-795.847	0	-795.847	34	79	135
7190	-800.34	0	-800.34	34	79	135
7200	-810.617	0	-810.617	34	79	135
7210	-797.972	0	-797.972	34	79	135
7220	-795.991	0	-795.991	34	79	135
7230	-799.621	0	-799.621	34	79	135
7240	-796.13	0	-796.13	34	79	135
7250	-796.373	0	-796.373	34	79	135
7260	-799.017	0	-799.017	34	79	135
7270	-798.643	0	-798.643	34	79	135
7280	-798.964	0	-798.964	34	79	135
7290	-796.923	0	-796.923	34	79	135
7300	-800.329	0	-800.329	34	79	135
7310	-805.29	0	-805.29	34	79	135
7320	-799.713	0	-799.713	34	79	135
7330	-797.019	0	-797.019	34	79	135
7340	-797.391	0	-797.391	34	79	135
7350	-804.124	0	-804.124	34	79	135
7360	-802.12	0	-802.12	34	79	135
7370	-800.064	0	-800.064	34	79	135
7380	-806.479	0	-806.479	34	79	135
7390	-798.91	0	-798.91	34	79	135
7400	-803.105	0	-803.105	34	79	135
7410	-798.895	0	-798.895	34	79	135
7420	-801.521	0	-801.521	34	79	135
7430	-797.167	0	-797.167	34	79	135
7440	-797.246	0	-797.246	34	79	135
7450	-801.072	0	-801.072	34	79	135
7460	-796.504	0	-796.504	34	79	135
7470	-796.194	0	-796.194	34	79	135
7480	-800.272	0	-800.272	34	79	135
7490	-809.032	0	-809.032	34	79	135
7500	-798.312	0	-798.312	34	79	135
7510	-803.09	0	-803.09	34	79	135
7520	-801.908	0	-801.908	34	79	135
7530	-800.606	0	-800.606	34	79	135
7540	-801.661	0	-801.661	34	79	135
7550	-801.229	0	-801.229	34	79	135
7560	-800.85	0	-800.85	34	79	135
7570	-802.968	0	-802.968	34	79	135
7580	-799.295	0	-799.295	34	79	135
7590	-798.903	0	-798.903	34	79	135
7600	-798.802	0	-798.802	34	79	135
7610	-801.369	0	-801.369	34	79	135
7620	-798.533	0	-798.533	34	79	135
7630	-804.866	0	-804.866	34	79	135
7640	-800.663	0	-800.663	34	79	135
7650	-800.448	0	-800.448	34	79	135
7660	-797.788	0	-797.788	34	79	135
7670	-800.133	0	-800.133	34	79	135
7680	-801.233	0	-801.233	34	79	135
7690	-798.576	0	-798.576	34	79	135
7700	-805.173	0	-805.173	34	79	135
7710	-807.639	0	-807.639	34	79	135
7720	-800.618	0	-800.618	34	79	135
7730	-797.652	0	-797.652	34	79	135
7740	-798.697	0	-798.697	34	79	135
7750	-798.448	0	-798.448	34	79	135
7760	-801.746	0	-801.746	34	79	135
7770	-801.428	0	-801.428	34	79	135
7780	-797.673	0	-797.673	34	79	135
7790	-804.193	0	-804.193	34	79	135
7800	-799.594	0	-799.594	34	79	135
7810	-803.692	0	-803.692	34	79	135
7820	-799.98	0	-799.98	34	79	135
7830	-799.084	0	-799.084	34	79	135
7840	-800.177	0	-800.177	34	79	135
7850	-799.52	0	-799.52	34	79	135
7860	-798.416	0	-798.416	34	79	135
7870	-796.149	0	-796.149	34	79	135
7880	-797.453	0	-797.453	34	79	135
7890	-797.973	0	-797.973	34	79	135
7900	-796.967	0	-796.967	34	79	135
7910	-797.317	0	-797.317	34	79	135
7920	-800.665	0	-800.665	34	79	135
7930	-797.986	0	-797.986	34	79	135
7940	-800.117	0	-800.117	34	79	135
7950	-796.799	0	-796.799	34	79	135
7960	-800.32	0	-800.32	34	79	135
7970	-797.201	0	-797.201	34	79	135
7980	-796.335	0	-796.335	34	79	135
7990	-796.059	0	-796.059	34	79	135
8000	-797.225	0	-797.225	34	79	135
8010	-796.216	0	-796.216	34	79	135
8020	-798.731	0	-798.731	34	79	135
8030	-798.908	0	-798.908	34	79	135
8040	-800.074	0	-800.074	34	79	135
8050	-797.402	0	-797.402	34	79	135
8060	-798.995	0	-798.995	34	79	135
8070	-800.267	0	-800.267	34	79	135
8080	-802.918	0	-802.918	34	79	135
8090	-798.644	0	-798.644	34	79	135
8100	-796.196	0	-796.196	34	79	135
8110	-804.62	0	-804.62	34	79	135
8120	-798.081	0	-798.081	34	79	135
8130	-804.806	0	-804.806	34	79	135
8140	-798.565	0	-798.565	34	79	135
8150	-795.894	0	-795.894	34	79	135
8160	-798.252	0	-798.252	34	79	135
8170	-797.664	0	-797.664	34	79	135
8180	-798.125	0	-798.125	34	79	135
8190	-801.447	0	-801.447	34	79	135
8200	-803.041	0	-803.041	34	79	135
8210	-797.793	0	-797.793	34	79	135
8220	-801.049	0	-801.049	34	79	135
8230	-796.302	0	-796.302	34	79	135
8240	-798.808	0	-798.808	34	79	135
8250	-798.539	0	-798.539	34	79	135
8260	-802.563	0	-802.563	34	79	135
8270	-804.781	0	-804.781	34	79	135
8280	-796.956	0	-796.956	34	79	135
8290	-798.108	0	-798.108	34	79	135
8300	-797.79	0	-797.79	34	79	135
8310	-803.931	0	-803.931	34	79	135
8320	-799.358	0	-799.358	34	79	135
8330	-802.737	0	-802.737	34	79	135
8340	-796.299	0	-796.299	34	79	135
8350	-799.289	0	-799.289	34	79	135
8360	-801.835	0	-801.835	34	79	135
8370	-799.349	0	-799.349	34	79	135
8380	-800.254	0	-800.254	34	79	135
8390	-799.911	0	-799.911	34	79	135
8400	-800.028	0	-800.028	34	79	135
8410	-798.753	0	-798.753	34	79	135
8420	-797.667	0	-797.667	34	79	135
8430	-798.076	0	-798.076	34	79	135
8440	-801.353	0	-801.353	34	79	135
8450	-801.576	0	-801.576	34	79	135
8460	-795.096	0	-795.096	34	79	135
8470	-798.7	0	-798.7	34	79	135
8480	-796.878	0	-796.878	34	79	135
8490	-798.049	0	-798.049	34	79	135
8500	-798.794	0	-798.794	34	79	135
8510	-798.711	0	-798.711	34	79	135
8520	-796.078	0	-796.078	34	79	135
8530	-797.738	0	-797.738	34	79	135
8540	-803.86	0	-803.86	34	79	135
8550	-799.325	0	-799.325	34	79	135
8560	-800.27	0	-800.27	34	79	135
8570	-802.219	0	-802.219	34	79	135
8580	-804.887	0	-804.887	34	79	135
8590	-801.935	0	-801.935	34	79	135
8600	-801.826	0	-801.826	34	79	135
8610	-798.3	0	-798.3	34	79	135
8620	-799.94	0	-799.94	34	79	135
8630	-795.175	0	-795.175	34	79	135
8640	-800.994	0	-800.994	34	79	135
8650	-798.486	0	-798.486	34	79	135
8660	-799.685	0	-799.685	34	79	135
8670	-798.305	0	-798.305	34	79	135
8680	-798.197	0	-798.197	34	79	135
8690	-797.525	0	-797.525	34	79	135
8700	-799.725	0	-799.725	34	79	135
8710	-796.816	0	-796.816	34	79	135
8720	-798.831	0	-798.831	34	79	135
8730	-797.485	0	-797.485	34	79	135
8740	-794.507	0	-794.507	34	79	135
8750	-798.601	0	-798.601	34	79	135
8760	-797.059	0	-797.059	34	79	135
8770	-799.966	0	-799.966	34	79	135
8780	-801.804	0	-801.804	34	79	135
8790	-796.028	0	-796.028	34	79	135
8800	-795.81	0	-795.81	34	79	135
8810	-799.892	0	-799.892	34	79	135
8820	-798.899	0	-798.899	34	79	135
8830	-798.779	0	-798.779	34	79	135
8840	-795.758	0	-795.758	34	79	135
8850	-799.201	0	-799.201	34	79	135
8860	-801.151	0	-801.151	34	79	135
8870	-797.083	0	-797.083	34	79	135
8880	-797.069	0	-797.069	34	79	135
8890	-804.816	0	-804.816	34	79	135
8900	-803.208	0	-803.208	34	79	135
8910	-806.575	0	-806.575	34	79	135
8920	-799.227	0	-799.227	34	79	135
8930	-799.352	0	-799.352	34	79	135
8940	-802.632	0	-802.632	34	79	135
8950	-802.805	0	-802.805	34	79	135
8960	-800.052	0	-800.052	34	79	135
8970	-798.111	0	-798.111	34	79	135
8980	-797.024	0	-797.024	34	79	135
8990	-801.921	0	-801.921	34	79	135
9000	-800.837	0	-800.837	34	79	135
9010	-804.623	0	-804.623	34	79	135
9020	-799.155	0	-799.155	34	79	135
9030	-802.282	0	-802.282	34	79	135
9040	-803.345	0	-803.345	34	79	135
9050	-800.05	0	-800.05	34	79	135
9060	-805.501	0	-805.501	34	79	135
9070	-799.611	0	-799.611	34	79	135
9080	-794.484	0	-794.484	34	79	135
9090	-799.686	0	-799.686	34	79	135
9100	-796.81	0	-796.81	34	79	135
9110	-798.814	0	-798.814	34	79	135
9120	-798.904	0	-798.904	34	79	135
9130	-800.756	0	-800.756	34	79	135
9140	-800.613	0	-800.613	34	79	135
9150	-801.275	0	-801.275	34	79	135
9160	-798.686	0	-798.686	34	79	135
9170	-799.71	0	-799.71	34	79	135
9180	-802.038	0	-802.038	34	79	135
9190	-801.599	0	-801.599	34	79	135
9200	-797.956	0	-797.956	34	79	135
9210	-798.323	0	-798.323	34	79	135
9220	-796.504	0	-796.504	34	79	135
9230	-798.627	0	-798.627	34	79	135
9240	-799.804	0	-799.804	34	79	135
9250	-798.716	0	-798.716	34	79	135
9260	-799.328	0	-799.328	34	79	135
9270	-796.044	0	-796.044	34	79	135
9280	-798.301	0	-798.301	34	79	135
9290	-796.35	0	-796.35	34	79	135
9300	-799.966	0	-799.966	34	79	135
9310	-800.524	0	-800.524	34	79	135
9320	-795.731	0	-795.731	34	79	135
9330	-804.667	0	-804.667	34	79	135
9340	-799.251	0	-799.251	34	79	135
9350	-797.564	0	-797.564	34	79	135
9360	-800.025	0	-800.025	34	79	135
9370	-797.312	0	-797.312	34	79	135
9380	-795.012	0	-795.012	34	79	135
9390	-802.568	0	-802.568	34	79	135
