Iteration	Posterior	Likelihood	Prior	delta_log_extinction[1]	delta_log_extinction[2]	delta_log_extinction[3]	delta_log_extinction[4]	delta_log_extinction[5]	delta_log_extinction[6]	delta_log_extinction[7]	delta_log_extinction[8]	delta_log_extinction[9]	delta_log_speciation[1]	delta_log_speciation[2]	delta_log_speciation[3]	delta_log_speciation[4]	delta_log_speciation[5]	delta_log_speciation[6]	delta_log_speciation[7]	delta_log_speciation[8]	delta_log_speciation[9]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction_global_scale	log_extinction_at_present	log_speciation_at_present	sigma_extinction[1]	sigma_extinction[2]	sigma_extinction[3]	sigma_extinction[4]	sigma_extinction[5]	sigma_extinction[6]	sigma_extinction[7]	sigma_extinction[8]	sigma_extinction[9]	sigma_speciation[1]	sigma_speciation[2]	sigma_speciation[3]	sigma_speciation[4]	sigma_speciation[5]	sigma_speciation[6]	sigma_speciation[7]	sigma_speciation[8]	sigma_speciation[9]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation_global_scale
12150	-1563.798	-1572.091	8.29278	0.239021	0.00791428	-0.0640517	0.00828783	0.00589911	0.0137629	0.011374	-0.00387609	0.0013948	-0.0106081	0.00763811	-0.00875127	-0.000773744	-0.0196654	0.0865112	-0.020282	0.00126634	0.00236362	0.111805	0.141992	0.143121	0.134241	0.135358	0.136159	0.138046	0.139625	0.139085	0.139279	0.831007	-2.191003	-1.420443	3.84384	0.776204	10.4851	0.657127	0.584995	0.768204	0.998416	0.52505	0.739603	0.748586	0.65629	1.33746	0.183394	1.02623	10.0955	0.981112	1.53497	1.40624	0.241607	0.239057	0.24089	0.238792	0.238607	0.23396	0.255102	0.24998	0.250297	0.250889	0.2939447
12160	-1581.638	-1568.478	-13.16039	-0.000822465	0.0260304	-0.00340578	0.135063	0.00431555	0.000296976	0.0188667	0.0673828	0.0200951	-0.00471269	-0.0277033	0.0103245	-0.0112353	-0.207461	0.00276532	0.0260129	-0.0246657	-0.00386383	0.167343	0.167205	0.171614	0.171031	0.195764	0.19661	0.196669	0.200414	0.214384	0.218736	0.11013	-1.787713	-1.294508	0.165516	13.8141	1.53233	20.2303	0.840555	0.0610696	3.77957	12.6287	9.32381	2.38589	2.84678	0.702683	0.737847	23.0442	0.775928	11.2093	3.84622	0.18418	0.274033	0.272744	0.265292	0.268045	0.265051	0.215392	0.215988	0.221681	0.21628	0.215446	0.1540987
12170	-1546.383	-1567.374	20.99088	0.0124753	0.00103314	0.202304	0.00902007	-0.0793169	0.00345588	0.000630216	-0.000330067	-0.00688438	-0.141553	-0.0591557	-0.0532874	-0.00196802	0.00705241	-0.00352744	-0.0042799	-0.0036525	0.0166586	0.152389	0.154302	0.154461	0.189095	0.190808	0.176259	0.176869	0.17698	0.176922	0.175708	0.4079913	-1.881319	-1.252183	1.28734	0.0563389	6.23439	0.788827	2.33248	0.181772	0.131363	0.0285187	2.35667	5.32132	0.859635	0.529428	0.0255036	0.127143	0.166126	0.0993255	0.264901	2.27392	0.28588	0.248147	0.233893	0.221756	0.22132	0.222886	0.222101	0.221153	0.220346	0.224048	1.078136
12180	-1536.805	-1569.159	32.35416	0.00965381	0.0777455	0.192819	-0.0319621	-0.028892	0.00671701	4.37323e-05	-0.0344766	-0.0164184	0.00450449	0.000469467	-0.00245879	0.00180695	-0.00406166	-0.0111685	0.00671458	-0.00100895	0.000842108	0.179606	0.181349	0.19601	0.237694	0.230217	0.223661	0.225168	0.225178	0.217547	0.214004	0.6391776	-1.716988	-1.230383	0.869978	1.52814	10.8554	0.818577	1.04999	0.509286	0.00145774	1.24783	0.607985	0.367281	0.150331	0.231236	0.372929	0.723262	1.64298	0.579294	0.408218	1.80102	0.292181	0.2935	0.293638	0.292916	0.293446	0.292257	0.289011	0.290958	0.290665	0.290909	0.189562
12190	-1555.307	-1567.128	11.82129	0.587755	0.00382426	-0.0874639	0.00239816	-0.0141479	-0.00123446	0.0134983	0.226055	0.00628561	-0.00163135	0.00106336	-0.0157696	-0.000793005	-0.00187754	0.0198062	-0.0193522	-0.00261613	0.00289284	0.116051	0.208886	0.209686	0.192125	0.192587	0.189881	0.189647	0.192224	0.240981	0.2425	0.5829452	-2.153723	-1.318042	31.3624	0.693284	2.34876	3.70819	0.890008	0.153329	0.809151	5.6813	0.170739	0.119888	0.271496	1.8821	0.170413	0.751977	3.51932	2.82382	0.90777	0.612349	0.267659	0.267222	0.267507	0.263321	0.263113	0.262619	0.267872	0.262738	0.262052	0.262811	0.2480003
12200	-1580.679	-1567.028	-13.65108	0.417639	-0.015946	-0.0431872	0.00577458	0.012324	0.231457	-0.167079	0.00484485	-0.000565108	-0.00493954	-0.0270998	-0.000106613	-0.00321985	-0.0154941	-0.0229301	0.0258283	0.0982387	0.0514038	0.125844	0.191079	0.188056	0.180107	0.18115	0.183396	0.231159	0.195591	0.196541	0.19643	1.542038	-2.072709	-1.344378	3.58217	2.14314	1.40697	0.140036	0.772435	11.4666	2.39338	0.295857	0.00452751	0.607486	1.97663	1.60647	1.09539	1.40457	1.53208	9.0397	9.30547	9.85989	0.260702	0.259417	0.252481	0.252455	0.251643	0.247774	0.242157	0.248493	0.274144	0.288605	0.3032891
12210	-1563.457	-1567.05	3.593168	0.590483	0.00485163	0.0343406	-0.0132083	0.0167307	0.0436576	-0.00683936	0.0482456	-0.00346416	-0.000366332	0.154504	0.0110145	-0.000158024	-0.0859573	0.00105412	0.00292247	-0.0550216	0.0150754	0.143591	0.259162	0.260422	0.26952	0.265984	0.270471	0.282541	0.280615	0.294486	0.293467	1.814264	-1.940787	-1.276945	8.57639	0.49821	2.89967	0.391175	0.675934	0.883737	0.122005	4.1295	0.148878	0.848387	5.35826	0.406603	0.321683	3.78817	0.0503146	0.181718	1.52495	0.869477	0.278888	0.278786	0.325365	0.328968	0.328916	0.301825	0.302143	0.303027	0.286805	0.291161	0.5978717
12220	-1568.34	-1567.927	-0.4128556	0.0027524	0.0144306	0.0272355	0.00373882	-0.16907	-0.161139	0.0379035	0.0712415	0.0381274	-0.0504098	-0.39788	0.0202517	0.0155195	-0.00232385	-0.0346417	0.0110953	0.0444682	0.00562256	0.124671	0.125015	0.126832	0.130334	0.130822	0.110473	0.0940313	0.0976639	0.104875	0.108951	0.7798749	-2.082075	-1.282829	0.0438162	0.373195	0.907087	0.356463	3.05946	4.88397	0.682798	2.31074	3.60676	1.15224	5.53814	0.652193	2.14869	0.0700392	0.842638	0.329822	0.468582	0.130573	0.277252	0.263622	0.177086	0.180709	0.183535	0.183109	0.176875	0.178848	0.186981	0.188035	0.8319598
12230	-1583.43	-1568.566	-14.86461	-0.0488037	-0.00538122	0.0159959	-0.0318069	-0.00463834	0.0310012	0.326775	-0.0177471	0.00707017	-0.156223	0.0110582	-0.0535382	-0.190413	-0.457711	0.0365477	0.0833602	0.0241739	0.0403634	0.109305	0.104098	0.10354	0.105209	0.101915	0.101444	0.104638	0.145079	0.142527	0.143539	0.4752435	-2.213616	-1.43673	0.767967	0.423691	1.22227	11.0899	0.171298	2.1616	10.9861	0.848497	0.303815	3.60626	0.149142	1.13367	3.96698	3.02436	0.862586	2.03177	0.402724	0.692595	0.237704	0.203324	0.205585	0.194868	0.161081	0.101921	0.105715	0.114905	0.117717	0.122565	1.398384
12240	-1580.39	-1568.905	-11.48561	-0.0645322	0.0112392	0.100362	-0.0951881	0.00517834	-0.00286503	-0.154019	-0.0111896	-0.104742	-0.0278296	-0.00649905	-0.0421302	-0.644726	-0.0378393	-0.0445847	-0.000784174	-0.0198022	-0.0129832	0.144324	0.135304	0.136834	0.151279	0.137544	0.138258	0.137862	0.118183	0.116868	0.105246	1.092631	-1.935696	-1.256549	3.65792	2.49522	3.09041	1.84264	0.414079	0.0415705	3.41455	0.151104	0.944928	2.75256	0.972507	2.18405	21.6276	1.73776	2.25371	0.116237	1.69367	1.40043	0.284635	0.276823	0.275029	0.263683	0.138383	0.133244	0.127434	0.127334	0.124837	0.123227	0.4133986
12250	-1585.667	-1570.072	-15.59493	-0.0328441	0.0493216	0.0283423	0.0599859	-0.375626	-0.0165687	-0.0379154	0.0688505	0.0708222	0.000891162	0.0390845	-0.276968	0.198409	-0.0143662	-0.482646	-0.0124034	0.0377315	-0.0045122	0.168312	0.162874	0.171109	0.176028	0.18691	0.128381	0.126271	0.121573	0.130239	0.139797	2.48639	-1.781933	-1.322704	0.68497	0.929179	1.18754	0.884302	3.24205	0.981444	1.51382	0.5514	0.433707	0.210551	0.71078	16.1839	2.63244	0.502652	14.1929	0.260075	1.53967	0.151646	0.266414	0.266651	0.27728	0.2102	0.256331	0.252674	0.155938	0.154015	0.159938	0.159218	0.9434204
12260	-1560.958	-1569.362	8.403916	-0.0339808	0.0523038	0.00624645	-0.001586	0.0115776	-0.00819141	-0.00138849	0.0124408	-0.000418493	-0.0041317	-0.0423296	-0.131051	-0.00170934	0.0911815	0.00279928	0.00586673	-0.015177	0.00285064	0.19502	0.188505	0.198627	0.199871	0.199554	0.201878	0.200231	0.199953	0.202457	0.202372	0.5198027	-1.634652	-1.213878	2.67788	3.24343	0.200969	1.07109	0.443314	1.18689	1.41161	3.8793	0.0757169	0.45623	2.71594	4.18107	0.977524	2.26617	0.216773	0.919662	2.4021	1.17872	0.297043	0.295818	0.283558	0.248729	0.248304	0.27201	0.272772	0.274377	0.270244	0.271016	0.5249348
12270	-1586.622	-1567.688	-18.93416	0.0180438	0.020714	0.243324	0.0243571	-0.0196776	0.0492977	0.00651943	0.0504653	-0.014168	0.00221499	-0.0110075	-0.0043106	-0.285786	-4.85603e-05	0.0314274	0.254635	0.158845	-0.175384	0.152363	0.155137	0.158384	0.202016	0.206997	0.202963	0.21322	0.214614	0.225723	0.222547	0.8822671	-1.881492	-1.353692	0.563192	1.76523	15.5757	3.24665	0.472391	1.06821	0.732017	1.14151	0.884023	0.146604	0.373435	0.827224	5.32738	2.53135	2.31	3.44147	4.15467	6.18941	0.258285	0.258858	0.256024	0.254923	0.191555	0.191546	0.197661	0.254981	0.298877	0.250798	1.142354
12280	-1569.191	-1569.403	0.2126539	-0.00022982	5.60765e-05	0.00239386	0.0345336	-0.000610256	-0.00403936	0.000299679	0.636595	0.00567361	-0.0627699	0.0029683	-0.101391	-0.0422931	-0.336631	-0.11825	0.106035	-0.0514366	0.0190061	0.14083	0.140798	0.140806	0.141143	0.146103	0.146014	0.145425	0.145469	0.27494	0.276505	0.1170475	-1.960199	-1.256415	1.3275	0.781141	0.366119	7.1201	0.530864	0.558333	0.306117	105.549	1.43377	0.32681	0.0976393	0.514745	0.588177	2.45089	0.963462	0.976298	0.367014	1.14684	0.284673	0.267353	0.268148	0.242293	0.232259	0.165873	0.147374	0.163859	0.155644	0.158631	5.501307
12290	-1560.486	-1566.41	5.923473	-0.0308569	0.029163	-0.00185834	-0.00636549	0.00170748	-0.010753	0.00545781	0.0127491	-0.00329544	0.00834927	-0.553369	-0.0101927	-0.121539	-0.0474896	0.00801919	0.001414	-0.00111804	0.0144783	0.0892928	0.0865796	0.0891417	0.0889762	0.0884116	0.0885627	0.0876154	0.0880949	0.0892253	0.0889317	0.385338	-2.415835	-1.40551	0.811097	0.628961	0.19133	0.569521	2.99952	0.259169	0.872009	0.71165	0.127504	0.806748	16.4541	3.16801	6.15736	2.36374	0.929553	0.262365	0.627653	1.62362	0.245242	0.247298	0.142199	0.140757	0.124648	0.118867	0.119824	0.119994	0.11986	0.121607	0.4064018
12300	-1567.456	-1567.061	-0.3951305	0.00635748	-0.0169771	-0.0101304	0.0126586	-0.0289091	0.00151939	0.0316251	0.000262792	-0.00231162	-0.0170342	-0.530366	0.0134546	0.0244546	-0.00626487	0.00858537	-0.0361066	-0.00379045	-0.21668	0.0998192	0.100456	0.0987648	0.0977693	0.0990148	0.0961934	0.0963396	0.0994351	0.0994612	0.0992316	0.6685911	-2.304394	-1.394974	0.464647	3.12874	0.33316	0.673266	1.06219	0.163394	13.0726	0.0385887	0.0899949	7.17018	73.9339	0.526382	1.10111	0.510785	0.220354	1.95174	0.238633	11.4956	0.247839	0.243653	0.143363	0.145305	0.148902	0.147972	0.149248	0.143955	0.143411	0.115473	0.4903241
12310	-1563.331	-1568.376	5.044478	0.0563001	0.114173	0.12559	-0.0024629	-0.00183214	0.0112393	-0.116862	-0.0106455	0.00576081	-0.0670951	0.0101011	-0.0198198	0.00337444	-0.00139252	0.00547115	0.00637273	-0.0796004	0.0204369	0.204411	0.21625	0.242404	0.274842	0.274166	0.273664	0.276757	0.246233	0.243626	0.245033	2.976557	-1.587621	-1.157309	2.29954	0.941613	0.599357	0.552936	1.39172	0.0799886	1.29459	0.100621	0.631621	1.45157	1.1215	0.958619	0.836026	0.0224001	0.110243	1.05384	2.56988	0.590439	0.314331	0.293933	0.296917	0.29109	0.292074	0.291668	0.293268	0.295143	0.27256	0.278187	0.9146011
12320	-1588.624	-1568.013	-20.61047	0.262834	0.0136097	0.0126052	0.015031	0.0323486	0.00750167	-0.00843736	0.0151867	0.00482721	0.0389901	-0.00166519	-0.0149832	-0.477407	0.53178	-0.105234	-0.0367748	-0.0964369	0.406983	0.130994	0.170372	0.172707	0.174898	0.177546	0.183384	0.184764	0.183212	0.186016	0.186916	0.5298364	-2.032604	-1.327343	8.77218	0.474125	2.43122	1.10869	0.917525	0.179185	0.483247	2.6501	0.682914	0.560128	0.0968467	2.33824	2.76875	3.44443	12.1682	1.35631	1.16595	5.672	0.265181	0.275725	0.275266	0.271172	0.168233	0.286325	0.257725	0.248419	0.225582	0.338886	2.144756
12330	-1570.872	-1568.368	-2.504274	0.0700752	0.0644766	-0.00478204	-0.000618252	-0.00926552	-0.0194873	0.123945	0.0190895	0.0344054	0.00214205	0.00134768	0.000537186	-0.314029	-0.000208708	-0.0173119	-0.022832	-0.0186822	-0.204431	0.18426	0.197635	0.210797	0.209792	0.209662	0.207728	0.20372	0.230601	0.235045	0.243273	0.2749279	-1.69141	-1.205429	5.93551	2.80755	1.5051	0.109265	3.03668	1.50622	7.51617	1.96658	2.42358	0.202405	0.189481	0.0565167	22.7279	0.187364	2.1392	0.622851	0.64673	2.99981	0.299563	0.300206	0.300611	0.300772	0.219714	0.219668	0.215898	0.211024	0.207118	0.168824	0.9491961
12340	-1578.888	-1567.365	-11.52367	0.435378	0.0141596	0.0313688	0.0619039	-0.116793	-0.0025484	-0.0372089	-0.0146856	-0.0168145	-0.0705418	0.00360902	-0.00476973	-0.13194	-0.0257427	0.0145464	-0.0124372	-0.0489346	0.00687076	0.149572	0.23117	0.234467	0.241938	0.257389	0.229017	0.228434	0.22009	0.216882	0.213265	1.167498	-1.899979	-1.187608	17.5586	1.45362	13.9946	1.03595	1.43055	0.537428	0.764173	1.42225	0.322158	4.78819	0.153956	0.386666	3.43671	1.01141	2.56288	1.22319	1.4161	0.38366	0.30495	0.284179	0.285207	0.28385	0.248764	0.242442	0.245994	0.242954	0.231351	0.232946	0.4383752
12350	-1535.218	-1568.795	33.57646	0.628554	-0.0167405	-0.0224403	-0.0275358	-0.00636678	-0.01268	0.00449284	0.0475067	-0.0138315	2.02667e-06	5.94431e-06	0.0021105	0.00439396	-0.000613712	0.000731123	0.000669406	-0.00480826	0.00453277	0.14592	0.273586	0.269044	0.263074	0.255928	0.254304	0.2511	0.252231	0.264503	0.260869	0.6513901	-1.924694	-1.269357	38.2188	1.25338	0.397749	2.02859	0.385114	0.864976	0.246759	0.808263	1.01743	0.0337239	0.021769	0.510885	3.22036	0.423713	0.474229	0.445523	1.35933	0.676131	0.281012	0.281013	0.281015	0.281608	0.282848	0.282675	0.282882	0.283071	0.281713	0.282993	0.09467965
12360	-1549.086	-1571.42	22.33397	-0.0429416	0.0909524	-0.00383907	-0.0459676	0.00460427	-0.00644598	-0.00662174	-0.0132529	-0.0896473	-0.0674743	-0.00847236	0.000166061	-1.99057e-05	0.000695119	-0.000114825	-0.0196687	-0.00804516	0.0108344	0.15562	0.149079	0.163274	0.162649	0.155341	0.156058	0.155055	0.154032	0.152004	0.13897	0.5979446	-1.860335	-1.293657	3.2225	6.97073	0.878968	2.08194	0.311701	0.24498	0.292686	0.322115	2.04051	3.52169	0.536263	0.0725815	0.0321268	3.61608	0.0139785	0.775791	0.629537	1.16332	0.274266	0.256371	0.254208	0.25425	0.254245	0.254422	0.254392	0.249438	0.247439	0.250134	0.3683114
12370	-1592.6	-1568.209	-24.39139	-0.561018	-0.093605	1.05627	0.0448377	0.135261	-0.0752833	0.0109518	0.0987174	0.013938	-0.241234	-0.0546513	-0.0740844	0.0397605	0.0135031	0.122943	-0.0106054	-0.0424907	2.43468e-05	0.113378	0.0646968	0.0589157	0.16942	0.17719	0.202853	0.188142	0.190214	0.209949	0.212896	1.202192	-2.177025	-1.303848	9.65956	2.98392	8.85481	4.77312	0.983583	0.743571	0.204869	2.65431	0.137489	4.49808	1.2125	4.25909	1.52864	0.818958	3.3324	0.730111	0.993583	0.00405124	0.271485	0.213294	0.20195	0.18753	0.195136	0.197789	0.223664	0.221304	0.212098	0.212103	0.8559131
12380	-1568.116	-1567.546	-0.5695638	0.138563	-0.00157018	-0.01041	0.00794147	0.0170374	-0.0568232	-0.00881615	0.0172307	0.0152613	-0.0310049	-0.0135416	-0.147438	-0.0665161	-0.194495	-0.271261	0.00316412	0.0298221	0.0305912	0.139284	0.159985	0.159734	0.15808	0.15934	0.162078	0.153125	0.151781	0.154419	0.156794	0.6345388	-1.971238	-1.293964	5.47527	0.299776	1.2019	0.333634	0.914153	1.20077	0.306599	0.806989	0.970664	0.681936	0.359034	1.05158	1.17333	3.21433	14.6949	0.0789839	0.876501	0.744162	0.274182	0.265811	0.262236	0.226288	0.211726	0.174303	0.132892	0.133313	0.137348	0.141615	1.741532
12390	-1561.523	-1569.945	8.421401	0.448093	5.85478e-06	-0.0160352	0.00988144	0.00283827	2.04059e-05	0.00474183	0.00276588	0.00229225	-0.00247377	0.00809083	-0.0321123	-0.614978	-0.0706003	0.0905834	0.00318995	-0.028563	-0.0283648	0.0363181	0.0568496	0.05685	0.0559456	0.0565012	0.0566618	0.0566629	0.0569323	0.05709	0.057221	0.1679148	-3.315439	-1.593414	95.4363	0.000707996	0.684974	0.798135	1.24256	0.00464818	0.439718	0.483477	1.61159	0.147468	0.751432	3.16192	6.95183	3.80747	1.90996	0.368498	1.30135	1.29615	0.203231	0.202729	0.204375	0.197917	0.107004	0.0997102	0.109164	0.109513	0.106429	0.103453	1.223456
12400	-1577.917	-1566.244	-11.67236	0.813459	-0.000857057	0.155548	-0.00698851	0.0435025	-0.0309505	0.00275788	0.00412357	0.00285184	0.000224341	0.0166309	-0.0198055	0.0334036	-0.0498344	-0.0410901	-0.0164131	-0.0383262	0.0106912	0.0858666	0.193689	0.193523	0.226093	0.224518	0.234501	0.227354	0.227982	0.228924	0.229578	0.2923853	-2.45496	-1.308022	41.4447	1.99121	12.277	0.341734	5.51929	3.21585	2.54733	0.38845	0.334606	0.0612418	14.1257	1.17334	0.954759	1.71225	1.59064	1.02199	1.1227	2.03815	0.270354	0.270415	0.27495	0.269558	0.278714	0.265165	0.25449	0.250347	0.240934	0.243524	0.6121122
12410	-1591.591	-1566.713	-24.878	1.07475	-0.193957	0.0751383	-0.0074125	-0.0712916	-0.0864331	-0.00200827	0.0250609	0.0526689	0.060163	0.0399322	-0.129414	0.00203085	-0.0200871	-0.324776	-0.0331948	-0.0788383	0.132124	0.058942	0.172656	0.142216	0.153313	0.152181	0.141709	0.129975	0.129715	0.133007	0.1402	1.811954	-2.831201	-1.4369	10.4559	29.2894	1.0184	0.201263	0.972584	0.57119	0.0510321	0.330039	1.56688	2.40272	0.916242	3.48684	0.129044	1.01749	6.07919	2.2903	2.87259	4.85218	0.237663	0.252401	0.262684	0.230796	0.231266	0.226666	0.163809	0.158461	0.146448	0.167134	0.7617848
12420	-1591.011	-1569.014	-21.99702	0.863485	-0.00654275	-0.00569182	-0.330194	-0.146594	0.0294829	-0.364771	-0.0370097	-0.0318754	-0.0294188	0.00250241	-0.0399065	0.0126682	-0.0655375	-0.129026	0.0253419	0.0483637	-0.443782	0.0679082	0.161038	0.159988	0.15908	0.114344	0.0987527	0.101708	0.0706212	0.0680553	0.0659202	1.210541	-2.689599	-1.406698	17.0576	0.152351	0.225927	3.62758	5.78655	0.47113	7.52154	1.86963	1.58135	0.582588	1.20246	0.431548	0.166139	0.91753	1.26389	0.821849	1.47614	3.92074	0.244951	0.23785	0.238446	0.229117	0.232038	0.217319	0.191013	0.195915	0.205623	0.131929	1.376652
12430	-1577.987	-1566.525	-11.46168	-0.0305078	-0.0276292	0.0116723	0.391762	0.132422	-0.0557889	0.0862133	-0.0085626	-0.0208568	-0.046748	-0.391854	-0.00264388	0.0214496	-0.0288957	0.0156583	-0.00321449	-0.178999	-0.00809545	0.0960269	0.0931416	0.0906034	0.0916671	0.135629	0.154833	0.146432	0.159616	0.158255	0.154989	2.049554	-2.343127	-1.404334	0.441714	0.201265	0.179656	2.52633	4.56059	3.17406	0.875446	0.470858	0.667614	0.611468	22.332	0.0520811	0.919052	0.699157	0.472033	2.11077	1.35005	0.35209	0.245531	0.234317	0.158352	0.157934	0.161358	0.156762	0.159236	0.158725	0.132711	0.131641	1.176405
12440	-1581.078	-1566.53	-14.54844	0.700714	-0.0958084	-0.0275061	0.0113321	-0.0160485	0.0124302	-0.0157565	-0.020595	0.0467967	0.0116764	-0.0802957	0.00623044	-0.229977	0.0424267	-0.104083	0.141343	0.153267	-0.0352927	0.0730944	0.147299	0.133842	0.13021	0.131694	0.129598	0.131219	0.129167	0.126534	0.132596	1.210374	-2.616004	-1.518881	9.72687	1.18164	1.52481	1.32455	0.488125	0.46783	0.289721	0.435714	0.685424	0.164656	5.56415	0.0345762	2.75973	0.342479	0.969985	0.987261	5.67532	0.234495	0.218957	0.221528	0.204436	0.205714	0.16345	0.170534	0.153677	0.177008	0.206327	0.199172	1.607613
12450	-1564.822	-1566.578	1.755722	-0.00565556	0.372927	4.39532e-05	0.00496922	-0.0318989	-0.00249426	-0.00830064	0.0393594	-0.0353406	-0.103233	-0.406925	-0.0283782	-0.00191272	-0.00653149	-0.0742774	-0.0189651	0.0061338	0.00495229	0.0725705	0.0721612	0.104776	0.104781	0.105303	0.101997	0.101743	0.100902	0.104953	0.101308	0.1772063	-2.623197	-1.458077	0.961456	23.3937	0.0388243	0.765578	2.03629	0.31951	0.917813	3.04021	4.31598	3.03684	15.7112	1.5627	0.309685	0.361062	1.63284	2.22804	0.526462	0.139804	0.232683	0.209861	0.139703	0.135794	0.135535	0.134653	0.125013	0.122665	0.123419	0.124032	0.7093106
12460	-1562.362	-1568.37	6.00842	-0.000372554	0.00285378	-0.00360269	0.0280836	0.0742465	-0.000702273	-0.158092	0.04996	0.014566	0.0568981	-0.152057	-0.177638	-0.0399477	-0.0878679	-0.0102051	-3.87835e-05	0.0376225	-0.0803579	0.105625	0.105585	0.105887	0.105506	0.108511	0.116874	0.116792	0.0997139	0.104822	0.10636	1.183517	-2.247864	-1.480586	0.0700438	0.190327	0.8538	0.667366	0.664608	0.070356	2.4559	0.688654	1.13408	0.436968	2.16143	2.95526	0.547412	0.764408	0.118371	0.0801447	1.39299	1.09019	0.227504	0.240824	0.206853	0.173187	0.166405	0.152407	0.15086	0.150854	0.156638	0.144543	1.353576
12470	-1593.629	-1567.458	-26.17158	0.00882728	0.0483395	0.00451927	0.026656	-0.00143419	-0.0546968	-0.73344	0.0245799	0.0331444	0.0107837	0.00280504	-0.107207	-0.295769	-0.00726005	-0.0287324	0.00241064	-0.0070942	-0.0457923	0.192039	0.193741	0.203337	0.204258	0.209776	0.209475	0.198325	0.0952465	0.0976166	0.100906	0.8847115	-1.650058	-1.196018	6.88216	1.29847	0.355785	0.954676	0.2704	1.7685	31.483	0.896839	0.876081	2.75443	0.646933	4.33321	11.6344	0.744345	0.964599	0.0992141	2.21356	371.538	0.302396	0.305674	0.306533	0.275371	0.204865	0.203383	0.197622	0.198099	0.196699	0.187895	0.3323434
12480	-1579.699	-1569.164	-10.53508	0.0277915	0.047377	-0.00120916	0.16163	-0.0475496	0.00771144	0.000676307	-0.015859	-0.103411	0.0200221	-0.0219151	0.0157398	0.00985788	-0.0650173	0.0914177	0.00321315	-0.0240666	0.0666719	0.217568	0.2237	0.234553	0.234269	0.275366	0.262579	0.264612	0.264791	0.260625	0.23502	0.2811369	-1.525243	-1.182386	4.24679	2.91123	0.322659	27.5423	4.82287	2.04912	0.300437	1.26511	5.23136	0.758485	2.34553	0.413005	0.770646	4.15378	3.29103	0.808858	1.3954	1.91597	0.306547	0.312746	0.305967	0.310821	0.3139	0.29414	0.322297	0.323335	0.315646	0.337408	0.7473663
12490	-1584.938	-1574.573	-10.36418	0.0539337	0.0564835	-0.177463	-0.0172665	0.166194	-0.0866384	-0.00296735	0.0888247	-0.166186	-5.11048e-05	-0.0175034	-0.0136192	-0.00456061	-0.0133761	-0.0818552	-0.0207174	-0.00233638	-0.0030332	0.278581	0.294018	0.311103	0.260515	0.256056	0.302351	0.277259	0.276437	0.302115	0.255858	1.359333	-1.278048	-0.9492984	1.63093	2.14938	5.09642	0.288839	6.49258	1.25007	0.222733	2.69914	2.08846	0.245011	2.08118	3.93274	1.1639	2.20983	6.54709	3.31727	0.63648	4.58104	0.387012	0.386993	0.380278	0.375134	0.373427	0.368465	0.339506	0.332545	0.331768	0.330764	0.1522866
12500	-1561.579	-1566.735	5.155842	0.0142606	0.0281376	0.0186713	-0.0162804	-0.0115926	-0.112119	-0.00269655	-0.000633602	0.00236524	-0.0177653	-0.370979	-0.000665054	-0.0325408	-0.0627668	-0.114386	-0.0270704	-0.00461375	-0.0456295	0.1155	0.117159	0.120502	0.122773	0.12079	0.119398	0.106735	0.106447	0.10638	0.106632	0.4655822	-2.158487	-1.309678	1.2469	3.3747	1.97728	1.31562	0.527842	4.16571	0.221653	0.699321	0.812024	0.75349	4.68183	0.112848	1.1595	1.14446	3.38002	0.480114	0.267807	0.763591	0.269907	0.265154	0.182972	0.18285	0.176996	0.166228	0.148261	0.144301	0.143637	0.13723	1.219127
12510	-1605.539	-1566.929	-38.6103	0.53709	-0.0753984	0.396342	0.0181963	0.0496398	0.016169	-1.36249	-0.125671	0.70234	-0.00968459	0.191008	-0.0295465	0.0964731	0.0185599	0.28018	-0.138657	-1.74715	-0.0687954	0.145469	0.248901	0.230824	0.343092	0.349392	0.367174	0.373159	0.0955374	0.0842549	0.170066	11.11804	-1.92779	-1.280151	1.66638	0.805977	1.4022	0.537231	0.179331	0.0386735	1.8695	3.51125	1.46515	0.721925	1.32662	0.950495	0.987687	0.218733	2.1286	0.904362	18.8201	0.38895	0.277995	0.275316	0.333261	0.323559	0.356329	0.363004	0.480388	0.41819	0.0728782	0.0680331	3.486099
12520	-1586.122	-1567.736	-18.38585	-0.0101773	0.0302869	-0.0798942	0.0598033	0.385005	-0.225145	0.0419083	0.0359802	0.266301	-0.034907	-0.223079	0.0158608	-0.0250997	0.00187355	-0.0535585	0.0401836	-0.00794154	-0.00510336	0.122114	0.120877	0.124594	0.115027	0.122116	0.179464	0.143284	0.149417	0.154891	0.202152	3.015623	-2.102803	-1.412631	0.0898436	0.488624	3.09139	0.544915	1.78666	8.19459	2.78917	0.770889	1.20782	0.371754	52.3639	0.393229	0.203189	0.164101	1.0988	1.17156	0.102069	0.271917	0.243502	0.235149	0.188131	0.191139	0.186401	0.18675	0.177011	0.184269	0.182812	0.181881	1.334918
